id_unique,pop_size_territories,both_disapp,population_analysis,territory_analysis,individual_analysis,fate,fate_detailed,wolf_id,sex,country,territory,territory_winter,Y_coordinate,X_coordinate,autumn,spring,slu_id,ruggedness,paved,gravel,snow_cover,human_density,municipality_name,municipality_id,moose_harvest_density,bear_density_shot,bear_density_live,night_light,elevation_mean,elevation_stdv,birth_territory,inbreeding,number_neighbour_terr
268,83,,,0,0,alive,,G15-18,F,S,Brängen 1,Brängen_2122,6419955.493,1378390.355,2021,2022,,2.8382,0.53,1.78,62.57909605,43.37,Mullsjö,642,2.5072,0,0,0.7213,267.3227749,35.79634778,Tiv2,0,1
269,83,,,,0,alive,,G234-17,M,S,Brängen 1,Brängen_2122,6419955.493,1378390.355,2021,2022,,2.8382,0.53,1.78,62.57909605,43.37,Mullsjö,642,2.5072,0,0,0.7213,267.3227749,35.79634778,Tiv2,0,1
270,85,,,2,2,censored,,G15-18,F,S,Brängen 1,Brängen_2223,6422242,1376554,2022,2023,,2.8115,0.53,1.79,70.4069025,39.12,Mullsjö,642,1.8748,0,0,0.7537,264.8143429,35.9141608,Tiv2,0,3
271,85,,,,2,censored,,G234-17,M,S,Brängen 1,Brängen_2223,6422242,1376554,2022,2023,,2.8115,0.53,1.79,70.4069025,39.12,Mullsjö,642,1.8748,0,0,0.7537,264.8143429,35.9141608,Tiv2,0,3
272,72,,,0,0,alive,,G258-17,F,S,Brännan,Brännan_1718,6623256,1283502,2017,2018,G258-17,5.6014,0.29,1.18,84.53282828,8.32,Eda,1730,2.1561,0,0,0.3559,220.6613265,53.90769031,Mgr1,0.20694899999999999,3
273,72,,,,0,alive,,G66-16,M,S,Brännan,Brännan_1718,6623256,1283502,2017,2018,G66-16,5.6014,0.29,1.18,84.53282828,8.32,Eda,1730,2.1561,0,0,0.3559,220.6613265,53.90769031,Gla3,0.31059999999999999,3
274,68,1,1,1,1,disapp,,G258-17,F,S,Brännan,Brännan_1819,6621387,1283180.5,2018,2019,G258-17,5.6026,0.28,1.19,79.5978836,7.97,Eda,1730,2.2823,0,0,0.4321,219.8768285,53.56424715,Mgr1,0.20694899999999999,4
275,68,1,,,1,disapp,,G66-16,M,S,Brännan,Brännan_1819,6621387,1283180.5,2018,2019,G66-16,5.6026,0.28,1.19,79.5978836,7.97,Eda,1730,2.2823,0,0,0.4321,219.8768285,53.56424715,Gla3,0.31059999999999999,4
276,39,,,,,alive,,G28-09,M,S,Brattfors 1,Brattfors_0809,6614726,1397040,2008,2009,G28-09,4.3628,0.37,1.14,82.20833333,32.11,Storfors,1760,3.2,0,0.0083,0.65,177.9590638,53.09833471,Jang3,0.31445299999999998,2
277,39,,,,,alive,,G9-09,F,S,Brattfors 1,Brattfors_0809,6614726,1397040,2008,2009,G9-09,4.3628,0.37,1.14,82.20833333,32.11,Storfors,1760,3.2,0,0.0083,0.65,177.9590638,53.09833471,Grä1,0.26757799999999998,2
278,58,,,,,alive,,G28-09,M,S,Brattfors 1,Brattfors_1011,6622753,1387485,2010,2011,G28-09,5.0031,0.3,1.17,83.56878307,34.28,Munkfors,1762,3.9,0,0.0111,0.2396,193.8956233,63.56500753,Jang3,0.31445299999999998,2
279,58,,,,,alive,,G9-09,F,S,Brattfors 1,Brattfors_1011,6622753,1387485,2010,2011,G9-09,5.0031,0.3,1.17,83.56878307,34.28,Munkfors,1762,3.9,0,0.0111,0.2396,193.8956233,63.56500753,Grä1,0.26757799999999998,2
280,60,,,,,alive,,G28-09,M,S,Brattfors 1,Brattfors_1112,6624443,1392528,2011,2012,G28-09,4.934,0.31,1.21,74.82323232,27.71,Storfors,1760,3.8,0,0.0117,0.4853,206.1571453,58.12913654,Jang3,0.31445299999999998,2
281,60,,,,,alive,,G9-09,F,S,Brattfors 1,Brattfors_1112,6624443,1392528,2011,2012,G9-09,4.934,0.31,1.21,74.82323232,27.71,Storfors,1760,3.8,0,0.0117,0.4853,206.1571453,58.12913654,Grä1,0.26757799999999998,2
282,64,,,,,alive,,G28-09,M,S,Brattfors 1,Brattfors_1213,6623425,1390694,2012,2013,G28-09,4.9522,0.31,1.18,81.84102564,30.93,Storfors,1760,4,0,0.002,0.3937,200.4623647,60.37477098,Jang3,0.31445299999999998,5
283,64,,,,,alive,,G9-09,F,S,Brattfors 1,Brattfors_1213,6623425,1390694,2012,2013,G9-09,4.9522,0.31,1.18,81.84102564,30.93,Storfors,1760,4,0,0.002,0.3937,200.4623647,60.37477098,Grä1,0.26757799999999998,5
284,66,,,,,alive,,G28-09,M,S,Brattfors 1,Brattfors_1314,6623249,1394461,2013,2014,G28-09,4.7941,0.33,1.21,66.33789897,27.43,Storfors,1760,3.4,0,0.0083,0.5851,203.888957,55.75344182,Jang3,0.31445299999999998,6
285,66,,,,,alive,,G9-09,F,S,Brattfors 1,Brattfors_1314,6623249,1394461,2013,2014,G9-09,4.7941,0.33,1.21,66.33789897,27.43,Storfors,1760,3.4,0,0.0083,0.5851,203.888957,55.75344182,Grä1,0.26757799999999998,6
286,68,,,,,alive,,G28-09,M,S,Brattfors 1,Brattfors_1415,6621571,1388302,2014,2015,G28-09,4.9079,0.31,1.17,84.71282051,36.15,Storfors,1760,2.6,0,0.0079,0.2791,190.7634055,63.02796008,Jang3,0.31445299999999998,5
287,68,,,,,alive,,G9-09,F,S,Brattfors 1,Brattfors_1415,6621571,1388302,2014,2015,G9-09,4.9079,0.31,1.17,84.71282051,36.15,Storfors,1760,2.6,0,0.0079,0.2791,190.7634055,63.02796008,Grä1,0.26757799999999998,5
288,70,,,,,other,natural,G28-09,M,S,Brattfors 1,Brattfors_1516,6622892,1390176,2015,2016,G28-09,4.9391,0.31,1.17,67.71290323,32.97,Storfors,1760,1.9,0,0.0002,0.3695,198.1157812,61.07986485,Jang3,0.31445299999999998,6
289,70,,,,,other,natural,G9-09,F,S,Brattfors 1,Brattfors_1516,6622892,1390176,2015,2016,G9-09,4.9391,0.31,1.17,67.71290323,32.97,Storfors,1760,1.9,0,0.0002,0.3695,198.1157812,61.07986485,Grä1,0.26757799999999998,6
290,74,,,,,other,legal,G146-16,F,S,Brattfors 2,Brattfors 2_1617,6628551,1391171,2016,2017,G146-16,5.121,0.3,1.2,76.80769231,24.63,Munkfors,1762,1.8,0,0.0011,0.2475,220.8918356,58.66560525,Snd3,0.21491199999999999,5
291,74,,,,,other,legal,G31-16,M,S,Brattfors 2,Brattfors 2_1617,6628551,1391171,2016,2017,G31-16,5.121,0.3,1.2,76.80769231,24.63,Munkfors,1762,1.8,0,0.0011,0.2475,220.8918356,58.66560525,Nma1,0.40411399999999997,5
292,72,,,,0,alive,,G117-15,M,S,Brattfors 3,Brattfors_1718,6628097,1391814,2017,2018,G117-15,5.0801,0.3,1.21,83.7421875,24.66,Munkfors,1762,2,0,0.0148,0.3038,220.6605528,58.43260546,Letj2,0.224609,5
293,72,,,0,0,alive,,G172-16,F,S,Brattfors 3,Brattfors_1718,6628097,1391814,2017,2018,G172-16,5.0801,0.3,1.21,83.7421875,24.66,Munkfors,1762,2,0,0.0148,0.3038,220.6605528,58.43260546,Bratt,0.27783200000000002,5
294,68,1,,,1,disapp,,G117-15,M,S,Brattfors 3,Brattfors_1819,6629381,1390543,2018,2019,G117-15,5.1619,0.28,1.18,82.58457711,24.64,Munkfors,1762,2.3,0.0001,0.019,0.2002,222.5100243,58.88466881,Letj2,0.224609,5
295,68,1,1,1,1,disapp,,G172-16,F,S,Brattfors 3,Brattfors_1819,6629381,1390543,2018,2019,G172-16,5.1619,0.28,1.18,82.58457711,24.64,Munkfors,1762,2.3,0.0001,0.019,0.2002,222.5100243,58.88466881,Bratt,0.27783200000000002,5
296,37,,,,,alive,,D-08-15,M,S,Bredfjället 1,Bredfjället_0708,6448818,1278241,2007,2008,D-08-15,5.1699,0.56,1.65,40.03954802,68.84,Stenungsund,1415,2.2,0,0,2.5936,76.05081359,45.25874501,Ny5,0.26953100000000002,0
297,37,,,,0,alive,,G17-08,F,S,Bredfjället 1,Bredfjället_0708,6448818,1278241,2007,2008,G17-08,5.1699,0.56,1.65,40.03954802,68.84,Stenungsund,1415,2.2,0,0,2.5936,76.05081359,45.25874501,DE2,0.39843800000000001,0
298,39,,,,,other,legal,D-08-15,M,S,Bredfjället 1,Bredfjället_0809,6468313,1282213,2008,2009,D-08-15,4.2245,0.63,1.65,54.37634409,74.59,Stenungsund,1415,2.4,0,0,3.4423,76.66809836,36.98652129,Ny5,0.26953100000000002,1
299,39,,,,0,alive,,G17-08,F,S,Bredfjället 1,Bredfjället_0809,6468313,1282213,2008,2009,G17-08,4.2245,0.63,1.65,54.37634409,74.59,Stenungsund,1415,2.4,0,0,3.4423,76.66809836,36.98652129,DE2,0.39843800000000001,1
300,49,,,,0,alive,,G17-08,F,S,Bredfjället 2,Bredfjället_0910,6443614,1273592,2009,2010,G17-08,5.0374,0.61,1.73,77.44479755,69.17,Stenungsund,1415,2.6,0,0,3.4192,64.73537149,46.50145443,DE2,0.39843800000000001,0
301,49,,,0,0,alive,,G53-10,M,S,Bredfjället 2,Bredfjället_0910,6443614,1273592,2009,2010,G53-10,5.0374,0.61,1.73,77.44479755,69.17,Stenungsund,1415,2.6,0,0,3.4192,64.73537149,46.50145443,Sil1,0.227051,0
302,58,,,,2,censored,,G17-08,F,S,Bredfjället 2,Bredfjället_1011,6443614,1273592,2010,2011,G17-08,5.0374,0.61,1.73,64.72033898,69.57,Stenungsund,1415,2.7,0,0,3.4192,64.73537149,46.50145443,DE2,0.39843800000000001,0
303,58,,1,1,1,disapp,,G53-10,M,S,Bredfjället 2,Bredfjället_1011,6443614,1273592,2010,2011,G53-10,5.0374,0.61,1.73,64.72033898,69.57,Stenungsund,1415,2.7,0,0,3.4192,64.73537149,46.50145443,Sil1,0.227051,0
304,49,,,,,other,legal,D-10-33,F,S,Brudfjället,Brudfjället_0910,6529750,1296697,2009,2010,D-10-33,4.6908,0.45,1.34,83.14480874,14.38,Dals-Ed,1438,2.6,0,0,0.7188,132.5938266,51.3132725,Krp3,0.32739299999999999,2
305,49,,,,0,alive,,G25-06,M,S,Brudfjället,Brudfjället_0910,6529750,1296697,2009,2010,G25-06,4.6908,0.45,1.34,83.14480874,14.38,Dals-Ed,1438,2.6,0,0,0.7188,132.5938266,51.3132725,DE2,0.39843800000000001,2
306,83,,,0,0,alive,,G144-21,F,,Byrrtjärn,Byrrtjärn_2122,6692671.585,1441941.752,2021,2022,,4.3248,0.24,1.31,81.27272727,13.35,Gagnef,2026,2.4,0.0006,0.2178,0.5207,280.0307,56.6822,Gry1,0.22769700000000001,1
307,83,,,,0,alive,,G78-22,M,,Byrrtjärn,Byrrtjärn_2122,6692671.585,1441941.752,2021,2022,,4.3248,0.24,1.31,81.27272727,13.35,Gagnef,2026,2.4,0.0006,0.2178,0.5207,280.0307,56.6822,Snö3,0.22967599999999999,1
308,85,1,1,1,1,disapp,,G144-21,F,,Byrrtjärn,Byrrtjärn_2223,6690211.322,1441122.254,2022,2023,,4.4553,0.25,1.29,85.95820896,13.54,Gagnef,2026,2,0.0005,0.1748,0.4349,283.7349,56.0536,Gry1,0.22769700000000001,1
309,85,1,,,1,disapp,,G78-22,M,,Byrrtjärn,Byrrtjärn_2223,6690211.322,1441122.254,2022,2023,,4.4553,0.25,1.29,85.95820896,13.54,Gagnef,2026,2,0.0005,0.1748,0.4349,283.7349,56.0536,Snö3,0.22967599999999999,1
310,16,,,0,0,alive,,M-02-08,M,S,Dals Ed 2,Dals Ed-Halden_0001,6544732,1267622,2000,2001,M-02-08,5.1261,0.37,1.19,68.57575758,16.4,Munkedal,1430,3.5271,0,0,0.2794,166.7428582,38.32841775,Kop1,0.234375,0
311,16,,,,,alive,,M-03-07,F,S,Dals Ed 2,Dals Ed-Halden_0001,6544732,1267622,2000,2001,M-03-07,5.1261,0.37,1.19,68.57575758,16.4,Munkedal,1430,3.5271,0,0,0.2794,166.7428582,38.32841775,Kop1,0.234375,0
312,16,,,0,0,alive,,M-02-08,M,S,Dals Ed 2,Dals Ed-Halden_0102,6550200,1267094,2001,2002,M-02-08,5.1635,0.38,1.17,61.08666667,18.22,Tanum,1435,3.2537,0,0,0.2104,168.5112848,39.27124062,Kop1,0.234375,0
313,16,,,,,alive,,M-03-07,F,S,Dals Ed 2,Dals Ed-Halden_0102,6550200,1267094,2001,2002,M-03-07,5.1635,0.38,1.17,61.08666667,18.22,Tanum,1435,3.2537,0,0,0.2104,168.5112848,39.27124062,Kop1,0.234375,0
314,17,,,0,0,alive,,M-02-08,M,S,Dals Ed 2,Dals Ed-Halden_0203,6538807,1264786,2002,2003,M-02-08,4.8984,0.39,1.19,64.28385417,16.47,Munkedal,1430,3.2611,0,0,0.2911,160.1188754,38.82433196,Kop1,0.234375,0
315,17,,,,,alive,,M-03-07,F,S,Dals Ed 2,Dals Ed-Halden_0203,6538807,1264786,2002,2003,M-03-07,4.8984,0.39,1.19,64.28385417,16.47,Munkedal,1430,3.2611,0,0,0.2911,160.1188754,38.82433196,Kop1,0.234375,0
316,22,,1,1,1,disapp,confirmed_illegal,M-02-08,M,S,Dals Ed 2,Dals Ed-Halden_0304,6543044,1266669,2003,2004,M-02-08,5.0927,0.38,1.19,70.35483871,16.81,Munkedal,1430,3.1961,0,0,0.283,164.711121,38.90602829,Kop1,0.234375,0
317,22,,,,0,alive,,M-03-07,F,S,Dals Ed 2,Dals Ed-Halden_0304,6543044,1266669,2003,2004,M-03-07,5.0927,0.38,1.19,70.35483871,16.81,Munkedal,1430,3.1961,0,0,0.283,164.711121,38.90602829,Kop1,0.234375,0
318,28,,,,,other,vehicle,D-04-14,M,S,Dals Ed 3,Dals Ed-Halden_0405,6531632,1264518,2004,2005,D-04-14,4.6023,0.39,1.23,64.234375,14.54,Munkedal,1430,2.9436,0,0,0.292,153.6700573,35.84480202,Årj,0.234375,1
319,28,,,0,0,alive,,M-03-07,F,S,Dals Ed 3,Dals Ed-Halden_0405,6531632,1264518,2004,2005,M-03-07,4.6023,0.39,1.23,64.234375,14.54,Munkedal,1430,2.9436,0,0,0.292,153.6700573,35.84480202,Kop1,0.234375,1
320,29,,,,0,alive,,G11-06,M,S,Dals Ed 4,Dals Ed-Halden_0506,6534220,1263603,2005,2006,G11-06,4.7251,0.39,1.22,80.42857143,15.72,Munkedal,1430,2.7011,0,0,0.2894,155.5748481,37.02836349,Ny5,0.26953100000000002,1
321,29,,,0,0,alive,,M-03-07,F,S,Dals Ed 4,Dals Ed-Halden_0506,6534220,1263603,2005,2006,M-03-07,4.7251,0.39,1.22,80.42857143,15.72,Munkedal,1430,2.7011,0,0,0.2894,155.5748481,37.02836349,Kop1,0.234375,1
322,31,1,,,1,disapp,,G11-06,M,S,Dals Ed 4,Dals Ed-Halden_0607,6543275,1262502,2006,2007,G11-06,5.0413,0.38,1.22,60.28666501,19.57,Munkedal,1430,2.6234,0,0,0.1927,161.2441471,44.07176602,Ny5,0.26953100000000002,0
323,31,1,1,1,1,disapp,,M-03-07,F,S,Dals Ed 4,Dals Ed-Halden_0607,6543275,1262502,2006,2007,M-03-07,5.0413,0.38,1.22,60.28666501,19.57,Munkedal,1430,2.6234,0,0,0.1927,161.2441471,44.07176602,Kop1,0.234375,0
324,37,,,,0,alive,,G1-08,F,S,Dals Ed 5,Dals Ed-Halden_0708,6548215,1261994,2007,2008,G1-08,5.205,0.4,1.22,52.17724868,21.72,Tanum,1435,2.6038,0,0,0.1228,159.08073,48.71733522,DE4,0.29003899999999999,0
325,37,,,0,0,alive,,G28-07,M,S,Dals Ed 5,Dals Ed-Halden_0708,6548215,1261994,2007,2008,G28-07,5.205,0.4,1.22,52.17724868,21.72,Tanum,1435,2.6038,0,0,0.1228,159.08073,48.71733522,Sil1,0.227051,0
326,39,,,,0,alive,,G1-08,F,S,Dals Ed 5,DalsEd-Halden_0809,6551697,1263469,2008,2009,G1-08,5.2432,0.43,1.23,79.14393939,21.95,Tanum,1435,2.7923,0,0,0.127,160.2998813,47.14659505,DE4,0.29003899999999999,1
327,39,,,0,0,alive,,G28-07,M,S,Dals Ed 5,DalsEd-Halden_0809,6551697,1263469,2008,2009,G28-07,5.2432,0.43,1.23,79.14393939,21.95,Tanum,1435,2.7923,0,0,0.127,160.2998813,47.14659505,Sil1,0.227051,1
328,49,,,,0,alive,,G1-08,F,S,Dals Ed 5,Dals Ed-Halden_0910,6552244,1261850,2009,2010,G1-08,5.2799,0.49,1.25,84.44270833,23.55,Tanum,1435,2.9506,0,0,0.2197,155.5252833,50.68586398,DE4,0.29003899999999999,2
329,49,,,0,0,alive,,G28-07,M,S,Dals Ed 5,Dals Ed-Halden_0910,6552244,1261850,2009,2010,G28-07,5.2799,0.49,1.25,84.44270833,23.55,Tanum,1435,2.9506,0,0,0.2197,155.5252833,50.68586398,Sil1,0.227051,2
330,58,,,,0,alive,,G1-08,F,S,Dals Ed 5,DalsEd-Halden_1011,6547158,1262547,2010,2011,G1-08,5.1527,0.38,1.21,80.48461538,21.38,Munkedal,1430,2.9404,0,0,0.1276,161.1098847,46.52243929,DE4,0.29003899999999999,3
331,58,,1,1,1,disapp,,G28-07,M,S,Dals Ed 5,DalsEd-Halden_1011,6547158,1262547,2010,2011,G28-07,5.1527,0.38,1.21,80.48461538,21.38,Munkedal,1430,2.9404,0,0,0.1276,161.1098847,46.52243929,Sil1,0.227051,3
332,60,,,,0,alive,,G1-08,F,S,Dals Ed 6,Dals Ed-Eidsberg_1112,6571746,1263235,2011,2012,G1-08,4.9514,0.49,1.28,63.56557377,19.35,Dals-Ed,1438,3.2383,0,0,0.4096,156.4415964,40.81649414,DE4,0.29003899999999999,0
333,60,,,0,0,alive,,G71-10,M,S,Dals Ed 6,Dals Ed-Eidsberg_1112,6571746,1263235,2011,2012,G71-10,4.9514,0.49,1.28,63.56557377,19.35,Dals-Ed,1438,3.2383,0,0,0.4096,156.4415964,40.81649414,Ulr2,0.21484400000000001,0
334,64,,,,2,censored,,G1-08,F,S,Dals Ed 6,Dals Ed-Eidsberg_1213,6551470,1264094,2012,2013,G1-08,5.2575,0.41,1.22,82.15656566,22.18,Tanum,1435,3.2602,0,0,0.1074,161.9020763,46.02183304,DE4,0.29003899999999999,1
335,64,,1,1,1,disapp,,G71-10,M,S,Dals Ed 6,Dals Ed-Eidsberg_1213,6551470,1264094,2012,2013,G71-10,5.2575,0.41,1.22,82.15656566,22.18,Tanum,1435,3.2602,0,0,0.1074,161.9020763,46.02183304,Ulr2,0.21484400000000001,1
336,72,,,,0,alive,,G168-16,F,N,Deisjöen 1,Deisjø_1718,6805516,1272763,2017,2018,G168-16,5.3326,0.19,1.27,87.55472637,3.24,Åmot,429,1.7824,0.0002,0.0745,0.2912,505.9008192,163.6806898,Julu9,0.157578,4
337,72,,,0,0,alive,,G97-17,M,N,Deisjöen 1,Deisjø_1718,6805516,1272763,2017,2018,G97-17,5.3326,0.19,1.27,87.55472637,3.24,Åmot,429,1.7824,0.0002,0.0745,0.2912,505.9008192,163.6806898,Juv4,0.317108,4
338,68,,,,0,alive,,G168-16,F,N,Deisjöen 1,Deisjøen_1819,6803550,1270813,2018,2019,G168-16,5.5467,0.21,1.27,85.7,3.31,Åmot,429,1.8284,0.0002,0.0832,0.4839,491.7931055,167.2483364,Julu9,0.157578,3
339,68,,1,1,1,disapp,,G97-17,M,N,Deisjöen 1,Deisjøen_1819,6803550,1270813,2018,2019,G97-17,5.5467,0.21,1.27,85.7,3.31,Åmot,429,1.8284,0.0002,0.0832,0.4839,491.7931055,167.2483364,Juv4,0.317108,3
340,71,,,,0,alive,,G168-16,F,N,Deisjöen 2,Deisjøen_1920,6810580,1265391,2019,2020,G168-16,6.3121,0.14,1.17,87.99494949,2.34,Åmot,429,1.7999,0.0003,0.1151,0.1916,529.3302905,184.1958986,Julu9,0.157578,2
341,71,,1,1,1,disapp,,G3-18,M,N,Deisjöen 2,Deisjøen_1920,6810580,1265391,2019,2020,G3-18,6.3121,0.14,1.17,87.99494949,2.34,Åmot,429,1.7999,0.0003,0.1151,0.1916,529.3302905,184.1958986,Kyn4,0.30543500000000001,2
342,60,1,1,1,1,disapp,,G80-11,F,S,Digerberget,Digerberget_1112,6733809,1438149,2011,2012,G80-11,4.0382,0.26,0.9,80.4025641,10.03,Vansbro,2021,2.3,0.0011,0.4,0.4769,291.0543424,85.87607435,Gim,0.41039999999999999,4
343,60,1,,,1,disapp,,G83-12,M,S,Digerberget,Digerberget_1112,6733809,1438149,2011,2012,G83-12,4.0382,0.26,0.9,80.4025641,10.03,Vansbro,2021,2.3,0.0011,0.4,0.4769,291.0543424,85.87607435,Sle,0.30688500000000002,4
344,17,,,0,0,alive,,M-02-09,F,S,Djurskog 1,Djurskog_0203,6628460,1283482,2002,2003,M-02-09,5.4585,0.32,1.22,80.67661692,8.74,Eda,1730,4.5854,0.0001,0.0228,0.2436,222.5593762,56.09484467,Årj,0.234375,1
345,17,,,,0,alive,,M-03-06,M,S,Djurskog 1,Djurskog_0203,6628460,1283482,2002,2003,M-03-06,5.4585,0.32,1.22,80.67661692,8.74,Eda,1730,4.5854,0.0001,0.0228,0.2436,222.5593762,56.09484467,Fur,0.1875,1
346,22,,,0,0,alive,,M-02-09,F,S,Djurskog 1,Djurskog_0304,6627624,1283574,2003,2004,M-02-09,5.504,0.31,1.2,76.978125,8.65,Eda,1730,4.6249,0,0,0.239,222.5671753,55.77473577,Årj,0.234375,0
347,22,,,,0,alive,,M-03-06,M,S,Djurskog 1,Djurskog_0304,6627624,1283574,2003,2004,M-03-06,5.504,0.31,1.2,76.978125,8.65,Eda,1730,4.6249,0,0,0.239,222.5671753,55.77473577,Fur,0.1875,0
348,28,,1,1,1,disapp,confirmed_illegal,M-02-09,F,S,Djurskog 1,Djurskog_0405,6626678,1282669,2004,2005,M-02-09,5.519,0.31,1.21,78.57671958,8.57,Eda,1730,4.1752,0,0,0.2355,223.2458895,54.95621426,Årj,0.234375,0
349,28,,,,2,censored,,M-03-06,M,S,Djurskog 1,Djurskog_0405,6626678,1282669,2004,2005,M-03-06,5.519,0.31,1.21,78.57671958,8.57,Eda,1730,4.1752,0,0,0.2355,223.2458895,54.95621426,Fur,0.1875,0
350,29,,1,1,1,disapp,,G2-07,F,S,Djurskog 2,Djurskog_0506,6623815,1282236,2005,2006,G2-07,5.6242,0.28,1.21,83.12121212,8.13,Eda,1730,3.7694,0,0,0.346,221.8764503,53.73269517,Dju1,0.23535200000000001,0
351,29,,,,0,alive,,G3-07,M,S,Djurskog 2,Djurskog_0506,6623815,1282236,2005,2006,G3-07,5.6242,0.28,1.21,83.12121212,8.13,Eda,1730,3.7694,0,0,0.346,221.8764503,53.73269517,Ny5,0.26953100000000002,0
352,58,,,0,0,alive,,G12-10,F,S,Djurskog 3,Djurskog_1011,6615618,1269798,2010,2011,G12-10,5.424,0.43,1.24,81.6015625,10.92,Eda,1730,3.5544,0,0,0.936,200.6403562,48.69115447,Gal,0,1
353,58,,,,0,alive,,G22-12,M,S,Djurskog 3,Djurskog_1011,6615618,1269798,2010,2011,G22-12,5.424,0.43,1.24,81.6015625,10.92,Eda,1730,3.5544,0,0,0.936,200.6403562,48.69115447,Löv2,0.27612300000000001,1
354,60,,,0,0,alive,,G12-10,F,S,Djurskog 3,Djurskog_1112,6614944,1283531,2011,2012,G12-10,5.5147,0.29,1.17,71.86410256,7.37,Eda,1730,3.7052,0,0,0.4587,210.4144679,53.07928427,Gal,0,1
355,60,,,,0,alive,,G22-12,M,S,Djurskog 3,Djurskog_1112,6614944,1283531,2011,2012,G22-12,5.5147,0.29,1.17,71.86410256,7.37,Eda,1730,3.7052,0,0,0.4587,210.4144679,53.07928427,Löv2,0.27612300000000001,1
356,64,,,0,0,alive,,G12-10,F,S,Djurskog 3,Djurskog_1213,6622807,1280752,2012,2013,G12-10,5.6295,0.29,1.23,84.85858586,8.26,Eda,1730,3.7047,0,0,0.4295,222.2714887,53.17206889,Gal,0,2
357,64,,,,0,alive,,G22-12,M,S,Djurskog 3,Djurskog_1213,6622807,1280752,2012,2013,G22-12,5.6295,0.29,1.23,84.85858586,8.26,Eda,1730,3.7047,0,0,0.4295,222.2714887,53.17206889,Löv2,0.27612300000000001,2
358,66,,1,1,1,disapp,,G12-10,F,S,Djurskog 3,Djurskog_1314,6622918,1278612,2013,2014,G12-10,5.626,0.3,1.24,64.39145542,8.6,Eda,1730,3.2213,0,0,0.4237,221.8150294,53.17107971,Gal,0,0
359,66,,,,2,censored,,G22-12,M,S,Djurskog 3,Djurskog_1314,6622918,1278612,2013,2014,G22-12,5.626,0.3,1.24,64.39145542,8.6,Eda,1730,3.2213,0,0,0.4237,221.8150294,53.17107971,Löv2,0.27612300000000001,0
360,66,,,,,alive,,G12-13,F,S,Dömle,Dömle_1314,6610226,1361855,2013,2014,G12-13,4.7122,0.48,1.2,57.49206349,40.19,Kil,1715,3.4,0,0,2.1169,105.0502915,36.4645478,Jang6,0.16552700000000001,3
361,66,,,,,alive,,G63-12,M,S,Dömle,Dömle_1314,6610226,1361855,2013,2014,G63-12,4.7122,0.48,1.2,57.49206349,40.19,Kil,1715,3.4,0,0,2.1169,105.0502915,36.4645478,Löv2,0.27612300000000001,3
362,68,,,,,other,legal,G12-13,F,S,Dömle,Dömle_1415,6610226,1361855,2014,2015,G12-13,4.7122,0.48,1.2,69.52864583,40.48,Kil,1715,2.6,0,0.0012,2.1169,105.0502915,36.4645478,Jang6,0.16552700000000001,5
363,68,,,,,other,legal,G63-12,M,S,Dömle,Dömle_1415,6610226,1361855,2014,2015,G63-12,4.7122,0.48,1.2,69.52864583,40.48,Kil,1715,2.6,0,0.0012,2.1169,105.0502915,36.4645478,Löv2,0.27612300000000001,5
364,60,,,,0,alive,,G30-12,F,S,Draggen 1,Draggen_1112,6767185,1447542,2011,2012,G30-12,1.636,0.27,1.08,79.51075269,5.02,Rättvik,2031,2.3,0.0023,0.822,1.0956,254.5154824,70.71164359,Sil1,0.227051,4
365,60,,,0,0,alive,,G81-10,M,S,Draggen 1,Draggen_1112,6767185,1447542,2011,2012,G81-10,1.636,0.27,1.08,79.51075269,5.02,Rättvik,2031,2.3,0.0023,0.822,1.0956,254.5154824,70.71164359,Gal,0,4
366,64,,,,0,alive,,G30-12,F,S,Draggen 1,Draggen_1213,6764099,1445482,2012,2013,G30-12,1.4536,0.27,1.02,86.76944444,4.79,Rättvik,2031,1.9,0.0022,0.8025,1.3406,235.1777541,68.86430664,Sil1,0.227051,0
367,64,,1,1,1,disapp,,G81-10,M,S,Draggen 1,Draggen_1213,6764099,1445482,2012,2013,G81-10,1.4536,0.27,1.02,86.76944444,4.79,Rättvik,2031,1.9,0.0022,0.8025,1.3406,235.1777541,68.86430664,Gal,0,0
368,66,,,0,0,alive,,G30-12,F,S,Draggen 2,Draggen_1314,6766008,1452648,2013,2014,G30-12,1.7377,0.23,1.07,73.79128352,4.96,Rättvik,2031,2.2,0.0032,1.1601,0.7768,261.9176982,65.4695231,Sil1,0.227051,0
369,66,,,,0,alive,,G99-13,M,S,Draggen 2,Draggen_1314,6766008,1452648,2013,2014,G99-13,1.7377,0.23,1.07,73.79128352,4.96,Rättvik,2031,2.2,0.0032,1.1601,0.7768,261.9176982,65.4695231,Hom2,0.14105200000000001,0
370,68,,1,1,1,disapp,,G30-12,F,S,Draggen 2,Draggen_1415,6769784,1458382,2014,2015,G30-12,2.0026,0.22,1.13,88.65128205,5.41,Rättvik,2031,2.2,0.0031,1.1235,0.8051,274.9069266,57.31285328,Sil1,0.227051,1
371,68,,,,2,censored,,G99-13,M,S,Draggen 2,Draggen_1415,6769784,1458382,2014,2015,G99-13,2.0026,0.22,1.13,88.65128205,5.41,Rättvik,2031,2.2,0.0031,1.1235,0.8051,274.9069266,57.31285328,Hom2,0.14105200000000001,1
