id_unique,pop_size_territories,both_disapp,population_analysis,territory_analysis,individual_analysis,fate,fate_detailed,wolf_id,sex,country,territory,territory_winter,Y_coordinate,X_coordinate,autumn,spring,slu_id,ruggedness,paved,gravel,snow_cover,human_density,municipality_name,municipality_id,moose_harvest_density,bear_density_shot,bear_density_live,night_light,elevation_mean,elevation_stdv,birth_territory,inbreeding,number_neighbour_terr
1294,29,,,,,alive,,D-07-23,F,S,Långsjön 1,Långsjön_0506,6747065,1483819,2005,2006,D-07-23,3.9345,0.28,0.99,84.49487179,17.31,Leksand,2029,3.1,0.001,0.3677,0.7874,271.4531968,72.03109618,Amu1,0.21972700000000001,1
1295,31,,1,1,1,disapp,,D-07-10,M,S,Långsjön 1,Långsjön_0607,6746214,1483230,2006,2007,D-07-10,3.9668,0.29,1.01,80.47014925,17.32,Leksand,2029,2.8,0.0008,0.2862,0.818,270.5904036,72.68763692,Amu1,0.21972700000000001,1
1296,31,,,,,alive,,D-07-23,F,S,Långsjön 1,Långsjön_0607,6746214,1483230,2006,2007,D-07-23,3.9668,0.29,1.01,80.47014925,17.32,Leksand,2029,2.8,0.0008,0.2862,0.818,270.5904036,72.68763692,Amu1,0.21972700000000001,1
1297,37,,,,,other,legal,D-07-23,F,S,Långsjön 2,Långsjön_0708,6741995,1488231,2007,2008,D-07-23,3.9437,0.29,1.14,82.32089552,21.69,Leksand,2029,2.6,0.0012,0.4455,1.3487,250.144414,82.18797182,Amu1,0.21972700000000001,0
1298,37,,,,0,alive,,G21-07,M,S,Långsjön 2,Långsjön_0708,6741995,1488231,2007,2008,G21-07,3.9437,0.29,1.14,82.32089552,21.69,Leksand,2029,2.6,0.0012,0.4455,1.3487,250.144414,82.18797182,Sil1,0.227051,0
1299,39,,,,0,alive,,G18-08,F,S,Långsjön 3,Långsjön_0809,6741922,1487686,2008,2009,G18-08,3.9646,0.3,1.15,84.87179487,21.45,Leksand,2029,2.4,0.0017,0.6302,1.3035,251.3174602,81.84228747,Sil1,0.227051,1
1300,39,,,,0,alive,,G21-07,M,S,Långsjön 3,Långsjön_0809,6741922,1487686,2008,2009,G21-07,3.9646,0.3,1.15,84.87179487,21.45,Leksand,2029,2.4,0.0017,0.6302,1.3035,251.3174602,81.84228747,Sil1,0.227051,1
1301,49,,,,0,alive,,G18-08,F,S,Långsjön 3,Långsjön_0910,6743493,1482898,2009,2010,G18-08,4.1163,0.3,1.05,84.1010101,18.29,Leksand,2029,2.3,0.0018,0.6503,0.9363,268.5492394,76.53254854,Sil1,0.227051,1
1302,49,,,,0,alive,,G21-07,M,S,Långsjön 3,Långsjön_0910,6743493,1482898,2009,2010,G21-07,4.1163,0.3,1.05,84.1010101,18.29,Leksand,2029,2.3,0.0018,0.6503,0.9363,268.5492394,76.53254854,Sil1,0.227051,1
1303,58,,,,0,alive,,G18-08,F,S,Långsjön 4,Långsjön_1011,6739623,1488130,2010,2011,G18-08,3.923,0.32,1.2,88.32850242,22.8,Leksand,2029,2.3,0.0016,0.586,1.6818,242.8936512,81.6003292,Sil1,0.227051,2
1304,58,,,0,0,alive,,G6-05,M,S,Långsjön 4,Långsjön_1011,6739623,1488130,2010,2011,G6-05,3.923,0.32,1.2,88.32850242,22.8,Leksand,2029,2.3,0.0016,0.586,1.6818,242.8936512,81.6003292,DE2,0.39843800000000001,2
1305,60,,,,0,alive,,G18-08,F,S,Långsjön 4,Långsjön_1112,6737838,1497539,2011,2012,G18-08,3.7513,0.33,1.3,79.27777778,26.63,Leksand,2029,2.3,0.0016,0.5708,2.1055,223.5506767,73.2002439,Sil1,0.227051,3
1306,60,,1,1,1,disapp,,G6-05,M,S,Långsjön 4,Långsjön_1112,6737838,1497539,2011,2012,G6-05,3.7513,0.33,1.3,79.27777778,26.63,Leksand,2029,2.3,0.0016,0.5708,2.1055,223.5506767,73.2002439,DE2,0.39843800000000001,3
1307,64,1,1,1,1,disapp,,G18-08,F,S,Långsjön 5,Långsjön_1213,6737838,1497539,2012,2013,G18-08,3.7513,0.33,1.3,84.46464646,26.72,Leksand,2029,1.9,0.0013,0.4624,2.1055,223.5506767,73.2002439,Sil1,0.227051,3
1308,64,1,,,1,disapp,,G97-12,M,S,Långsjön 5,Långsjön_1213,6737838,1497539,2012,2013,G97-12,3.7513,0.33,1.3,84.46464646,26.72,Leksand,2029,1.9,0.0013,0.4624,2.1055,223.5506767,73.2002439,Kors2,0.24853500000000001,3
1309,68,,,0,0,alive,,G180-13,M,S,Långsjön 6,Långsjön_1415,6751871,1475163,2014,2015,G180-13,3.7681,0.36,1.04,87.67692308,10.7,Leksand,2029,2.2,0.0028,1.0061,0.9852,285.6134553,63.97647732,Tand,0.29699700000000001,3
1310,68,,,,0,alive,,G66-14,F,S,Långsjön 6,Långsjön_1415,6751871,1475163,2014,2015,G66-14,3.7681,0.36,1.04,87.67692308,10.7,Leksand,2029,2.2,0.0028,1.0061,0.9852,285.6134553,63.97647732,Hom2,0.14105200000000001,3
1311,70,,,0,0,alive,,G180-13,M,S,Långsjön 6,Långsjön_1516,6763260,1479281,2015,2016,G180-13,3.5911,0.23,0.98,75.43880597,7.87,Leksand,2029,2.3,0.0033,1.2003,0.2266,298.0063013,65.03781808,Tand,0.29699700000000001,2
1312,70,,,,0,alive,,G66-14,F,S,Långsjön 6,Långsjön_1516,6763260,1479281,2015,2016,G66-14,3.5911,0.23,0.98,75.43880597,7.87,Leksand,2029,2.3,0.0033,1.2003,0.2266,298.0063013,65.03781808,Hom2,0.14105200000000001,2
1313,74,,1,1,1,disapp,,G180-13,M,S,Långsjön 6,Långsjön_1617,6759006,1481963,2016,2017,G180-13,3.7581,0.26,0.95,83.73484848,11.06,Leksand,2029,2.2,0.0023,0.8461,0.1292,292.5554245,64.66169039,Tand,0.29699700000000001,4
1314,74,,,,0,alive,,G66-14,F,S,Långsjön 6,Långsjön_1617,6759006,1481963,2016,2017,G66-14,3.7581,0.26,0.95,83.73484848,11.06,Leksand,2029,2.2,0.0023,0.8461,0.1292,292.5554245,64.66169039,Hom2,0.14105200000000001,4
1315,75,,,0,0,alive,,G199-19,M,S,Långsjön 7,Långsjön_2021,6755450,1487535,2020,2021,,3.895,0.24,0.91,84.73768116,16.69,Leksand,2029,2.6,0.0024,0.8741,0.2941,288.2924122,67.04992165,Låb1,0.22414300000000001,2
1316,75,,,,0,alive,,G74-19,F,S,Långsjön 7,Långsjön_2021,6755450,1487535,2020,2021,,3.895,0.24,0.91,84.73768116,16.69,Leksand,2029,2.6,0.0024,0.8741,0.2941,288.2924122,67.04992165,Sjö3,0.17519399999999999,2
1317,83,,,0,0,alive,,G199-19,M,S,Långsjön 7,Långsjön_2122,6758859.739,1481487.962,2021,2022,,3.741,0.26,0.95,84.10447761,11.14,Leksand,2029,2.4,0.0034,1.2329,0.1473,292.7863738,64.42857443,Låb1,0.22414300000000001,2
1318,83,,,,0,alive,,G74-19,F,S,Långsjön 7,Långsjön_2122,6758859.739,1481487.962,2021,2022,,3.741,0.26,0.95,84.10447761,11.14,Leksand,2029,2.4,0.0034,1.2329,0.1473,292.7863738,64.42857443,Sjö3,0.17519399999999999,2
1319,85,,1,1,1,disapp,,G199-19,M,S,Långsjön 7,Långsjön_2223,6758859.739,1481487.962,2022,2023,,3.741,0.26,0.95,92.59104478,11.15,Leksand,2029,2,0.0041,1.4919,0.1473,292.7863738,64.42857443,Låb1,0.22414300000000001,2
1320,85,,,,2,censored,,G74-19,F,S,Långsjön 7,Långsjön_2223,6758859.739,1481487.962,2022,2023,,3.741,0.26,0.95,92.59104478,11.15,Leksand,2029,2,0.0041,1.4919,0.1473,292.7863738,64.42857443,Sjö3,0.17519399999999999,2
1321,71,,,0,,alive,,G172-19,M,S,Låsen 1,Låsen_1920,6674123,1436219,2019,2020,G172-19,4.8989,0.28,1.13,61.58457711,15.98,Ljusnarsberg,1864,2.491,0.0001,0.0538,0.2192,322.3487493,57.27737628,Gård6,0.13404099999999999,2
1322,71,,,,,alive,,G48-18,F,S,Låsen 1,Låsen_1920,6674123,1436219,2019,2020,G48-18,4.8989,0.28,1.13,61.58457711,15.98,Ljusnarsberg,1864,2.491,0.0001,0.0538,0.2192,322.3487493,57.27737628,Nsj1,0.243233,2
1323,75,,,0,0,alive,,G172-19,M,S,Låsen 1,Låsen_2021,6676963,1431536,2020,2021,,5.0648,0.24,1.09,78.02738095,14.98,Ljusnarsberg,1864,2.5968,0.0003,0.0939,0.2414,335.6335401,59.51394423,Gård6,0.13404099999999999,2
1324,75,,,,0,alive,,G48-18,F,S,Låsen 1,Låsen_2021,6676963,1431536,2020,2021,,5.0648,0.24,1.09,78.02738095,14.98,Ljusnarsberg,1864,2.5968,0.0003,0.0939,0.2414,335.6335401,59.51394423,Nsj1,0.243233,2
1325,83,,,0,0,alive,,G172-19,M,S,Låsen 1,Låsen_2122,6681156.646,1430801.207,2021,2022,,5.077,0.22,1.11,81.53333333,13.67,Vansbro,2021,2.4,0.0004,0.1333,0.2409,335.9819527,62.59837014,Gård6,0.13404099999999999,3
1326,83,,,,0,alive,,G48-18,F,S,Låsen 1,Låsen_2122,6681156.646,1430801.207,2021,2022,,5.077,0.22,1.11,81.53333333,13.67,Vansbro,2021,2.4,0.0004,0.1333,0.2409,335.9819527,62.59837014,Nsj1,0.243233,3
1327,85,,1,1,1,disapp,,G172-19,M,S,Låsen 1,Låsen_2223,6679407,1429045,2022,2023,,5.1987,0.23,1.11,87.75714286,13.88,Vansbro,2021,2,0.0003,0.1121,0.2424,342.0615514,60.38250487,Gård6,0.13404099999999999,3
1328,85,,,,2,censored,,G48-18,F,S,Låsen 2,Låsen_2223,6679407,1429045,2022,2023,,5.1987,0.23,1.11,87.75714286,13.88,Vansbro,2021,2,0.0003,0.1121,0.2424,342.0615514,60.38250487,Nsj1,0.243233,3
1330,72,,,,0,alive,,G254-17,M,S,Laxarby 1,Laxarby_1718,6568109,1305206,2017,2018,G254-17,5.5786,0.34,1.16,84.3591954,13.04,Bengtsfors,1460,2.4347,0,0,0.2939,153.3742893,42.16190962,Mang4,0.218197,4
1331,72,,,0,0,alive,,G270-17,F,S,Laxarby 1,Laxarby_1718,6568109,1305206,2017,2018,G270-17,5.5786,0.34,1.16,84.3591954,13.04,Bengtsfors,1460,2.4347,0,0,0.2939,153.3742893,42.16190962,Gla3,0.31059999999999999,4
1332,68,1,,,1,disapp,,G254-17,M,S,Laxarby 1,Laxarby_1819,6558467,1308322,2018,2019,G254-17,5.5163,0.4,1.27,64.22131148,17.18,Bengtsfors,1460,2.5199,0,0,0.8647,138.372094,46.30544258,Mang4,0.218197,2
1333,68,1,1,1,1,disapp,,G270-17,F,S,Laxarby 1,Laxarby_1819,6558467,1308322,2018,2019,G270-17,5.5163,0.4,1.27,64.22131148,17.18,Bengtsfors,1460,2.5199,0,0,0.8647,138.372094,46.30544258,Gla3,0.31059999999999999,2
1334,71,,,,0,alive,,G23-20,M,S,Laxarby 2,Laxarby_1920,6566843,1307844,2019,2020,G23-20,5.5252,0.35,1.18,55.83597884,14.09,Bengtsfors,1460,2.5508,0,0,0.2674,149.7169135,43.75803356,Prä4,0.169262,3
1335,71,,,0,0,alive,,G71-19,F,S,Laxarby 2,Laxarby_1920,6566843,1307844,2019,2020,G71-19,5.5252,0.35,1.18,55.83597884,14.09,Bengtsfors,1460,2.5508,0,0,0.2674,149.7169135,43.75803356,Mang4,0.218197,3
1336,75,1,,,1,disapp,,G23-20,M,S,Laxarby 2,Laxarby_2021,6566843,1307844,2020,2021,,5.5252,0.35,1.18,65.41137566,13.97,Bengtsfors,1460,2.7032,0,0,0.2674,149.7169135,43.75803356,Prä4,0.169262,4
1337,75,1,1,1,1,disapp,,G71-19,F,S,Laxarby 2,Laxarby_2021,6566843,1307844,2020,2021,,5.5252,0.35,1.18,65.41137566,13.97,Bengtsfors,1460,2.7032,0,0,0.2674,149.7169135,43.75803356,Mang4,0.218197,4
1338,10,,,,,other,natural,D-99-02,M,S,Leksand 1,Leksand_9899,6732053,1425211,1998,1999,D-99-02,4.3149,0.22,1.07,86.26036484,8.58,Vansbro,2021,3.1,0.0003,0.1231,0.3917,329.7688174,69.78369769,Gh,0,0
1339,10,,,,2,censored,,M-98-05,F,S,Leksand 1,Leksand_9899,6732053,1425211,1998,1999,M-98-05,4.3149,0.22,1.07,86.26036484,8.58,Vansbro,2021,3.1,0.0003,0.1231,0.3917,329.7688174,69.78369769,X,0.125,0
1340,16,,,,,alive,,M-02-01,M,S,Leksand 2,Leksand_0102,6727785,1427450,2001,2002,M-02-01,4.1286,0.23,1.06,78.83076923,8.84,Vansbro,2021,3.6,0.0003,0.1206,0.3304,323.8205658,67.47042101,Kop1,0.234375,0
1341,16,,,0,0,alive,,M-98-05,F,S,Leksand 2,Leksand_0102,6727785,1427450,2001,2002,M-98-05,4.1286,0.23,1.06,78.83076923,8.84,Vansbro,2021,3.6,0.0003,0.1206,0.3304,323.8205658,67.47042101,X,0.125,0
1342,17,,,,,other,NA - check if available,M-02-01,M,S,Leksand 2,Leksand_0203,6727785,1427450,2002,2003,M-02-01,4.1286,0.23,1.06,86.04358974,8.83,Vansbro,2021,3.5,0.0003,0.1001,0.3304,323.8205658,67.47042101,Kop1,0.234375,0
1343,17,,1,1,1,disapp,confirmed_illegal,M-98-05,F,S,Leksand 2,Leksand_0203,6727785,1427450,2002,2003,M-98-05,4.1286,0.23,1.06,86.04358974,8.83,Vansbro,2021,3.5,0.0003,0.1001,0.3304,323.8205658,67.47042101,X,0.125,0
1344,72,1,,,1,disapp,,G17-17,M,S,Letälven,Letälven_1718,6561843,1417188,2017,2018,G17-17,2.8028,0.36,1.46,73.26696572,26.94,Gullspång,1447,2.186,0,0,1.7356,116.5709422,33.72404836,Prä3,0.125,3
1345,72,1,1,1,1,disapp,,G260-17,F,S,Letälven,Letälven_1718,6561843,1417188,2017,2018,G260-17,2.8028,0.36,1.46,73.26696572,26.94,Gullspång,1447,2.186,0,0,1.7356,116.5709422,33.72404836,Asp2,0.31181300000000001,3
1346,64,,,,,alive,,G132-11,M,N,Letjenna 2,Letjenna_1213,6783040,1276208,2012,2013,G132-11,4.4028,0.33,1.11,89.16421569,9.69,Åmot,429,2.6061,0.0004,0.1373,0.5261,439.8976726,131.5785532,Julu8,0.16552700000000001,2
1347,64,,,,,alive,,G74-11,F,N,Letjenna 2,Letjenna_1213,6783040,1276208,2012,2013,G74-11,4.4028,0.33,1.11,89.16421569,9.69,Åmot,429,2.6061,0.0004,0.1373,0.5261,439.8976726,131.5785532,Gös,0.27917500000000001,2
1348,66,,,,,alive,,G132-11,M,N,Letjenna 2,Letjenna_1314,6779430,1275634,2013,2014,G132-11,4.4419,0.35,1.12,84.56762796,11.45,Åmot,429,2.5291,0.0003,0.1017,0.8555,430.3451009,135.5647428,Julu8,0.16552700000000001,1
1349,66,,,,,alive,,G74-11,F,N,Letjenna 2,Letjenna_1314,6779430,1275634,2013,2014,G74-11,4.4419,0.35,1.12,84.56762796,11.45,Åmot,429,2.5291,0.0003,0.1017,0.8555,430.3451009,135.5647428,Gös,0.27917500000000001,1
1350,68,,,,,alive,,G132-11,M,N,Letjenna 2,Letjenna_1415,6783588,1275373,2014,2015,G132-11,4.4252,0.31,1.12,84.11253258,9.64,Åmot,429,2.2496,0.0002,0.0737,0.525,435.646151,132.3603648,Julu8,0.16552700000000001,2
1351,68,,,,,alive,,G74-11,F,N,Letjenna 2,Letjenna_1415,6783588,1275373,2014,2015,G74-11,4.4252,0.31,1.12,84.11253258,9.64,Åmot,429,2.2496,0.0002,0.0737,0.525,435.646151,132.3603648,Gös,0.27917500000000001,2
1352,70,,,,,alive,,G132-11,M,N,Letjenna 2,Letjenna_1516,6782115,1278730,2015,2016,G132-11,4.3964,0.28,1.02,77.91714286,10.44,Åmot,429,1.9696,0.0002,0.0812,0.4235,458.9263663,123.4820333,Julu8,0.16552700000000001,4
1353,70,,,,,alive,,G74-11,F,N,Letjenna 2,Letjenna_1516,6782115,1278730,2015,2016,G74-11,4.3964,0.28,1.02,77.91714286,10.44,Åmot,429,1.9696,0.0002,0.0812,0.4235,458.9263663,123.4820333,Gös,0.27917500000000001,4
1354,74,,,,,alive,,G132-11,M,N,Letjenna 2,Letjenna_1617,6780213,1276384,2016,2017,G132-11,4.4074,0.35,1.1,84.04589372,11.43,Åmot,429,1.8426,0.0002,0.0667,0.7266,435.4341634,133.9371328,Julu8,0.16552700000000001,2
1355,74,,,,,alive,,G74-11,F,N,Letjenna 2,Letjenna_1617,6780213,1276384,2016,2017,G74-11,4.4074,0.35,1.1,84.04589372,11.43,Åmot,429,1.8426,0.0002,0.0667,0.7266,435.4341634,133.9371328,Gös,0.27917500000000001,2
1356,72,,,,,alive,,G132-11,M,N,Letjenna 2,Letjenna_1718,6784208,1276786,2017,2018,G132-11,4.3515,0.3,1.08,87.17692308,9.59,Åmot,429,1.7824,0.0001,0.052,0.4154,446.5402415,128.9883513,Julu8,0.16552700000000001,3
1357,72,,,,,alive,,G74-11,F,N,Letjenna 2,Letjenna_1718,6784208,1276786,2017,2018,G74-11,4.3515,0.3,1.08,87.17692308,9.59,Åmot,429,1.7824,0.0001,0.052,0.4154,446.5402415,128.9883513,Gös,0.27917500000000001,3
1358,68,,,,,alive,,G132-11,M,N,Letjenna 2,Letjenna_1819,6784505,1276926,2018,2019,G132-11,4.3523,0.3,1.08,86.27948718,9.46,Åmot,429,1.8284,0.0003,0.0949,0.3687,448.2950008,128.2015771,Julu8,0.16552700000000001,3
1359,68,,,,,alive,,G74-11,F,N,Letjenna 2,Letjenna_1819,6784505,1276926,2018,2019,G74-11,4.3523,0.3,1.08,86.27948718,9.46,Åmot,429,1.8284,0.0003,0.0949,0.3687,448.2950008,128.2015771,Gös,0.27917500000000001,3
1360,71,,,,,other,legal,G132-11,M,N,Letjenna 2,Letjenna_1920,6783289,1278444,2019,2020,G132-11,4.3751,0.27,1.03,86.69154229,10.04,Åmot,429,1.7999,0.0004,0.1366,0.3481,458.6865426,123.4709895,Julu8,0.16552700000000001,7
1361,71,,,,,other,legal,G74-11,F,N,Letjenna 2,Letjenna_1920,6783289,1278444,2019,2020,G74-11,4.3751,0.27,1.03,86.69154229,10.04,Åmot,429,1.7999,0.0004,0.1366,0.3481,458.6865426,123.4709895,Gös,0.27917500000000001,7
1362,29,,,,,other,veichle,D-06-14,F,S,Likenäs,Likenäs_0506,6717116,1362096,2005,2006,D-06-14,4.412,0.23,0.75,81.26262626,2.95,Torsby,1737,3.6931,0.0001,0.0467,0.1451,376.7043788,97.09304639,Kil1,0.26074199999999997,2
1363,29,,1,1,1,disapp,,G2-06,M,S,Likenäs,Likenäs_0506,6717116,1362096,2005,2006,G2-06,4.412,0.23,0.75,81.26262626,2.95,Torsby,1737,3.6931,0.0001,0.0467,0.1451,376.7043788,97.09304639,Utt,0.30224600000000001,2
1364,70,,1,1,1,disapp,,G139-15,M,S,Liksjön,Liksjön_1516,6732020,1350745,2015,2016,G139-15,5.0992,0.25,0.73,76.35211268,2.82,Torsby,1737,1.994,0.0005,0.1917,0.4922,417.8490332,98.3685974,Fär2,0.222382,2
1365,70,,,,,other,legal,G149-15,F,S,Liksjön,Liksjön_1516,6732020,1350745,2015,2016,G149-15,5.0992,0.25,0.73,76.35211268,2.82,Torsby,1737,1.994,0.0005,0.1917,0.4922,417.8490332,98.3685974,Keo1,0.228912,2
1366,85,,,,2,censored,,G125-17,M,,Lillsjöbäcken 2,Lillsjöbäcken_2223,6604513,1452273,2022,2023,,3.9019,0.39,1.42,68.11066468,25.46,Hällefors,1863,1.7,0,0.0039,1.3658,165.6833837,56.94279216,Osd4,0.22917000000000001,6
1367,85,,,2,2,censored,,G210-22,F,,Lillsjöbäcken 2,Lillsjöbäcken_2223,6604513,1452273,2022,2023,,3.9019,0.39,1.42,68.11066468,25.46,Hällefors,1863,1.7,0,0.0039,1.3658,165.6833837,56.94279216,Tön1,0.118835,6
1368,75,,,,0,alive,,G244-19,M,S,Linderödsåsen,Linderödsåsen_2021,6187575,1389990,2020,2021,,1.8786,0.59,1.49,37.11614035,46.21,Sjöbo,1265,0.9,0,0,0.988,87.36633306,68.70008845,Kes1,0.235539,0
1369,75,,,0,0,alive,,G36-20,F,S,Linderödsåsen,Linderödsåsen_2021,6187575,1389990,2020,2021,,1.8786,0.59,1.49,37.11614035,46.21,Sjöbo,1265,0.9,0,0,0.988,87.36633306,68.70008845,Låb1,0.22414300000000001,0
1370,83,,,,0,alive,,G244-19,M,S,Linderödsåsen,Linderödsåsen_2122,6193638.616,1387915.825,2021,2022,,1.9561,0.68,1.64,21.03030303,54.41,Sjöbo,1265,0.8,0,0,1.4375,89.20350967,68.03391264,Kes1,0.235539,0
1371,83,,,0,0,alive,,G36-20,F,S,Linderödsåsen,Linderödsåsen_2122,6193638.616,1387915.825,2021,2022,,1.9561,0.68,1.64,21.03030303,54.41,Sjöbo,1265,0.8,0,0,1.4375,89.20350967,68.03391264,Låb1,0.22414300000000001,0
1372,85,,,,2,censored,,G244-19,M,S,Linderödsåsen,Linderödsåsen_2223,6194319,1378679,2022,2023,,2.0941,0.76,1.75,32.38228291,51.95,Sjöbo,1265,0.7,0,0,1.1557,120.5534835,49.06501192,Kes1,0.235539,1
1373,85,,,2,2,censored,,G36-20,F,S,Linderödsåsen,Linderödsåsen_2223,6194319,1378679,2022,2023,,2.0941,0.76,1.75,32.38228291,51.95,Sjöbo,1265,0.7,0,0,1.1557,120.5534835,49.06501192,Låb1,0.22414300000000001,1
1374,66,,,,0,alive,,G22-14,M,S,Lingbo,Lingbo_1314,6775621,1541683,2013,2014,G22-14,3.3672,0.25,1.33,70.37628205,13.18,Ockelbo,2101,3,0.0019,0.6721,0.9607,181.2632415,90.48233849,Dju3,0.13900799999999999,2
1375,66,,,0,0,alive,,G31-14,F,S,Lingbo,Lingbo_1314,6775621,1541683,2013,2014,G31-14,3.3672,0.25,1.33,70.37628205,13.18,Ockelbo,2101,3,0.0019,0.6721,0.9607,181.2632415,90.48233849,Sjö,0.41430699999999998,2
1376,68,,,,0,alive,,G22-14,M,S,Lingbo,Lingbo_1415,6773594,1540785,2014,2015,G22-14,3.4422,0.25,1.34,85.51190476,12.27,Ockelbo,2101,3.1,0.0022,0.7976,0.8744,191.3151039,88.13902073,Dju3,0.13900799999999999,3
1377,68,,,0,0,alive,,G31-14,F,S,Lingbo,Lingbo_1415,6773594,1540785,2014,2015,G31-14,3.4422,0.25,1.34,85.51190476,12.27,Ockelbo,2101,3.1,0.0022,0.7976,0.8744,191.3151039,88.13902073,Sjö,0.41430699999999998,3
1378,70,,,,2,censored,,G22-14,M,S,Lingbo,Lingbo_1516,6776050,1540258,2015,2016,G22-14,3.4498,0.24,1.32,76.69411765,13.29,Ockelbo,2101,3.1,0.0026,0.9444,0.8883,189.9645037,91.33941297,Dju3,0.13900799999999999,4
1379,70,,1,1,1,disapp,,G31-14,F,S,Lingbo,Lingbo_1516,6776050,1540258,2015,2016,G31-14,3.4498,0.24,1.32,76.69411765,13.29,Ockelbo,2101,3.1,0.0026,0.9444,0.8883,189.9645037,91.33941297,Sjö,0.41430699999999998,4
1380,49,,,0,0,alive,,G5-07,F,N,Linnekleppen,Linnekleppen_0910,6577113,1256446,2009,2010,G5-07,4.6704,0.62,1.32,82.44892473,29.7,Dals-Ed,1438,3.3062,0,0,1.0157,144.1639659,42.09383025,DE3,0.28320299999999998,1
1381,49,,,,0,alive,,G71-10,M,N,Linnekleppen,Linnekleppen_0910,6577113,1256446,2009,2010,G71-10,4.6704,0.62,1.32,82.44892473,29.7,Dals-Ed,1438,3.3062,0,0,1.0157,144.1639659,42.09383025,Ulr2,0.21484400000000001,1
1382,58,,,1,1,disapp,,G5-07,F,N,Linnekleppen,Linnekleppen_1011,6579660,1256767,2010,2011,G5-07,4.6106,0.56,1.27,79.97135417,28.25,Dals-Ed,1438,3.3446,0,0,0.9102,146.0665246,39.68115287,DE3,0.28320299999999998,2
1383,58,,,,0,alive,,G71-10,M,N,Linnekleppen,Linnekleppen_1011,6579660,1256767,2010,2011,G71-10,4.6106,0.56,1.27,79.97135417,28.25,Dals-Ed,1438,3.3446,0,0,0.9102,146.0665246,39.68115287,Ulr2,0.21484400000000001,2
1384,72,,,,0,alive,,G124-16,M,S,Loberget 1,Loberget_1718,6829993,1477530,2017,2018,G124-16,3.8545,0.17,1.12,82.28806073,4.86,Rättvik,2031,2.8665,0.0024,0.861,0,320.3593391,59.94579076,Kvt1,0.206153,2
1385,72,,,0,0,alive,,G37-16,F,S,Loberget 1,Loberget_1718,6829993,1477530,2017,2018,G37-16,3.8545,0.17,1.12,82.28806073,4.86,Rättvik,2031,2.8665,0.0024,0.861,0,320.3593391,59.94579076,Kmä1,0.282555,2
1386,68,,,,0,alive,,G124-16,M,S,Loberget 1,Loberget_1819,6817514,1473662,2018,2019,G124-16,3.4565,0.17,1.1,82.72300469,5.46,Rättvik,2031,2.8245,0.0037,1.323,0.0098,301.1449786,52.86819447,Kvt1,0.206153,2
1387,68,,,0,0,alive,,G37-16,F,S,Loberget 1,Loberget_1819,6817514,1473662,2018,2019,G37-16,3.4565,0.17,1.1,82.72300469,5.46,Rättvik,2031,2.8245,0.0037,1.323,0.0098,301.1449786,52.86819447,Kmä1,0.282555,2
1388,71,,,,0,alive,,G124-16,M,S,Loberget 1,Loberget_1920,6812628,1471585,2019,2020,G124-16,3.2592,0.2,1.07,75.28638498,5.54,Rättvik,2031,2.548,0.0038,1.3875,0.0147,298.0846778,50.91970075,Kvt1,0.206153,4
1389,71,,,0,0,alive,,G37-16,F,S,Loberget 1,Loberget_1920,6812628,1471585,2019,2020,G37-16,3.2592,0.2,1.07,75.28638498,5.54,Rättvik,2031,2.548,0.0038,1.3875,0.0147,298.0846778,50.91970075,Kmä1,0.282555,4
1390,75,,,,0,alive,,G124-16,M,S,Loberget 1,Loberget_2021,6809610,1471747,2020,2021,,3.2277,0.19,1.08,82.40547264,5.66,Rättvik,2031,2.5188,0.0032,1.1756,0.0187,297.6514311,51.52574385,Kvt1,0.206153,3
1391,75,,,0,0,alive,,G37-16,F,S,Loberget 1,Loberget_2021,6809610,1471747,2020,2021,,3.2277,0.19,1.08,82.40547264,5.66,Rättvik,2031,2.5188,0.0032,1.1756,0.0187,297.6514311,51.52574385,Kmä1,0.282555,3
1392,83,1,,,1,disapp,,G124-16,M,S,Loberget 1,Loberget_2122,6816194.458,1478066.073,2021,2022,,3.4954,0.19,1.14,83.647343,5.89,Rättvik,2031,2.1888,0.0048,1.7217,0.0186,294.9992804,53.82709854,Kvt1,0.206153,2
1393,83,1,1,1,1,disapp,,G37-16,F,S,Loberget 1,Loberget_2122,6816194.458,1478066.073,2021,2022,,3.4954,0.19,1.14,83.647343,5.89,Rättvik,2031,2.1888,0.0048,1.7217,0.0186,294.9992804,53.82709854,Kmä1,0.282555,2
1394,31,,,0,0,alive,,G28-06,F,S,Loka 1,Loka_0607,6597245,1424248,2006,2007,G28-06,4.1724,0.38,1.24,66.35714286,29.03,Storfors,1760,3.5484,0,0,0.8946,183.661169,49.54848868,Kil1,0.26074199999999997,1
1395,31,,,,0,alive,,G4-07,M,S,Loka 1,Loka_0607,6597245,1424248,2006,2007,G4-07,4.1724,0.38,1.24,66.35714286,29.03,Storfors,1760,3.5484,0,0,0.8946,183.661169,49.54848868,Grå,0.296875,1
1396,37,,,0,0,alive,,G28-06,F,S,Loka 1,Loka_0708,6606242,1422988,2007,2008,G28-06,4.4188,0.36,1.1,73.2960199,17.87,Storfors,1760,3.2416,0,0,0.5837,198.6359274,49.10787459,Kil1,0.26074199999999997,1
