RovbaseID,Funnetdato,Undersøkt,Undersøktdato,Meldt til,Mottattdato,Skadetype,"Skadetype, annet",Rase,"Rase, annet","Skadedato, fra","Skadedato, til",Usikker skadedato,Kjønn,Alder,Antall,Tilstand,Merke,"Merke, tekst",Registreringsnummer,Skadeårsak,"Skadeårsak, annet",Skadested,Beiteområde,Kontrollstatus,Vurdering,Melding om registrert skade er sendt til eier,Eier tilstede ved skadeundersøkelse,Eier orientert,Dato orientert,KommuneID,Funnsted,Nord (opprinnelig),Øst (opprinnelig),Nord (UTM33/SWEREF99 TM),Øst (UTM33/SWEREF99 TM),Nord (RT90),Øst (RT90),Koordinatsystem,Stedkvalitet,Godkjentdato,Følsomhet,Frigivelsesdato,Låst,Låst av,Låstdato,Sist lagret dato,Kommunenummer,Kommune,Fylkenummer,Fylke,Number of injured or killed or missing sheep,Year
K326789,2006.05.31,Ja,2006.05.31,AEB,2006.05.31,Får,,Norsk kvit sau,,2006.05.31,2006.05.31,Nej,Hona,Under 1 år,1,Avlivad,Øremerke,6004,NULL,Varg,,Inmark (endast Norge),,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,2006.05.31,1-3432,Dalum,6897984,188226,6897984,188226,6904262,1146180,WGS84-UTM Zon 33,Mindre bra,2006.06.08,Ja,,Nej,,,2006.08.25,1-3432,Lesja (N),1-34,Innlandet (N),1,2006
K327823,2006.07.09,Ja,2006.07.10,,,Får,,Norsk kvit sau,,2006.07.09,2006.07.09,Nej,Hona,Under 1 år,1,Död,Øremerke,6012,NULL,Varg,,Inmark (endast Norge),,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3401,Slettmoen,6675300,350800,6675300,350800,6679437,1306100,WGS84-UTM Zon 33,Mindre bra,2006.07.14,Ja,,Nej,,,2006.07.14,1-3401,Kongsvinger (N),1-34,Innlandet (N),1,2006
K327824,2006.07.09,Ja,2006.07.10,,,Får,,Norsk kvit sau,,2006.07.09,2006.07.09,Nej,Hona,Över 2 år,1,Död,Ukjent,,NULL,Varg,,Inmark (endast Norge),,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3401,Slettmoen,6675300,350800,6675300,350800,6679437,1306100,WGS84-UTM Zon 33,Mindre bra,2006.07.14,Ja,,Nej,,,2006.09.19,1-3401,Kongsvinger (N),1-34,Innlandet (N),1,2006
K328101,2006.07.12,Ja,2006.07.12,,,Får,,Norsk kvit sau,,2006.07.12,2006.07.12,Nej,Hona,Över 2 år,1,Avlivad,Bjelle,,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3417,vesleseterberget,6696400,341700,6696400,341700,6700660,1297254,WGS84-UTM Zon 33,Mindre bra,2006.07.24,Ja,,Nej,,,2006.07.24,1-3417,Grue (N),1-34,Innlandet (N),1,2006
K328102,2006.07.12,Ja,2006.07.12,,,Får,,Norsk kvit sau,,2006.07.12,2006.07.12,Nej,Hona,Under 1 år,1,Död,Øremerke,6005,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3417,Vesleseterberget,6696400,341700,6696400,341700,6700660,1297254,WGS84-UTM Zon 33,Mindre bra,2006.07.24,Ja,,Nej,,,2006.10.20,1-3417,Grue (N),1-34,Innlandet (N),1,2006
K328103,2006.07.12,Ja,2006.07.12,,,Får,,Norsk kvit sau,,2006.07.12,2006.07.12,Nej,Hona,Under 1 år,1,Död,Ukjent,,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3417,Vesleseterberget,6696400,341700,6696400,341700,6700660,1297254,WGS84-UTM Zon 33,Mindre bra,2006.07.24,Ja,,Nej,,,2006.07.24,1-3417,Grue (N),1-34,Innlandet (N),1,2006
K328104,2006.07.12,Ja,2006.07.12,,,Får,,Norsk kvit sau,,2006.07.12,2006.07.12,Nej,Hona,Under 1 år,1,Avlivad,Øremerke,6081,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3417,,6696400,341700,6696400,341700,6700660,1297254,WGS84-UTM Zon 33,Mindre bra,2006.07.24,Ja,,Nej,,,2006.07.24,1-3417,Grue (N),1-34,Innlandet (N),1,2006
K329105,2006.07.12,Nej,,kh,2006.07.13,Får,,Norsk kvit sau,,2006.07.12,2006.07.12,Nej,Hona,Över 2 år,1,Död,Bjelle,,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Bedömd som säker,Nej,Nej,Nej,,1-3417,Vesleseterberget,6696400,341700,6696400,341700,6700660,1297254,WGS84-UTM Zon 33,Mindre bra,2006.08.17,Ja,,Nej,,,2006.08.18,1-3417,Grue (N),1-34,Innlandet (N),1,2006
K328834,2006.07.16,Ja,2006.07.25,,,Får,,Norsk kvit sau,,2006.07.25,2006.07.25,Nej,Hona,Under 1 år,1,Avlivad,Øremerke,6091,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3417,Fjellseth,6700900,340300,6700900,340300,6705179,1295908,WGS84-UTM Zon 33,Mindre bra,2006.08.10,Ja,,Nej,,,2006.08.18,1-3417,Grue (N),1-34,Innlandet (N),1,2006
K328835,2006.07.16,Ja,2006.07.25,,,Får,,Norsk kvit sau,,2006.07.25,2006.07.25,Nej,Hona,Under 1 år,1,Avlivad,Øremerke,6054,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3417,Fjellseth,6700000,340300,6700000,340300,6704279,1295897,WGS84-UTM Zon 33,Mindre bra,2006.08.10,Ja,,Nej,,,2006.08.18,1-3417,Grue (N),1-34,Innlandet (N),1,2006
K328837,2006.07.19,Ja,2006.07.19,,,Får,,,,2006.07.19,2006.07.19,Ja,Hona,Under 1 år,1,Död,Øremerke,6075,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3417,Dagsåsen,6700000,340300,6700000,340300,6704279,1295897,WGS84-UTM Zon 33,Mindre bra,2006.08.10,Ja,,Nej,,,2006.08.18,1-3417,Grue (N),1-34,Innlandet (N),1,2006
K328836,2006.07.20,Ja,2006.07.20,,,Får,,Norsk kvit sau,,2006.07.20,2006.07.20,Nej,Hona,Över 2 år,1,Avlivad,Bjelle,,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3417,dagsåsen,6699400,340200,6699400,340200,6703680,1295790,WGS84-UTM Zon 33,Mindre bra,2006.08.10,Ja,,Nej,,,2006.10.20,1-3417,Grue (N),1-34,Innlandet (N),1,2006
K328796,2006.07.25,Ja,2006.07.25,,,Får,,Norsk kvit sau,,2006.07.25,2006.07.25,Ja,Hona,Över 2 år,1,Död,Bjelle,,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3417,Åsen,6702300,341200,6702300,341200,6706569,1296826,WGS84-UTM Zon 33,Mindre bra,2006.08.10,Ja,,Nej,,,2006.09.19,1-3417,Grue (N),1-34,Innlandet (N),1,2006
K328797,2006.07.25,Ja,2006.07.25,,,Får,,Norsk kvit sau,,2006.07.25,2006.07.25,Ja,Hona,Under 1 år,1,Död,Øremerke,6060,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3417,Dagsåsen,6700400,339800,6700400,339800,6704685,1295402,WGS84-UTM Zon 33,Mindre bra,2006.08.10,Ja,,Nej,,,2006.09.19,1-3417,Grue (N),1-34,Innlandet (N),1,2006
K328636,2006.07.27,Ja,2006.07.27,,,Får,,Norsk kvit sau,,2006.07.25,2006.07.25,Nej,Hane,Under 1 år,1,Död,Øremerke,6034,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3417,Knauserud,6702300,340800,6702300,340800,6706574,1296426,WGS84-UTM Zon 33,Mindre bra,2006.08.08,Ja,,Nej,,,2006.08.08,1-3417,Grue (N),1-34,Innlandet (N),1,2006
K329276,2006.08.01,Ja,2006.08.03,,,Får,,Norsk kvit sau,,2006.08.01,2006.08.01,Nej,Hona,Över 2 år,1,Avlivad,Bjelle,,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3417,Fjeldseth,6699400,339200,6699400,339200,6703692,1294789,WGS84-UTM Zon 33,Mindre bra,2006.08.20,Ja,,Nej,,,2006.08.20,1-3417,Grue (N),1-34,Innlandet (N),1,2006
K329277,2006.08.01,Ja,2006.08.03,,,Får,,Norsk kvit sau,,2006.08.01,2006.08.01,Nej,Hona,Över 2 år,1,Död,Bjelle,,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3417,Fjeldseth,6699400,340100,6699400,340100,6703681,1295690,WGS84-UTM Zon 33,Mindre bra,2006.08.20,Ja,,Nej,,,2006.08.20,1-3417,Grue (N),1-34,Innlandet (N),1,2006
K329393,2006.08.03,Ja,2006.08.04,,,Får,,Norsk kvit sau,,2006.08.03,2006.08.03,Nej,Hona,Över 2 år,1,Avlivad,Bjelle,,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3417,Brynberget,6699200,338900,6699200,338900,6703496,1294487,WGS84-UTM Zon 33,Mindre bra,2006.08.23,Ja,,Nej,,,2006.10.20,1-3417,Grue (N),1-34,Innlandet (N),1,2006
K330034,2006.08.19,Ja,2006.08.20,,2006.08.19,Får,,Norsk kvit sau,,2006.08.19,2006.08.19,Nej,Hane,Under 1 år,1,Död,,,NULL,Varg,,Bete innanför stängsel,,Fältkontroll - SNO,Dokumenterad,Nej,Nej,Ja,2006.08.20,1-3418,Tyskeberget,6724500,355400,6724500,355400,6728606,1311306,WGS84-UTM Zon 33,Mindre bra,2006.09.07,Ja,,Nej,,,2006.09.07,1-3418,Åsnes (N),1-34,Innlandet (N),1,2006
K331662,2006.09.23,Ja,2006.09.23,,,Får,,Norsk kvit sau,,2006.09.23,2006.09.23,Nej,Hona,1 till 2 år,1,Död,Øremerke,6003,NULL,Varg,,Bete innanför stängsel,Inngjerdet utmark,Fältkontroll - SNO,Osäker,Nej,Ja,Nej,,1-3101,Siljedalen,6572937,299648,6572937,299648,6577640,1253674,WGS84-UTM Zon 33,Mindre bra,2006.10.03,Ja,,Nej,,,2006.10.16,1-3101,Halden (N),1-31,Østfold (N),1,2006
K400885,2007.01.16,Ja,2007.01.15,,,Får,,Norsk kvit sau,,2007.01.15,2007.01.15,Nej,Hona,Under 1 år,1,Död,Øremerke,6047,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Bedömd som säker,Nej,Nej,Nej,,1-4217,Lisleiheia nord,6547913,98876,6547913,98876,6555031,1052459,WGS84-UTM Zon 33,Mindre bra,2007.02.19,Ja,,Nej,,,2007.02.19,1-4217,Åmli (N),1-42,Agder (N),1,2007
K400886,2007.01.16,Ja,2007.01.17,,,Får,,Norsk kvit sau,,2007.01.15,2007.01.15,Nej,Hane,Under 1 år,1,Död,Øremerke,6048,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Bedömd som säker,Nej,Nej,Nej,,1-4217,Lisleiheia nord,6547696,99057,6547696,99057,6554811,1052637,WGS84-UTM Zon 33,Mindre bra,2007.02.06,Ja,,Nej,,,2007.02.06,1-4217,Åmli (N),1-42,Agder (N),1,2007
K402158,2007.06.01,Ja,2007.06.01,eier,2007.06.01,Får,,Norsk kvit sau,,2007.06.01,2007.06.01,Ja,Hona,Under 1 år,1,Skadad,Øremerke,7122,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Dokumenterad,Nej,Nej,Nej,,1-3439,Tannsmoen,6813960,574460,6821824,254716,6827227,1211766,WGS84-UTM Zon 32,Mindre bra,2007.06.04,Ja,,Nej,,,2007.06.04,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402159,2007.06.01,Nej,,Mogens Lorentzen,,Får,,Norsk kvit sau,,2007.06.01,2007.06.01,Ja,Okänt,Under 1 år,1,Skadad,Øremerke,7101,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Bedömd som säker,Nej,Nej,Nej,,1-3439,Tannsmoen,6813960,574460,6821824,254716,6827227,1211766,WGS84-UTM Zon 32,Mindre bra,2007.06.04,Ja,,Nej,,,2007.06.04,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402160,2007.06.01,Ja,2007.06.01,,,Får,,Norsk kvit sau,,2007.06.01,2007.06.01,Nej,Hane,Under 1 år,1,Avlivad,Øremerke,7078,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3439,Tannsmoen,6813960,574460,6821824,254716,6827227,1211766,WGS84-UTM Zon 32,Mindre bra,2007.06.04,Ja,,Nej,,,2007.06.04,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402161,2007.06.01,Ja,2007.06.01,eier,2007.06.01,Får,,Norsk kvit sau,,2007.06.01,2007.06.01,Nej,Hona,Under 1 år,1,Död,Øremerke,7079,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3439,Tannsmoen,6813960,574460,6821824,254716,6827227,1211766,WGS84-UTM Zon 32,Mindre bra,2007.06.04,Ja,,Nej,,,2007.06.04,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402162,2007.06.01,Ja,2007.06.01,eier,2007.06.01,Får,,Norsk kvit sau,,2007.06.01,2007.06.01,Nej,Hona,Under 1 år,1,Död,Øremerke,7070,NULL,Varg,,Bete utan stängsel,Tannsmoen,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3439,Tannsmoen,6813960,574460,6821824,254716,6827227,1211766,WGS84-UTM Zon 32,Mindre bra,2007.06.04,Ja,,Nej,,,2007.06.04,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402163,2007.06.01,Ja,2007.06.01,,2007.06.01,Får,,Norsk kvit sau,,2007.06.01,2007.06.01,Nej,Hane,Under 1 år,1,Död,Øremerke,7004,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3439,Tannsmoen,6813765,574321,6821643,254560,6827048,1211607,WGS84-UTM Zon 32,Mindre bra,2007.06.04,Ja,,Nej,,,2007.06.04,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402164,2007.06.01,Ja,2007.06.01,,2007.06.01,Får,,Norsk kvit sau,,2007.06.01,2007.06.01,Nej,Hona,Under 1 år,1,Avlivad,Øremerke,7119,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3439,Tannsmoen,6813765,574321,6821643,254560,6827048,1211607,WGS84-UTM Zon 32,Mindre bra,2007.06.04,Ja,,Nej,,,2007.06.04,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402165,2007.06.01,Ja,2007.06.01,eier,2007.06.01,Får,,Norsk kvit sau,,2007.06.01,2007.06.01,Nej,Hane,Under 1 år,1,Död,Øremerke,7118,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3439,Tannsmoen,6813765,574321,6821643,254560,6827048,1211607,WGS84-UTM Zon 32,Mindre bra,2007.06.04,Ja,,Nej,,,2007.06.04,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402166,2007.06.01,Ja,2007.06.01,,2007.06.01,Får,,Norsk kvit sau,,2007.06.01,2007.06.01,Nej,Hona,Under 1 år,1,Avlivad,Øremerke,7063,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3439,Tannsmoen,6813765,574321,6821643,254560,6827048,1211607,WGS84-UTM Zon 32,Mindre bra,2007.06.04,Ja,,Nej,,,2007.06.04,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402167,2007.06.01,Ja,2007.06.01,,2007.06.01,Får,,Norsk kvit sau,,2007.06.01,2007.06.01,Nej,Hona,Över 2 år,1,Död,Øremerke,5050,NULL,Varg,,Bete utan stängsel,Bekkom Fellesdrift,Fältkontroll - SNO,Bedömd som säker,Nej,Ja,Nej,,1-3439,Tannsmoen,6813765,574321,6821643,254560,6827048,1211607,WGS84-UTM Zon 32,Mindre bra,2007.06.04,Ja,,Nej,,,2007.06.04,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402170,2007.06.02,Ja,2007.06.03,eier,2007.06.02,Får,,Norsk kvit sau,,2007.06.01,2007.06.01,Nej,Hane,Under 1 år,1,Död,Øremerke,7116,NULL,Varg,,Bete utan stängsel,Bekkom Fellesdrift,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3439,Tannsmoen,6814175,573185,6822156,253465,6827575,1210518,WGS84-UTM Zon 32,Mindre bra,2007.06.04,Ja,,Nej,,,2007.06.04,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402171,2007.06.02,Ja,2007.06.03,eier,2007.06.02,Får,,Norsk kvit sau,,2007.06.03,2007.06.03,Nej,Hona,Under 1 år,1,Avlivad,Øremerke,7089,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Dokumenterad,Nej,Nej,Nej,,1-3439,Tannsmoen,6813987,573164,6821971,253427,6827390,1210478,WGS84-UTM Zon 32,Mindre bra,2007.06.04,Ja,,Nej,,,2007.06.04,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402172,2007.06.02,Ja,2007.06.03,eier,2007.06.02,Får,,Norsk kvit sau,,2007.06.01,2007.06.01,Nej,Hane,Under 1 år,1,Död,Øremerke,7124,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3439,Tannsmoen,6813760,573252,6821736,253494,6827154,1210542,WGS84-UTM Zon 32,Mindre bra,2007.06.04,Ja,,Nej,,,2007.06.04,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402173,2007.06.02,Ja,2007.06.03,,2007.06.02,Får,,Norsk kvit sau,,2007.06.01,2007.06.01,Nej,Hona,Under 1 år,1,Död,Øremerke,7062,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Dokumenterad,Nej,Nej,Nej,,1-3439,Tannsmoen,6813760,573252,6821736,253494,6827154,1210542,WGS84-UTM Zon 32,Mindre bra,2007.06.04,Ja,,Nej,,,2007.06.04,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402169,2007.06.03,Ja,2007.06.03,,,Får,,Norsk kvit sau,,2007.06.01,2007.06.01,Nej,Hane,Under 1 år,1,Död,Øremerke,7117,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3439,Tannsmoen,6814160,573182,6822141,253461,6827560,1210514,WGS84-UTM Zon 32,Mindre bra,2007.06.04,Ja,,Nej,,,2007.06.04,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402168,2007.06.04,Nej,2007.06.01,Mogens Lorentzen,2007.06.01,Får,,Norsk kvit sau,,2007.06.04,2007.06.04,Ja,Okänt,Under 1 år,1,Skadad,Øremerke,7050,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Bedömd som säker,Nej,Ja,Nej,,1-3439,Tannsmoen,6813960,574460,6821824,254716,6827227,1211766,WGS84-UTM Zon 32,Mindre bra,2007.06.04,Ja,,Nej,,,2007.06.04,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402201,2007.06.04,Nej,,Mogens Lorentzen,2007.06.04,Får,,Norsk kvit sau,,2007.06.04,2007.06.04,Ja,Okänt,Under 1 år,1,Skadad,Øremerke,7058,NULL,Varg,,Bete utan stängsel,Brekkom fellesdrift,Fältkontroll - SNO,Bedömd som säker,Nej,Nej,Ja,2007.06.04,1-3439,,6813760,574320,6821638,254558,6827043,1211605,WGS84-UTM Zon 32,Mindre bra,2007.06.05,Ja,,Nej,,,2007.06.05,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402202,2007.06.04,Nej,,Mogens Lorentzen,2007.06.04,Får,,Norsk kvit sau,,2007.06.04,2007.06.04,Ja,Okänt,Under 1 år,1,Skadad,Øremerke,7039,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Bedömd som säker,Nej,Nej,Ja,2007.06.04,1-3439,Tannsmoen,6813760,574320,6821638,254558,6827043,1211605,WGS84-UTM Zon 32,Mindre bra,2007.06.05,Ja,,Nej,,,2007.06.05,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402203,2007.06.04,Nej,,Mogens Lorentzen,2007.06.04,Får,,Norsk kvit sau,,2007.06.04,2007.06.04,Ja,Okänt,Under 1 år,1,Skadad,Øremerke,7098,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Bedömd som säker,Nej,Nej,Ja,2007.06.04,1-3439,Tannsmoen,6813760,574320,6821638,254558,6827043,1211605,WGS84-UTM Zon 32,Mindre bra,2007.06.05,Ja,,Nej,,,2007.06.05,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402204,2007.06.04,Nej,,Mogens Lorentzen,2007.06.04,Får,,Norsk kvit sau,,2007.06.04,2007.06.04,Ja,Okänt,Under 1 år,1,Skadad,Øremerke,7049,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Bedömd som säker,Nej,Nej,Ja,2007.06.04,1-3439,Tannsmoen,6813760,574320,6821638,254558,6827043,1211605,WGS84-UTM Zon 32,Mindre bra,2007.06.05,Ja,,Nej,,,2007.06.05,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402205,2007.06.04,Nej,,Mogens Lorentzen,2007.06.04,Får,,Norsk kvit sau,,2007.06.04,2007.06.04,Ja,Okänt,Under 1 år,1,Skadad,Øremerke,7028,NULL,Varg,,Bete utan stängsel,Brekkom fellesdrift,Fältkontroll - SNO,Bedömd som säker,Nej,Nej,Ja,2007.06.04,1-3439,Tannsmoen,6813760,574320,6821638,254558,6827043,1211605,WGS84-UTM Zon 32,Mindre bra,2007.06.05,Ja,,Nej,,,2007.06.05,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402206,2007.06.04,Nej,,Mogens Lorentzen,2007.06.04,Får,,Norsk kvit sau,,2007.06.04,2007.06.04,Ja,Okänt,Under 1 år,1,Skadad,Øremerke,7026,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Bedömd som säker,Nej,Nej,Ja,2007.06.04,1-3439,Tannsmoen,6813760,574320,6821638,254558,6827043,1211605,WGS84-UTM Zon 32,Mindre bra,2007.06.05,Ja,,Nej,,,2007.06.05,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402210,2007.06.04,Ja,2007.06.04,eier,2007.06.04,Får,,Norsk kvit sau,,2007.06.01,2007.06.01,Nej,Hona,Under 1 år,1,Död,Øremerke,7074,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3439,Tannsmoen,6813400,575424,6821178,255625,6826569,1212667,WGS84-UTM Zon 32,Mindre bra,2007.06.05,Ja,,Nej,,,2007.06.05,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402211,2007.06.04,Ja,2007.06.04,,2007.06.04,Får,,Norsk kvit sau,,2007.06.01,2007.06.01,Nej,Hona,Över 2 år,1,Död,Øremerke,4036,NULL,Varg,,Bete utan stängsel,Tannsmoen,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3439,Tannsmoen,6813400,575424,6821178,255625,6826569,1212667,WGS84-UTM Zon 32,Mindre bra,2007.06.05,Ja,,Nej,,,2007.06.05,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402214,2007.06.04,Ja,2007.06.04,eier,2007.06.04,Får,,Norsk kvit sau,,2007.06.01,2007.06.01,Nej,Hona,Under 1 år,1,Död,Øremerke,7125,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3439,Tannsmoen,6813850,573287,6821823,253537,6827240,1210586,WGS84-UTM Zon 32,Mindre bra,2007.06.05,Ja,,Nej,,,2007.06.05,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402215,2007.06.04,Ja,2007.06.04,eier,2007.06.04,Får,,Norsk kvit sau,,2007.06.01,2007.06.01,Nej,Hona,Under 1 år,1,Död,Øremerke,7006,NULL,Varg,,Bete utan stängsel,Brekkom Fellesdrift,Fältkontroll - SNO,Dokumenterad,Nej,Ja,Nej,,1-3439,Tannsmoen,6815527,572595,6823557,253002,6828982,1210072,WGS84-UTM Zon 32,Mindre bra,2007.06.05,Ja,,Nej,,,2007.06.05,1-3439,Ringebu (N),1-34,Innlandet (N),1,2007
K402690,2007.06.11,Ja,2007.06.11,,,Får,,Norsk kvit sau,,2007.06.09,2007.06.09,Nej,Hane,Under 1 år,1,Död,Øremerke,7751,NULL,Varg,,Bete utan stängsel,Hanestadkjølen,Fältkontroll - SNO,Bedömd som säker,Ja,Nej,Ja,,1-3424,Kalberget,6861340,288553,6861340,288553,6866346,1246113,WGS84-UTM Zon 33,Mindre bra,2007.06.23,Ja,,Ja,Kenneth Rannem,2016.05.31,2007.06.23,1-3424,Rendalen (N),1-34,Innlandet (N),1,2007
K402608,2007.06.12,Ja,2007.06.13,,,Får,,Norsk kvit sau,,2007.06.12,2007.06.12,Nej,Hane,Under 1 år,1,Avlivad,Øremerke,7115,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Dokumenterad,Ja,Ja,Nej,,1-3411,,6772275,284758,6772275,284758,6777277,1241213,WGS84-UTM Zon 33,Mindre bra,2007.06.22,Ja,,Ja,Kenneth Rannem,2016.05.31,2007.07.25,1-3411,Ringsaker (N),1-34,Innlandet (N),1,2007
K402609,2007.06.12,Ja,2007.06.13,,,Får,,Norsk kvit sau,,2007.06.13,2007.06.13,Nej,Hane,Under 1 år,1,Avlivad,Øremerke,7154,NULL,Varg,,Bete utan stängsel,,Fältkontroll - SNO,Dokumenterad,Ja,Ja,Nej,,1-3411,Gautsetra,6772039,285138,6772039,285138,6777036,1241590,WGS84-UTM Zon 33,Mindre bra,2007.06.22,Ja,,Ja,Kenneth Rannem,2016.05.31,2007.07.25,1-3411,Ringsaker (N),1-34,Innlandet (N),1,2007
K402663,2007.06.14,Ja,2007.06.16,,,Får,,Norsk kvit sau,,2007.06.14,2007.06.14,Ja,Hane,Under 1 år,1,Avlivad,Øremerke,7030,NULL,Varg,,Bete utan stängsel,Vestkjølen,Fältkontroll - SNO,Dokumenterad,Ja,Nej,Ja,,1-3424,Gammelsetra,6849710,294811,6849710,294811,6854632,1252230,WGS84-UTM Zon 33,Mindre bra,2007.06.23,Ja,,Ja,Kenneth Rannem,2016.05.31,2007.06.23,1-3424,Rendalen (N),1-34,Innlandet (N),1,2007
