kommun;kommun original;age;metric;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
SørVaranger;5605 Sør-Varanger;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SørVaranger;5444 Sør-Varanger (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;453700;485100;500700;531200
SørVaranger;2030 Sør-Varanger (-2019);All ages;Average Gross income;193800;204100;218100;230100;242200;242700;257300;269100;291800;312800;328700;340200;355400;371000;383800;390700;403200;409300;412200;425500;445700;0;0;0;0
Spydeberg;0123 Spydeberg (-2019);All ages;Average Gross income;212400;233700;245300;256900;266000;283000;290900;281800;310200;335900;329600;344700;360700;372800;383700;393100;411700;411300;428400;444800;463700;0;0;0;0
Stad;4649 Stad;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;455200;488500;509000;539100
Stange;3413 Stange;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450500;478500;497300;527000
Stange;0417 Stange (-2019);All ages;Average Gross income;189900;203200;211500;226600;234000;240000;253100;255700;276200;301000;302900;313900;329200;344700;357500;368000;387400;398200;406400;421200;440200;0;0;0;0
Stavanger;1103 Stavanger;All ages;Average Gross income;253500;270200;274700;300800;314300;326400;368200;356000;394700;426100;428300;445500;469100;497200;519400;538100;552700;522700;520700;538500;559100;569800;624000;636100;677400
Stavern;0708 Stavern (1944-1987);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Steigen;1848 Steigen;All ages;Average Gross income;166000;176500;195800;203200;204500;206500;215200;222700;250900;275500;280400;294600;315100;329600;346200;352700;374000;384200;400100;411300;442300;456100;494300;508900;532800
Steinkjer;5004 Steinkjer (2018-2019);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;408400;430100;0;0;0;0
Steinkjer;5006 Steinkjer;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;434100;466600;482800;513400
Steinkjer;1702 Steinkjer (-2017);All ages;Average Gross income;186800;196800;207600;220700;227500;234700;248800;253800;277400;295600;299700;312400;328200;342000;354400;367000;383100;388100;400800;0;0;0;0;0;0
Stjørdal;5035 Stjørdal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;437000;449600;455600;486200;512300;543500
Stjørdal;1714 Stjørdal (-2017);All ages;Average Gross income;197600;211600;222700;238500;248700;253300;270200;274200;298500;319700;326400;336000;355900;369200;384400;395900;405400;414800;425600;0;0;0;0;0;0
Stokke;0720 Stokke (-2016);All ages;Average Gross income;205900;219800;233700;247200;257700;267200;279200;279900;299700;312000;311400;327100;343400;353800;370800;385000;410600;406900;0;0;0;0;0;0;0
Stord;4614 Stord;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;471700;508800;530600;572900
Stord;1221 Stord (-2019);All ages;Average Gross income;216900;219300;231200;249400;254000;261600;279400;290600;317400;347800;350500;360300;383300;389800;405900;424300;435100;428500;433900;445600;465000;0;0;0;0
Stordal;1526 Stordal (-2019);All ages;Average Gross income;194500;209200;215600;223600;263300;243400;308900;269000;277100;296500;302700;308000;324700;343700;333200;345800;364000;371900;390000;388400;412000;0;0;0;0
StorElvdal;3423 Stor-Elvdal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;400800;427100;441800;470700
StorElvdal;0430 Stor-Elvdal (-2019);All ages;Average Gross income;174800;188500;201300;220400;222300;221900;240200;236300;258700;276300;281100;290700;294800;302400;305800;311700;319400;341600;351200;369300;385100;0;0;0;0
StorfjordOmasvuotnaOmasvuono;5538 Storfjord - Omasvuotna - Omasvuono;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
StorfjordOmasvuotnaOmasvuono;5425 Storfjord - Omasvuotna - Omasvuono (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420900;436200;455900;488100
StorfjordOmasvuotnaOmasvuono;1939 Storfjord - Omasvuotna - Omasvuono (1931-2019);All ages;Average Gross income;167300;178800;190500;207900;212600;217500;227900;244800;262800;279500;283900;292500;306100;318000;328400;348000;363000;370800;388300;403300;424800;0;0;0;0
Strand;1130 Strand;All ages;Average Gross income;208100;219100;228600;248600;254100;261800;291800;293800;324800;348200;354300;364000;386700;408100;427100;435200;447800;435700;438200;454200;480900;491000;532300;535400;573800
Stranda;1525 Stranda;All ages;Average Gross income;202900;218500;225700;247400;244000;257800;284700;270900;296100;311600;310500;325600;340500;356300;365500;378200;397200;410100;412300;426200;446700;463700;491700;506600;543600
Stryn;4651 Stryn;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;446600;498000;481500;525600
Stryn;1448 Stryn (-1976);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Stryn;1449 Stryn (1977-2019);All ages;Average Gross income;193300;209200;214100;227000;235900;251900;266700;259400;280000;299900;301000;311400;328100;347100;360100;368100;417900;385600;403200;416000;439700;0;0;0;0
Sula;1531 Sula;All ages;Average Gross income;200500;215400;222900;236400;248900;244400;259700;264300;296300;318800;328400;337100;354600;370900;385400;400500;415300;421000;431500;448100;462700;473900;509900;518700;555100
Suldal;1134 Suldal;All ages;Average Gross income;184600;194100;205100;220200;217000;231000;254000;270000;302700;312400;317400;335000;358800;361400;385200;397900;409900;417900;430800;440700;457700;466900;492200;520900;549700
Sund;1245 Sund (-2019);All ages;Average Gross income;209700;221800;239700;251500;252300;260800;274300;286800;314900;341400;341400;350800;371700;393500;409000;420700;427100;423000;431600;448100;468600;0;0;0;0
Sunndal;1563 Sunndal;All ages;Average Gross income;198800;209800;224700;244500;256300;258100;271300;275000;297800;326300;327700;332900;345300;355600;365200;377500;398900;403900;420600;439000;461500;469100;503000;521500;565400
Sunnfjord;4647 Sunnfjord;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;498200;547200;547000;575200
Surnadal;1566 Surnadal;All ages;Average Gross income;175200;184700;194900;208300;211100;217200;237000;240000;262600;287200;290900;298900;313600;331300;343800;359900;373100;380600;399000;400600;419700;433500;472700;478900;515000
Sveagruvaplanningarea;2115 Sveagruva planning area;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sveio;4612 Sveio;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;462600;580400;516400;560600
Sveio;1216 Sveio (-2019);All ages;Average Gross income;193500;203800;213000;229500;233000;247500;262600;274000;314500;338000;337100;349300;366300;381200;398200;411600;426100;427800;472700;439700;456100;0;0;0;0
Svelvik;0711 Svelvik (1964-2019);All ages;Average Gross income;220400;234000;242000;255600;264800;296500;278400;277300;298800;322800;325100;336800;352100;368600;378900;390200;408800;406000;417000;431700;455000;0;0;0;0
Sykkylven;1528 Sykkylven;All ages;Average Gross income;206700;219800;230200;247400;254500;281000;287200;285000;309500;323600;320500;336200;355700;367300;374500;384600;401400;399300;415300;424700;445000;453300;485200;492700;530400
Thecontinentalshelf,unspecified;2399 The continental shelf, unspecified;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Thecontinentalshelfnorthofdegreesnorthlatitude;2321 The continental shelf north of 62 degrees north latitude;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Thecontinentalshelfsouthofdegreesnorthlatitude;2311 The continental shelf south of 62 degrees north latitude;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Time;1121 Time;All ages;Average Gross income;231100;243600;247800;269400;276400;285200;309600;310700;350700;371600;374400;390800;408700;437000;455100;469000;488000;469900;471700;487900;504200;525300;579800;583300;612700
Tingvoll;1560 Tingvoll;All ages;Average Gross income;168700;185400;191200;205900;208700;219900;241500;235200;256700;280200;288900;299700;311700;331700;341900;357100;370500;367800;386900;402600;433000;443000;464400;478900;513200
Tinn;3818 Tinn (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450900;482100;502800;530800
Tinn;4026 Tinn;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tinn;0826 Tinn (-2019);All ages;Average Gross income;201400;212700;220800;236300;238800;247600;280600;261000;283800;306600;315200;322700;335300;348000;365900;374300;386100;391400;403900;418800;442600;0;0;0;0
Tjeldsund;1852 Tjeldsund (1909-2019);All ages;Average Gross income;182700;192400;199900;213100;225500;229800;238600;249000;260400;280900;291100;303100;318900;331100;343200;359200;374800;377300;388500;398500;409700;0;0;0;0
Tjølling;0725 Tjølling (-1987);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tjøme;0723 Tjøme (-2017);All ages;Average Gross income;225800;247300;244100;262600;269000;289600;323300;285100;311200;338500;335700;346000;361000;378600;392700;394100;419400;426400;427600;0;0;0;0;0;0
Tokke;3824 Tokke (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;472600;505500;517600;549100
Tokke;4034 Tokke;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tokke;0833 Tokke (1964-2019);All ages;Average Gross income;185600;195300;203800;215000;219800;230100;241100;254600;279600;305100;316300;326000;345500;366000;378200;390200;398100;403500;415600;432700;454100;0;0;0;0
Tolga;3426 Tolga;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;415300;443100;471800;496200
Tolga;0436 Tolga (-2019);All ages;Average Gross income;170100;180000;187200;200900;195600;205200;210500;219300;238200;264000;265800;279400;295100;309300;327500;337500;349200;347600;360200;382500;400000;0;0;0;0
TolgaOs;0435 Tolga-Os (1966-1975);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tønsberg;3803 Tønsberg (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;492200;547200;549000;574800
Tønsberg;3905 Tønsberg;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tønsberg;0704 Tønsberg (1988-2019);All ages;Average Gross income;219300;240800;247200;265100;276600;281700;303900;292300;321500;342800;342100;353400;371700;385000;399300;412600;439400;438500;451000;465300;483200;0;0;0;0
Tønsberg;0705 Tønsberg (-1987);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Torsken;1928 Torsken (-2019);All ages;Average Gross income;179500;190700;198700;209800;203000;212800;226400;237200;258600;290000;296000;297700;313200;324800;332500;351500;357900;367700;383600;385400;400500;0;0;0;0
Træna;1835 Træna;All ages;Average Gross income;186600;205200;220700;228400;227400;226200;274400;262700;280300;299300;294800;300100;323500;386000;337200;349400;371800;401100;418200;424200;480200;461800;486600;483500;503200
Tranøy;1927 Tranøy (-2019);All ages;Average Gross income;172700;187800;196700;207100;212700;216300;225800;235300;251600;275200;275300;284800;306400;326700;335200;347700;364900;374200;383600;399500;416900;0;0;0;0
Trøgstad;0122 Trøgstad (-2019);All ages;Average Gross income;203900;216400;224600;236700;249400;248700;267900;262700;289800;314200;309700;321100;339300;350900;363500;374100;393500;408600;415200;422900;439300;0;0;0;0
Tromøy;0921 Tromøy (-1991);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tromsø;5501 Tromsø;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tromsø;5401 Tromsø (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;496600;529600;550000;582500
Tromsø;1902 Tromsø (-2019);All ages;Average Gross income;224000;239900;248700;261900;272300;278600;303800;299800;322500;341500;344800;355900;376100;389400;402600;418700;434300;445900;456500;472000;486500;0;0;0;0
Trondheim;1601 Trondheim (-2017);All ages;Average Gross income;219200;235000;245300;260800;275300;282000;309000;296100;323300;343400;346100;358300;375800;389800;407500;420900;439900;444800;456100;0;0;0;0;0;0
TrondheimTråante;5001 Trondheim - Tråante;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465200;478400;494400;536800;547300;584800
Trysil;3421 Trysil;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;410300;440600;465100;494100
Trysil;0428 Trysil (-2019);All ages;Average Gross income;174000;187500;195100;211600;216000;220100;244700;246700;254000;280400;280500;288300;298500;304300;319100;329100;348100;356100;377400;390500;403800;0;0;0;0
Tune;0130 Tune (-1991);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tustna;1572 Tustna (-2005);All ages;Average Gross income;170500;179100;185900;202800;204000;217800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tvedestrand;4213 Tvedestrand;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;440700;473800;481300;502800
Tvedestrand;0914 Tvedestrand (-2019);All ages;Average Gross income;193100;203600;213400;223300;232300;238600;261000;257600;280900;302400;308200;318200;333900;347000;357500;370700;391200;381000;385400;413900;422000;0;0;0;0
Tydal;5033 Tydal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;418600;431600;435600;460700;485600;517200
Tydal;1665 Tydal (-2017);All ages;Average Gross income;179800;188200;198400;209500;215200;219200;235700;232400;258900;281200;291500;294700;315100;323800;336100;353600;383000;384600;402900;0;0;0;0;0;0
Tynset;3427 Tynset;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;438000;462200;481600;512700
Tynset;0437 Tynset (-2019);All ages;Average Gross income;183200;196900;210700;222400;227200;236500;250200;251800;273600;297500;299900;315000;325000;340400;353900;360500;378100;385700;396200;410800;423200;0;0;0;0
Tysnes;4616 Tysnes;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;502400;589700;632400;583800
Tysnes;1223 Tysnes (-2019);All ages;Average Gross income;187100;191900;205600;225500;226800;228600;255100;253100;285100;309500;316500;330400;353100;368900;381300;403700;415600;419800;435600;457100;481900;0;0;0;0
Tysvær;1146 Tysvær;All ages;Average Gross income;205800;216400;225100;241700;247300;256400;271800;281800;316300;340000;348800;415000;377100;394600;412400;424900;429800;443400;446500;459700;477300;491100;539600;549800;578900
Ullensaker;3209 Ullensaker;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ullensaker;3033 Ullensaker (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;485400;522800;533100;562000
Ullensaker;0235 Ullensaker (-2019);All ages;Average Gross income;239700;257400;270900;285100;290100;299300;319700;314000;339400;363500;366100;375300;386900;401700;414500;424400;443800;446600;463400;475300;484600;0;0;0;0
Ullensvang;4618 Ullensvang;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;465500;500700;517500;565400
Ullensvang;1230 Ullensvang (-1976);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ullensvang;1231 Ullensvang (1977-2019);All ages;Average Gross income;185300;193700;203600;220200;236500;236100;247700;254700;283300;305900;309400;327800;338600;354500;364100;378300;381400;384300;393200;421500;444800;0;0;0;0
Ulstein;1516 Ulstein;All ages;Average Gross income;310800;239900;243200;264700;273300;273100;346200;311600;344200;389300;370500;374400;390500;409300;432500;447900;449200;437900;443300;458300;485000;490200;533300;519500;561200
Ulvik;4620 Ulvik;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;426200;455500;477300;502200
Ulvik;1233 Ulvik (-2019);All ages;Average Gross income;179800;186900;196300;210400;215800;226300;231500;245300;275900;288500;293800;303100;321200;334500;351600;364200;365100;378400;382200;391400;414700;0;0;0;0
UnjárgaNesseby;5636 Unjárga - Nesseby;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UnjárgaNesseby;5442 Unjárga - Nesseby (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;426100;449100;493800;537800
UnjárgaNesseby;2027 Unjárga - Nesseby (-2019);All ages;Average Gross income;169900;184900;188000;200600;205000;211000;223000;233500;250600;269000;278600;294400;310700;314900;334000;345800;356200;369900;378700;384100;388100;0;0;0;0
UnknowninJanMayen;2299 Unknown  in Jan Mayen;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipalities,Akershus;0299 Unknown municipalities, Akershus;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipalities,AustAgder;0999 Unknown municipalities, Aust-Agder;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipalities,Buskerud;0699 Unknown municipalities, Buskerud;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipalities,Finnmark;2099 Unknown municipalities, Finnmark;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipalities,Hedmark;0499 Unknown municipalities, Hedmark;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipalities,Hordaland;1299 Unknown municipalities, Hordaland;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipalities,MøreogRomsdal;1599 Unknown municipalities, Møre og Romsdal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipalities,Nordland;1899 Unknown municipalities, Nordland;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipalities,NordTrøndelag;1799 Unknown municipalities, Nord-Trøndelag;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipalities,Oppland;0599 Unknown municipalities, Oppland;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipalities,Østfold;0199 Unknown municipalities, Østfold;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipalities,Rogaland;1199 Unknown municipalities, Rogaland;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipalities,SognogFjordane;1499 Unknown municipalities, Sogn og Fjordane;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipalities,SørTrøndelag;1699 Unknown municipalities, Sør-Trøndelag;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipalities,Telemark;0899 Unknown municipalities, Telemark;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipalities,Troms;1999 Unknown municipalities, Troms;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipalities,VestAgder;1099 Unknown municipalities, Vest-Agder;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipalities,Vestfold;0799 Unknown municipalities, Vestfold;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Unknownmunicipality;9999 Unknown municipality;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UnknownmunipalitiesinSvalbard;2199 Unknown munipalities in Svalbard;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Uoppgittkomm.Oslo;0399 Uoppgitt komm. Oslo;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Utsira;1151 Utsira;All ages;Average Gross income;203000;213400;227200;245400;254800;264400;301200;302200;332600;351500;362400;363700;412500;414300;435100;444800;426600;428200;436400;461900;486300;524500;573700;537000;596100
uVåle;0716u Våle (-2001);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vadsø;5607 Vadsø;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vadsø;5405 Vadsø (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;456000;487500;514400;522600
Vadsø;2003 Vadsø (-2019);All ages;Average Gross income;212200;220000;231700;243500;251300;255300;265900;268300;291100;312800;319900;335800;348600;355000;361600;370300;381300;385400;397000;419300;442100;0;0;0;0
Værøy;1857 Værøy;All ages;Average Gross income;185700;202600;219800;228500;212700;235700;277900;269100;271700;294500;295000;325000;345700;347700;355300;367700;406000;422600;436300;433400;486600;477700;495900;529600;544400
Vågå;3435 Vågå;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;423600;451000;465700;497000
Vågå;0515 Vågå (-2019);All ages;Average Gross income;169700;185600;190100;201500;203600;212800;228600;232700;252800;273700;276400;287800;304100;319400;334000;344200;370100;371400;384200;401600;412700;0;0;0;0
Vågan;1865 Vågan;All ages;Average Gross income;194200;199500;207200;222300;226600;232000;252200;248300;272500;294400;304600;316700;341100;344600;353700;370300;392900;399200;422600;441700;455900;457600;515200;510800;541300
Vågsøy;1439 Vågsøy (1964-2019);All ages;Average Gross income;218500;248600;230300;247200;256400;270700;280700;267600;298000;313500;319000;335100;351900;370200;375800;390700;415300;420300;435600;457300;470200;0;0;0;0
Vaksdal;4628 Vaksdal;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;435400;459400;478000;514300
Vaksdal;1251 Vaksdal (1964-2019);All ages;Average Gross income;183600;193600;202400;212600;219900;223100;232400;245100;269700;287000;299600;305900;323700;334900;350700;362600;375000;382500;386900;402200;421700;0;0;0;0
VålerHedmark;0426 Våler (Hedmark) (-2019);All ages;Average Gross income;187300;193100;205000;218600;219500;226700;238200;238000;257900;279100;281600;289600;306200;320900;333200;344500;359100;367300;376600;394200;404400;0;0;0;0
VålerInnlandet;3419 Våler (Innlandet);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;420600;456300;453800;481900
VålerØstfold;3114 Våler (Østfold);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VålerØstfold;0137 Våler (Østfold) (-2019);All ages;Average Gross income;216000;231600;245000;257500;266200;268300;303400;287800;310900;343600;336600;345500;359000;375000;388400;405300;427200;437500;458200;457800;481100;0;0;0;0
VålerViken;3018 Våler (Viken) (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;485000;522100;532000;557700
Valle;4221 Valle;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;469900;528900;532400;572600
Valle;0940 Valle (-2019);All ages;Average Gross income;193200;203300;210400;222300;225900;237000;278900;269200;294000;322600;330100;333000;350200;362700;379400;390600;408800;404700;406800;424900;460600;0;0;0;0
Vang;3454 Vang;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;416500;455900;468300;495000
Vang;0414 Vang (-1991);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vang;0545 Vang (-2019);All ages;Average Gross income;166300;176000;188800;203200;203300;211400;247100;222900;244100;271300;272000;281300;290000;304900;317500;328800;341300;340400;363300;380600;408900;0;0;0;0
Vanylven;1511 Vanylven;All ages;Average Gross income;186200;198900;207800;219500;220800;227600;251500;256100;291700;312200;316700;326800;346900;362900;375000;385900;392700;396100;415700;422100;439700;449200;481800;503300;536000
Vardø;5634 Vardø;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vardø;5404 Vardø (2020-2023);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;409700;436700;463400;499700
Vardø;2002 Vardø (-2019);All ages;Average Gross income;200700;208000;213500;226000;220400;226200;239500;246700;264300;279700;283300;299000;319700;326800;332500;342800;359400;373400;366600;383100;392100;0;0;0;0
Varteig;0114 Varteig (-1991);All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vefsn;1824 Vefsn;All ages;Average Gross income;195900;206400;218400;233600;242900;245700;258900;264700;286000;306900;309900;321100;338100;353600;367900;378200;394700;396100;411000;424300;444900;453600;488400;498200;537100
Vega;1815 Vega;All ages;Average Gross income;170200;177800;189700;205100;205900;209100;223200;236100;258000;273500;280100;300000;314900;334700;338400;352100;360800;364500;382200;395100;416500;429900;554700;469200;500900
Vegårshei;4212 Vegårshei;All ages;Average Gross income;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;438300;456300;467200;486300
Vegårshei;0912 Vegårshei (-2019);All ages;Average Gross income;181300;190300;198300;207700;212900;219100;240600;241100;267700;296900;297600;328100;322000;333800;345900;355900;362500;379300;395700;406000;421600;0;0;0;0
