Country,HändelseID,Fynddatum,Undersökt,Undersökt datum,Skada på,Ras,Ange ras,"Skadedatum, från","Skadedatum, till",Osäkert skadedatum,Kön,Alder,Antall,Tilstand,Antal döda under 1 år,Antal avlivade under 1 år,Antal skadade under 1 år,Antal saknade under 1 år,Antal döda 1 till 2 år,Antal avlivade 1 till 2 år,Antal skadade 1 till 2 år,Antal saknade 1 till 2 år,Antal döda över 2 år,Antal avlivade över 2 år,Antal skadade över 2 år,Antal saknade över 2 år,Skadeorsak,Betestyp,Kontrolltyp,Bedömning,KommunID,Fyndplats,Nord (UTM33/SWEREF99 TM),Öst (UTM33/SWEREF99 TM),Nord (RT90),Öst (RT90),Koordinatsystem,Platskvalitet,Godkänd datum,Låst,Låst datum,Senast sparad datum,Kommunenummer,Kommune,Fylkenummer,Fylke
Sweden,V473475,2008.06.27,Ja,2008.06.27,Annan hund,Annan,Lhasa apso,2008.06.27,2008.06.27,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1784,Årbotten,6630709,366686,6634630,1321450,RT90,Mycket bra,2008.06.27,Ja,2017.02.13,,2-1784,Arvika (S),2-17,Värmlands län (S)
Sweden,V473477,2008.08.25,Ja,2008.08.25,Annan hund,Annan,Finsk Stövare,2008.08.25,2008.08.25,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1430,Hjältevad Hedekas,6504684,320186,6509100,1273400,RT90,Mycket bra,2008.08.25,Ja,2017.02.13,,2-1430,Munkedal (S),2-14,Västra Götalands län (S)
Sweden,V473478,2008.08.23,Ja,2008.08.25,Annan hund,Annan,Hamiltonstövare,2008.08.20,2008.08.23,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1782,Pers Höjd,6632810,442226,6635812,1397051,RT90,Mycket bra,2008.08.25,Ja,2017.02.13,,2-1782,Filipstad (S),2-17,Värmlands län (S)
Sweden,V473480,2008.08.28,Ja,2008.08.28,Annan hund,Annan,Schwerstövare,2008.08.28,2008.08.28,Nej,NA,1 till 2 år,1,Död,0,0,0,0,1,0,0,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1860,Lindås,6537738,466247,6540410,1419930,RT90,Mycket bra,2008.08.28,Ja,2017.02.13,,2-1860,Laxå (S),2-18,Örebro län (S)
Sweden,V473484,2008.10.12,Ja,2008.10.12,Annan hund,Annan,Beagle/Hamilton,2008.10.12,2008.10.12,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2161,Fliet,6833930,535196,6835864,1492525,RT90,Mycket bra,2008.10.12,Ja,2017.02.13,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
Sweden,V473487,2008.09.06,Ja,2008.09.06,Annan hund,Annan,Finsk stövare,2008.09.06,2008.09.06,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2039,Särksjön,6822111,392515,6825807,1349642,RT90,Mycket bra,2008.09.06,Ja,2017.02.13,,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
Sweden,V473488,2008.09.06,Ja,2008.09.06,Annan hund,Annan,Drever,2008.09.06,2008.09.06,Nej,NA,1 till 2 år,1,Död,0,0,0,0,1,0,0,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1782,Gånglöshöjden,6636778,450586,6639680,1405463,RT90,Mycket bra,2008.09.06,Ja,2017.02.13,,2-1782,Filipstad (S),2-17,Värmlands län (S)
Sweden,V473492,2008.09.24,Ja,2008.09.24,Annan hund,Annan,Hamilton stövare,2008.09.23,2008.09.24,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1862,Karsbo,6561719,474524,6564300,1428500,RT90,Mycket bra,2008.09.24,Ja,2017.02.13,,2-1862,Degerfors (S),2-18,Örebro län (S)
Sweden,V473493,2008.09.29,Ja,2008.09.30,Annan hund,Annan,Hamiltonstövare,2008.09.27,2008.09.27,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1783,Björklångsberg,6662655,406527,6666105,1361700,RT90,Mycket bra,2008.09.30,Ja,2017.02.13,,2-1783,Hagfors (S),2-17,Värmlands län (S)
Sweden,V473495,2008.11.01,Ja,2008.11.01,Annan hund,Annan,Schillerstövare,2008.11.01,2008.11.01,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1766,Ransby,6656177,399866,6659706,1354957,RT90,Mycket bra,2008.11.01,Ja,2017.02.13,,2-1766,Sunne (S),2-17,Värmlands län (S)
Sweden,V473496,2008.10.28,Ja,2008.10.28,Annan hund,Annan,Hamilton,2008.10.28,2008.10.28,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2161,Romberg,6851175,512165,6853400,1469700,RT90,Mycket bra,2008.10.28,Ja,2017.02.13,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
Sweden,V473497,2009.09.05,Ja,2009.09.05,Annan hund,Annan,Älghund Grå,2009.09.04,2009.09.04,Nej,NA,1 till 2 år,1,Död,0,0,0,0,1,0,0,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1462,Vesten,6459450,331923,6463700,1284600,RT90,Mycket bra,2009.09.05,Ja,2017.02.13,,2-1462,LillaEdet (S),2-14,Västra Götalands län (S)
Sweden,V473501,2008.10.01,Ja,2008.10.02,Annan hund,Annan,Hamilton,2008.10.01,2008.10.01,Nej,NA,1 till 2 år,1,Skadad,0,0,0,0,0,0,1,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2080,Grossberget,6749242,539215,6751100,1495500,RT90,Mycket bra,2008.10.02,Ja,2017.02.13,,2-2080,Falun (S),2-20,Dalarnas län (S)
Sweden,V473502,2008.10.07,Ja,2008.10.07,Annan hund,Annan,Gråhund,2008.10.07,2008.10.07,Nej,NA,1 till 2 år,1,Död,0,0,0,0,1,0,0,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1485,Bredmossen,6480576,311042,6485088,1263961,RT90,Mycket bra,2008.10.07,Ja,2017.02.13,,2-1485,Uddevalla (S),2-14,Västra Götalands län (S)
Sweden,V473503,2008.10.03,Ja,2008.10.03,Annan hund,Annan,Drever,2008.10.03,2008.10.03,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1485,Sjöändan,6482713,323138,6487081,1276089,RT90,Mycket bra,2008.10.03,Ja,2017.02.13,,2-1485,Uddevalla (S),2-14,Västra Götalands län (S)
Sweden,V473504,2008.10.07,Ja,2008.10.08,Annan hund,Annan,Stövare,2008.10.07,2008.10.07,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2303,Köttsjön,7024898,552264,7026677,1511983,RT90,Mycket bra,2008.10.08,Ja,2017.02.13,,2-2303,Ragunda (S),2-23,Jämtlands län (S)
Sweden,V473505,2008.10.08,Ja,2008.10.09,Annan hund,Annan,Hamiltonstövare,2008.10.08,2008.10.08,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1783,Väst Motjärnshyttan,6646351,438838,6649400,1393827,RT90,Mycket bra,2008.10.09,Ja,2017.02.13,,2-1783,Hagfors (S),2-17,Värmlands län (S)
Sweden,V473506,2008.10.07,Ja,2008.10.07,Annan hund,Annan,Drever,2008.10.07,2008.10.07,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1862,Tomasbråten,6557224,465150,6559917,1419067,RT90,Mycket bra,2008.10.07,Ja,2017.02.13,,2-1862,Degerfors (S),2-18,Örebro län (S)
Sweden,V473507,2008.10.13,Ja,2008.10.13,Annan hund,Annan,Jämthund,2008.10.13,2008.10.13,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2463,Österstrand,7108120,625212,7109000,1586000,RT90,Mycket bra,2008.10.13,Ja,2017.02.13,,2-2463,Åsele (S),2-24,Västerbottens län (S)
Sweden,V473510,2008.10.25,Ja,2008.10.25,Annan hund,Annan,Svensk Vit Älghund,2008.10.25,2008.10.25,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1863,Gränsjögård   (NV Bredsjö),6637088,482607,6639600,1437500,RT90,Mycket bra,2008.10.25,Ja,2017.02.13,,2-1863,Hällefors (S),2-18,Örebro län (S)
Sweden,V473511,2008.11.02,Ja,2008.11.03,Annan hund,Annan,Gråhund,2008.11.02,2008.11.02,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2161,väster kvarnberget,6875965,516035,6878150,1473880,RT90,Mycket bra,2008.11.03,Ja,2017.02.13,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
Sweden,V473512,2008.10.27,Ja,2008.11.03,Annan hund,Annan,Hamiltonstövare,2008.10.27,2008.10.27,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2183,Vålsjöberget Källbo,6771810,559665,6773423,1516234,RT90,Mycket bra,2008.11.03,Ja,2017.02.13,,2-2183,Bollnäs (S),2-21,Gävleborgs län (S)
Sweden,V473514,2008.11.08,Ja,2008.11.09,Annan hund,Annan,Jämthund,2008.11.08,2008.11.08,Nej,NA,1 till 2 år,1,Skadad,0,0,0,0,0,0,1,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2034,Jaldängsknoppen,6804700,472904,6807395,1429850,RT90,Mycket bra,2008.11.09,Ja,2017.02.13,,2-2034,Orsa (S),2-20,Dalarnas län (S)
Sweden,V473521,2008.11.25,Ja,2008.11.26,Annan hund,Annan,Finsk stövare,2008.11.25,2008.11.25,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1783,Gräs_ Sunnemo,6638053,430516,6641200,1385400,RT90,Mycket bra,2008.11.26,Ja,2017.02.13,,2-1783,Hagfors (S),2-17,Värmlands län (S)
Sweden,V473522,2008.11.25,Ja,2008.11.25,Annan hund,Annan,Finnstövare,2008.11.25,2008.11.25,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2034,Östra Skavåsen,6770535,487372,6773038,1443902,RT90,Mycket bra,2008.11.25,Ja,2017.02.13,,2-2034,Orsa (S),2-20,Dalarnas län (S)
Sweden,V473523,2008.11.29,Ja,2008.11.29,Annan hund,Annan,Blandras,2008.11.29,2008.11.29,Nej,NA,1 till 2 år,1,Död,0,0,0,0,1,0,0,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1439,Ellenö,6484750,324723,6489100,1277700,RT90,Mycket bra,2008.11.29,Ja,2017.02.13,,2-1439,Färgelanda (S),2-14,Västra Götalands län (S)
Sweden,V473524,2008.11.29,Ja,2008.11.29,Annan hund,Annan,Jämthund,2008.11.29,2008.11.29,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1782,Storhöjden_ Nordmark,6636991,453899,6639853,1408780,RT90,Mycket bra,2008.11.29,Ja,2017.02.13,,2-1782,Filipstad (S),2-17,Värmlands län (S)
Sweden,V473525,2008.11.29,Ja,2008.12.01,Annan hund,Annan,Bassett Petite Griffon,2008.11.29,2008.11.29,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1381,Mästocka_ Halmstad,6275576,390856,6279029,1341381,RT90,Mycket bra,2008.12.01,Ja,2017.02.13,,2-1381,Laholm (S),2-13,Hallands län (S)
Sweden,V473529,2008.12.17,Ja,2008.12.17,Annan hund,Annan,Petit Basset Griffon Vendéen,2008.12.17,2008.12.17,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1439,Sommarhult,6488677,318879,6493100,1271900,RT90,Mycket bra,2008.12.17,Ja,2017.02.13,,2-1439,Färgelanda (S),2-14,Västra Götalands län (S)
Sweden,V473530,2008.12.23,Ja,2008.12.23,Annan hund,Annan,Drever,2008.12.22,2008.12.22,Nej,NA,1 till 2 år,1,Död,0,0,0,0,1,0,0,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1439,Hoverängarna,6483119,319689,6487529,1272643,RT90,Mycket bra,2008.12.23,Ja,2017.02.13,,2-1439,Färgelanda (S),2-14,Västra Götalands län (S)
Sweden,V473531,2009.01.08,Ja,2009.01.08,Annan hund,Annan,Blandras,2008.11.22,2008.11.22,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1439,Högsäter,6503857,326193,6508200,1279400,RT90,Mycket bra,2009.01.08,Ja,2017.02.13,,2-1439,Färgelanda (S),2-14,Västra Götalands län (S)
Sweden,V473532,2009.01.14,Ja,2009.01.16,Annan hund,Annan,X,2009.01.14,2009.01.14,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1784,Mitandersfors,6662761,360285,6666776,1315437,RT90,Mycket bra,2009.01.16,Ja,2017.02.13,,2-1784,Arvika (S),2-17,Värmlands län (S)
Sweden,V473535,2009.01.17,Nej,,Annan hund,Annan,Parson Jack Russel,2009.01.17,2009.01.17,Nej,NA,Över 2 år,1,Saknad,0,0,0,0,0,0,0,0,0,0,0,1,Varg,,Intervju/brev,Bedömd som säker,2-1765,Stenbyn,6598611,319728,6603086,1274077,RT90,Mycket bra,2009.01.18,Ja,2017.02.13,,2-1765,Årjäng (S),2-17,Värmlands län (S)
Sweden,V473536,2009.01.16,Nej,,Annan hund,Annan,West Highland White Terrier,2009.01.16,2009.01.16,Nej,NA,Över 2 år,1,Saknad,0,0,0,0,0,0,0,0,0,0,0,1,Varg,,Intervju/brev,Bedömd som säker,2-1784,Gränssjön,6643089,363208,6647058,1318122,RT90,Mycket bra,2009.01.19,Ja,2017.02.13,,2-1784,Arvika (S),2-17,Värmlands län (S)
Sweden,V473538,2009.01.26,Ja,2009.01.26,Annan hund,Annan,Gråhund,2009.01.26,2009.01.26,Nej,NA,1 till 2 år,1,Död,0,0,0,0,1,0,0,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1783,Hamraberget,6666788,413162,6670159,1368389,RT90,Mycket bra,2009.01.26,Ja,2017.02.13,,2-1783,Hagfors (S),2-17,Värmlands län (S)
Sweden,V473539,2009.01.24,Ja,2009.01.24,Annan hund,Annan,Leonberger,2009.01.22,2009.01.24,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1785,Svanskog,6563767,362850,6567700,1316800,RT90,Mycket bra,2009.01.24,Ja,2017.02.13,,2-1785,Säffle (S),2-17,Värmlands län (S)
Sweden,V473541,2009.02.01,Ja,2009.02.01,Annan hund,Annan,Hamiltonstövare,2009.01.30,2009.02.01,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2034,Åberga,6780354,487820,6782855,1444471,RT90,Mycket bra,2009.02.01,Ja,2017.02.13,,2-2034,Orsa (S),2-20,Dalarnas län (S)
Sweden,V473543,2009.02.11,Ja,2009.02.11,Annan hund,Annan,Borderterrier,2009.02.11,2009.02.11,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1438,Nederkasen,6540718,316454,6545200,1270100,RT90,Mycket bra,2009.02.11,Ja,2017.02.13,,2-1438,Dals-Ed (S),2-14,Västra Götalands län (S)
Sweden,V473545,2009.02.23,Ja,2009.02.24,Annan hund,Annan,Boxer,2009.02.23,2009.02.23,Nej,NA,1 till 2 år,1,Skadad,0,0,0,0,0,0,1,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1487,Gundlebo,6469712,335028,6473930,1287830,RT90,Mycket bra,2009.02.24,Ja,2017.02.13,,2-1487,Vänersborg (S),2-14,Västra Götalands län (S)
Sweden,V473551,2009.04.20,Ja,2009.04.20,Annan hund,Annan,Jack Russel terrier,2009.04.20,2009.04.20,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1860,Skagersholm,6535297,464654,6537987,1418307,RT90,Mycket bra,2009.04.20,Ja,2017.02.13,,2-1860,Laxå (S),2-18,Örebro län (S)
Sweden,V473554,2009.05.30,Ja,2009.06.01,Annan hund,Annan,Alaskan Malamute,2009.05.30,2009.05.30,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1782,NO Gåsborn,6641930,463043,6644682,1417988,RT90,Mycket bra,2009.06.01,Ja,2017.02.13,,2-1782,Filipstad (S),2-17,Värmlands län (S)
Sweden,V473555,2009.07.18,Ja,2009.07.18,Annan hund,Annan,Tax,2009.07.18,2009.07.18,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2023,Grimsåker,6725926,431108,6729103,1387067,RT90,Mycket bra,2009.07.18,Ja,2017.02.13,,2-2023,Malung (S),2-20,Dalarnas län (S)
Sweden,V473556,2009.08.21,Ja,2009.08.21,Annan hund,Annan,Hamilton,2009.08.21,2009.08.21,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2034,Ången,6791608,488910,6794100,1445700,RT90,Mycket bra,2009.08.21,Ja,2017.02.13,,2-2034,Orsa (S),2-20,Dalarnas län (S)
Sweden,V473559,2009.07.25,Ja,2009.07.25,Annan hund,Annan,Blandras (draghund),2009.07.25,2009.07.25,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2481,Kvarnberget,7171664,679341,7171869,1640947,RT90,Mycket bra,2009.07.25,Ja,2017.02.13,,2-2481,Lycksele (S),2-24,Västerbottens län (S)
Sweden,V473560,2009.08.23,Ja,2009.08.23,Annan hund,Annan,Finsk stövare,2009.08.23,2009.08.23,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2482,Kyrkbäcken,7181976,771452,7181010,1733201,RT90,Mycket bra,2009.08.23,Ja,2017.02.13,,2-2482,Skellefteå (S),2-24,Västerbottens län (S)
Sweden,V473562,2009.08.24,Ja,2009.08.24,Annan hund,Annan,Lusernstövare,2009.08.24,2009.08.24,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2081,Gästgivarbodarna,6704172,509864,6706375,1465586,RT90,Mycket bra,2009.08.24,Ja,2017.02.13,,2-2081,Borlänge (S),2-20,Dalarnas län (S)
Sweden,V473563,2009.08.27,Ja,2009.08.27,Annan hund,Annan,Norsk Gråhund,2009.08.26,2009.08.27,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2326,Bingsta Buberget,6955143,477039,6957843,1435857,RT90,Mycket bra,2009.08.27,Ja,2017.02.13,,2-2326,Berg (S),2-23,Jämtlands län (S)
Sweden,V473564,2009.09.12,Ja,2009.09.12,Annan hund,Annan,Gråhund,2009.09.11,2009.09.12,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1763,Kägleholm,6625639,418805,6628923,1373533,RT90,Mycket bra,2009.09.12,Ja,2017.02.13,,2-1763,Forshaga (S),2-17,Värmlands län (S)
Sweden,V473565,2009.09.13,Ja,2009.09.14,Annan hund,Annan,Strävhårig Tax,2009.09.13,2009.09.13,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1460,Hjortnäs,6562852,345070,6567000,1299000,RT90,Mycket bra,2009.09.14,Ja,2017.02.13,,2-1460,Bengtsfors (S),2-14,Västra Götalands län (S)
Sweden,V473566,2009.09.23,Ja,2009.09.23,Annan hund,Annan,Jämthund,2009.09.23,2009.09.23,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2361,Lindalen,6892364,432083,6895600,1390100,RT90,Mycket bra,2009.09.23,Ja,2017.02.13,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
Sweden,V473568,2009.09.28,Ja,2009.09.28,Annan hund,Annan,Hamiltonstövare,2009.09.28,2009.09.28,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1782,Forshyttan,6626144,439472,6629177,1394215,RT90,Mycket bra,2009.09.28,Ja,2017.02.13,,2-1782,Filipstad (S),2-17,Värmlands län (S)
Sweden,V473570,2009.09.29,Ja,2009.09.29,Annan hund,Annan,Finsk Stövare,2009.09.29,2009.09.29,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1766,Djupdalen,6639152,380244,6642912,1335118,RT90,Mycket bra,2009.09.29,Ja,2017.02.13,,2-1766,Sunne (S),2-17,Värmlands län (S)
Sweden,V473572,2009.10.08,Ja,2009.10.08,Annan hund,Annan,Schillerstövare,2009.10.08,2009.10.08,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1783,Sandbackarna_ Norra Skoga vvo,6659324,411645,6662710,1366780,RT90,Mycket bra,2009.10.08,Ja,2017.02.13,,2-1783,Hagfors (S),2-17,Värmlands län (S)
Sweden,V473575,2009.10.10,Ja,2009.10.10,Annan hund,Annan,Tysk Jakt terrier,2009.10.10,2009.10.10,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1462,Hjärtum,6460929,333844,6465157,1286540,RT90,Mycket bra,2009.10.10,Ja,2017.02.13,,2-1462,LillaEdet (S),2-14,Västra Götalands län (S)
Sweden,V473577,2009.10.20,Ja,2009.10.20,Annan hund,Annan,Finnstövare,2009.10.19,2009.10.20,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1766,sö sjön Lill-En,6642103,409248,6645511,1364172,RT90,Mycket bra,2009.10.20,Ja,2017.02.13,,2-1766,Sunne (S),2-17,Värmlands län (S)
Sweden,V473578,2009.10.10,Ja,2009.10.10,Annan hund,Annan,Beagle,2009.10.10,2009.10.10,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2101,Gåsbo,6753863,581646,6755200,1538000,RT90,Mycket bra,2009.10.10,Ja,2017.02.13,,2-2101,Ockelbo (S),2-21,Gävleborgs län (S)
Sweden,V473579,2009.10.15,Ja,2009.10.15,Annan hund,Annan,Gråhund,2009.10.15,2009.10.15,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2080,Dubblarbo,6742141,530805,6744100,1487000,RT90,Mycket bra,2009.10.15,Ja,2017.02.13,,2-2080,Falun (S),2-20,Dalarnas län (S)
Sweden,V473580,2009.10.20,Ja,2009.10.20,Annan hund,Annan,Gråhund,2009.10.19,2009.10.20,Nej,NA,1 till 2 år,1,Död,0,0,0,0,1,0,0,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2121,Räka,6807842,524497,6809900,1481500,RT90,Mycket bra,2009.10.20,Ja,2017.02.13,,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
Sweden,V473581,2009.10.24,Ja,2009.10.24,Annan hund,Annan,tax,2009.10.24,2009.10.24,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-0331,Länna N Huddunge,6661396,609889,6662364,1565117,RT90,Mycket bra,2009.10.24,Ja,2017.02.13,,2-0331,Heby (S),2-03,Uppsala län (S)
Sweden,V473582,2009.10.12,Ja,2009.10.12,Annan hund,Annan,Norsk älghund,2009.10.12,2009.10.12,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1981,Örlinge,6666861,587810,6668100,1543100,RT90,Mycket bra,2009.10.12,Ja,2017.02.13,,2-1981,Sala (S),2-19,Västmanlands län (S)
Sweden,V473588,2009.10.30,Ja,2009.11.01,Annan hund,Annan,Tysk Jaktterrier,2009.10.30,2009.10.30,Nej,NA,1 till 2 år,1,Död,0,0,0,0,1,0,0,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2021,Kolåsen Sörombäcken Äppelbo,6701641,444049,6704650,1399715,RT90,Mycket bra,2009.11.01,Ja,2017.02.13,,2-2021,Vansbro (S),2-20,Dalarnas län (S)
Sweden,V473589,2009.11.01,Ja,2009.11.02,Annan hund,Annan,Blandhund_ Gråhund 90% / Jämte,2009.10.30,2009.10.30,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2023,Ejskogsfjället Sälen,6792395,396788,6796025,1353550,RT90,Mycket bra,2009.11.02,Ja,2017.02.13,,2-2023,Malung (S),2-20,Dalarnas län (S)
Sweden,V473591,2009.11.03,Ja,2009.11.04,Annan hund,Annan,Ryskfläckig stövare,2009.11.03,2009.11.03,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2039,Upp-Van,6808128,414775,6811543,1371739,RT90,Mycket bra,2009.11.04,Ja,2017.02.13,,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
