Country,HändelseID,Fynddatum,Undersökt,Undersökt datum,Skada på,Ras,Ange ras,"Skadedatum, från","Skadedatum, till",Osäkert skadedatum,Kön,Alder,Antall,Tilstand,Antal döda under 1 år,Antal avlivade under 1 år,Antal skadade under 1 år,Antal saknade under 1 år,Antal döda 1 till 2 år,Antal avlivade 1 till 2 år,Antal skadade 1 till 2 år,Antal saknade 1 till 2 år,Antal döda över 2 år,Antal avlivade över 2 år,Antal skadade över 2 år,Antal saknade över 2 år,Skadeorsak,Betestyp,Kontrolltyp,Bedömning,KommunID,Fyndplats,Nord (UTM33/SWEREF99 TM),Öst (UTM33/SWEREF99 TM),Nord (RT90),Öst (RT90),Koordinatsystem,Platskvalitet,Godkänd datum,Låst,Låst datum,Senast sparad datum,Kommunenummer,Kommune,Fylkenummer,Fylke
Sweden,V473779,2012.11.26,Ja,2012.11.26,Annan hund,Annan,Bayersk Viltspårhund,2012.11.25,2012.11.25,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2085,Drafsen,6659225,469897,6661900,1425055,RT90,Mycket bra,2012.11.26,Ja,2017.02.13,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
Sweden,V473780,2012.12.16,Ja,2012.12.16,Annan hund,Annan,Gråhund,2012.12.15,2012.12.16,Nej,NA,1 till 2 år,1,Död,0,0,0,0,1,0,0,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2080,Ljusdal,6712553,527213,6714547,1483044,RT90,Mycket bra,2012.12.16,Ja,2017.02.13,,2-2080,Falun (S),2-20,Dalarnas län (S)
Sweden,V473782,2012.12.28,Ja,2012.12.30,Annan hund,Annan,Kleiner Munsterländer,2012.12.28,2012.12.28,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1782,Saxån,6629647,464609,6632375,1419405,RT90,Mycket bra,2012.12.30,Ja,2017.02.13,,2-1782,Filipstad (S),2-17,Värmlands län (S)
Sweden,V473786,2013.03.06,Ja,2013.03.06,Annan hund,Annan,Blandras Drever/Beagle/Terrier,2013.03.05,2013.03.05,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2161,Åbo,6847951,543398,6849788,1500904,RT90,Mycket bra,2013.03.06,Ja,2017.02.13,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
Sweden,V473789,2012.09.25,Ja,2012.09.25,Annan hund,Annan,Gordon Setter,2012.09.24,2012.09.25,Nej,NA,1 till 2 år,1,Död,0,0,0,0,1,0,0,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2121,Ovanåker,6773789,543099,6775607,1499688,RT90,Mycket bra,2012.09.25,Ja,2017.02.13,,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
Sweden,V473794,2013.03.05,Ja,2013.03.05,Annan hund,Annan,Jack Russel,2013.03.05,2013.03.05,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2161,Åbo,6847526,543324,6849363,1500824,RT90,Mycket bra,2013.03.05,Ja,2017.02.13,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
Sweden,V473796,2013.04.20,Ja,2013.04.20,Annan hund,Annan,Jack russel,2013.04.20,2013.04.20,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-0115,N om Morsta,6612407,686506,6612433,1641153,RT90,Mycket bra,2013.04.20,Ja,2017.02.13,,2-0115,Vallentuna (S),2-01,Stockholms län (S)
Sweden,V473798,2013.09.01,Ja,2013.09.01,Annan hund,Annan,Jämthund,2013.09.01,2013.09.01,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1737,Nötberg,6682034,394865,6685636,1350270,RT90,Mycket bra,2013.09.01,Ja,2017.02.13,,2-1737,Torsby (S),2-17,Värmlands län (S)
Sweden,V473799,2013.09.02,Ja,2013.09.02,Annan hund,Annan,Beagle,2013.09.02,2013.09.02,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1763,Römossen_ sö Munkfors,6628555,419799,6631828,1374563,RT90,Mycket bra,2013.09.02,Ja,2017.02.13,,2-1763,Forshaga (S),2-17,Värmlands län (S)
Sweden,V473800,2013.09.12,Ja,2013.09.12,Annan hund,Annan,Jämthund,2013.09.12,2013.09.12,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1762,Bliaberget,6631451,418395,6634743,1373193,RT90,Mycket bra,2013.09.12,Ja,2017.02.13,,2-1762,Munkfors (S),2-17,Värmlands län (S)
Sweden,V473801,2013.09.12,Ja,2013.09.12,Annan hund,Annan,Blandras . Hamilton--Beagle,2013.09.12,2013.09.12,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2023,Digerberget,6765537,380887,6769350,1337310,RT90,Mycket bra,2013.09.12,Ja,2017.02.13,,2-2023,Malung (S),2-20,Dalarnas län (S)
Sweden,V473802,2013.09.05,Ja,2013.09.06,Annan hund,Annan,Engelsk setter,2013.09.05,2013.09.05,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2023,Östfjällstäkten,6785950,399839,6789539,1356523,RT90,Mycket bra,2013.09.06,Ja,2017.02.13,,2-2023,Malung (S),2-20,Dalarnas län (S)
Sweden,V473803,2013.09.21,Ja,2013.09.21,Annan hund,Annan,Hamiltonstövare,2013.09.21,2013.09.21,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1784,Älgsjön,6609808,353746,6613875,1308250,RT90,Mycket bra,2013.09.21,Ja,2017.02.13,,2-1784,Arvika (S),2-17,Värmlands län (S)
Sweden,V473804,2013.09.28,Ja,2013.09.28,Annan hund,Annan,Finnstövare,2013.09.28,2013.09.28,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2361,Trollberget-Fåssjödal,6890941,517500,6893113,1475531,RT90,Mycket bra,2013.09.28,Ja,2017.02.13,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
Sweden,V473805,2013.10.07,Ja,2013.10.07,Annan hund,Annan,Gråhund,2013.10.07,2013.10.07,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1737,Ö Holmberg,6696757,417907,6700084,1373502,RT90,Mycket bra,2013.10.07,Ja,2017.02.13,,2-1737,Torsby (S),2-17,Värmlands län (S)
Sweden,V473806,2013.09.29,Ja,2013.09.29,Annan hund,Annan,Drever,2013.09.29,2013.09.29,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2085,Lövkullen,6665122,493319,6667514,1448558,RT90,Mycket bra,2013.09.29,Ja,2017.02.13,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
Sweden,V473807,2013.10.15,Ja,2013.10.15,Annan hund,Annan,Jämthund,2013.10.15,2013.10.15,Nej,NA,1 till 2 år,1,Död,0,0,0,0,1,0,0,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1737,S om Mangen,6697997,381981,6701764,1337575,RT90,Mycket bra,2013.10.15,Ja,2017.02.13,,2-1737,Torsby (S),2-17,Värmlands län (S)
Sweden,V473808,2013.08.21,Ja,2013.08.21,Annan hund,Annan,Jämthund,2013.08.21,2013.08.21,Nej,NA,1 till 2 år,1,Skadad,0,0,0,0,0,0,1,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2121,Gammelhomna,6800868,537396,6802764,1494317,RT90,Mycket bra,2013.08.21,Ja,2017.02.13,,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
Sweden,V473809,2013.10.16,Ja,2013.10.16,Annan hund,Annan,Gråhund,2013.10.16,2013.10.16,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2080,Kyrkbyns fäbodar,6732855,560926,6734441,1517016,RT90,Mycket bra,2013.10.16,Ja,2017.02.13,,2-2080,Falun (S),2-20,Dalarnas län (S)
Sweden,V473811,2013.10.20,Ja,2013.10.20,Annan hund,Annan,Jämthund,2013.10.20,2013.10.20,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2161,Storflon,6903749,517276,6905928,1475467,RT90,Mycket bra,2013.10.20,Ja,2017.02.13,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
Sweden,V473813,2013.11.01,Ja,2013.11.01,Annan hund,Annan,Jämthund,2013.11.01,2013.11.01,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1766,Lunneskogen,6658063,388258,6661734,1343367,RT90,Mycket bra,2013.11.01,Ja,2017.02.13,,2-1766,Sunne (S),2-17,Värmlands län (S)
Sweden,V473814,2013.11.01,Ja,2013.11.01,Annan hund,Annan,Jämthund,2013.11.01,2013.11.01,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2361,Björvasslan söder Lillhärdal,6836211,453312,6839160,1410640,RT90,Mycket bra,2013.11.01,Ja,2017.02.13,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
Sweden,V473816,2014.01.11,Ja,2014.01.11,Annan hund,Annan,Finsk Stövare,2014.01.11,2014.01.11,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1737,Bada,6665217,397463,6668779,1352663,RT90,Mycket bra,2014.01.11,Ja,2017.02.13,,2-1737,Torsby (S),2-17,Värmlands län (S)
Sweden,V473817,2013.09.01,Ja,2013.09.02,Annan hund,Annan,Norrbottenspets,2013.09.01,2013.09.01,Nej,NA,1 till 2 år,1,Skadad,0,0,0,0,0,0,1,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2026,Täckberget,6706918,481514,6709470,1437260,RT90,Mycket bra,2013.09.02,Ja,2017.02.13,,2-2026,Gagnef (S),2-20,Dalarnas län (S)
Sweden,V473819,2013.10.21,Ja,2013.10.21,Annan hund,Annan,Jämthund,2013.10.21,2013.10.21,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1904,Norr Ytternåla,6615581,550207,6617263,1504862,RT90,Mycket bra,2013.10.21,Ja,2017.02.13,,2-1904,Skinnskatteberg (S),2-19,Västmanlands län (S)
Sweden,V473823,2013.12.03,Ja,2013.12.03,Annan hund,Annan,Gotlandsstövare,2013.12.03,2013.12.03,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1782,Storfallshöjden,6645144,449029,6648068,1404007,RT90,Mycket bra,2013.12.03,Ja,2017.02.13,,2-1782,Filipstad (S),2-17,Värmlands län (S)
Sweden,V473824,2013.12.07,Ja,2013.12.07,Annan hund,Annan,blandning Jämthund/Gråhund,2013.12.07,2013.12.07,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1782,Grävlingstjärn,6622496,444292,6625469,1398992,RT90,Mycket bra,2013.12.07,Ja,2017.02.13,,2-1782,Filipstad (S),2-17,Värmlands län (S)
Sweden,V473825,2013.12.26,Ja,2013.12.27,Annan hund,Annan,Strävhårig tax,2013.12.26,2013.12.26,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1780,Nedre Haget_ Herrån,6613675,430633,6616810,1385220,RT90,Mycket bra,2013.12.27,Ja,2017.02.13,,2-1780,Karlstad (S),2-17,Värmlands län (S)
Sweden,V473826,2013.11.15,Ja,2013.11.15,Annan hund,Annan,Hamilton,2013.11.15,2013.11.15,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1766,Ö om Trehörningen,6641273,373587,6645115,1328484,RT90,Mycket bra,2013.11.15,Ja,2017.02.13,,2-1766,Sunne (S),2-17,Värmlands län (S)
Sweden,V473828,2013.11.23,Ja,2013.11.23,Annan hund,Annan,Jämthund,2013.11.23,2013.11.23,Nej,NA,1 till 2 år,1,Död,0,0,0,0,1,0,0,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2161,Järvshockeln,6901908,521920,6904029,1480089,RT90,Mycket bra,2013.11.23,Ja,2017.02.13,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
Sweden,V473829,2014.03.05,Ja,2014.03.05,Annan hund,Annan,Chinese crested powder puff,2014.03.05,2014.03.05,Nej,NA,1 till 2 år,1,Död,0,0,0,0,1,0,0,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2085,Saxdalen,6669998,498367,6672330,1453667,RT90,Mycket bra,2014.03.05,Ja,2017.02.13,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
Sweden,V473832,2014.10.31,Ja,2014.10.31,Annan hund,Annan,Tax,2014.10.31,2014.10.31,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1764,Svanhult,6572566,381491,6576278,1335557,RT90,Mycket bra,2014.10.31,Ja,2017.02.13,,2-1764,Grums (S),2-17,Värmlands län (S)
Sweden,V473834,2014.04.18,Ja,2014.04.19,Annan hund,Annan,Lagotto Romagnolo,2014.04.18,2014.04.18,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1885,Vasselhyttan 817,6624642,508963,6626829,1463714,RT90,Mycket bra,2014.04.19,Ja,2017.02.13,,2-1885,Lindesberg (S),2-18,Örebro län (S)
Sweden,V473835,2014.05.08,Ja,2014.05.08,Annan hund,Annan,Leonberger,2014.05.07,2014.05.08,Nej,NA,1 till 2 år,1,Skadad,0,0,0,0,0,0,1,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1760,Östra Klennoret,6592042,456036,6594859,1410371,RT90,Mycket bra,2014.05.08,Ja,2017.02.13,,2-1760,Storfors (S),2-17,Värmlands län (S)
Sweden,V473836,2014.07.08,Ja,2014.07.09,Annan hund,Annan,Collie (korthårig),2014.07.08,2014.07.08,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1907,Riset Nybo 19,6614565,569116,6616017,1523764,RT90,Mycket bra,2014.07.09,Ja,2017.02.13,,2-1907,Surahammar (S),2-19,Västmanlands län (S)
Sweden,V473837,2014.08.16,Ja,2014.08.24,Annan hund,Annan,Jämthund,2014.08.16,2014.08.16,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1438,Kroksjön,6535083,331567,6539379,1285154,RT90,Mycket bra,2014.08.24,Ja,2017.02.13,,2-1438,Dals-Ed (S),2-14,Västra Götalands län (S)
Sweden,V473839,2014.09.04,Ja,2014.09.04,Annan hund,Annan,Blandras  Gråhund-Borderterrier,2014.09.03,2014.09.04,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1765,Gustavsfors,6565364,334670,6569639,1288624,RT90,Mycket bra,2014.09.04,Ja,2017.02.13,,2-1765,Årjäng (S),2-17,Värmlands län (S)
Sweden,V473842,2014.09.18,Ja,2014.09.18,Annan hund,Annan,Bland,2014.09.18,2014.09.18,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1737,Kroksjön,6710618,381577,6714396,1337325,RT90,Mycket bra,2014.09.18,Ja,2017.02.13,,2-1737,Torsby (S),2-17,Värmlands län (S)
Sweden,V473844,2014.09.21,Ja,2014.09.21,Annan hund,Annan,Stävare,2014.09.21,2014.09.21,Nej,NA,1 till 2 år,1,Död,0,0,0,0,1,0,0,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2029,S.hyttsjön,6734546,514339,6736705,1470435,RT90,Mycket bra,2014.09.21,Ja,2017.02.13,,2-2029,Leksand (S),2-20,Dalarnas län (S)
Sweden,V473845,2014.09.27,Ja,2014.09.27,Annan hund,Annan,Smålandsstövare,2014.09.27,2014.09.27,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1765,Väng,6589719,318759,6594200,1273000,RT90,Mycket bra,2014.09.27,Ja,2017.02.13,,2-1765,Årjäng (S),2-17,Värmlands län (S)
Sweden,V473848,2014.09.30,Ja,2014.09.30,Annan hund,Annan,Labrador,2014.09.30,2014.09.30,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2081,Högberget,6695873,513071,6698034,1468693,RT90,Mycket bra,2014.09.30,Ja,2017.02.13,,2-2081,Borlänge (S),2-20,Dalarnas län (S)
Sweden,V473850,2014.10.15,Ja,2014.10.15,Annan hund,Annan,Gråhund,2014.10.15,2014.10.15,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1783,Hinnershöjden,6660672,411753,6664058,1366904,RT90,Mycket bra,2014.10.15,Ja,2017.02.13,,2-1783,Hagfors (S),2-17,Värmlands län (S)
Sweden,V473851,2014.10.15,Ja,2014.10.15,Annan hund,Annan,Jämthund,2014.10.15,2014.10.15,Nej,NA,1 till 2 år,1,Skadad,0,0,0,0,0,0,1,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1783,Hinnershöjden,6660672,411753,6664058,1366904,RT90,Mycket bra,2014.10.15,Ja,2017.02.13,,2-1783,Hagfors (S),2-17,Värmlands län (S)
Sweden,V473852,2014.10.19,Ja,2014.10.19,Annan hund,Annan,Blandras stövare,2014.10.19,2014.10.19,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1737,Brännknölen,6761471,372946,6765380,1329315,RT90,Mycket bra,2014.10.19,Ja,2017.02.13,,2-1737,Torsby (S),2-17,Värmlands län (S)
Sweden,V473855,2014.10.24,Ja,2014.10.24,Annan hund,Annan,Gråhund,2014.10.24,2014.10.24,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1715,Lökkeneskogen,6602793,408783,6606188,1363228,RT90,Mycket bra,2014.10.24,Ja,2017.02.13,,2-1715,Kil (S),2-17,Värmlands län (S)
Sweden,V473856,2014.10.25,Ja,2014.10.25,Annan hund,Annan,DreverXBasset,2014.10.25,2014.10.25,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1765,Lämmemyren_ Korsbyn,6601098,330725,6605440,1285110,RT90,Mycket bra,2014.10.25,Ja,2017.02.13,,2-1765,Årjäng (S),2-17,Värmlands län (S)
Sweden,V473857,2014.09.12,Ja,2014.09.12,Annan hund,Annan,hamiltonstövare,2014.09.12,2014.09.12,Nej,NA,1 till 2 år,1,Skadad,0,0,0,0,0,0,1,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2029,Grävsängarna Insjön,6728868,511481,6731060,1467507,RT90,Mycket bra,2014.09.12,Ja,2017.02.13,,2-2029,Leksand (S),2-20,Dalarnas län (S)
Sweden,V473859,2014.11.09,Ja,2014.11.10,Annan hund,Annan,Strävhårstax,2014.11.09,2014.11.09,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1461,Söbyn,6499811,353855,6503819,1307029,RT90,Mycket bra,2014.11.10,Ja,2017.02.13,,2-1461,Mellerud (S),2-14,Västra Götalands län (S)
Sweden,V473861,2014.11.12,Ja,2014.11.12,Annan hund,Annan,Finsk stövare,2014.11.12,2014.11.12,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1737,Rosastorp,6686381,369040,6690301,1324485,RT90,Mycket bra,2014.11.12,Ja,2017.02.13,,2-1737,Torsby (S),2-17,Värmlands län (S)
Sweden,V473862,2014.11.16,Ja,2014.11.16,Annan hund,Annan,Strävhårig tax,2014.11.16,2014.11.16,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1765,Bostället Fölsbyn,6586931,330670,6591266,1284884,RT90,Mycket bra,2014.11.16,Ja,2017.02.13,,2-1765,Årjäng (S),2-17,Värmlands län (S)
Sweden,V473863,2014.11.17,Ja,2014.11.17,Annan hund,Annan,Hamiltonstövare,2014.11.17,2014.11.17,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1765,Vännacka,6605955,336659,6610228,1291107,RT90,Mycket bra,2014.11.17,Ja,2017.02.13,,2-1765,Årjäng (S),2-17,Värmlands län (S)
Sweden,V473864,2014.11.19,Ja,2014.11.19,Annan hund,Annan,Drever,2014.11.19,2014.11.19,Nej,NA,1 till 2 år,1,Död,0,0,0,0,1,0,0,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1765,Bråten,6578913,321327,6583357,1275438,RT90,Mycket bra,2014.11.19,Ja,2017.02.13,,2-1765,Årjäng (S),2-17,Värmlands län (S)
Sweden,V473865,2014.11.21,Ja,2014.11.21,Annan hund,Annan,Drever,2014.11.21,2014.11.21,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1438,Böle,6539248,327624,6543594,1281259,RT90,Mycket bra,2014.11.21,Ja,2017.02.13,,2-1438,Dals-Ed (S),2-14,Västra Götalands län (S)
Sweden,V473866,2014.11.21,Ja,2014.11.21,Annan hund,Annan,Jämte,2014.11.21,2014.11.21,Nej,NA,1 till 2 år,1,Död,0,0,0,0,1,0,0,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2121,Getryggen,6774697,538860,6776567,1495458,RT90,Mycket bra,2014.11.21,Ja,2017.02.13,,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
Sweden,V473867,2014.11.23,Ja,2014.11.23,Annan hund,Annan,Korthårig tax,2014.11.23,2014.11.23,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1461,Svartebäck,6503940,362172,6507850,1315400,RT90,Mycket bra,2014.11.23,Ja,2017.02.13,,2-1461,Mellerud (S),2-14,Västra Götalands län (S)
Sweden,V473868,2014.11.23,Ja,2014.11.24,Annan hund,Annan,Norrbottenspets,2014.11.23,2014.11.23,Nej,NA,1 till 2 år,1,Skadad,0,0,0,0,0,0,1,0,0,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2031,Hattjärn,6770759,525248,6772796,1481794,RT90,Mycket bra,2014.11.24,Ja,2017.02.13,,2-2031,Rättvik (S),2-20,Dalarnas län (S)
Sweden,V473869,2014.11.29,Ja,2014.11.29,Annan hund,Annan,Gråhund,2014.11.29,2014.11.29,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-2183,Annefors,6792798,561915,6794389,1518744,RT90,Mycket bra,2014.11.29,Ja,2017.02.13,,2-2183,Bollnäs (S),2-21,Gävleborgs län (S)
Sweden,V473870,2014.12.06,Ja,2014.12.06,Annan hund,Annan,Schillerstövare,2014.12.06,2014.12.06,Nej,NA,Över 2 år,1,Död,0,0,0,0,0,0,0,0,1,0,0,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1904,Flybergen,6624770,548474,6626476,1503240,RT90,Mycket bra,2014.12.06,Ja,2017.02.13,,2-1904,Skinnskatteberg (S),2-19,Västmanlands län (S)
Sweden,V473871,2014.12.13,Ja,2014.12.14,Annan hund,Annan,Drever-Schiller,2014.12.13,2014.12.13,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1439,Nubberuskullen,6512471,334884,6516715,1288200,RT90,Mycket bra,2014.12.14,Ja,2017.02.13,,2-1439,Färgelanda (S),2-14,Västra Götalands län (S)
Sweden,V473872,2014.11.29,Ja,2014.11.29,Annan hund,Annan,Basset,2014.11.29,2014.11.29,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1783,Mellantjärn,6663987,417554,6667303,1372748,RT90,Mycket bra,2014.11.29,Ja,2017.02.13,,2-1783,Hagfors (S),2-17,Värmlands län (S)
Sweden,V473873,2014.11.30,Ja,2014.11.30,Annan hund,Annan,Jämthund/Gråhund,2014.11.30,2014.11.30,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1737,Oleby,6666044,393309,6669657,1348517,RT90,Mycket bra,2014.11.30,Ja,2017.02.13,,2-1737,Torsby (S),2-17,Värmlands län (S)
Sweden,V473874,2014.12.21,Ja,2014.12.22,Annan hund,Annan,Schiller stövare,2014.12.21,2014.12.21,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1884,Gammelhyttan,6612193,489083,6614617,1443676,RT90,Mycket bra,2014.12.22,Ja,2017.02.13,,2-1884,Nora (S),2-18,Örebro län (S)
Sweden,V473875,2014.12.27,Ja,2014.12.27,Annan hund,Annan,Vit Älghund,2014.12.27,2014.12.27,Nej,NA,Över 2 år,1,Skadad,0,0,0,0,0,0,0,0,0,0,1,0,Varg,,Fältkontroll - LST,Bedömd som säker,2-1460,Ike,6533850,333154,6538126,1286727,RT90,Mycket bra,2014.12.27,Ja,2017.02.13,,2-1460,Bengtsfors (S),2-14,Västra Götalands län (S)
