id,sex,Country_fatefile,territory,Revir_Vinter,Y_coordinate_fatefile,X_coordinate_fatefile,Autumn,Spring,Fate,confirmed illegal,Radio collar,Comment,average_paved_km,average_gravel_km,average_light,average_hf,dem_mean,slope_mean,aspect_mean,ruggedness_mean,KommunerKode,KommunerNamn,Country,pop_mean,Norwegian_wolf_zone,number_neighbour_terr,Reindeerarea,mean_snow,n_months_monitoringseason_averagesnow,hunt_afo,hunt_county,extr_parabol_2yr_value,extr_parabol_5yr_value,code_1,code_2,code_3,code_4,code_5,code_6,code_7,code_8,code_9,code_10,code_11,code_12,code_16,code_18,code_20,code_21,code_23,code_24,code_25,code_26,code_27,code_29,code_30,code_31,code_32,code_33,code_35,code_36,code_37,code_39,code_40,code_41,code_42,code_43,code_44,monitoredwolfterrcentroid,SLU-ID,Fi,BirthTerr
G11-10,F,S,Trång 1,Trång_0910,6705640,1348813,2009,2010,NA,NA,0,NA,0.26,0.97,0.22,4.07,303.34,23.282,175.155,0.243,1737,Torsby,S,3,0,6,0,79.35529205,6,NA,3.6,0.701611275,0.605593856,0,0.00257,0,0,0,0,0,0,0,0,0.00056,0.00949,0,0,0.00893,0.00203,0.00076,0.81862,0.01857,0,0,0.05009,0,0,0,0,0.00058,0.05788,0,0,0.00529,0.02464,0,0,0,1,G11-10,0.26953100000000002,Ny5
G4-07,M,S,Ulriksberg 3,Ulriksberg_0910,6645306,1437411,2009,2010,NA,NA,0,NA,0.3,1.24,0.42,6.79,255.355,32.545,174.171,0.29,1863,Hällefors,S,10.025,0,1,0,82.46560847,6,NA,2.9,0.498688545,0.491235359,0,0.00615,0.00042,0,0,0,0.00035,0.00041,0,0,0,0.00067,0,0.00026,0.00034,0.00372,0.00128,0.76682,0.034,0,0,0.06747,0,0,0,0,0.00056,0.03455,0,0,0.00049,0.08251,0,0,0,1,G4-07,0.296875,Grå
M-06-02,F,S,Ulriksberg 3,Ulriksberg_0910,6645306,1437411,2009,2010,NA,NA,1,NA,0.3,1.24,0.42,6.79,255.355,32.545,174.171,0.29,1863,Hällefors,S,10.025,0,1,0,82.46560847,6,NA,2.9,0.498688545,0.491235359,0,0.00615,0.00042,0,0,0,0.00035,0.00041,0,0,0,0.00067,0,0.00026,0.00034,0.00372,0.00128,0.76682,0.034,0,0,0.06747,0,0,0,0,0.00056,0.03455,0,0,0.00049,0.08251,0,0,0,1,M-06-02,0.23877000000000001,Hlg1
G16-09,M,S,VaråaHöljes  1,Varåa-Höljes_0910,6776340,1319679,2009,2010,NA,NA,0,NA,0.28,1.07,0.02,3.98,451.833,18.631,170.749,0.172,428,Trysil,N,5.848,1,1,0,86.60899316,6,NA,4552.5,0.315449869,0.249810519,0,0,0,0,0,0,0,0,0,0,0.00061,0,0,0,0,0.00321,0,0.61122,0.03042,0,0,0.13189,0,0,0,0,0.00083,0.19587,0,0,0.00314,0.02281,0,0,0,1,G16-09,0.26953100000000002,Ny5
G16-10,F,S,VaråaHöljes  1,Varåa-Höljes_0910,6776340,1319679,2009,2010,illegal,1,0,NA,0.28,1.07,0.02,3.98,451.833,18.631,170.749,0.172,428,Trysil,N,5.848,1,1,0,86.60899316,6,NA,4552.5,0.315449869,0.249810519,0,0,0,0,0,0,0,0,0,0,0.00061,0,0,0,0,0.00321,0,0.61122,0.03042,0,0,0.13189,0,0,0,0,0.00083,0.19587,0,0,0.00314,0.02281,0,0,0,1,G16-10,0,Kyn2
G21-05,M,S,Våmhus 2,Våmådalen_0910,6796678,1426371,2009,2010,NA,NA,0,NA,0.2,1,0.28,3.89,432.251,26.888,171.482,0.279,2034,Orsa,S,4.067,0,0,0,84.67396184,6,NA,2.3,0.479051972,0.455323773,0,0.00152,0,0,0,0.00033,0,0,0,0,0.00152,0.00294,0,0.00258,0.00417,0,0,0.77082,0.03869,0,0,0.1187,0,0,0,0.00038,0,0.04938,0,0,0,0.00896,0,0,0,1,G21-05,0.23877000000000001,Hlg1
G29-07,F,S,Våmhus 2,Våmådalen_0910,6796678,1426371,2009,2010,NA,NA,0,NA,0.2,1,0.28,3.89,432.251,26.888,171.482,0.279,2034,Orsa,S,4.067,0,0,0,84.67396184,6,NA,2.3,0.479051972,0.455323773,0,0.00152,0,0,0,0.00033,0,0,0,0,0.00152,0.00294,0,0.00258,0.00417,0,0,0.77082,0.03869,0,0,0.1187,0,0,0,0.00038,0,0.04938,0,0,0,0.00896,0,0,0,1,G29-07,0.1875,Fur
G32-07,F,S,Äppelbo 1,Äppelbo_0910,6712442,1389424,2009,2010,NA,NA,0,NA,0.25,0.91,0.59,4.65,369.75,27.818,168.109,0.249,2023,Malung,S,4.2,0,2,0,77.57575758,6,NA,2.3,0.516014383,0.455119674,0,0.00295,0.00037,0,0,0,0,0,0,0,0.00057,0.00684,0,0.0033,0.00519,0.00456,0.00114,0.6233,0.06182,0,0,0.08063,0,0,0,0,0.00078,0.14979,0,0,0.00676,0.05201,0,0,0,1,G32-07,0.227051,Sil1
G39-07,M,S,Äppelbo 1,Äppelbo_0910,6712442,1389424,2009,2010,NA,NA,0,NA,0.25,0.91,0.59,4.65,369.75,27.818,168.109,0.249,2023,Malung,S,4.2,0,2,0,77.57575758,6,NA,2.3,0.516014383,0.455119674,0,0.00295,0.00037,0,0,0,0,0,0,0,0.00057,0.00684,0,0.0033,0.00519,0.00456,0.00114,0.6233,0.06182,0,0,0.08063,0,0,0,0,0.00078,0.14979,0,0,0.00676,0.05201,0,0,0,1,G39-07,0.23877000000000001,Hlg1
M-06-09,F,S,Aamäck 1,Aamäck_1011,6674717,1408846,2010,2011,illegal,NA,1,NA,0.23,0.98,0.15,5.75,340.771,33.6,175.713,0.316,1782,Filipstad,S,7.54,0,2,0,82.44444444,6,NA,2.9,0.540182779,0.54443777,0,0.00201,0,0,0,0,0,0,0,0,0.00044,0,0,0,0,0.00136,0.00028,0.66165,0.0258,0,0,0.16887,0,0,0,0,0.00186,0.05206,0,0,0,0.08568,0,0,0,1,M-06-09,0.26757799999999998,Grä1
M-09-16,M,S,Aamäck 1,Aamäck_1011,6674717,1408846,2010,2011,censor,NA,1,NA,0.23,0.98,0.15,5.75,340.771,33.6,175.713,0.316,1782,Filipstad,S,7.54,0,2,0,82.44444444,6,NA,2.9,0.540182779,0.54443777,0,0.00201,0,0,0,0,0,0,0,0,0.00044,0,0,0,0,0.00136,0.00028,0.66165,0.0258,0,0,0.16887,0,0,0,0,0.00186,0.05206,0,0,0,0.08568,0,0,0,1,M-09-16,0.26953100000000002,Ny5
G10-06,F,S,Acksjön,Acksjön_1011,6688619,1375024,2010,2011,NA,NA,0,NA,0.28,0.92,0.2,5.07,307.88,32.82,177.133,0.34,1783,Hagfors,S,4.1,0,2,0,81.69607843,6,NA,3.7,0.591158098,0.623807634,0,0.00135,0.00026,0,0,0,0,0,0,0,0,0.02125,0,0,0.00174,0.00365,0.00215,0.71313,0.02007,0,0,0.09985,0,0,0,0,0.00121,0.06933,0,0,0.007,0.05901,0,0,0,1,G10-06,0.23877000000000001,Hlg1
M-09-17,M,S,Acksjön,Acksjön_1011,6688619,1375024,2010,2011,NA,NA,1,NA,0.28,0.92,0.2,5.07,307.88,32.82,177.133,0.34,1783,Hagfors,S,4.1,0,2,0,81.69607843,6,NA,3.7,0.591158098,0.623807634,0,0.00135,0.00026,0,0,0,0,0,0,0,0,0.02125,0,0,0.00174,0.00365,0.00215,0.71313,0.02007,0,0,0.09985,0,0,0,0,0.00121,0.06933,0,0,0.007,0.05901,0,0,0,1,M-09-17,0.1875,Fur
G69-10,M,N,Aurskog 1,Aurskog_1011,6650536,1254786,2010,2011,NA,NA,0,NA,0.67,1.12,3,12.64,214.513,31.668,184.427,0.333,221,Aurskog-Høland,N,135.265,1,1,0,81.77083333,6,NA,1615.9,0.256558878,0.115496194,0,0.01611,0,0,0,0,0,0,0,0,0.00149,0.18892,0,0,4.00E-04,0.02524,0.00095,0.59901,0.00261,0,0,0.05222,0,0,0,0,0.00051,0.02857,0,0,0.01265,0.07131,0,0,0,1,G69-10,0.21484400000000001,Ulr2
G75-10,F,N,Aurskog 1,Aurskog_1011,6650536,1254786,2010,2011,NA,NA,0,NA,0.67,1.12,3,12.64,214.513,31.668,184.427,0.333,221,Aurskog-Høland,N,135.265,1,1,0,81.77083333,6,NA,1615.9,0.256558878,0.115496194,0,0.01611,0,0,0,0,0,0,0,0,0.00149,0.18892,0,0,4.00E-04,0.02524,0.00095,0.59901,0.00261,0,0,0.05222,0,0,0,0,0.00051,0.02857,0,0,0.01265,0.07131,0,0,0,1,G75-10,0.25695800000000002,DE5
D-11-27,F,S,Bogen 3/Mangskog,Mangskog_1011,6641989,1329344,2010,2011,legal,NA,0,NA,0.31,1.1,0.28,6.09,230.874,36.769,176.3,0.432,1784,Arvika,S,12.067,0,2,0,84.02020202,6,NA,3.9,0.577504117,0.406880428,0,0.00152,0,0,0,0,0,0,0,0,0,0.03539,0,0,0.00799,0.01508,0.00072,0.78958,0.00811,0,0,0.04836,0,0,0,0,0,0.00378,0,0,0,0.08946,0,0,0,1,D-11-27,0.26757799999999998,Grä1
D-11-29,M,S,Bogen 3/Mangskog,Mangskog_1011,6641989,1329344,2010,2011,legal,NA,0,NA,0.31,1.1,0.28,6.09,230.874,36.769,176.3,0.432,1784,Arvika,S,12.067,0,2,0,84.02020202,6,NA,3.9,0.577504117,0.406880428,0,0.00152,0,0,0,0,0,0,0,0,0,0.03539,0,0,0.00799,0.01508,0.00072,0.78958,0.00811,0,0,0.04836,0,0,0,0,0,0.00378,0,0,0,0.08946,0,0,0,1,D-11-29,0.26757799999999998,Grä1
G28-09,M,S,Brattfors 1,Brattfors_1011,6622753,1387485,2010,2011,NA,NA,0,NA,0.3,1.17,0.24,7.74,193.893,36.113,177.302,0.349,1780,Karlstad,S,29.18,0,2,0,83.40104167,6,NA,3.9,0.354266736,0.343620438,0,0.0037,0,0,0,0,0.00044,0,0,0,0.00144,0.05296,0,0.00251,0.00411,0.00785,0.00404,0.7209,0.03725,0,0,0.06659,0,0,0,0,7.00E-04,0.02473,0,0,0.00026,0.07253,0,0,0,1,G28-09,0.31445299999999998,Jang3
G9-09,F,S,Brattfors 1,Brattfors_1011,6622753,1387485,2010,2011,NA,NA,0,NA,0.3,1.17,0.24,7.74,193.893,36.113,177.302,0.349,1780,Karlstad,S,29.18,0,2,0,83.40104167,6,NA,3.9,0.354266736,0.343620438,0,0.0037,0,0,0,0,0.00044,0,0,0,0.00144,0.05296,0,0.00251,0.00411,0.00785,0.00404,0.7209,0.03725,0,0,0.06659,0,0,0,0,7.00E-04,0.02473,0,0,0.00026,0.07253,0,0,0,1,G9-09,0.26757799999999998,Grä1
G1-08,F,S,Dals Ed 5,DalsEd-Halden_1011,6547158,1262547,2010,2011,NA,NA,0,NA,0.38,1.21,0.13,6.76,161.11,36.273,178.718,0.389,101,Halden,N,18.34,1,3,0,82.91414141,6,NA,550.6,0.576389836,0.538340559,0,0.00221,0.00289,0,0,0,0.00026,0,0,0.00047,0,0.02674,0,0.00041,0.00232,0.01238,0.00149,0.7586,0.02546,0,0,0.02713,0,6.00E-04,0,0,0,0.0418,0,0,0,0.08865,0,0.00115,0.00743,1,G1-08,0.29003899999999999,DE4
G28-07,M,S,Dals Ed 5,DalsEd-Halden_1011,6547158,1262547,2010,2011,illegal,NA,0,NA,0.38,1.21,0.13,6.76,161.11,36.273,178.718,0.389,101,Halden,N,18.34,1,3,0,82.91414141,6,NA,550.6,0.576389836,0.538340559,0,0.00221,0.00289,0,0,0,0.00026,0,0,0.00047,0,0.02674,0,0.00041,0.00232,0.01238,0.00149,0.7586,0.02546,0,0,0.02713,0,6.00E-04,0,0,0,0.0418,0,0,0,0.08865,0,0.00115,0.00743,1,G28-07,0.227051,Sil1
G12-10,F,S,Djurskog 3,Djurskog_1011,6615618,1269798,2010,2011,NA,NA,0,NA,0.43,1.24,0.94,6.52,200.64,33.45,180.396,0.365,1765,Årjäng,S,16.534,1,1,0,82.78494624,6,NA,881.7,0.25155683,0.100622732,0,0.00315,0.00098,0,0,0,0,0,0.00063,0,0.00028,0.06584,0,0.00042,0.01207,0.03196,0.00203,0.73781,0.00548,0,0,0.03119,0,0,0,0,0.00027,0.03257,0,0,0,0.07531,0,0,0,1,G12-10,0,Gal
G22-12,M,S,Djurskog 3,Djurskog_1011,6615618,1269798,2010,2011,NA,NA,0,NA,0.43,1.24,0.94,6.52,200.64,33.45,180.396,0.365,1765,Årjäng,S,16.534,1,1,0,82.78494624,6,NA,881.7,0.25155683,0.100622732,0,0.00315,0.00098,0,0,0,0,0,0.00063,0,0.00028,0.06584,0,0.00042,0.01207,0.03196,0.00203,0.73781,0.00548,0,0,0.03119,0,0,0,0,0.00027,0.03257,0,0,0,0.07531,0,0,0,1,G22-12,0.27612300000000001,Löv2
G111-10,M,N,Eidskog,Eidskog_1011,6660091,1282159,2010,2011,Illegal,NA,0,NA,0.59,1.79,0.98,7.06,269.562,31.753,170.263,0.309,420,Eidskog,N,16.071,1,1,0,84.00520833,6,NA,5708.2,0.256348102,0.198516769,0,0.00283,3.00E-04,0,0,0,0,0,0,0,0.00149,0.02116,0,0.0015,0.00453,0.02736,0.00028,0.75725,0.00113,0,0,0.045,0,0,0,0,0,0.08774,0,0,0,0.04942,0,0,0,1,G111-10,0.25695800000000002,DE5
M-09-02,F,N,Eidskog,Eidskog_1011,6660091,1282159,2010,2011,Illegal,NA,1,NA,0.59,1.79,0.98,7.06,269.562,31.753,170.263,0.309,420,Eidskog,N,16.071,1,1,0,84.00520833,6,NA,5708.2,0.256348102,0.198516769,0,0.00283,3.00E-04,0,0,0,0,0,0,0,0.00149,0.02116,0,0.0015,0.00453,0.02736,0.00028,0.75725,0.00113,0,0,0.045,0,0,0,0,0,0.08774,0,0,0,0.04942,0,0,0,1,M-09-02,0,Gal
D-10-70,M,S,Fjätdalen,Fjätdalen_1011,6865023,1367590,2010,2011,legal,NA,0,NA,0.08,0.28,0.02,2.53,675.924,19.773,176.795,0.119,2039,Älvdalen,S,0.95,0,1,1,85.39705882,6,NA,2.4,0.257328124,0.10293125,0,0,0,0,0,0,0,0,0,0,0.00257,0,0,0.00116,0,0.00028,0.01748,0.43906,0.0181,0,0.18303,0.05196,0,3.00E-04,0.01945,0,0,0.26548,0,0,0,0.00113,0,0,0,1,D-10-70,0.28125,Osd2
D-10-71,F,S,Fjätdalen,Fjätdalen_1011,6865023,1367590,2010,2011,legal,NA,0,NA,0.08,0.28,0.02,2.53,675.924,19.773,176.795,0.119,2039,Älvdalen,S,0.95,0,1,1,85.39705882,6,NA,2.4,0.257328124,0.10293125,0,0,0,0,0,0,0,0,0,0,0.00257,0,0,0.00116,0,0.00028,0.01748,0.43906,0.0181,0,0.18303,0.05196,0,3.00E-04,0.01945,0,0,0.26548,0,0,0,0.00113,0,0,0,1,D-10-71,0.261963,Ful1
M-09-04,M,S,Fulufjellet 1,Fulufjället_1011,6822982,1353749,2010,2011,legal,NA,1,NA,0.16,0.52,0.13,2.67,555.288,20.774,164.117,0.133,2039,Älvdalen,S,1.915,1,0,0,88.09895833,6,NA,82.5,0.477657233,0.365140931,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E-04,0,0.00066,0.00702,0.6021,0.01723,0,0.1145,0.08068,0,0.00589,0.00662,0,0.00138,0.13053,0,0,0,0.03307,0,0,0,1,M-09-04,0.29052699999999998,Julu2
M-09-06,F,S,Fulufjellet 1,Fulufjället_1011,6822982,1353749,2010,2011,NA,NA,1,NA,0.16,0.52,0.13,2.67,555.288,20.774,164.117,0.133,2039,Älvdalen,S,1.915,1,0,0,88.09895833,6,NA,82.5,0.477657233,0.365140931,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00E-04,0,0.00066,0.00702,0.6021,0.01723,0,0.1145,0.08068,0,0.00589,0.00662,0,0.00138,0.13053,0,0,0,0.03307,0,0,0,1,M-09-06,0.26757799999999998,Grä1
M-10-07,M,S,Färna 1,Färna_1011,6623475,1510064,2010,2011,NA,NA,1,NA,0.34,1.23,1.2,9.75,96.434,40.046,174.047,0.226,1904,Skinnskatteberg,S,53.143,0,2,0,79.77777778,6,NA,2.1,0.44510091,0.248626384,0,0.01121,0.00171,0,0,0,0,0,0,0.00039,0.001,0.09454,0,0.00392,0.00889,0.01259,0.00463,0.61291,0.06485,0,0,0.07543,0,0,0,0.01103,0.00475,0.03536,0,0,0.00219,0.0546,0,0,0,1,M-10-07,0.42968800000000001,Jang4
M-10-08,F,S,Färna 1,Färna_1011,6623475,1510064,2010,2011,NA,NA,1,NA,0.34,1.23,1.2,9.75,96.434,40.046,174.047,0.226,1904,Skinnskatteberg,S,53.143,0,2,0,79.77777778,6,NA,2.1,0.44510091,0.248626384,0,0.01121,0.00171,0,0,0,0,0,0,0.00039,0.001,0.09454,0,0.00392,0.00889,0.01259,0.00463,0.61291,0.06485,0,0,0.07543,0,0,0,0.01103,0.00475,0.03536,0,0,0.00219,0.0546,0,0,0,1,M-10-08,0.26708999999999999,Lok1
M-09-03,M,S,Galven,Galven_1011,6828428,1503474,2010,2011,NA,NA,1,NA,0.22,1.19,0.27,4.8,294.298,22.416,165.467,0.17,2161,Ljusdal,S,8.033,0,1,0,84.86868687,6,NA,3,0.480278318,0.389545538,0,0,0,0,0,0,0,0,0,0,0,0.01373,0,0.00027,0.00027,0.00142,0.00031,0.76923,0.02276,0,0,0.11416,0,0,0,0,0,0.02765,0,0,0,0.05021,0,0,0,1,M-09-03,NA,[Immigrant]
M-09-14,F,S,Galven,Galven_1011,6828428,1503474,2010,2011,illegal,NA,1,NA,0.22,1.19,0.27,4.8,294.298,22.416,165.467,0.17,2161,Ljusdal,S,8.033,0,1,0,84.86868687,6,NA,3,0.480278318,0.389545538,0,0,0,0,0,0,0,0,0,0,0,0.01373,0,0.00027,0.00027,0.00142,0.00031,0.76923,0.02276,0,0,0.11416,0,0,0,0,0,0.02765,0,0,0,0.05021,0,0,0,1,M-09-14,0.29296899999999998,Vox
G21-07,M,S,Gimmen 1,Gimmen_1011,6726097,1471699,2010,2011,NA,NA,0,NA,0.41,1.43,2.91,12.77,233.07,25.517,174.391,0.217,2029,Leksand,S,34.2,0,2,0,86.25520833,6,NA,2.3,0.565136779,0.291850528,0,0.03757,0.00324,0,0,0,0.00063,0.00086,0,0.00062,0.00163,0.06106,0.00029,0.00057,0.0087,0.01622,0.00774,0.69732,0.04247,0,0,0.05237,0,0,0,0,0.00089,0.00228,0,0,0.0117,0.05383,0,0,0,1,G21-07,0.227051,Sil1
G54-10,F,S,Gimmen 1,Gimmen_1011,6726097,1471699,2010,2011,NA,NA,0,NA,0.41,1.43,2.91,12.77,233.07,25.517,174.391,0.217,2029,Leksand,S,34.2,0,2,0,86.25520833,6,NA,2.3,0.565136779,0.291850528,0,0.03757,0.00324,0,0,0,0.00063,0.00086,0,0.00062,0.00163,0.06106,0.00029,0.00057,0.0087,0.01622,0.00774,0.69732,0.04247,0,0,0.05237,0,0,0,0,0.00089,0.00228,0,0,0.0117,0.05383,0,0,0,1,G54-10,0.227051,Sil1
G26-09,M,S,Glaskogen 2,Glaskogen_1011,6603038,1299592,2010,2011,illegal,NA,0,NA,0.23,1.06,0.47,7,205.321,36.378,177.203,0.374,1765,Årjäng,S,11.4,0,1,0,82.6875,6,NA,3.9,0.44460964,0.243234598,0,0.00423,0.00047,0,0,0,0,0,0,0,3.00E-05,0.04045,0,0.0011,0.00391,0.01625,0.00113,0.74576,0.03195,0,0,0.0349,0,0,0,0,0,0.0118,0,0,0,0.10801,0,0,0,1,G26-09,0.30590800000000001,Ack
G7-09,F,S,Glaskogen 2,Glaskogen_1011,6603038,1299592,2010,2011,illegal,NA,0,NA,0.23,1.06,0.47,7,205.321,36.378,177.203,0.374,1765,Årjäng,S,11.4,0,1,0,82.6875,6,NA,3.9,0.44460964,0.243234598,0,0.00423,0.00047,0,0,0,0,0,0,0,3.00E-05,0.04045,0,0.0011,0.00391,0.01625,0.00113,0.74576,0.03195,0,0,0.0349,0,0,0,0,0,0.0118,0,0,0,0.10801,0,0,0,1,G7-09,0.27050800000000003,Eds
G13-10,M,S,Gräsmark 3,Gräsmark_1011,6683676,1329207,2010,2011,NA,NA,0,NA,0.29,1.38,0.16,3.97,290.065,33.133,170.36,0.4,1737,Torsby,S,10.347,1,3,0,85.421875,6,NA,1094.5,0.522318281,0.430695254,0,0.00142,2.00E-05,0,0,0.00043,0,0,0,0,0.00068,0.0165,0,0,0.00533,0.00939,0.00192,0.80657,0.02389,0,0,0.07969,0,0,0,0,0,0.02241,0,0,0,0.03175,0,0,0,1,G13-10,0.27490199999999998,Äpp
M-06-10,F,S,Gräsmark 3,Gräsmark_1011,6683676,1329207,2010,2011,NA,NA,1,NA,0.29,1.38,0.16,3.97,290.065,33.133,170.36,0.4,1737,Torsby,S,10.347,1,3,0,85.421875,6,NA,1094.5,0.522318281,0.430695254,0,0.00142,2.00E-05,0,0,0.00043,0,0,0,0,0.00068,0.0165,0,0,0.00533,0.00939,0.00192,0.80657,0.02389,0,0,0.07969,0,0,0,0,0,0.02241,0,0,0,0.03175,0,0,0,1,M-06-10,0.296875,Grå
D-11-20,F,S,Gårdsjö 1,Gårdsjö_1011,6630678,1360102,2010,2011,legal,NA,0,NA,0.36,1.18,1.04,9.45,155.832,37.867,176.208,0.411,1766,Sunne,S,20.65,0,4,0,82.7311828,6,NA,3.9,0.273385188,0.148487725,0,0.01097,0.00084,0,0,0,0.00051,0.00034,0,0.00114,0.00127,0.13417,0,0.00407,0.00716,0.01113,0.00449,0.59445,0.06219,0,0,0.04466,0,0,0,0,0.00026,0.00926,0,0,0.00576,0.10733,0,0,0,1,D-11-20,NA,Fryk
G20-10,M,S,Gårdsjö 1,Gårdsjö_1011,6630678,1360102,2010,2011,censor,NA,0,"Hanen G20-10 flyttade efter tikens död 2011, till Lelång",0.36,1.18,1.04,9.45,155.832,37.867,176.208,0.411,1766,Sunne,S,20.65,0,4,0,82.7311828,6,NA,3.9,0.273385188,0.148487725,0,0.01097,0.00084,0,0,0,0.00051,0.00034,0,0.00114,0.00127,0.13417,0,0.00407,0.00716,0.01113,0.00449,0.59445,0.06219,0,0,0.04466,0,0,0,0,0.00026,0.00926,0,0,0.00576,0.10733,0,0,0,1,G20-10,0.42968800000000001,Jang4
G27-11,M,S,Gåsborn 1,Gåsborn_1011,6635866,1421967,2010,2011,NA,NA,0,NA,0.31,1.2,0.78,7.82,243.896,33.912,174.447,0.324,1782,Filipstad,S,7.05,0,4,0,82.5625,6,NA,3.5,0.423137558,0.312742614,0,0.00882,0.00114,0,0,0,0.00051,0,0,0,0.00051,0.00275,0,0.00056,0.00229,0.00576,0.00425,0.6661,0.07247,0,0,0.06348,0,0,0,0,0.00025,0.0261,0,0,0.00049,0.14453,0,0,0,1,G27-11,0.227051,Sil1
G6-11,F,S,Gåsborn 1,Gåsborn_1011,6635866,1421967,2010,2011,NA,NA,0,NA,0.31,1.2,0.78,7.82,243.896,33.912,174.447,0.324,1782,Filipstad,S,7.05,0,4,0,82.5625,6,NA,3.5,0.423137558,0.312742614,0,0.00882,0.00114,0,0,0,0.00051,0,0,0,0.00051,0.00275,0,0.00056,0.00229,0.00576,0.00425,0.6661,0.07247,0,0,0.06348,0,0,0,0,0.00025,0.0261,0,0,0.00049,0.14453,0,0,0,1,G6-11,0,Kyn2
G31-06,F,S,Görsjön,Görsjön_1011,6737632,1416609,2010,2011,NA,NA,0,NA,0.17,1.13,0.11,4.55,342.925,29.716,176.484,0.258,2062,Mora,S,6.625,0,1,0,85.40625,6,NA,2.3,0.520016787,0.511158249,0,0.00129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048,0.75049,0.01332,0,0,0.1096,0,0,0,0,0.00188,0.05183,0,0,0.00033,0.07078,0,0,0,1,G31-06,0.23535200000000001,Dju1
M-06-03,M,S,Görsjön,Görsjön_1011,6737632,1416609,2010,2011,NA,NA,1,NA,0.17,1.13,0.11,4.55,342.925,29.716,176.484,0.258,2062,Mora,S,6.625,0,1,0,85.40625,6,NA,2.3,0.520016787,0.511158249,0,0.00129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048,0.75049,0.01332,0,0,0.1096,0,0,0,0,0.00188,0.05183,0,0,0.00033,0.07078,0,0,0,1,M-06-03,0.30224600000000001,Utt
G107-11,M,S,Hasselfors 5,Hasselfors_1011,6548814,1420962,2010,2011,NA,NA,0,NA,0.35,1.3,0.88,8.93,110.409,36.695,182.645,0.16,1862,Degerfors,S,19.429,0,0,0,78.59195402,6,NA,3.3,0.496203834,0.49716471,0,0.00718,0.00154,0,0,0,0.00054,0,0,0.00028,0.00084,0.0728,0,0.0027,0.00311,0.00614,0.01193,0.53184,0.08375,0,0,0.05248,0,0,0,0,0.00524,0.04198,0,0,0.00302,0.17464,0,0,0,1,G107-11,0.30590800000000001,Ack
G37-07,F,S,Hasselfors 5,Hasselfors_1011,6548814,1420962,2010,2011,NA,NA,0,NA,0.35,1.3,0.88,8.93,110.409,36.695,182.645,0.16,1862,Degerfors,S,19.429,0,0,0,78.59195402,6,NA,3.3,0.496203834,0.49716471,0,0.00718,0.00154,0,0,0,0.00054,0,0,0.00028,0.00084,0.0728,0,0.0027,0.00311,0.00614,0.01193,0.53184,0.08375,0,0,0.05248,0,0,0,0,0.00524,0.04198,0,0,0.00302,0.17464,0,0,0,1,G37-07,0.43359399999999998,Has2
D-11-19,M,S,Haverö 1,Haverö_1011,6907858,1473533,2010,2011,legal,NA,0,NA,0.2,1.06,0.21,3.41,335.15,22.71,172.191,0.162,2361,Härjedalen,S,2.6,0,2,1,92.86764706,6,NA,3.4,0.511362295,0.211854836,0,0.00019,0,0,0,0,0.00033,0,0,0,0,0,0,0.00096,0.00139,0.00423,0,0.60646,0.04365,0,0,0.19391,0,0,0,0,0,0.05241,0,0,0.00028,0.09619,0,0,0,1,D-11-19,0.1875,Fur
G34-10,F,S,Haverö 1,Haverö_1011,6907858,1473533,2010,2011,NA,NA,0,NA,0.2,1.06,0.21,3.41,335.15,22.71,172.191,0.162,2361,Härjedalen,S,2.6,0,2,1,92.86764706,6,NA,3.4,0.511362295,0.211854836,0,0.00019,0,0,0,0,0.00033,0,0,0,0,0,0,0.00096,0.00139,0.00423,0,0.60646,0.04365,0,0,0.19391,0,0,0,0,0,0.05241,0,0,0.00028,0.09619,0,0,0,1,G34-10,0.46972700000000001,Skrä1
G66-10,M,S,Hedbyn 2,Hedbyn_1011,6613729,1485862,2010,2011,illegal,NA,0,NA,0.37,1.15,0.41,7.94,100.742,39.569,174.179,0.23,1983,Köping,S,26.25,0,2,0,77.71354167,6,NA,2.7,0.48147001,0.479745801,0,0.00427,0.00031,0,0,0,0,0,0,0,0.00053,0.10413,0,0.00143,0.01197,0.01645,0.00162,0.64307,0.04471,0,0,0.07194,0,0,0,0,0.00451,0.03447,0,0,0.00036,0.06022,0,0,0,1,G66-10,0.27050800000000003,Amä1
M-10-06,F,S,Hedbyn 2,Hedbyn_1011,6613729,1485862,2010,2011,NA,NA,1,NA,0.37,1.15,0.41,7.94,100.742,39.569,174.179,0.23,1983,Köping,S,26.25,0,2,0,77.71354167,6,NA,2.7,0.48147001,0.479745801,0,0.00427,0.00031,0,0,0,0,0,0,0,0.00053,0.10413,0,0.00143,0.01197,0.01645,0.00162,0.64307,0.04471,0,0,0.07194,0,0,0,0,0.00451,0.03447,0,0,0.00036,0.06022,0,0,0,1,M-10-06,0.29931600000000003,Klot
