id,sex,Country_fatefile,territory,Revir_Vinter,Y_coordinate_fatefile,X_coordinate_fatefile,Autumn,Spring,Fate,confirmed illegal,Radio collar,Comment,average_paved_km,average_gravel_km,average_light,average_hf,dem_mean,slope_mean,aspect_mean,ruggedness_mean,KommunerKode,KommunerNamn,Country,pop_mean,Norwegian_wolf_zone,number_neighbour_terr,Reindeerarea,mean_snow,n_months_monitoringseason_averagesnow,hunt_afo,hunt_county,extr_parabol_2yr_value,extr_parabol_5yr_value,code_1,code_2,code_3,code_4,code_5,code_6,code_7,code_8,code_9,code_10,code_11,code_12,code_16,code_18,code_20,code_21,code_23,code_24,code_25,code_26,code_27,code_29,code_30,code_31,code_32,code_33,code_35,code_36,code_37,code_39,code_40,code_41,code_42,code_43,code_44,monitoredwolfterrcentroid,SLU-ID,Fi,BirthTerr
G99-13,M,S,Draggen 2,Draggen_1415,6769784,1458382,2014,2015,censor,NA,0,NA,0.22,1.13,0.81,5.8,274.908,23.75,173.374,0.104,2031,Rättvik,S,5.533,0,1,0,77.859375,6,2.7,2.2,0.487685773,0.387866806,0,0.0093,0.00103,0,0,0,0.0011,0,0,0.00074,0.00075,0.02756,0,0.0057,0.00511,0.00696,0.00055,0.71992,0.03079,0,0,0.04653,0,0,0,0,0.00035,0.08637,0,0,0,0.05724,0,0,0,1,G99-13,0.14105200000000001,Hom2
G12-13,F,S,Dömle,Dömle_1415,6610226,1361855,2014,2015,legal,NA,0,NA,0.48,1.2,2.12,12.73,105.049,38.052,175.57,0.357,1715,Kil,S,31.717,0,4,0,63.87129586,6,2.6,2.6,0.431087824,0.290701828,0,0.01699,0.0016,0,0,0.00272,0.00224,0.00026,0,0.00162,0.00123,0.17825,0,0.00439,0.0101,0.01271,0.00693,0.49223,0.10968,0,0,0.02723,0,0,0,0,0.00403,0.00923,0,0,0.00823,0.11033,0,0,0,1,G12-13,0.16552700000000001,Jang6
G63-12,M,S,Dömle,Dömle_1415,6610226,1361855,2014,2015,legal,NA,0,NA,0.48,1.2,2.12,12.73,105.049,38.052,175.57,0.357,1715,Kil,S,31.717,0,4,0,63.87129586,6,2.6,2.6,0.431087824,0.290701828,0,0.01699,0.0016,0,0,0.00272,0.00224,0.00026,0,0.00162,0.00123,0.17825,0,0.00439,0.0101,0.01271,0.00693,0.49223,0.10968,0,0,0.02723,0,0,0,0,0.00403,0.00923,0,0,0.00823,0.11033,0,0,0,1,G63-12,0.27612300000000001,Löv2
G18-15,M,N,Flisdalen,Flisdalen_1415,6749748,1303396,2014,2015,NA,NA,0,NA,0.22,1.53,0.13,5.33,376.004,20.666,174.955,0.18,425,Åsnes,N,8.06,1,3,0,76.87837183,6,259.6,4907.1,0.576272299,0.601377506,0,0,0,0,0,0,0,0,0,0,0,0.01754,0,0,0,0.0014,0.00171,0.59463,0.02732,0,0,0.17303,0,0,0.0025,0,0,0.16546,0,0,0,0.01642,0,0,0,1,G18-15,0.29980499999999999,Trå
G89-15,F,N,Flisdalen,Flisdalen_1415,6749748,1303396,2014,2015,NA,NA,0,NA,0.22,1.53,0.13,5.33,376.004,20.666,174.955,0.18,425,Åsnes,N,8.06,1,3,0,76.87837183,6,259.6,4907.1,0.576272299,0.601377506,0,0,0,0,0,0,0,0,0,0,0,0.01754,0,0,0,0.0014,0.00171,0.59463,0.02732,0,0,0.17303,0,0,0.0025,0,0,0.16546,0,0,0,0.01642,0,0,0,1,G89-15,0.14679700000000001,Tans2
G133-13,M,S,Färna 2,Färna_1415,6633443,1504867,2014,2015,NA,NA,0,NA,0.31,1.15,0.83,9.24,119.02,39.168,173.476,0.245,1904,Skinnskatteberg,S,29.02,0,4,0,63.76809738,6,2.2,2.4,0.675383766,0.563873981,0,0.00688,0.00131,0,0,0,0.00054,0,0,0.00044,0.00038,0.04417,0,0.00213,0.00787,0.01668,0.00535,0.60078,0.06131,0,0,0.07006,0,0,0,0.04957,0.00356,0.03273,0,0,0.00184,0.09439,0,0,0,1,G133-13,0.15216099999999999,Nora
M-10-08,F,S,Färna 2,Färna_1415,6633443,1504867,2014,2015,NA,NA,1,NA,0.31,1.15,0.83,9.24,119.02,39.168,173.476,0.245,1904,Skinnskatteberg,S,29.02,0,4,0,63.76809738,6,2.2,2.4,0.675383766,0.563873981,0,0.00688,0.00131,0,0,0,0.00054,0,0,0.00044,0.00038,0.04417,0,0.00213,0.00787,0.01668,0.00535,0.60078,0.06131,0,0,0.07006,0,0,0,0.04957,0.00356,0.03273,0,0,0.00184,0.09439,0,0,0,1,M-10-08,0.26708999999999999,Lok1
G37-10,M,S,Gimmen 3,Gimmen_1415,6723740,1471724,2014,2015,NA,NA,0,NA,0.41,1.46,3.18,13.71,229.447,25.437,172.22,0.217,2029,Leksand,S,35.1,0,2,0,72.93137255,6,3,2.2,0.533236827,0.390046348,0,0.04355,0.00557,9.00E-05,0,0,0.00096,0.00111,0,0.00087,0.0025,0.063,0.00029,0.00057,0.00759,0.01449,0.00773,0.6877,0.0437,0,0,0.05548,0,0,0,0,0.00028,0.00234,0,0,0.01221,0.04995,0,0,0,1,G37-10,0,Gal
G85-13,F,S,Gimmen 3,Gimmen_1415,6723740,1471724,2014,2015,NA,NA,0,NA,0.41,1.46,3.18,13.71,229.447,25.437,172.22,0.217,2029,Leksand,S,35.1,0,2,0,72.93137255,6,3,2.2,0.533236827,0.390046348,0,0.04355,0.00557,9.00E-05,0,0,0.00096,0.00111,0,0.00087,0.0025,0.063,0.00029,0.00057,0.00759,0.01449,0.00773,0.6877,0.0437,0,0,0.05548,0,0,0,0,0.00028,0.00234,0,0,0.01221,0.04995,0,0,0,1,G85-13,0.41039999999999999,Gim
G61-14,M,S,Glamsen 1,Glamsen_1415,6721559,1583307,2014,2015,NA,NA,0,NA,0.3,1.3,3.1,14.24,26.194,26.765,165.109,0.035,2180,Gävle,S,38.867,0,0,0,58.50926956,6,2.9,3,0.250104166,0.101148213,0,0.04867,0.00938,0.00471,0.00299,0,0.00218,0.00037,0,0.00674,0.00327,0.02031,0,0.00628,0.00162,0.00596,0.02151,0.43371,0.08456,0.00044,0.00042,0.10008,0,0,0,0,0.0071,0.00841,0,0,0.01018,0.0256,0,0.00464,0.19086,1,G61-14,0.222382,Lok3
G66-12,F,S,Glamsen 1,Glamsen_1415,6721559,1583307,2014,2015,NA,NA,0,NA,0.3,1.3,3.1,14.24,26.194,26.765,165.109,0.035,2180,Gävle,S,38.867,0,0,0,58.50926956,6,2.9,3,0.250104166,0.101148213,0,0.04867,0.00938,0.00471,0.00299,0,0.00218,0.00037,0,0.00674,0.00327,0.02031,0,0.00628,0.00162,0.00596,0.02151,0.43371,0.08456,0.00044,0.00042,0.10008,0,0,0,0,0.0071,0.00841,0,0,0.01018,0.0256,0,0.00464,0.19086,1,G66-12,0.13885500000000001,Ria
G27-12,M,S,Glaskogen 3,Glaskogen_1415,6597349,1304941,2014,2015,NA,NA,0,NA,0.23,1.05,0.39,6.92,197.456,36.779,177.158,0.39,1765,Årjäng,S,11.375,0,2,0,63.84500851,6,3,2.6,0.482347495,0.460098998,0,0.00428,0.00047,0,0,0,0,0,0,0,0.00075,0.02472,0,0.00218,0.00146,0.01248,0.00169,0.72614,0.04154,0,0,0.03869,0,0,0,0,0,0.01007,0,0,0,0.13552,0,0,0,1,G27-12,0.261963,Ful1
G56-11,F,S,Glaskogen 3,Glaskogen_1415,6597349,1304941,2014,2015,NA,NA,0,NA,0.23,1.05,0.39,6.92,197.456,36.779,177.158,0.39,1765,Årjäng,S,11.375,0,2,0,63.84500851,6,3,2.6,0.482347495,0.460098998,0,0.00428,0.00047,0,0,0,0,0,0,0,0.00075,0.02472,0,0.00218,0.00146,0.01248,0.00169,0.72614,0.04154,0,0,0.03869,0,0,0,0,0,0.01007,0,0,0,0.13552,0,0,0,1,G56-11,0.29718,Gla2
G11-11,M,S,Gräsmark 5,Gräsmark_1415,6692442,1311671,2014,2015,NA,NA,0,NA,0.41,1.96,0.03,5.77,328.942,29.451,175.649,0.347,402,Kongsvinger,N,8.671,1,5,0,71.53772096,6,230.4,4765.4,0.566346231,0.475950384,0,0.00043,0,0,0,0,0,0,0,0,0.00044,0.00213,0,0,0.00229,0.01145,0.00192,0.78695,0.01173,0,0,0.07194,0,0,0,0,0,0.04768,0,0,0,0.06303,0,0,0,1,G11-11,0.261963,Ful1
G125-13,F,S,Gräsmark 5,Gräsmark_1415,6692442,1311671,2014,2015,NA,NA,0,NA,0.41,1.96,0.03,5.77,328.942,29.451,175.649,0.347,402,Kongsvinger,N,8.671,1,5,0,71.53772096,6,230.4,4765.4,0.566346231,0.475950384,0,0.00043,0,0,0,0,0,0,0,0,0.00044,0.00213,0,0,0.00229,0.01145,0.00192,0.78695,0.01173,0,0,0.07194,0,0,0,0,0,0.04768,0,0,0,0.06303,0,0,0,1,G125-13,0.198181,Hae
G121-13,M,S,Gårdsjö 3,Gårdsjö_1415,6630852,1362946,2014,2015,legal,NA,0,NA,0.37,1.17,0.81,9.18,154.629,37.465,176.227,0.412,1766,Sunne,S,30.633,0,5,0,65.44446013,6,2,2.6,0.639994214,0.485744038,0,0.01146,0.00084,0,0,0,0.00051,0.00034,0,0.00114,0.00127,0.12367,0,0.00353,0.00716,0.0138,0.00532,0.59416,0.06376,0,0,0.04626,0,0,0,0,0.00026,0.00886,0,0,0.00665,0.11102,0,0,0,1,G121-13,0.16552700000000001,Jang6
G55-11,F,S,Gårdsjö 3,Gårdsjö_1415,6630852,1362946,2014,2015,legal,NA,0,NA,0.37,1.17,0.81,9.18,154.629,37.465,176.227,0.412,1766,Sunne,S,30.633,0,5,0,65.44446013,6,2,2.6,0.639994214,0.485744038,0,0.01146,0.00084,0,0,0,0.00051,0.00034,0,0.00114,0.00127,0.12367,0,0.00353,0.00716,0.0138,0.00532,0.59416,0.06376,0,0,0.04626,0,0,0,0,0.00026,0.00886,0,0,0.00665,0.11102,0,0,0,1,G55-11,0.27783200000000002,Bratt
G11-13,M,S,Gåsborn 3,Gåsborn_1415,6648166,1428723,2014,2015,NA,NA,0,NA,0.31,1.16,0.36,6.5,270.248,33.658,172.944,0.328,1863,Hällefors,S,9.975,0,5,0,77.20694444,6,2.4,2.6,0.634305538,0.584175275,0,0.00257,0.00035,0,0,0,0,0.00041,0,0,0,0,0,0.00057,0.00092,0.00211,0.00122,0.75651,0.03595,0,0,0.08128,0,0,0,0,0.00025,0.03944,0,0,0.00049,0.07791,0,0,0,1,G11-13,0.16552700000000001,Jang6
G49-12,F,S,Gåsborn 3,Gåsborn_1415,6648166,1428723,2014,2015,NA,NA,0,NA,0.31,1.16,0.36,6.5,270.248,33.658,172.944,0.328,1863,Hällefors,S,9.975,0,5,0,77.20694444,6,2.4,2.6,0.634305538,0.584175275,0,0.00257,0.00035,0,0,0,0,0.00041,0,0,0,0,0,0.00057,0.00092,0.00211,0.00122,0.75651,0.03595,0,0,0.08128,0,0,0,0,0.00025,0.03944,0,0,0.00049,0.07791,0,0,0,1,G49-12,0.12667800000000001,Gås
G124-13,F,S,Gåsmyren 1,Gåsmyren_1415,6671747,1499256,2014,2015,NA,NA,0,NA,0.33,1.43,2.29,10.7,177.635,36.679,174.283,0.297,1962,Norberg,S,24.483,0,0,0,69.53394861,6,2.9,2.3,0.500590933,0.476840571,0,0.01663,0.00243,0,0,0.00042,0,0.00042,0,0.00036,0.00078,0.06721,0,0.00079,0.00405,0.01315,0.00761,0.67389,0.04303,0,0,0.07915,0,0,0,0,0.00163,0.00384,0,0,0.0032,0.08139,0,0,0,1,G124-13,0.33898899999999998,Tans
G67-11,M,S,Gåsmyren 1,Gåsmyren_1415,6671747,1499256,2014,2015,NA,NA,0,NA,0.33,1.43,2.29,10.7,177.635,36.679,174.283,0.297,1962,Norberg,S,24.483,0,0,0,69.53394861,6,2.9,2.3,0.500590933,0.476840571,0,0.01663,0.00243,0,0,0.00042,0,0.00042,0,0.00036,0.00078,0.06721,0,0.00079,0.00405,0.01315,0.00761,0.67389,0.04303,0,0,0.07915,0,0,0,0,0.00163,0.00384,0,0,0.0032,0.08139,0,0,0,1,G67-11,0.35199000000000003,Snd2
G57-16,F,S,Göra 2,Göra_1415,6797248,1355745,2014,2016,NA,NA,0,NA,0.26,0.65,1.65,5.79,549.242,18.614,169.817,0.168,2023,Malung,S,1.866,1,1,0,86.31372549,6,29,248.7,0.255920039,0.309189896,0,0.00106,0,0,0,0,0,0,0,0,0.01479,0.00156,0,0,0.00086,0,0.00531,0.59711,0.03096,0,0.10215,0.0905,0,0.00059,0.00791,0,0.0032,0.12122,0,0,0.00246,0.02032,0,0,0,1,G57-16,0.222382,Lok3
G97-14,M,S,Göra 2,Göra_1415,6797248,1355745,2014,2015,illegal,NA,0,NA,0.26,0.65,1.65,5.79,549.242,18.614,169.817,0.168,2023,Malung,S,1.866,1,1,0,86.31372549,6,29,248.7,0.255920039,0.309189896,0,0.00106,0,0,0,0,0,0,0,0,0.01479,0.00156,0,0,0.00086,0,0.00531,0.59711,0.03096,0,0.10215,0.0905,0,0.00059,0.00791,0,0.0032,0.12122,0,0,0.00246,0.02032,0,0,0,1,G97-14,0.29641699999999999,Göra
G13-10,M,S,Haersjo 1,Hærsjø_1415,6670371,1310489,2014,2015,NA,NA,0,NA,0.48,1.89,0.09,5.97,285.47,33.132,173.845,0.392,402,Kongsvinger,N,10.995,1,5,0,68.38709677,6,207.4,3970.5,0.585629909,0.510822362,0,0.00056,3.00E-04,0,0,0,0,0,0,0,0,0.00601,0,0.00067,0.00266,0.02485,0,0.79524,0.00803,0,0,0.06422,0,0,0,0,0,0.03954,0,0,0.00031,0.05759,0,0,0,1,G13-10,0.27490199999999998,Äpp
G88-13,F,S,Haersjö 1,Hedbyn_1415,6615254,1493135,2014,2015,illegal,NA,0,NA,0.37,1.14,0.5,8.05,97.82,39.836,174.221,0.23,1983,Köping,S,26.875,0,3,0,63.51248105,6,2.1,2.5,0.706260083,0.66201335,0,0.00439,0,0,0,0,0,0,0,0,0.00028,0.09878,0,0.00117,0.01075,0.01372,0.00184,0.63794,0.05026,0,0,0.0803,0,0,0,0.00054,0.00341,0.03532,0,0,0,0.0613,0,0,0,1,G88-13,0.15216099999999999,Sku
G34-12,M,S,Hedbyn 4,Hedbyn_1415,6615254,1493135,2014,2015,other,NA,0,train,0.37,1.14,0.5,8.05,97.82,39.836,174.221,0.23,1983,Köping,S,26.875,0,3,0,63.51248105,6,2.1,2.5,0.706260083,0.66201335,0,0.00439,0,0,0,0,0,0,0,0,0.00028,0.09878,0,0.00117,0.01075,0.01372,0.00184,0.63794,0.05026,0,0,0.0803,0,0,0,0.00054,0.00341,0.03532,0,0,0,0.0613,0,0,0,1,G34-12,0.35199000000000003,Snd2
G39-13,F,S,Hedbyn 4,Hedbyn_1415,6615254,1493135,2014,2015,illegal,NA,0,NA,0.37,1.14,0.5,8.05,97.82,39.836,174.221,0.23,1983,Köping,S,26.875,0,3,0,63.51248105,6,2.1,2.5,0.706260083,0.66201335,0,0.00439,0,0,0,0,0,0,0,0,0.00028,0.09878,0,0.00117,0.01075,0.01372,0.00184,0.63794,0.05026,0,0,0.0803,0,0,0,0.00054,0.00341,0.03532,0,0,0,0.0613,0,0,0,1,G39-13,0.29736299999999999,Fär
G6-12,M,S,Jangen 6,Jangen_1415,6658343,1359960,2014,2015,NA,NA,0,NA,0.31,1.19,0.43,6.77,205.134,37.218,174.619,0.429,1766,Sunne,S,11.35,0,3,0,69.41865079,6,1.9,2.6,0.548309125,0.49936636,0,0.0028,0,0,0,0.00119,0,0,0,0,0.00053,0.07332,0,0.0035,0.00515,0.01556,0.00139,0.7202,0.02382,0,0,0.04184,0,0,0,0,0.00063,0.01542,0,0,0.00601,0.08864,0,0,0,1,G6-12,0,Kyn2
M-06-05,F,S,Jangen 6,Jangen_1415,6658343,1359960,2014,2015,NA,NA,1,NA,0.31,1.19,0.43,6.77,205.134,37.218,174.619,0.429,1766,Sunne,S,11.35,0,3,0,69.41865079,6,1.9,2.6,0.548309125,0.49936636,0,0.0028,0,0,0,0.00119,0,0,0,0,0.00053,0.07332,0,0.0035,0.00515,0.01556,0.00139,0.7202,0.02382,0,0,0.04184,0,0,0,0,0.00063,0.01542,0,0,0.00601,0.08864,0,0,0,1,M-06-05,0.26953100000000002,Ny5
M14-09/G16-12,F,N,Julussa 9,Julussa_1415,6815410,1262736,2014,2015,NA,NA,1,NA,0.12,1.11,0.01,3.87,564.851,19.92,161.129,0.295,429,Åmot,N,1.721,1,2,0,84.09420603,6,486.6,6164,0.51506475,0.452621467,0,0,0,0,0,0,5.00E-04,0,0,0,0,0.00701,0,0,0,0.00328,0.00928,0.66011,0.00981,0,0.02228,0.11116,0,0,0.00809,0,0,0.13796,0,0,0.00635,0.02417,0,0,0,1,G16-12,0,Kyn2
M14-10/G95-10,M,N,Julussa 9,Julussa_1415,6815410,1262736,2014,2015,NA,NA,1,NA,0.12,1.11,0.01,3.87,564.851,19.92,161.129,0.295,429,Åmot,N,1.721,1,2,0,84.09420603,6,486.6,6164,0.51506475,0.452621467,0,0,0,0,0,0,5.00E-04,0,0,0,0,0.00701,0,0,0,0.00328,0.00928,0.66011,0.00981,0,0.02228,0.11116,0,0,0.00809,0,0,0.13796,0,0,0.00635,0.02417,0,0,0,1,G95-10,0.284912,Ulr3
G29-10,M,S,Juvberget 3,Juvberget_1415,6753381,1319422,2014,2015,illegal,NA,0,NA,0.24,1.09,0,5.27,404.658,18.535,166.999,0.19,1737,Torsby,S,5.171,1,4,0,82.79930621,6,77.6,1456.7,0.37154348,0.482322318,0,0.00083,0,0,0,0,0,0,0,0,0.00061,0,0,0.00048,0,0.00189,0.00171,0.6397,0.07319,0,0,0.13387,0,0,0,0,0,0.11663,0,0,0.00331,0.02779,0,0,0,1,G29-10,0.31103500000000001,Has3
G51-13,F,S,Juvberget 3,Juvberget_1415,6753381,1319422,2014,2015,illegal,NA,0,NA,0.24,1.09,0,5.27,404.658,18.535,166.999,0.19,1737,Torsby,S,5.171,1,4,0,82.79930621,6,77.6,1456.7,0.37154348,0.482322318,0,0.00083,0,0,0,0,0,0,0,0,0.00061,0,0,0.00048,0,0.00189,0.00171,0.6397,0.07319,0,0,0.13387,0,0,0,0,0,0.11663,0,0,0.00331,0.02779,0,0,0,1,G51-13,0.16552700000000001,Jang6
G20-13,F,S,Kerto,Kerto_1415,6685334,1328262,2014,2015,NA,NA,0,NA,0.29,1.37,0.1,3.92,298.128,32.486,171.167,0.396,1737,Torsby,S,10.363,1,7,0,74.53298611,6,57.3,1074.7,0.805973942,0.671693779,0,0.00138,0,0,0,0,0,0,0,0,0.00056,0.01278,0,0,0.00532,0.0065,0.00192,0.81713,0.02181,0,0,0.07619,0,0,0,0,0,0.02345,0,0,0,0.03296,0,0,0,1,G20-13,0.15216099999999999,Sku
G27-14,M,S,Kerto,Kerto_1415,6685334,1328262,2014,2015,NA,NA,0,NA,0.29,1.37,0.1,3.92,298.128,32.486,171.167,0.396,1737,Torsby,S,10.363,1,7,0,74.53298611,6,57.3,1074.7,0.805973942,0.671693779,0,0.00138,0,0,0,0,0,0,0,0,0.00056,0.01278,0,0,0.00532,0.0065,0.00192,0.81713,0.02181,0,0,0.07619,0,0,0,0,0,0.02345,0,0,0,0.03296,0,0,0,1,G27-14,0.29980499999999999,Trå
G27-11,M,S,Kindla,Kindla_1415,6638814,1442676,2014,2015,NA,NA,0,NA,0.31,1.32,0.6,7.41,237.805,30.752,175.69,0.268,1863,Hällefors,S,13.32,0,6,0,72.15088384,6,2.5,2.7,0.733033191,0.654920559,0,0.01104,0.00061,0,0,0,0.00035,0,0,0,0.00031,0.00475,0,3.00E-04,0.00088,0.00554,0.00232,0.77782,0.04148,0,0,0.05691,0,0,0,0,0.00031,0.01508,0,0,0,0.08227,0,0,0,1,G27-11,0.227051,Sil1
G60-13,F,S,Kindla,Kindla_1415,6638814,1442676,2014,2015,NA,NA,0,NA,0.31,1.32,0.6,7.41,237.805,30.752,175.69,0.268,1863,Hällefors,S,13.32,0,6,0,72.15088384,6,2.5,2.7,0.733033191,0.654920559,0,0.01104,0.00061,0,0,0,0.00035,0,0,0,0.00031,0.00475,0,3.00E-04,0.00088,0.00554,0.00232,0.77782,0.04148,0,0,0.05691,0,0,0,0,0.00031,0.01508,0,0,0,0.08227,0,0,0,1,G60-13,0.30590800000000001,Ack
M-05-07,F,S,Kloten,Kloten_1415,6647113,1464131,2014,2015,NA,NA,1,NA,0.34,1.35,0.98,8.34,256.431,30.222,175.276,0.242,1864,Ljusnarsberg,S,12.18,0,5,0,72.12365967,6,2.3,2.5,0.559973207,0.531989389,0,0.00999,0.00085,0,0,5.00E-04,6.00E-04,0,0,0,0.00082,0.01247,0,0.00029,0.00276,0.01035,0.0019,0.77266,0.02165,0,0,0.07224,0,0,0,0,0.00058,0.00849,0,0,0,0.08385,0,0,0,1,M-05-07,0.30224600000000001,Utt
M-09-18,M,S,Kloten,Kloten_1415,6647113,1464131,2014,2015,NA,NA,1,NA,0.34,1.35,0.98,8.34,256.431,30.222,175.276,0.242,1864,Ljusnarsberg,S,12.18,0,5,0,72.12365967,6,2.3,2.5,0.559973207,0.531989389,0,0.00999,0.00085,0,0,5.00E-04,6.00E-04,0,0,0,0.00082,0.01247,0,0.00029,0.00276,0.01035,0.0019,0.77266,0.02165,0,0,0.07224,0,0,0,0,0.00058,0.00849,0,0,0,0.08385,0,0,0,1,M-09-18,0.29980499999999999,Krp2
G32-12,M,S,Kläggen,Kläggen_1415,6695637,1333845,2014,2015,legal,NA,0,NA,0.26,1.33,0.12,3.46,304.791,27.374,174.939,0.326,1737,Torsby,S,8.671,1,7,0,77.1198985,6,17,470.9,0.700579813,0.607562866,0,0.00203,0,0,0,0,0,0,0,0,0.00056,0.01263,0,0,0.00623,0.00653,0.00045,0.80847,0.03032,0,0,0.07677,0,0,0,0,0.00027,0.01493,0,0,0,0.0408,0,0,0,1,G32-12,0.30590800000000001,Ack
G85-11,F,S,Kläggen,Kläggen_1415,6695637,1333845,2014,2015,legal,NA,0,NA,0.26,1.33,0.12,3.46,304.791,27.374,174.939,0.326,1737,Torsby,S,8.671,1,7,0,77.1198985,6,17,470.9,0.700579813,0.607562866,0,0.00203,0,0,0,0,0,0,0,0,0.00056,0.01263,0,0,0.00623,0.00653,0.00045,0.80847,0.03032,0,0,0.07677,0,0,0,0,0.00027,0.01493,0,0,0,0.0408,0,0,0,1,G85-11,0.27050800000000003,Amä1
G68-12,F,S,Korsån 4,Korsån_1415,6735269,1516746,2014,2015,illegal,NA,0,NA,0.2,1.33,0.44,6.73,244.105,28.025,172.967,0.177,2080,Falun,S,21,0,2,0,77.22971652,6,2.7,2.3,0.496737868,0.49499829,0,0.00592,0,0,0,0,0,0,0,0,0,0.02686,0,0,0.00169,0.00493,0.00072,0.75231,0.01466,0,0,0.10693,0,0,0,0,0,0.01632,0,0,0,0.06967,0,0,0,1,G68-12,0.24853500000000001,Kors2
G96-12,M,S,Korsån 4,Korsån_1415,6735269,1516746,2014,2015,NA,NA,0,NA,0.2,1.33,0.44,6.73,244.105,28.025,172.967,0.177,2080,Falun,S,21,0,2,0,77.22971652,6,2.7,2.3,0.496737868,0.49499829,0,0.00592,0,0,0,0,0,0,0,0,0,0.02686,0,0,0.00169,0.00493,0.00072,0.75231,0.01466,0,0,0.10693,0,0,0,0,0,0.01632,0,0,0,0.06967,0,0,0,1,G96-12,0,Kyn2
G48-13,F,S,Kroppefjäll 6,Kroppefjäll_1415,6512277,1292426,2014,2015,legal,NA,0,NA,0.52,1.27,0.76,9.6,124.226,40.227,174.663,0.292,1461,Mellerud,S,24.55,0,1,0,41.22842262,6,3.4,3.3,0.486787099,0.370058298,0,0.00911,0.00043,0,0,0,3.00E-04,0,0,0,0.00061,0.28765,0,0.00199,0.00272,0.03899,0.03965,0.45153,0.06311,0,0,0.02462,0,0,0,0,0.00237,0.02869,0,0,0,0.04823,0,0,0,1,G48-13,0.15216099999999999,Sku
G7-13,M,S,Kroppefjäll 6,Kroppefjäll_1415,6512277,1292426,2014,2015,illegal,NA,0,NA,0.52,1.27,0.76,9.6,124.226,40.227,174.663,0.292,1461,Mellerud,S,24.55,0,1,0,41.22842262,6,3.4,3.3,0.486787099,0.370058298,0,0.00911,0.00043,0,0,0,3.00E-04,0,0,0,0.00061,0.28765,0,0.00199,0.00272,0.03899,0.03965,0.45153,0.06311,0,0,0.02462,0,0,0,0,0.00237,0.02869,0,0,0,0.04823,0,0,0,1,G7-13,0.27356000000000003,Rot2
G15-13,F,S,Kukkumäki 1,Kukkumäki_1415,6805424,1484790,2014,2015,NA,NA,0,NA,0.2,1.24,0.31,5.13,282.678,23.973,167.611,0.167,2121,Ovanåker,S,5.85,0,1,0,77.31770833,6,1.9,2.8,0.492302082,0.314717806,0,0.00679,0.00059,0,0,0,0.00037,0,0,0,0,0.01936,0,0.00079,0.0016,0.00044,0.00035,0.74443,0.0094,0,0,0.13764,0,0,0,0,0.00058,0.03588,0,0,0,0.04178,0,0,0,1,G15-13,0.29699700000000001,Tand
G24-13,M,S,Kukkumäki 1,Kukkumäki_1415,6805424,1484790,2014,2015,NA,NA,0,NA,0.2,1.24,0.31,5.13,282.678,23.973,167.611,0.167,2121,Ovanåker,S,5.85,0,1,0,77.31770833,6,1.9,2.8,0.492302082,0.314717806,0,0.00679,0.00059,0,0,0,0.00037,0,0,0,0,0.01936,0,0.00079,0.0016,0.00044,0.00035,0.74443,0.0094,0,0,0.13764,0,0,0,0,0.00058,0.03588,0,0,0,0.04178,0,0,0,1,G24-13,0.247803,Ten2
G104-11,M,S,Kungskogen 1,Kungsskogen_1415,6592293,1400256,2014,2015,NA,NA,0,The male moves to Vismen 2 in winter 1415 after female killed,0.41,1.25,1.04,10.29,113.574,39.47,182.441,0.267,1781,Kristinehamn,S,31.225,0,3,0,59.79029769,6,2.3,2.6,0.554934669,0.436185026,0,0.01401,0.00288,0,0,0,0.00044,0,0,0.00061,0.00113,0.18689,0,0.00367,0.00429,0.0113,0.00491,0.49136,0.06927,0,0,0.027,0,0,0,0,0.01218,0.05273,0,0,0,0.1162,0.00112,0,0,1,G104-11,0,Kyn2
G49-11,F,S,Kungskogen 1,Kungsskogen_1415,6592293,1400256,2014,2015,illegal,NA,0,NA,0.41,1.25,1.04,10.29,113.574,39.47,182.441,0.267,1781,Kristinehamn,S,31.225,0,3,0,59.79029769,6,2.3,2.6,0.554934669,0.436185026,0,0.01401,0.00288,0,0,0,0.00044,0,0,0.00061,0.00113,0.18689,0,0.00367,0.00429,0.0113,0.00491,0.49136,0.06927,0,0,0.027,0,0,0,0,0.01218,0.05273,0,0,0,0.1162,0.00112,0,0,1,G49-11,0,Kyn2
G91-11,M,N,Kynna 3,Kynna_1415,6749440,1293708,2014,2015,NA,NA,0,NA,0.35,1.5,0.66,6.86,344.907,21.966,174.462,0.195,426,Våler,N,9.781,1,2,0,73.1153588,6,344.1,6164,0.544643386,0.512930185,0,0.00173,0.00066,0,0,0,0,0,0,0,4.00E-04,0.08681,0,0,0,0.00823,0.0017,0.5498,0.00521,0,0,0.19113,0,0,0.0025,0,0,0.13283,0,0,0.0044,0.0146,0,0,0,1,G91-11,0.29736299999999999,Jang5
M-07-05,F,N,Kynna 3,Kynna_1415,6749440,1293708,2014,2015,other,NA,1,"9 yr old, could have died of old age/disease",0.35,1.5,0.66,6.86,344.907,21.966,174.462,0.195,426,Våler,N,9.781,1,2,0,73.1153588,6,344.1,6164,0.544643386,0.512930185,0,0.00173,0.00066,0,0,0,0,0,0,0,4.00E-04,0.08681,0,0,0,0.00823,0.0017,0.5498,0.00521,0,0,0.19113,0,0,0.0025,0,0,0.13283,0,0,0.0044,0.0146,0,0,0,1,M-07-05,0.29345700000000002,Kyn1
