RovbaseID,DNAID,Art,Dødsårsak,"Dødsårsak, annet",Dødsdato,Usikker dødsdato,Dødstidspunkt,Alder på dødt individ,Aldersklasse verifisert SVA,Yngling,Kjønn,"Alder, vurdert","Alder, verifisert","Alder, verifisert av",Helvekt,Slaktevekt,CITES-nummer,Kontroll av fellingsted,Vevsprøve tatt,Observasjons/Jaktdato,Kontrollstatus,Vurdering,Microchip,Funnsted,Nord (UTM33/SWEREF99 TM),Øst (UTM33/SWEREF99 TM),Nord (RT90),Øst (RT90),Koordinatsystem,Stedkvalitet,Individ,SVAID,Länsstyrelsens nr,Kommunenummer,Kommune,Fylkenummer,Fylke
M004864,D061864,Varg,Licensjakt,,2010.01.02,Nej,11:15,Unge,Ja,Ja,Hona,0,0,SVA,30,,,Nej,Ja,2010.01.02,Laboratorium,Dokumenterad,,Tvångsmon,6591627,350386,6595726,1304667,RT90,Mycket bra,UI040804 D-10-28 +,V2010-0023,,2-1765,Årjäng (S),2-17,Värmlands län (S)
M004865,D061865,Varg,Licensjakt,,2010.01.02,Nej,11:45,Vuxen,Ja,Nej,Hane,3,3,SVA,49,,,Nej,Ja,2010.01.02,Laboratorium,Dokumenterad,,"Backadammen, Sundåsmyren",6715973,404065,6719478,1359890,RT90,Mycket bra,UI040133 D-10-29 +,V2010-0024,,2-1737,Torsby (S),2-17,Värmlands län (S)
M004868,D061868,Varg,Licensjakt,,2010.01.02,Nej,12:10,Vuxen,Ja,Nej,Hona,2,2,SVA,"32,5",,,Nej,Ja,2010.01.02,Laboratorium,Dokumenterad,,Skacksjöängarna,6625341,405112,6628791,1359830,RT90,Mycket bra,UI040183 D-10-31 +,V2010-0028,,2-1766,Sunne (S),2-17,Värmlands län (S)
M004871,D061871,Varg,Licensjakt,,2010.01.02,Nej,11:00,Vuxen,Ja,Nej,Hane,1,1,SVA,"44,5",,,Nej,Ja,2010.01.02,Laboratorium,Dokumenterad,,Igelhöjden,6647937,467642,6650636,1422662,RT90,Mycket bra,UI040206 D-10-34 +,V2010-0031,,2-1782,Filipstad (S),2-17,Värmlands län (S)
M004872,D061872,Varg,Licensjakt,,2010.01.02,Nej,14:55,Vuxen,Ja,Nej,Hona,2,2,SVA,30,,,Nej,Ja,2010.01.02,Laboratorium,Dokumenterad,,Råberget,6684401,396817,6687980,1352251,RT90,Mycket bra,UI040184 D-10-35 +,V2010-0032,,2-1737,Torsby (S),2-17,Värmlands län (S)
M004873,D061873,Varg,Licensjakt,,2010.01.02,Nej,13:50,Vuxen,Ja,Nej,Hona,1,1,SVA,43,,,Nej,Ja,2010.01.02,Laboratorium,Dokumenterad,,"Holmtjärnen, Holmtjärnstorp",6620298,480606,6622828,1435294,RT90,Mycket bra,UI040517 D-10-36 +,V2010-0033,,2-1863,Hällefors (S),2-18,Örebro län (S)
M004874,D061874,Varg,Licensjakt,,2010.01.02,Nej,11:20,Vuxen,Ja,Nej,Hona,2,2,SVA,"39,5",,,Nej,Ja,2010.01.02,Laboratorium,Dokumenterad,,Björkåssjön,6598479,450199,6601370,1404610,RT90,Mycket bra,UI040134 D-10-37 +,V2010-0034,,2-1760,Storfors (S),2-17,Värmlands län (S)
M004875,D061875,Varg,Licensjakt,,2010.01.02,Nej,10:10,Unge,Ja,Ja,Hane,0,0,SVA,"37,5",,,Nej,Ja,2010.01.02,Laboratorium,Dokumenterad,,Knoberget,6669160,426763,6672366,1382025,RT90,Mycket bra,UI040518 D-10-38 +,V2010-0035,,2-1783,Hagfors (S),2-17,Värmlands län (S)
M004858,D061858,Varg,Licensjakt,,2010.01.03,Nej,14:25,Vuxen,Ja,Nej,Hona,3,3,SVA,"36,5",,,Nej,Ja,2010.01.03,Laboratorium,Dokumenterad,,Hållåsen,6763434,577719,6764822,1534190,RT90,Mycket bra,UI040372 D-10-22 +,V2010-0013,,2-2101,Ockelbo (S),2-21,Gävleborgs län (S)
M004862,D061862,Varg,Licensjakt,,2010.01.03,Nej,13:55,Unge,Ja,Ja,Hona,0,0,SVA,31,,,Nej,Ja,2010.01.03,Laboratorium,Dokumenterad,,Håleresjön,6456619,326255,6460935,1278895,RT90,Mycket bra,UI040834 D-10-26 +,V2010-0021,,2-1462,LillaEdet (S),2-14,Västra Götalands län (S)
M004870,D061870,Varg,Licensjakt,,2010.01.03,Nej,15:30,Vuxen,Ja,Nej,Hona,1,1,SVA,34,,,Nej,Ja,2010.01.03,Laboratorium,Dokumenterad,,Bräcketjärnets norra ände,6527388,353065,6531420,1306570,RT90,Mycket bra,UI040791 D-10-33 +,V2010-0030,,2-1492,Åmål (S),2-14,Västra Götalands län (S)
M004859,D061859,Varg,Licensjakt,,2010.01.04,Nej,14:27,Vuxen,Ja,Nej,Hona,1,1,SVA,26,,,Nej,Ja,2010.01.04,Laboratorium,Dokumenterad,,Tafsberget,6732267,489315,6734732,1445375,RT90,Mycket bra,UI040198 D-10-23 +,V2010-0016,,2-2029,Leksand (S),2-20,Dalarnas län (S)
M004869,D061869,Varg,Licensjakt,,2010.01.04,Nej,12:00,Vuxen,Ja,Nej,Hona,1,1,SVA,"36,5",,,Nej,Ja,2010.01.04,Laboratorium,Dokumenterad,,Vintersjöhöjden,6639548,464614,6642280,1419530,RT90,Mycket bra,UI040205 D-10-32 +,V2010-0029,,2-1782,Filipstad (S),2-17,Värmlands län (S)
M004866,D061866,Varg,Licensjakt,,2010.01.05,Nej,13:50,Vuxen,Ja,Nej,Hane,4,4,SVA,44,,,Nej,Ja,2010.01.05,Laboratorium,Dokumenterad,,Kölsjön,6767063,555978,6768720,1512488,RT90,Mycket bra,UI040376 D-10-30 +,V2010-0026,,2-2183,Bollnäs (S),2-21,Gävleborgs län (S)
M004867,D061867,Varg,Licensjakt,,2010.01.05,Nej,14:30,Vuxen,Ja,Nej,Hona,7,7,SVA,36,,,Nej,Ja,2010.01.05,Laboratorium,Dokumenterad,,Kölsjön,6765891,556179,6767545,1512674,RT90,Mycket bra,UI400318 M-05-12 0512 V149 +,V2010-0027,,2-2183,Bollnäs (S),2-21,Gävleborgs län (S)
M004878,D061878,Varg,Skyddsjakt,,2010.01.15,Nej,14:15,Vuxen,Ja,Nej,Hona,1,1,SVA,30,,,Nej,Ja,2010.01.15,Laboratorium,Dokumenterad,,Gölsjön,6972282,486706,6974867,1445743,RT90,Mycket bra,UI040135 D-10-41 +,V2010-0093,,2-2326,Berg (S),2-23,Jämtlands län (S)
M004880,D061880,Varg,Licensjakt,,2010.01.28,Nej,11:00,Vuxen,Ja,Nej,Hane,1,1,SVA,48,,,Nej,Ja,2010.01.28,Laboratorium,Dokumenterad,,Julöfallet,6543952,466867,6546619,1420625,RT90,Mycket bra,UI040656 D-10-39 +,V2010-0120,,2-1862,Degerfors (S),2-18,Örebro län (S)
M004877,D061877,Varg,Skyddsjakt,,2010.01.29,Nej,,Vuxen,Ja,Nej,Hona,1,1,SVA,"32,1",,,Nej,Ja,2010.01.29,Laboratorium,Dokumenterad,,Lossen,6923266,387945,6927066,1346328,RT90,Mycket bra,UI040199 D-10-43 +,V2010-0172,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M004881,D061881,Varg,Skyddsjakt,,2010.02.03,Nej,,Vuxen,Ja,Nej,Hane,1,1,SVA,"34,9",,,Nej,Ja,2010.02.03,Laboratorium,Dokumenterad,,"Björnbodberget, Hede",6928677,417852,6932106,1376316,RT90,Mycket bra,UI040200 D-10-44 +,V2010-0173,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M004882,D061882,Varg,Skyddsjakt,,2010.02.19,Nej,,Vuxen,Ja,Nej,Hona,1,1,SVA,"32,6",,,Nej,Ja,2010.02.19,Laboratorium,Dokumenterad,,Vålåsen,6878199,449194,6881216,1407042,RT90,Mycket bra,UI040768 D-10-47 +,V2010-0635,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M407899,D447371,Varg,Skyddsjakt,,2010.02.27,Nej,12:30,Vuxen,Ja,Nej,Hane,1,1,SVA,"47,00","0,00",,Nej,Nej,2010.02.27,Laboratorium,Dokumenterad,,Exakt platsuppgift saknas,7457470,743010,7456900,1708300,RT90,Mindre bra,UI040091 D-10-48 +,V2010-0485,,2-2523,Gällivare (S),2-25,Norrbottens län (S)
M004884,D061884,Varg,Skyddsjakt,,2010.05.12,Nej,,Vuxen,Ja,Nej,Hane,1,1,SVA,"35,5",,,Nej,Ja,2010.05.12,Laboratorium,Dokumenterad,,Vålåsjöfjället,6981095,388251,6984918,1347358,RT90,Mycket bra,UI040769 D-10-56 +,V2010-1178,,2-2326,Berg (S),2-23,Jämtlands län (S)
M404742,D411309,Varg,Skyddsjakt,,2010.06.05,Nej,02:15,Vuxen,Nej,Nej,Hona,2,2,NINA,38,"0,00",,Nej,Nej,2010.06.05,Laboratorium,Dokumenterad,,"Åstuvegen, Gropmarka",6788149,256790,6793505,1213425,WGS84-UTM Zon 32,Mycket bra,UI402043 M-10-04 V391 +,,,1-3405,Lillehammer (N),1-34,Innlandet (N)
M404749,D411707,Varg,Skyddsjakt,,2010.06.18,Nej,19:00,Vuxen,Nej,Nej,Hane,2,2,NINA,44,"0,00",,Nej,Nej,2010.06.18,Laboratorium,Dokumenterad,,Elgåhogna,6890206,346402,6894508,1304352,RT90,Mycket bra,UI402041 M-10-11 V389 +,,,1-3425,Engerdal (N),1-34,Innlandet (N)
M404750,D411768,Varg,Skyddsjakt,,2010.06.27,Nej,23:30,Vuxen,Nej,Nej,Hane,4,4,NINA,"36,5","0,00",,Nej,Nej,2010.06.27,Laboratorium,Dokumenterad,,Sulebegsletta Samdalen,6828324,264908,6833469,1221906,WGS84-UTM Zon 32,Mindre bra,UI417059 V111 +,,,1-3439,Ringebu (N),1-34,Innlandet (N)
M404753,D411869,Varg,Skyddsjakt,,2010.07.12,Nej,22:20,Vuxen,Nej,Nej,Hane,1,1,NINA,44,"0,00",,Ja,Nej,2010.07.12,Laboratorium,Dokumenterad,,Møyåmyra,6884010,309493,6888625,1267205,WGS84-UTM Zon 32,Mindre bra,UI402040 G27-10 V388 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M004885,D061885,Varg,Skyddsjakt,,2010.08.28,Nej,09:45,Vuxen,Ja,Nej,Hona,1,1,SVA,35,,,Nej,Ja,2010.08.28,Laboratorium,Dokumenterad,,Visterud,6622869,406104,6626306,1360792,RT90,Mycket bra,UI040730 D-10-62 +,V2010-1568,,2-1766,Sunne (S),2-17,Värmlands län (S)
M004896,D061896,Varg,Skyddsjakt,,2010.11.15,Nej,,Vuxen,Ja,Nej,Hane,3,3,SVA,47,,,Nej,Ja,2010.11.15,Laboratorium,Dokumenterad,,Stora Harundsjön,6878205,388601,6881976,1346423,RT90,Mycket bra,UI040657 D-10-68 +,V2010-2443,,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
M004897,D061897,Varg,Skyddsjakt,,2010.11.15,Nej,13:41,Vuxen,Ja,Nej,Hona,1,1,SVA,43,,,Nej,Ja,2010.11.15,Laboratorium,Dokumenterad,,"Grönkampen, Ulandshögen",6875582,389515,6879340,1347304,RT90,Mycket bra,UI040840 D-10-67 +,V2010-2444,,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
M004890,D061890,Varg,Skyddsjakt,,2010.12.04,Nej,13:10,Vuxen,Ja,Nej,Hona,2,2,SVA,32,,,Nej,Ja,2010.12.04,Laboratorium,Dokumenterad,,Vinfageråsen,6865611,399570,6869240,1357240,RT90,Mycket bra,UI040475 D-10-71 +,V2010-2667,,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
M004891,D061891,Varg,Skyddsjakt,,2010.12.04,Nej,13:18,Vuxen,Ja,Nej,Hane,2,2,SVA,37,,,Nej,Ja,2010.12.04,Laboratorium,Dokumenterad,,Vinfageråsen,6865424,398966,6869060,1356633,RT90,Mycket bra,UI040841 D-10-70 +,V2010-2668,,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
M404825,D414607,Varg,Skyddsjakt,,2010.12.08,Nej,15:55,Vuxen,Nej,Nej,Hane,2,2,NINA,"42,5","42,50",,Nej,Ja,2010.12.08,Fältkontroll - SNO,Dokumenterad,578098100265276,Oppsal,6475249,40738,6482917,993270,WGS84-UTM Zon 33,Mindre bra,UI401298 G36-11 V317 +,,,1-4225,Lyngdal (N),1-42,Agder (N)
M004898,D061898,Varg,Skyddsjakt,,2010.12.18,Nej,14:30,Vuxen,Ja,Nej,Hona,2,2,SVA,"35,5",,,Nej,Ja,2010.12.18,Laboratorium,Dokumenterad,,"Ormtjärnen, V Born.",6801605,530037,6803593,1486965,RT90,Mycket bra,UI040092 D-10-74 +,V2010-2863,,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
M407900,D447372,Varg,Skyddsjakt,,2010.12.20,Nej,,Vuxen,Ja,Nej,Hane,1,1,SVA,"42,00","0,00",,Nej,Nej,2010.12.20,Laboratorium,Dokumenterad,,Dovelsås,6946214,445535,6949304,1404230,RT90,Mycket bra,UI040792 D-10-75 +,V2010-2917,,2-2326,Berg (S),2-23,Jämtlands län (S)
M004900,D061900,Varg,Licensjakt,,2011.01.15,Nej,10:46,Vuxen,Ja,Nej,Hane,1,1,SVA,"46,5",,,Nej,Ja,2011.01.15,Laboratorium,Dokumenterad,,"Ycklaren, mellan Gruvan och Killingholmen",6749124,595747,6750287,1552047,RT90,Mycket bra,UI040106 D-11-31 +,V2011-0083,,2-2101,Ockelbo (S),2-21,Gävleborgs län (S)
M004901,D061901,Varg,Licensjakt,,2011.01.15,Nej,12:36,Vuxen,Ja,Nej,Hona,1,1,SVA,34,,,Nej,Ja,2011.01.15,Laboratorium,Dokumenterad,,Sommarbodtjärnen,6746543,598161,6747675,1554429,RT90,Mycket bra,UI040136 D-11-32 +,V2011-0084,,2-2101,Ockelbo (S),2-21,Gävleborgs län (S)
M004902,D061902,Varg,Licensjakt,,2011.01.15,Nej,12:00,Vuxen,Ja,Nej,Hane,6,6,SVA,47,,,Nej,Ja,2011.01.15,Laboratorium,Dokumenterad,,Rötmorkälen,6814571,401698,6818150,1358736,RT90,Mycket bra,UI400312 M-09-04 V194 +,V2011-0089,,2-2023,Malung (S),2-20,Dalarnas län (S)
M004903,D061903,Varg,Licensjakt,,2011.01.15,Nej,10:05,Unge,Ja,Ja,Hane,0,0,SVA,28,,,Nej,Ja,2011.01.15,Laboratorium,Dokumenterad,,Gänsmossen,6679876,486276,6682359,1441693,RT90,Mycket bra,UI040700 D-11-33 +,V2011-0090,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
M004904,D061904,Varg,Licensjakt,,2011.01.15,Nej,10:30,Vuxen,Ja,Nej,Hona,4,4,SVA,36,,,Nej,Ja,2011.01.15,Laboratorium,Dokumenterad,,Jansbrändan,6678377,486697,6680855,1442095,RT90,Mycket bra,UI400555 D-11-17 V254 +,V2011-0091,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
M004905,D061905,Varg,Licensjakt,,2011.01.15,Nej,10:20,Vuxen,Ja,Nej,Hane,2,2,SVA,38,,,Nej,Ja,2011.01.15,Laboratorium,Dokumenterad,,"Schedinstjärnen, Långberget",6686652,469347,6689345,1424840,RT90,Mycket bra,UI040208 D-11-18 +,V2011-0092,,2-2021,Vansbro (S),2-20,Dalarnas län (S)
M004906,D061906,Varg,Licensjakt,,2011.01.15,Nej,14:20,Vuxen,Ja,Nej,Hane,8,8,SVA,,,,Nej,Ja,2011.01.15,Laboratorium,Dokumenterad,,Lövens,6659558,507519,6661775,1462695,RT90,Mycket bra,UI400322 M-05-06 0506 V162 +,V2011-0093,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
M004908,D061908,Varg,Licensjakt,,2011.01.15,Nej,10:50,Vuxen,Ja,Nej,Hane,6,6,SVA,49,,,Nej,Ja,2011.01.15,Laboratorium,Dokumenterad,,Långberget,6900955,517908,6903125,1476064,RT90,Mycket bra,UI040479 D-11-19 +,V2011-0095,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
M004907,D061907,Varg,Licensjakt,,2011.01.16,Nej,13:15,Vuxen,Ja,Nej,Hona,1,1,SVA,36,,,Nej,Ja,2011.01.16,Laboratorium,Dokumenterad,,Buskbacken,6658234,505838,6660471,1460997,RT90,Mycket bra,UI040089 D-11-25 +,V2011-0094,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
M004909,D061909,Varg,Licensjakt,,2011.01.16,Nej,11:50,Vuxen,Ja,Nej,Hane,3,3,SVA,"49,5",,,Nej,Ja,2011.01.16,Laboratorium,Dokumenterad,,"Köpegullet, Teåkerssjön",6514547,339147,6518740,1292490,RT90,Mycket bra,UI400935 D-11-26 V313 +,V2011-0110,,2-1461,Mellerud (S),2-14,Västra Götalands län (S)
M004910,D061910,Varg,Licensjakt,,2011.01.16,Nej,12:20,Vuxen,Ja,Nej,Hona,1,1,SVA,40,,,Nej,Ja,2011.01.16,Laboratorium,Dokumenterad,,"Rannsjöheden, Ransberg",6629905,409370,6633306,1364145,RT90,Mycket bra,UI040732 D-11-20 +,V2011-0111,,2-1762,Munkfors (S),2-17,Värmlands län (S)
M004911,D061911,Varg,Licensjakt,,2011.01.16,Nej,,Unge,Ja,Ja,Hane,0,0,SVA,32,,,Nej,Ja,2011.01.16,Laboratorium,Dokumenterad,,"Krokberg, Ransbysätter",6660421,403825,6663903,1358970,RT90,Mycket bra,UI040762 D-11-21 +,V2011-0112,,2-1766,Sunne (S),2-17,Värmlands län (S)
M004913,D061913,Varg,Licensjakt,,2011.01.16,Nej,15:05,Vuxen,Ja,Nej,Hona,1,1,SVA,"37,5",,,Nej,Ja,2011.01.16,Laboratorium,Dokumenterad,,Väringberget,6586635,518737,6588690,1473030,RT90,Mycket bra,UI040158 D-11-22 +,V2011-0114,,2-1880,Örebro (S),2-18,Örebro län (S)
M004914,D061914,Varg,Licensjakt,,2011.01.16,Nej,12:49,Vuxen,Ja,Nej,Hona,3,3,SVA,38,,,Nej,Ja,2011.01.16,Laboratorium,Dokumenterad,,"Röberget, Storeken",6653241,364217,6657203,1319255,RT90,Mycket bra,UI040280 D-11-27 +,V2011-0115,,2-1784,Arvika (S),2-17,Värmlands län (S)
M004912,D061912,Varg,Licensjakt,,2011.01.17,Nej,15:53,Unge,Ja,Ja,Hane,0,0,SVA,28,,,Nej,Ja,2011.01.17,Laboratorium,Dokumenterad,,Söpple,6617063,337667,6621330,1292250,RT90,Mycket bra,UI040155 D-11-23 +,V2011-0113,,2-1730,Eda (S),2-17,Värmlands län (S)
M004920,D061920,Varg,Skyddsjakt,,2011.01.17,Nej,,Vuxen,Ja,Nej,Hane,1,1,SVA,45,,,Nej,Ja,2011.01.17,Laboratorium,Dokumenterad,,"Frägnberget, Horten",6914020,487153,6916578,1445461,RT90,Mycket bra,UI400905 G102-11 V285 +,V2011-0528,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M004899,D061899,Varg,Licensjakt,,2011.01.22,Nej,14:26,Unge,Ja,Ja,Hona,0,0,SVA,29,,,Nej,Ja,2011.01.22,Laboratorium,Dokumenterad,,Storön - Lingonön,6648091,512769,6650240,1467807,RT90,Mycket bra,UI040088 D-11-24 +,V2011-0141,,2-1885,Lindesberg (S),2-18,Örebro län (S)
M004915,D061915,Varg,Licensjakt,,2011.01.24,Nej,14:30,Vuxen,Ja,Nej,Hane,1,1,SVA,48,,,Nej,Ja,2011.01.24,Laboratorium,Dokumenterad,,"Löveråsberget, Månäs",6708241,393690,6711870,1349415,RT90,Mycket bra,UI040241 D-11-28 +,V2011-0173,,2-1737,Torsby (S),2-17,Värmlands län (S)
M004919,D061919,Varg,Skyddsjakt,,2011.01.24,Nej,,Vuxen,Ja,Nej,Hona,1,1,SVA,31,,,Nej,Ja,2011.01.24,Laboratorium,Dokumenterad,,"Skallarna, Hammarbergsvallen",6937498,409355,6941037,1367925,RT90,Mycket bra,UI040501 G99-10 +,V2011-0400,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M004916,D061916,Varg,Licensjakt,,2011.01.26,Nej,15:30,Vuxen,Ja,Nej,Hane,5,5,SVA,40,,,Nej,Ja,2011.01.26,Laboratorium,Dokumenterad,,Danielstorp,6635794,379599,6639560,1334432,RT90,Mycket bra,UI040395 D-11-29 +,V2011-0203,,2-1766,Sunne (S),2-17,Värmlands län (S)
M004917,D061917,Varg,Licensjakt,,2011.02.05,Nej,16:10,Vuxen,Ja,Nej,Hona,5,5,SVA,38,,,Nej,Ja,2011.02.05,Laboratorium,Dokumenterad,,Bjällhögen,6528127,331792,6532416,1285295,RT90,Mycket bra,UI040341 D-11-30 +,V2011-0320,,2-1438,Dals-Ed (S),2-14,Västra Götalands län (S)
M004918,D061918,Varg,Skyddsjakt,,2011.02.09,Nej,17:40,Vuxen,Ja,Nej,Hona,1,1,SVA,33,,,Nej,Ja,2011.02.09,Laboratorium,Dokumenterad,,"Bråtarna, Örbäcken",6641145,416432,6644465,1371347,RT90,Mycket bra,UI040148 G44-11 +,V2011-0390,,2-1783,Hagfors (S),2-17,Värmlands län (S)
M404953,D415043,Varg,Jakt - Kula,,2011.02.15,Nej,16:15,Vuxen,Nej,Nej,Hane,5,5,NINA,"46,5","0,00",,Ja,Nej,2011.02.15,Laboratorium,Dokumenterad,578098100264604,Åkre,6846303,298079,6851099,1255320,WGS84-UTM Zon 32,Mindre bra,UI400533 M-09-05 0905 V246 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M404956,D415055,Varg,Jakt - Kula,,2011.02.16,Nej,13:05,Vuxen,Nej,Nej,Hane,4,4,NINA,"44,5","0,00",,Ja,Ja,2011.02.16,Laboratorium,Dokumenterad,578098100168726,,6840698,305993,6845393,1263167,WGS84-UTM Zon 32,Mycket bra,UI400934 G105-10 V315 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M404957,D415056,Varg,Jakt - Kula,,2011.02.16,Nej,13:34,Vuxen,Nej,Nej,Hona,,,,"34,00","0,00",,Ja,Ja,2011.02.16,Laboratorium,Dokumenterad,578098100263792,,6840046,305746,6844744,1262912,WGS84-UTM Zon 32,Mindre bra,UI401507 G35-11 V334 +,,,1-3424,Rendalen (N),1-34,Innlandet (N)
M404988,D415200,Varg,Jakt - Kula,,2011.02.27,Nej,16:15,Vuxen,Nej,Nej,Hane,2,2,NINA,51,"0,00",,Ja,Nej,2011.02.27,Laboratorium,Dokumenterad,578098100265740,Ytre Laurak,6517022,114828,6523825,1067920,WGS84-UTM Zon 32,Mindre bra,UI402039 G89-11 V387 +,,,1-4214,Froland (N),1-42,Agder (N)
M004921,D061921,Varg,Skyddsjakt,,2011.05.15,Nej,,Vuxen,Ja,Nej,Hane,4,4,SVA,47,,,Nej,Ja,2011.05.15,Laboratorium,Dokumenterad,,"Stormyran, Granhammarsberget",7381954,812894,7380471,1777212,RT90,Mycket bra,UI040612 G101-10 +,V2011-4088,,2-2513,Överkalix (S),2-25,Norrbottens län (S)
M405102,D417013,Varg,Skyddsjakt,,2011.06.03,Nej,12:30,Vuxen,Nej,Nej,Hona,1,1,NINA,36,"0,00",,Ja,Ja,2011.06.03,Laboratorium,Dokumenterad,578098100265066,Nord øst for Hammeren,6703022,284446,6707865,1239905,WGS84-UTM Zon 33,Mindre bra,UI402050 G138-11 V398 +,,,1-3037,Hurdal (N),1-30,Viken (N)
M405120,D417118,Varg,Skyddsjakt,,2011.06.14,Nej,04:25,Vuxen,Nej,Nej,Hane,1,1,NINA,"43,5","0,00",,Nej,Nej,2011.06.14,Laboratorium,Dokumenterad,578098100265159,Sjulhusvangen,6894255,273907,6899319,1231730,WGS84-UTM Zon 32,Mindre bra,UI401960 G123-11 V342 +,,,1-3428,Alvdal (N),1-34,Innlandet (N)
M004923,D061923,Varg,Skyddsjakt,,2011.07.08,Nej,11:20,Vuxen,Ja,Nej,Hona,1,1,SVA,"32,5",,,Nej,Ja,2011.07.08,Laboratorium,Dokumenterad,,Nyhammar,6682882,497419,6685230,1452876,RT90,Mycket bra,UI040701 G111-11 +,V2011-4350,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
M004931,D061931,Varg,Skyddsjakt,,2011.10.15,Nej,14:00,Vuxen,Ja,Nej,Hane,3,3,SVA,"38,9",,,Nej,Ja,2011.10.15,Laboratorium,Dokumenterad,,"Oxmossen, Hinnerstorp",6485123,599233,6486178,1552325,RT90,Mycket bra,UI040613 G33-08 +,V2011-5606,,2-0581,Norrköping (S),2-05,Östergötlands län (S)
M004933,D061933,Varg,Skyddsjakt,,2011.11.12,Nej,15:45,Vuxen,Ja,Nej,Hona,1,1,SVA,34,,,Nej,Ja,2011.11.12,Laboratorium,Dokumenterad,,Kållaköp,6271415,436474,6274330,1386972,RT90,Mycket bra,UI401414 M-11-04 D-11-59 V330 +,V2011-5651,,2-0765,Älmhult (S),2-07,Kronobergs län (S)
M004934,D061934,Varg,Skyddsjakt,,2011.12.11,Nej,13:30,Vuxen,Ja,Nej,Hane,1,1,SVA,48,,,Nej,Ja,2011.12.11,Laboratorium,Dokumenterad,,Bredåsen,6873505,353735,6877707,1311481,RT90,Mycket bra,UI040478 G50-11 +,V2011-5937,,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
M004935,D061935,Varg,Skyddsjakt,,2011.12.11,Nej,13:30,Vuxen,Ja,Nej,Hona,2,2,SVA,37,,,Nej,Ja,2011.12.11,Laboratorium,Dokumenterad,,Bredåsen,6872886,354499,6877079,1312238,RT90,Mycket bra,UI040162 G51-11 +,V2011-5938,,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
M405308,D418746,Varg,Jakt - Kula,,2012.01.07,Nej,15:00,Vuxen,Nej,Nej,Hane,1,1,NINA,41,"0,00",,Ja,Ja,2012.01.07,Laboratorium,Dokumenterad,578098100346421,Åsta vest,6771822,299282,6776514,1255595,WGS84-UTM Zon 32,Mindre bra,UI401959 G19-12 V341 +,,,1-3422,Åmot (N),1-34,Innlandet (N)
M405318,D418817,Varg,Jakt - Kula,,2012.01.14,Nej,16:30,Vuxen,Nej,Nej,Hane,3,3,NINA,37,"0,00",,Ja,Ja,2012.01.14,Laboratorium,Dokumenterad,578098100345099,Narsetra,6761735,305029,6766352,1261221,WGS84-UTM Zon 32,Mindre bra,UI402036 G97-10 V384 +,,,1-3412,Løten (N),1-34,Innlandet (N)
M405321,D418887,Varg,Jakt - Kula,,2012.01.21,Nej,14:55,Vuxen,Nej,Nej,Hona,1,1,NINA,32,"0,00",,Nej,Ja,2012.01.21,Laboratorium,Dokumenterad,578098100346513,Klettsætra,6773225,299397,6777916,1255728,WGS84-UTM Zon 32,Mindre bra,UI402038 G83-11 V386 +,,,1-3422,Åmot (N),1-34,Innlandet (N)
M405323,D418900,Varg,Skyddsjakt,,2012.01.24,Nej,10:00,Vuxen,Nej,Nej,Hane,1,1,NINA,47,"0,00",,Nej,Nej,2012.01.24,Laboratorium,Dokumenterad,578098100264222,Elgåhogna,6893173,347228,6897466,1305216,WGS84-UTM Zon 33,Mindre bra,UI402054 G139-11 V402 +,,,1-3425,Engerdal (N),1-34,Innlandet (N)
M004938,D061938,Varg,Skyddsjakt,,2012.01.31,Nej,15:40,Vuxen,Ja,Nej,Hane,2,2,SVA,34,,,Nej,Ja,2012.01.31,Laboratorium,Dokumenterad,Skinn 0007B573B1,Stor-Grucken,6916221,396251,6919914,1354550,RT90,Mycket bra,UI040242 G57-12 +,V2012-0188,,2-2361,Härjedalen (S),2-23,Jämtlands län (S)
M004939,D061939,Varg,Skyddsjakt,,2012.02.09,Nej,16:01,Vuxen,Ja,Nej,Hane,2,2,SVA,"33,7",,,Nej,Ja,2012.02.09,Laboratorium,Dokumenterad,,"Ulvåsen, Foskros",6881407,375217,6885346,1333072,RT90,Mycket bra,UI040708 G118-11 +,V2012-0289,,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
