HändelseID,Individ,Fynddatum,Undersökt,Undersökt datum,Datum mottaget,Skada på,Ange vad som skadats,Ras,Ange ras,"Skadedatum, från","Skadedatum, till",Osäkert skadedatum,Antal döda under 1 år,Antal avlivade under 1 år,Antal skadade under 1 år,Antal saknade under 1 år,Antal döda 1 till 2 år,Antal avlivade 1 till 2 år,Antal skadade 1 till 2 år,Antal saknade 1 till 2 år,Antal döda över 2 år,Antal avlivade över 2 år,Antal skadade över 2 år,Antal saknade över 2 år,Antal döda körren,Antal avlivade körren,Antal skadade körren,Antal saknade körren,Skadeomfattning antal (inte djur),Skadeorsak,Ange skadeorsak,Betestyp,Kontrolltyp,Bedömning,KommunID,Fyndplats,Nord (UTM33/SWEREF99 TM),Öst (UTM33/SWEREF99 TM),Nord (RT90),Öst (RT90),Koordinatsystem,Platskvalitet,Godkänd datum,Visa publikt,Uppgifterna tillgängliga från,Låst,Låst datum,Senast sparad datum,Kommunenummer,Kommune,Fylkenummer,Fylke
V490658,,2018.11.02,Nej,,2018.11.02,Ren,,,,2018.10.31,2018.11.01,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - Sameby,Osäker,2-2422,Varåive,7303087,590470,7304457,1553737,SWEREF99 TM,Mindre bra,2018.11.18,Nej,,Nej,,2018.12.20,2-2422,Sorsele (S),2-24,Västerbottens län (S)
V490660,,2018.11.17,Ja,2018.11.17,,Jakthund,,Annan,Gråhund,2018.11.17,2018.11.17,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2029,Koltjärn / Andersbo,6740586,523861,6742630,1480035,RT90,Mycket bra,2018.11.19,Nej,,Nej,,2018.11.19,2-2029,Leksand (S),2-20,Dalarnas län (S)
V490690,,2018.11.20,Ja,2018.11.21,,Ren,,,,2018.11.19,2018.11.20,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2422,Akersträskberget,7280411,608757,7281541,1571737,SWEREF99 TM,Exakt,2018.11.22,Nej,,Nej,,2018.11.23,2-2422,Sorsele (S),2-24,Västerbottens län (S)
V490702,,2018.11.24,Ja,2018.11.24,,Jakthund,,Annan,Gråhund,2018.11.24,2018.11.24,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-1737,Stöllsäterberget,6703813,415227,6707176,1370908,RT90,Mindre bra,2018.11.24,Nej,,Nej,,2018.11.25,2-1737,Torsby (S),2-17,Värmlands län (S)
V490816,,2018.12.17,Ja,2018.12.17,,Ren,,,,2018.12.16,2018.12.17,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2422,Laisheden beteshage,7280072,620801,7281047,1583780,WGS84-UTM Zon 33,Mycket bra,,Nej,,Nej,,2018.12.19,2-2422,Sorsele (S),2-24,Västerbottens län (S)
V490851,,2019.01.03,Ja,2019.01.03,,Ren,,,,2019.01.03,2019.01.03,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2422,Sjöbonäs,7282478,609908,7283593,1572915,SWEREF99 TM,Exakt,2019.01.03,Nej,,Nej,,2019.01.03,2-2422,Sorsele (S),2-24,Västerbottens län (S)
V490856,,2019.01.05,Ja,2019.01.05,,Ren,,,,2019.01.05,2019.01.05,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2422,Guorbenåive,7276065,608255,7277200,1571179,SWEREF99 TM,Exakt,2019.01.05,Nej,,Nej,,2019.01.05,2-2422,Sorsele (S),2-24,Västerbottens län (S)
V490872,,2019.01.07,Ja,2019.01.08,,Ren,,,,2019.01.06,2019.01.07,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2422,Sergeberget,7271564,608032,7272701,1570899,RT90,Exakt,2019.01.08,Nej,,Nej,,2019.01.08,2-2422,Sorsele (S),2-24,Västerbottens län (S)
V490875,,2018.12.09,Ja,2018.12.11,,Jakthund,,Annan,75 % Karelsk Björnhund och 25 % plott,2018.12.09,2018.12.09,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-1430,Brattöns vindkraftpark,6501803,315210,6506277,1268386,WGS84-UTM Zon 33,Mindre bra,2019.01.09,Nej,,Nej,,2019.01.09,2-1430,Munkedal (S),2-14,Västra Götalands län (S)
V490897,,2019.01.13,Ja,2019.01.13,,Ren,,,,2019.01.13,2019.01.13,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2326,Tjänneråsen,6911973,478061,6914644,1436341,RT90,Mycket bra,2019.01.13,Ja,,Nej,,2019.01.13,2-2326,Berg (S),2-23,Jämtlands län (S)
V490901,,2019.01.12,Ja,2019.01.12,,Ren,,,,2019.01.07,2019.01.12,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2422,S Gelisen,7253645,611994,7254727,1574632,WGS84-UTM Zon 33,Mycket bra,2019.01.12,Nej,,Nej,,2019.01.14,2-2422,Sorsele (S),2-24,Västerbottens län (S)
V490902,,2019.01.12,Ja,2019.01.12,,Ren,,,,2019.01.10,2019.01.12,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2422,S Blattnicksele,7247602,618309,7248601,1580871,WGS84-UTM Zon 33,Mycket bra,2019.01.12,Nej,,Nej,,2019.01.14,2-2422,Sorsele (S),2-24,Västerbottens län (S)
V490903,,2019.01.12,Ja,2019.01.12,,Ren,,,,2019.01.11,2019.01.12,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2422,Skravelliden,7242713,616099,7243740,1578598,WGS84-UTM Zon 33,Mycket bra,2019.01.12,Nej,,Nej,,2019.01.14,2-2422,Sorsele (S),2-24,Västerbottens län (S)
V490954,,2019.01.15,Ja,2019.01.15,,Ren,,,,2019.01.14,2019.01.15,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2326,Sörtjärn,6912993,479656,6915644,1437949,WGS84-UTM Zon 33,Mindre bra,2019.01.19,Nej,,Nej,,2019.01.19,2-2326,Berg (S),2-23,Jämtlands län (S)
V491020,,2019.01.29,Ja,2019.01.29,,Jakthund,,Annan,Drever,2019.01.29,2019.01.29,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-1780,Gillermyren Mellby,6599975,437198,6603024,1391622,RT90,Exakt,2019.01.29,Nej,,Nej,,2019.01.29,2-1780,Karlstad (S),2-17,Värmlands län (S)
V491040,,2019.01.31,Ja,2019.01.31,,Jakthund,,,bigel,2019.01.31,2019.01.31,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-0821,Hornsö,6318940,568087,6320321,1519192,WGS84-UTM Zon 33,Exakt,2019.01.31,Nej,,Nej,,2019.02.04,2-0821,Högsby (S),2-08,Kalmar län (S)
V491445,,2019.03.15,Ja,2019.03.16,,Jakthund,,Annan,Schillerstövare,2019.03.15,2019.03.15,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-1438,Klevmarken,6538936,319690,6543378,1273317,WGS84-UTM Zon 33,Mycket bra,2019.03.18,Nej,,Nej,,2019.03.18,2-1438,Dals-Ed (S),2-14,Västra Götalands län (S)
V491687,,2019.04.12,Ja,2019.04.12,,Ren,,,,2019.04.12,2019.04.12,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2523,Raurakamyran,7394230,811021,7392772,1775498,SWEREF99 TM,Exakt,2019.04.12,Nej,,Nej,,2019.04.12,2-2523,Gällivare (S),2-25,Norrbottens län (S)
V491772,,2019.04.16,Ja,2019.04.16,,Ren,,,,2019.04.10,2019.04.13,Ja,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2582,Råntju,7379844,810302,7378394,1774593,WGS84-UTM Zon 33,Mindre bra,,Ja,,Nej,,2019.04.24,2-2582,Boden (S),2-25,Norrbottens län (S)
V491773,,2019.04.17,Nej,,,Ren,,,,2019.04.04,2019.04.10,Ja,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2513,Stormyran riktidockas,7382189,813138,7380703,1777459,WGS84-UTM Zon 33,Mindre bra,2019.04.17,Nej,,Nej,,2019.04.24,2-2513,Överkalix (S),2-25,Norrbottens län (S)
V491818,,2019.04.27,Ja,2019.04.27,,Får,,,,2019.04.26,2019.04.27,Nej,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-1882,Lilla Bergshult 466,6525948,481375,6528433,1434921,SWEREF99 TM,Exakt,2019.04.27,Nej,,Nej,,2019.04.30,2-1882,Askersund (S),2-18,Örebro län (S)
V491863,,2019.05.02,Ja,2019.05.02,,Annan hund,,,Curly coated retriver,2019.04.30,2019.05.01,Nej,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1763,Sydöst Ulvstorp,6609889,419139,6613162,1373675,RT90,Mindre bra,,Nej,,Nej,,2019.05.03,2-1763,Forshaga (S),2-17,Värmlands län (S)
V491904,,2019.05.06,Ja,2019.05.06,,Får,,,,2019.05.05,2019.05.06,Nej,1,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-0580,Högsäter,6490773,530170,6492658,1483310,RT90,Exakt,2019.05.06,Nej,,Nej,,2019.09.16,2-0580,Linköping (S),2-05,Östergötlands län (S)
V491906,,2019.05.06,Ja,2019.05.06,,Får,,,,2019.05.05,2019.05.06,Nej,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-1904,Kalvänge,6639031,541211,6640830,1496148,WGS84-UTM Zon 33,Mindre bra,2019.05.07,Nej,,Nej,,2019.05.07,2-1904,Skinnskatteberg (S),2-19,Västmanlands län (S)
V491991,UI405149 G100-15 V591,2019.05.12,Ja,2019.05.13,,Får,,Köttraskorsningar,,2019.05.11,2019.05.12,Nej,0,0,0,0,0,0,0,0,6,2,1,2,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-0780,"Växjö, Almshult",6309525,500245,6311704,1451217,SWEREF99 TM,Mycket bra,2019.05.13,Nej,,Nej,,2022.12.05,2-0780,Växjö (S),2-07,Kronobergs län (S)
V492005,,2019.05.14,Ja,2019.05.14,,Får,,Annan,Blandras,2019.05.14,2019.05.14,Nej,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-1764,Vålåsen,6598689,387844,6602337,1342230,WGS84-UTM Zon 33,Mycket bra,2019.05.14,Nej,,Nej,,2019.05.15,2-1764,Grums (S),2-17,Värmlands län (S)
V492248,,2019.05.27,Ja,2019.05.27,,Får,,Köttraskorsningar,,2019.05.26,2019.05.27,Nej,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-1491,Lönnarp,6418427,415362,6421658,1367591,RT90,Mindre bra,2019.05.28,Nej,,Nej,,2019.06.04,2-1491,Ulricehamn (S),2-14,Västra Götalands län (S)
V492343,,2019.05.30,Ja,2019.06.01,,Får,,Gotlandsfår,,2019.05.29,2019.05.30,Nej,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-1491,Botorp,6420050,423548,6423184,1375800,RT90,Mindre bra,2019.06.02,Nej,,Nej,,2019.06.24,2-1491,Ulricehamn (S),2-14,Västra Götalands län (S)
V492497,,2019.06.05,Ja,2019.06.05,,Nöt,,,,2019.06.01,2019.06.03,Ja,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-1862,Sinnerud,6544778,462964,6547492,1416730,RT90,Mycket bra,2019.06.10,Nej,,Nej,,2020.01.29,2-1862,Degerfors (S),2-18,Örebro län (S)
V492816,,2019.06.22,Ja,2019.06.22,,Får,,,,2019.06.20,2019.06.22,Nej,3,1,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-0188,Ängsgården,6656299,712289,6656017,1667474,WGS84-UTM Zon 33,Mindre bra,2019.08.05,Nej,,Nej,,2019.08.05,2-0188,Norrtälje (S),2-01,Stockholms län (S)
V492839,,2019.06.23,Ja,2019.06.23,,Får,,Gotlandsfår,,2019.05.29,2019.06.23,Nej,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-1491,Tidan,6419849,423494,6422984,1375744,WGS84-UTM Zon 33,Mindre bra,2019.08.20,Nej,,Nej,,2019.08.20,2-1491,Ulricehamn (S),2-14,Västra Götalands län (S)
V493059,,2019.07.02,Ja,2019.07.02,,Får,,Annan,Blandras,2019.06.30,2019.07.02,Nej,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-0662,Långevik,6369013,422680,6372134,1374324,RT90,Exakt,2019.07.02,Nej,,Nej,,2022.05.19,2-0662,Gislaved (S),2-06,Jönköpings län (S)
V493079,,2019.07.03,Ja,2019.07.03,,Får,,Annan,Köttraskorsning,2019.07.02,2019.07.03,Nej,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-0764,Linnerdyd Hjorgtsberga,6311409,468610,6313962,1419592,RT90,Exakt,2019.07.03,Nej,,Nej,,2019.07.04,2-0764,Alvesta (S),2-07,Kronobergs län (S)
V493902,,2019.08.03,Ja,2019.08.03,,Får,,,,2019.07.31,2019.08.03,Nej,7,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-0562,Kroken,6506279,534017,6508123,1487345,RT90,Mindre bra,2019.08.03,Nej,,Nej,,2019.09.16,2-0562,Finspång (S),2-05,Östergötlands län (S)
V493987,,2019.08.06,Ja,2019.08.06,,Får,,Finullsfår,,2019.08.05,2019.08.06,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-0461,Årbytorp,6557370,612693,6558280,1566659,WGS84-UTM Zon 33,Mindre bra,2019.08.10,Nej,,Nej,,2019.08.13,2-0461,Gnesta (S),2-04,Södermanlands län (S)
V494031,,2019.08.06,Ja,2019.08.07,,Får,,Annan,Gestrikefår,2019.08.06,2019.08.06,Nej,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-2101,"Norrgården, Lingbo",6769068,592398,6770277,1548942,SWEREF99 TM,Mycket bra,2019.08.08,Nej,,Nej,,2019.08.08,2-2101,Ockelbo (S),2-21,Gävleborgs län (S)
V494071,,2019.08.08,Ja,2019.08.08,,Får,,Finullsfår,,2019.08.07,2019.08.08,Nej,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-0461,Åstugan,6559045,612673,6559955,1566659,WGS84-UTM Zon 33,Mindre bra,2019.08.10,Nej,,Nej,,2019.08.13,2-0461,Gnesta (S),2-04,Södermanlands län (S)
V494081,,2019.08.08,Ja,2019.08.08,,Ren,,,,2019.08.07,2019.08.08,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2505,Continentals testbana ,7282820,694402,7282852,1657430,WGS84-UTM Zon 33,Mindre bra,2019.08.09,Nej,,Nej,,2019.08.09,2-2505,Arvidsjaur (S),2-25,Norrbottens län (S)
V494295,,2019.08.14,Ja,2019.08.14,,Får,,Allmogefår,,2019.08.14,2019.08.14,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-2161,,6862893,541690,6864755,1499380,WGS84-UTM Zon 33,Mindre bra,2019.08.16,Nej,,Nej,,2022.04.04,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
V494847,,2019.09.08,Ja,2019.09.08,,Jakthund,,Annan,Finnstövare,2019.09.08,2019.09.08,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2031,S .Ockran,6765741,514370,6767910,1470850,RT90,Mindre bra,2019.09.09,Nej,,Nej,,2022.04.04,2-2031,Rättvik (S),2-20,Dalarnas län (S)
V494944,,2019.09.11,Ja,2019.09.12,,Får,,Annan,Annan,2019.09.11,2019.09.11,Nej,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-2121,Gäddvik122,6804813,561940,6806407,1518917,RT90,Mindre bra,2019.09.12,Nej,,Nej,,2019.09.12,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
V495041,,2019.09.12,Ja,2019.09.13,,Får,,Gotlandsfår,,2019.09.11,2019.09.12,Nej,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-2183,Västansjö ,6786649,580222,6788013,1536980,RT90,Mindre bra,2019.09.16,Nej,,Nej,,2019.09.16,2-2183,Bollnäs (S),2-21,Gävleborgs län (S)
V495115,,2019.09.18,Ja,2019.09.18,,Nöt,,,,2019.09.17,2019.09.18,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-0580,Säldekärr,6491806,533051,6493657,1486205,RT90,Mindre bra,2019.09.18,Nej,,Nej,,2019.09.26,2-0580,Linköping (S),2-05,Östergötlands län (S)
V495133,,2019.08.28,Ja,2019.09.19,,Vallhund,,Annan,Australisk Terrier,2019.08.27,2019.08.27,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2121,Lillbo/Edsbyn,6804009,543033,6805837,1499994,RT90,Mindre bra,2019.09.19,Nej,,Nej,,2019.09.19,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
V495135,,2019.09.18,Ja,2019.09.18,,Får,,Annan,Blandning,2019.09.18,2019.09.18,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-1492,Låbyn,6557860,365670,6561756,1319550,RT90,Mindre bra,2019.09.19,Nej,,Nej,,2019.09.19,2-1492,Åmål (S),2-14,Västra Götalands län (S)
V495173,,2019.09.20,Ja,2019.09.20,,Får,,Gotlandsfår,,2019.09.19,2019.09.20,Nej,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-1885,Sjölunda,6604515,529386,6606447,1483900,WGS84-UTM Zon 33,Mindre bra,2019.09.20,Nej,,Nej,,2019.09.20,2-1885,Lindesberg (S),2-18,Örebro län (S)
V495213,,2019.09.22,Ja,2019.09.22,,Får,,Texel,,2019.09.21,2019.09.21,Nej,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-2183,Röste,6808430,574559,6809869,1531584,WGS84-UTM Zon 33,Mindre bra,2019.09.22,Nej,,Nej,,2019.10.27,2-2183,Bollnäs (S),2-21,Gävleborgs län (S)
V495279,,2019.09.22,Ja,2019.09.24,,Får,,Allmogefår,,2019.09.20,2019.09.21,Nej,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Osäker,2-2326,Östra Galåbodarna,6959836,446554,6962919,1405419,SWEREF99 TM,Mindre bra,2019.09.24,Nej,,Nej,,2019.10.05,2-2326,Berg (S),2-23,Jämtlands län (S)
V495310,,2019.09.21,Ja,2019.09.21,,Får,,Annan,Blandras,2019.09.20,2019.09.21,Nej,0,0,0,0,4,0,0,0,4,2,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-1962,Bråtfors,6656059,540771,6657869,1495915,SWEREF99 TM,Mindre bra,2019.09.25,Nej,,Nej,,2019.09.25,2-1962,Norberg (S),2-19,Västmanlands län (S)
V495312,,2019.09.23,Ja,2019.09.24,,Får,,Annan,Värmlandsfår,2019.09.22,2019.09.23,Nej,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-1766,Humletorp,6617898,407295,6621318,1361923,WGS84-UTM Zon 33,Mindre bra,2019.09.24,Nej,,Nej,,2019.09.25,2-1766,Sunne (S),2-17,Värmlands län (S)
V495325,,2019.09.25,Ja,2019.09.25,,Får,,,,2019.09.24,2019.09.24,Nej,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-2061,saxhammar,6664699,529780,6666646,1485026,WGS84-UTM Zon 33,Mindre bra,2019.09.25,Nej,,Nej,,2019.10.05,2-2061,Smedjebacken (S),2-20,Dalarnas län (S)
V495368,,2019.09.22,Ja,2019.09.22,,Får,,,,2019.09.21,2019.09.22,Nej,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-2305,,6969994,508726,6972302,1467742,SWEREF99 TM,Mindre bra,2019.09.30,Nej,,Nej,,2019.09.30,2-2305,Bräcke (S),2-23,Jämtlands län (S)
V495401,,2019.10.01,Ja,2019.10.01,,Jakthund,,,Beagle,2019.10.01,2019.10.01,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1780,Skyberget,6600223,417991,6603505,1372409,RT90,Mindre bra,2019.10.01,Nej,,Nej,,2019.10.01,2-1780,Karlstad (S),2-17,Värmlands län (S)
V495421,,2019.09.30,Ja,2019.10.02,,Jakthund,,Annan,Hamilton,2019.09.30,2019.09.30,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2121,,6809973,563234,6811553,1520275,SWEREF99 TM,Mindre bra,2019.10.02,Nej,,Nej,,2019.10.02,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
V495453,,2019.10.04,Ja,2019.10.04,,Får,,Leicster,,2019.10.03,2019.10.04,Nej,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-2026,"LOKÄNGE, hagen Dala Floda",6705362,491944,6707785,1447675,RT90,Mindre bra,2019.10.05,Nej,,Nej,,2019.10.07,2-2026,Gagnef (S),2-20,Dalarnas län (S)
V495458,,2019.10.03,Ja,2019.10.05,,Får,,Annan,Blandras,2019.10.03,2019.10.03,Nej,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-2084,färjan 3,6671462,582469,6672767,1537813,RT90,Mindre bra,2019.10.03,Nej,,Nej,,2019.10.05,2-2084,Avesta (S),2-20,Dalarnas län (S)
V495460,,2019.10.05,Ja,2019.10.05,,Får,,Annan,Blandras,2019.10.04,2019.10.05,Nej,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-1885,n allmänningbo 103,6623254,528641,6625201,1483382,WGS84-UTM Zon 33,Mindre bra,2019.10.06,Nej,,Nej,,2019.10.21,2-1885,Lindesberg (S),2-18,Örebro län (S)
V495473,,2019.10.04,Ja,2019.10.04,,Nöt,,,,2019.10.04,2019.10.04,Nej,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Osäker,2-0583,Västerängen,6507763,522834,6509742,1476176,RT90,Mindre bra,2019.10.07,Nej,,Nej,,2019.10.07,2-0583,Motala (S),2-05,Östergötlands län (S)
V495475,,2019.10.06,Ja,2019.10.06,,Ren,,,,2019.10.05,2019.10.05,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2326,Valskaftet,6974495,439553,6977672,1398599,SWEREF99 TM,Mindre bra,2019.10.07,Ja,,Nej,,2019.10.07,2-2326,Berg (S),2-23,Jämtlands län (S)
V495476,,2019.10.06,Ja,2019.10.06,,Ren,,,,2019.10.04,2019.10.05,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2326,Storfjället,6988325,440033,6991501,1399253,SWEREF99 TM,Mindre bra,2019.10.07,Ja,,Nej,,2019.10.07,2-2326,Berg (S),2-23,Jämtlands län (S)
V495477,,2019.10.06,Ja,2019.10.06,,Ren,,,,2019.10.04,2019.10.04,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2326,Storfjället,6982107,442865,6985245,1402008,SWEREF99 TM,Mindre bra,2019.10.07,Ja,,Nej,,2019.10.07,2-2326,Berg (S),2-23,Jämtlands län (S)
V495479,,2019.10.06,Ja,2019.10.06,,Ren,,,,2019.10.04,2019.10.04,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2326,Storfjället,6986750,441510,6989907,1400711,SWEREF99 TM,Mindre bra,2019.10.07,Ja,,Nej,,2019.10.07,2-2326,Berg (S),2-23,Jämtlands län (S)
V495493,,2019.10.05,Ja,2019.10.07,,Jakthund,,Annan,Drever,2019.10.05,2019.10.05,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2101,,6758147,591251,6759367,1547660,RT90,Mindre bra,2019.10.08,Nej,,Nej,,2019.10.21,2-2101,Ockelbo (S),2-21,Gävleborgs län (S)
