HändelseID,Individ,Fynddatum,Undersökt,Undersökt datum,Datum mottaget,Skada på,Ange vad som skadats,Ras,Ange ras,"Skadedatum, från","Skadedatum, till",Osäkert skadedatum,Antal döda under 1 år,Antal avlivade under 1 år,Antal skadade under 1 år,Antal saknade under 1 år,Antal döda 1 till 2 år,Antal avlivade 1 till 2 år,Antal skadade 1 till 2 år,Antal saknade 1 till 2 år,Antal döda över 2 år,Antal avlivade över 2 år,Antal skadade över 2 år,Antal saknade över 2 år,Antal döda körren,Antal avlivade körren,Antal skadade körren,Antal saknade körren,Skadeomfattning antal (inte djur),Skadeorsak,Ange skadeorsak,Betestyp,Kontrolltyp,Bedömning,KommunID,Fyndplats,Nord (UTM33/SWEREF99 TM),Öst (UTM33/SWEREF99 TM),Nord (RT90),Öst (RT90),Koordinatsystem,Platskvalitet,Godkänd datum,Visa publikt,Uppgifterna tillgängliga från,Låst,Låst datum,Senast sparad datum,Kommunenummer,Kommune,Fylkenummer,Fylke
V473873,,2014.11.30,Ja,2014.11.30,,Annan hund,,Annan,Jämthund/Gråhund,2014.11.30,2014.11.30,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1737,Oleby,6666044,393309,6669657,1348517,RT90,Mycket bra,2014.11.30,Nej,,Ja,2017.02.13,,2-1737,Torsby (S),2-17,Värmlands län (S)
V473874,,2014.12.21,Ja,2014.12.22,,Annan hund,,Annan,Schiller stövare,2014.12.21,2014.12.21,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1884,Gammelhyttan,6612193,489083,6614617,1443676,RT90,Mycket bra,2014.12.22,Nej,,Ja,2017.02.13,,2-1884,Nora (S),2-18,Örebro län (S)
V473875,,2014.12.27,Ja,2014.12.27,,Annan hund,,Annan,Vit Älghund,2014.12.27,2014.12.27,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1460,Ike,6533850,333154,6538126,1286727,RT90,Mycket bra,2014.12.27,Nej,,Ja,2017.02.13,,2-1460,Bengtsfors (S),2-14,Västra Götalands län (S)
V473876,,2014.12.31,Ja,2014.12.31,,Annan hund,,Annan,Beagle,2014.12.31,2014.12.31,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1766,Fölsjön_ Östra Ämtervik,6617442,404076,6620901,1358697,RT90,Mycket bra,2014.12.31,Nej,,Ja,2017.02.13,,2-1766,Sunne (S),2-17,Värmlands län (S)
V473877,,2015.01.03,Ja,2015.01.03,,Annan hund,,Annan,Drever,2015.01.03,2015.01.03,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1460,Solvik,6554271,346522,6558397,1300349,RT90,Mycket bra,2015.01.03,Nej,,Ja,2017.02.13,,2-1460,Bengtsfors (S),2-14,Västra Götalands län (S)
V473881,,2014.08.16,Ja,2014.08.16,,Annan hund,,Annan,Jämthund,2014.08.16,2014.08.16,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2161,Yssjön,6899080,519496,6901230,1477629,RT90,Mycket bra,2014.08.16,Nej,,Ja,2017.02.13,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
V473883,,2014.12.11,Ja,2014.12.11,,Annan hund,,Annan,Norrbottenspets,2014.12.11,2014.12.11,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2582,Spikberg,7344125,754785,7343389,1718610,RT90,Mycket bra,2014.12.11,Nej,,Ja,2017.02.13,,2-2582,Boden (S),2-25,Norrbottens län (S)
V473884,,2015.01.02,Ja,2015.01.02,,Annan hund,,Annan,Finsk spets,2014.12.28,2015.01.02,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2161,Näsvall,6862686,541631,6864549,1499319,RT90,Mycket bra,2015.01.02,Nej,,Ja,2017.02.13,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
V473885,,2015.01.25,Ja,2015.01.25,,Annan hund,,Annan,dansk-svensk gårdshund,2015.01.25,2015.01.25,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1904,Knappmora,6628270,552080,6629934,1506889,RT90,Mycket bra,2015.01.25,Nej,,Ja,2017.02.13,,2-1904,Skinnskatteberg (S),2-19,Västmanlands län (S)
V473887,,2014.11.12,Ja,2014.11.14,,Annan hund,,Annan,Finnstövare,2014.11.12,2014.11.12,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2081,Nybroberget,6695838,525936,6697842,1481562,RT90,Mycket bra,2014.11.14,Nej,,Ja,2017.02.13,,2-2081,Borlänge (S),2-20,Dalarnas län (S)
V473890,,2015.04.06,Ja,2015.04.06,,Annan hund,,Annan,Cairnterrier,2015.04.06,2015.04.06,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1730,Hålteberg,6637634,348180,6641784,1303019,RT90,Mycket bra,2015.04.06,Nej,,Ja,2017.02.13,,2-1730,Eda (S),2-17,Värmlands län (S)
V473891,,2015.08.27,Ja,2015.08.27,,Annan hund,,Annan,Luzern stövare,2015.08.27,2015.08.27,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2182,Igeltjärn,6818913,593870,6820116,1551030,RT90,Mycket bra,2015.08.27,Nej,,Ja,2017.02.13,,2-2182,Söderhamn (S),2-21,Gävleborgs län (S)
V473894,,2015.11.14,Ja,2015.11.14,,Annan hund,,Annan,Amerika Foxhound,2015.11.14,2015.11.14,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2039,Klitten,6797477,452991,6800415,1409840,RT90,Mycket bra,2015.11.14,Nej,,Ja,2017.02.13,,2-2039,Älvdalen (S),2-20,Dalarnas län (S)
V473895,,2015.05.04,Ja,2015.05.04,,Annan hund,,Annan,Jack-Russel,2015.05.04,2015.05.04,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1884,Bengtstorp,6593568,496090,6595900,1450459,RT90,Mycket bra,2015.05.04,Nej,,Ja,2017.02.13,,2-1884,Nora (S),2-18,Örebro län (S)
V473896,,2015.06.11,Ja,2015.06.11,,Annan hund,,Annan,Tax,2015.06.06,2015.06.11,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1983,Brandsta åker,6604361,554521,6605988,1509041,RT90,Mycket bra,2015.06.11,Nej,,Ja,2017.02.13,,2-1983,Köping (S),2-19,Västmanlands län (S)
V473899,,2015.09.03,Ja,2015.09.03,,Annan hund,,Annan,Luzernstövare,2015.09.03,2015.09.03,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1782,Tallåsen,6618318,445872,6621270,1400522,RT90,Mycket bra,2015.09.03,Nej,,Ja,2017.02.13,,2-1782,Filipstad (S),2-17,Värmlands län (S)
V473903,,2015.09.19,Ja,2015.09.19,,Annan hund,,Annan,Gråhund,2015.09.19,2015.09.19,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1737,Rattsjön,6693676,383878,6697418,1339420,RT90,Mycket bra,2015.09.19,Nej,,Ja,2017.02.13,,2-1737,Torsby (S),2-17,Värmlands län (S)
V473905,,2015.09.25,Ja,2015.09.25,,Annan hund,,Annan,Blandras beagle/drever,2015.09.25,2015.09.25,Nej,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1762,Västanå sö Munkfors,6627750,416241,6631066,1370993,RT90,Mycket bra,2015.09.25,Nej,,Ja,2017.02.13,,2-1762,Munkfors (S),2-17,Värmlands län (S)
V473907,,2015.09.30,Ja,2015.09.30,,Annan hund,,Annan,Jack Russel,2015.09.30,2015.09.30,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2181,Järbo,6731603,588110,6732855,1544192,RT90,Mycket bra,2015.09.30,Nej,,Ja,2017.02.13,,2-2181,Sandviken (S),2-21,Gävleborgs län (S)
V473908,,2015.10.12,Ja,2015.10.12,,Annan hund,,Annan,Jämthund,2015.10.12,2015.10.12,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1766,Ransjötorp öst Sunne,6634793,406655,6638229,1361489,RT90,Mycket bra,2015.10.12,Nej,,Ja,2017.02.13,,2-1766,Sunne (S),2-17,Värmlands län (S)
V473910,,2015.11.15,Ja,2015.11.15,,Annan hund,,Annan,Jämthund,2015.11.15,2015.11.15,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2121,Lillmasen,6771178,552125,6772884,1508684,RT90,Mycket bra,2015.11.15,Nej,,Ja,2017.02.13,,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
V473912,,2015.10.19,Ja,2015.10.19,,Annan hund,,Annan,Hamilton stövare,2015.10.19,2015.10.19,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2580,Toberget,7318644,834922,7316874,1798425,RT90,Mycket bra,2015.10.19,Nej,,Ja,2017.02.13,,2-2580,Luleå (S),2-25,Norrbottens län (S)
V473913,,2015.10.16,Ja,2015.10.16,,Annan hund,,Annan,Karelsk björnhund,2015.10.16,2015.10.16,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1730,Tunnan,6649436,358904,6653461,1313893,RT90,Mycket bra,2015.10.16,Nej,,Ja,2017.02.13,,2-1730,Eda (S),2-17,Värmlands län (S)
V473918,,2015.10.31,Ja,2015.11.02,,Annan hund,,Annan,Hamiltonstövare,2015.10.31,2015.10.31,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1765,Korpeberget,6578151,339733,6582372,1293845,RT90,Mycket bra,2015.11.02,Nej,,Ja,2017.02.13,,2-1765,Årjäng (S),2-17,Värmlands län (S)
V473919,,2015.11.01,Ja,2015.11.02,,Annan hund,,Annan,Jämthund,2015.11.01,2015.11.01,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2303,N.Leddalsberget,7004196,573534,7005702,1532999,RT90,Mycket bra,2015.11.02,Nej,,Ja,2017.02.13,,2-2303,Ragunda (S),2-23,Jämtlands län (S)
V473920,,2015.10.28,Ja,2015.11.03,,Annan hund,,Annan,Jämthund,2015.10.28,2015.10.28,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2181,Kvarnmossen_ Österfärnebo,6687521,590225,6688736,1545768,RT90,Mycket bra,2015.11.03,Nej,,Ja,2017.02.13,,2-2181,Sandviken (S),2-21,Gävleborgs län (S)
V473923,,2015.11.26,Ja,2015.11.26,,Annan hund,,Annan,Hamilton stövare,2015.11.25,2015.11.26,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2023,Öjskogsfjället,6791301,397741,6794918,1354490,RT90,Mycket bra,2015.11.26,Nej,,Ja,2017.02.13,,2-2023,Malung (S),2-20,Dalarnas län (S)
V473924,,2015.11.29,Ja,2015.11.29,,Annan hund,,Annan,Tysk Jakttrerrier,2015.11.29,2015.11.29,Nej,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1737,Likenäsheden,6722456,392918,6726101,1348817,RT90,Mycket bra,2015.11.29,Nej,,Ja,2017.02.13,,2-1737,Torsby (S),2-17,Värmlands län (S)
V473925,,2015.11.30,Ja,2015.11.30,,Annan hund,,Annan,Tax,2015.11.30,2015.11.30,Nej,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2085,Nyhammar,6678906,495711,6681274,1451119,RT90,Mycket bra,2015.11.30,Nej,,Ja,2017.02.13,,2-2085,Ludvika (S),2-20,Dalarnas län (S)
V473926,,2015.10.12,Ja,2015.10.12,,Annan hund,,Annan,Tysk Jaktterrier,2015.10.12,2015.10.12,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1814,Hasselfors,6552151,479138,6554673,1433000,RT90,Mycket bra,2015.10.12,Nej,,Ja,2017.02.13,,2-1814,Lekeberg (S),2-18,Örebro län (S)
V473927,,2015.09.10,Ja,2015.09.10,,Annan hund,,Annan,Hamiltonstövare,2015.09.10,2015.09.10,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2303,Högförsen,7006033,565083,7007645,1524568,RT90,Mycket bra,2015.09.10,Nej,,Ja,2017.02.13,,2-2303,Ragunda (S),2-23,Jämtlands län (S)
V473928,,2015.12.05,Ja,2015.12.05,,Annan hund,,Annan,jämthund,2015.12.05,2015.12.05,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2080,Rösjön,6720233,560540,6721820,1516475,RT90,Mycket bra,2015.12.05,Nej,,Ja,2017.02.13,,2-2080,Falun (S),2-20,Dalarnas län (S)
V473929,,2015.12.12,Ja,2015.12.12,,Annan hund,,Annan,Tysk Jaktterrier,2015.12.12,2015.12.12,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2180,Lexemuren_ Hagaström,6728656,612303,6729610,1568355,RT90,Mycket bra,2015.12.12,Nej,,Ja,2017.02.13,,2-2180,Gävle (S),2-21,Gävleborgs län (S)
V473930,,2015.12.16,Ja,2015.12.16,,Annan hund,,Annan,Drever,2015.12.16,2015.12.16,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2183,Rickebo/Drängbergsbo,6781251,569526,6782745,1526214,RT90,Mycket bra,2015.12.16,Nej,,Ja,2017.02.13,,2-2183,Bollnäs (S),2-21,Gävleborgs län (S)
V473931,,2015.12.19,Ja,2015.12.19,,Annan hund,,Annan,Drever,2015.12.19,2015.12.19,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2121,Sörberget/Älvkarhed,6795684,551879,6797400,1508740,RT90,Mycket bra,2015.12.19,Nej,,Ja,2017.02.13,,2-2121,Ovanåker (S),2-21,Gävleborgs län (S)
V473935,,2015.09.29,Ja,2015.10.06,,Annan hund,,Annan,Jämthund/Strövare,2015.09.29,2015.09.29,Nej,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2161,Akinvallen,6878190,536755,6880119,1494634,RT90,Mycket bra,2015.10.06,Nej,,Ja,2017.02.13,,2-2161,Ljusdal (S),2-21,Gävleborgs län (S)
V473936,,2015.11.01,Ja,2015.11.02,,Annan hund,,Annan,Basset fauve de Bretagne,2015.11.01,2015.11.01,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2181,Järbo,6733301,585868,6734581,1541971,RT90,Mycket bra,2015.11.02,Nej,,Ja,2017.02.13,,2-2181,Sandviken (S),2-21,Gävleborgs län (S)
V474080,,2017.02.17,Ja,,,Ren,,,,2017.02.01,2017.02.07,Ja,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2262,N:a Laxsjön,6966665,611077,6967690,1570080,RT90,Exakt,2017.02.20,Ja,,Nej,,2022.04.04,2-2262,Timrå (S),2-22,Västernorrlands län (S)
V474098,,2017.02.22,Ja,2017.02.22,,Jakthund,,Annan,Jämthund,2017.02.22,2017.02.22,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2183,Älgmyran ,6784171,571031,6785647,1527756,RT90,Exakt,2017.02.22,Nej,,Nej,,2017.02.22,2-2183,Bollnäs (S),2-21,Gävleborgs län (S)
V474478,,2017.03.21,Ja,2017.03.24,,Annan hund,,Annan,Engelsk Setter,2017.03.21,2017.03.21,Nej,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Dokumenterad,2-2181,Nybrogårdarna norr om Småfäbodarna,6738379,584518,6739677,1540683,SWEREF99 TM,Mycket bra,2017.03.28,Nej,,Nej,,2017.03.28,2-2181,Sandviken (S),2-21,Gävleborgs län (S)
V474585,,2017.04.05,Ja,2017.04.07,,Annan hund,,Annan,Blandsras,2017.04.05,2017.04.05,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1737,Månsgården Ennarbol,6686246,410274,6689661,1365737,RT90,Exakt,2017.04.07,Nej,,Nej,,2022.04.04,2-1737,Torsby (S),2-17,Värmlands län (S)
V474646,,2017.04.13,Ja,2017.04.13,,Får,,,,2017.04.12,2017.04.13,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-1781,Kolerud sö Bäckhammar.,6550247,457060,6553035,1410890,SWEREF99 TM,Mycket bra,2017.04.14,Nej,,Nej,,2017.04.18,2-1781,Kristinehamn (S),2-17,Värmlands län (S)
V474653,,2017.04.15,Ja,2017.04.15,,Får,,,,2017.04.15,2017.04.15,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-1766,"4 km söder om Lysvik, Strandvik.",6649580,396500,6653147,1351509,SWEREF99 TM,Mycket bra,2017.04.16,Nej,,Nej,,2017.04.18,2-1766,Sunne (S),2-17,Värmlands län (S)
V474666,,2017.04.16,Ja,2017.04.17,,Får,,,,2017.04.16,2017.04.16,Nej,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-1766,Gällserud,6656490,397020,6660054,1352114,SWEREF99 TM,Mycket bra,2017.04.18,Nej,,Nej,,2017.04.18,2-1766,Sunne (S),2-17,Värmlands län (S)
V475054,,2017.05.08,Ja,2017.05.08,,Får,,Annan,Gutefår,2017.05.08,2017.05.08,Nej,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-1730,Lilla Hög Backa,6638290,352402,6642389,1307252,RT90,Exakt,2017.05.09,Nej,,Nej,,2017.06.11,2-1730,Eda (S),2-17,Värmlands län (S)
V475113,,2017.05.11,Ja,2017.05.12,,Får,,Annan,Blandras,2017.05.11,2017.05.11,Nej,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-0488,Hunga Södergård 2,6534038,645259,6534550,1598950,RT90,Exakt,2017.05.12,Nej,,Nej,,2017.05.15,2-0488,Trosa (S),2-04,Södermanlands län (S)
V475289,,2017.05.20,Ja,2017.05.21,,Får,,,,2017.05.19,2017.05.20,Ja,1,1,1,3,0,0,0,0,4,2,0,2,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-1784,Bortan Nystuga,6646153,361045,6650150,1315995,RT90,Mycket bra,2017.05.22,Nej,,Nej,,2017.05.31,2-1784,Arvika (S),2-17,Värmlands län (S)
V475823,,2017.06.06,Ja,2017.06.07,,Annan hund,,Annan,Dvärgpudel,2017.06.06,2017.06.06,Nej,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-1983,Odenvvivägen 36,6607518,548362,6609220,1502918,WGS84-UTM Zon 33,Mindre bra,2017.06.07,Nej,,Nej,,2017.09.15,2-1983,Köping (S),2-19,Västmanlands län (S)
V475884,,2017.06.06,Ja,2017.06.06,,Får,,Annan,Gute,2017.06.05,2017.06.06,Nej,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-0181,Kvedesta gård,6559042,649494,6559507,1603488,RT90,Mycket bra,2017.06.09,Nej,,Nej,,2017.06.09,2-0181,Södertälje (S),2-01,Stockholms län (S)
V476040,,2017.06.15,Ja,2017.06.15,,Får,,Köttraskorsningar,,2017.06.14,2017.06.15,Nej,8,5,5,0,4,2,0,0,1,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-2084,Knallesbenning 48,6671037,559418,6672624,1514751,SWEREF99 TM,Exakt,2017.06.15,Nej,,Nej,,2017.06.15,2-2084,Avesta (S),2-20,Dalarnas län (S)
V476087,,2017.06.17,Ja,2017.06.17,,Får,,Köttraskorsningar,,2017.06.16,2017.06.17,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-0331,Åby,6667991,610467,6668954,1565776,RT90,Exakt,2017.06.17,Nej,,Nej,,2017.06.19,2-0331,Heby (S),2-03,Uppsala län (S)
V476183,,2017.06.17,Ja,2017.06.17,,Får,,Finullsfår,,2017.06.16,2017.06.17,Nej,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-2181,"Storvik, Norrgårds, Bro",6719494,582074,6720817,1538006,SWEREF99 TM,Mycket bra,2017.06.21,Nej,,Nej,,2017.06.21,2-2181,Sandviken (S),2-21,Gävleborgs län (S)
V476261,,2017.06.24,Ja,2017.06.24,,Får,,Köttraskorsningar,,2017.06.18,2017.06.21,Nej,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-1382,,6348709,372261,6352419,1323640,RT90,Mycket bra,2017.06.24,Nej,,Nej,,2017.07.17,2-1382,Falkenberg (S),2-13,Hallands län (S)
V476309,,2017.06.23,Ja,2017.06.23,,Ren,,,,2017.06.22,2017.06.23,Nej,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Varg,,,Fältkontroll - Sameby,Bedömd som säker,2-2326,Stensjön,6990567,427717,6993899,1386960,WGS84-UTM Zon 33,Mindre bra,2017.06.26,Ja,,Nej,,2017.06.26,2-2326,Berg (S),2-23,Jämtlands län (S)
V476947,,2017.07.13,Ja,2017.07.15,,Får,,,,2017.07.12,2017.07.13,Nej,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-1465,Mårdaklev,6347264,379271,6350890,1330637,RT90,Mycket bra,2017.07.15,Nej,,Nej,,2017.07.15,2-1465,Svenljunga (S),2-14,Västra Götalands län (S)
V477192,,2017.07.21,Ja,2017.07.21,,Annan hund,,Annan,Kleiner Munsterlander,2017.07.21,2017.07.21,Nej,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Varg,,,Fältkontroll - LST,Bedömd som säker,2-2061,Västra Göberget Smedjebacken,6662275,518703,6664356,1473916,SWEREF99 TM,Exakt,2017.07.24,Nej,,Nej,,2017.07.24,2-2061,Smedjebacken (S),2-20,Dalarnas län (S)
V477360,,2017.07.29,Ja,2017.07.29,,Får,,Rya,,2017.07.29,2017.07.29,Nej,0,0,0,9,1,0,0,2,3,0,0,3,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2034,V Gruneberg,6772509,490381,6774976,1446936,RT90,Mycket bra,2017.07.30,Nej,,Nej,,2017.07.31,2-2034,Orsa (S),2-20,Dalarnas län (S)
V477499,,2017.08.01,Ja,2017.08.01,,Får,,,,2017.08.01,2017.08.01,Nej,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-2062,Risa i Mora ,6767816,481390,6770392,1437884,RT90,Mycket bra,2017.08.02,Nej,,Nej,,2017.08.03,2-2062,Mora (S),2-20,Dalarnas län (S)
V477528,,2017.08.02,Ja,2017.08.03,,Får,,Köttraskorsningar,,2017.08.01,2017.08.02,Nej,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-1438,Nössemark,6555521,315989,6560017,1269814,RT90,Mycket bra,2017.08.03,Nej,,Nej,,2017.08.03,2-1438,Dals-Ed (S),2-14,Västra Götalands län (S)
V477856,,2017.08.15,Ja,2017.08.15,,Får,,Annan,Värmlandsfår,2017.08.13,2017.08.15,Nej,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Dokumenterad,2-0765,"Amundshylte, Häradsbäck",6263312,473795,6265785,1424213,RT90,Exakt,2017.08.16,Nej,,Nej,,2017.09.05,2-0765,Älmhult (S),2-07,Kronobergs län (S)
V477909,,2017.08.12,Ja,2017.08.16,,Annat djur,Vargdödat rådjur,,,2017.08.12,2017.08.12,Nej,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Dokumenterad,2-2262,Sanna,6944760,621870,6945645,1580602,SWEREF99 TM,Exakt,2017.08.17,Nej,,Nej,,2017.08.17,2-2262,Timrå (S),2-22,Västernorrlands län (S)
V477923,,2017.08.15,Ja,2017.08.16,,Får,,Köttraskorsningar,,2017.08.11,2017.08.14,Nej,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,Varg,,Bete innanför stängsel,Fältkontroll - LST,Bedömd som säker,2-0360,kvarnbo Hållnäs,6711406,661265,6711756,1617116,SWEREF99 TM,Mycket bra,2017.08.17,Nej,,Nej,,2017.08.17,2-0360,Tierp (S),2-03,Uppsala län (S)
V477963,,2017.08.15,Ja,2017.08.16,,Får,,Annan,Blandras,2017.08.12,2017.08.15,Nej,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Varg,,Bete utan stängsel,Fältkontroll - LST,Bedömd som säker,2-2031,Gisslarandershuset / Gulleråsen,6769966,508116,6772213,1464646,RT90,Mycket bra,2017.08.18,Nej,,Nej,,2017.08.18,2-2031,Rättvik (S),2-20,Dalarnas län (S)
