"NAME_2","NAME_1","Autumn","sum_fate","n_territories","prop_disappearance","ruggedness_mean","average_gravel_km","average_paved_km","pop_mean","mean_snow","mean_artificial_area_total","hunt_county2","mean_fi","mean_maxfi","mean_number_neighbour_terr","mean_bear_density_BZtiff","wolfLKill_n","wolfLKill_last5y","sheepAttacks_n","NoAffectedSheep_last5y","AttackDogs_n","AttackDogs_last5y","IndividualIncome"
"Filipstad","Värmland",2017,1,3,0.333333333333333,0.341666666666667,1.14333333333333,0.333333333333333,0.560035378340677,75.0689245395128,0.00307333333333333,-1.34404850361872,-0.193259790674634,0.279966,5,-0.207999123775182,3.31084165641723,7,-0.471175628075041,41,-0.0606179897589379,4,247655
"Filipstad","Värmland",2018,2,2,1,0.3615,1.135,0.29,1.57146080097565,82.9848484848484,0.000915,-1.0814630506686,-0.570203460276344,0.254628,3.5,0.821303501923367,-0.376232006411049,7,-0.471175628075041,41,-0.969887836143006,2,246480
"Filipstad","Värmland",2019,1,2,0.5,0.34,1.055,0.245,0.00422931829975938,80.1173555107527,8.5e-05,-0.818877597718494,-0.672383490060043,0.2477595,2.5,0.306815440878327,-0.376232006411049,7,-0.471175628075041,39,-0.969887836143006,2,248233
"Finspång","Östergötland",2017,0,1,0,0.274,1.45,0.36,-0.70710678118654,48.7449494949495,0.00649,0.707106781186547,NA,0.204487,0,NA,NA,0,-0.707106781186547,0,NA,0,283842
"Finspång","Östergötland",2019,0,1,0,0.26,1.44,0.38,0.707106781186555,47.84375,0.00546,-0.707106781186547,NA,0.204487,0,NA,NA,0,0.707106781186547,14,NA,0,288223
"Flen","Södermanland",2017,0,1,0,0.249,1.44,0.47,-0.707106781186556,54.0686274509804,0.00482,0.707106781186548,NA,0.197039,1,NA,NA,0,NA,5,NA,0,250711
"Flen","Södermanland",2018,0,2,0,0.254,1.44,0.42,0.707106781186539,76,0.00185,-0.707106781186547,NA,0.197039,1,NA,NA,0,NA,5,NA,0,250832
"Forshaga","Värmland",2012,0,1,0,0.305,1.21,0.51,1.90112087507075,57.7730429292929,0.00717,1.84516685385438,0.941623907246977,0.277832,3,-0.775821959656983,-0.504016128774185,0,-0.540061724867322,1,-0.682221028637269,1,255045
"Forshaga","Värmland",2013,0,1,0,0.37,1.17,0.36,-0.963094244079908,80.1666666666667,0.00255,1.06825449433675,0.941623907246977,0.277832,4,-0.570174145136878,-0.504016128774185,0,-0.540061724867322,1,0.409332617182361,2,262173
"Forshaga","Värmland",2014,2,2,1,0.37,1.16,0.36,-0.941945756341046,67.6035704179804,0.00252,0.0323713483132346,0.941623907246977,0.277832,4,0.305511639601458,-0.504016128774185,0,1.62018517460197,2,-0.682221028637269,1,264280
"Forshaga","Värmland",2015,0,2,0,0.3455,1.215,0.45,0.549614195339334,63.4489247311828,0.006955,-0.874026404457339,0.844801288129244,0.27211,5,-0.681971775212353,2.1840698913548,2,-0.540061724867322,2,-0.682221028637269,1,279686
"Forshaga","Värmland",2016,0,3,0,0.37,1.14666666666667,0.4,-0.0661814563856009,62.6734848484849,0.00303,-1.00351179771028,-0.871253573426989,0.170695,4,-0.681348600016838,-0.504016128774185,2,1.62018517460197,2,1.50088626300199,3,286261
"Forshaga","Värmland",2017,0,2,0,0.372,1.19,0.35,-0.859570178225338,73.7135416666667,0.0013,-0.7445410112044,-1.32739606618419,0.143738,5,1.85347882526188,0.840026881290309,3,-0.540061724867322,2,-0.682221028637269,3,289157
"Forshaga","Värmland",2018,0,3,0,0.359333333333333,1.15333333333333,0.393333333333333,-0.286096150565237,82.7686237373737,0.00342333333333333,-0.356084831445583,-0.62751619489183,0.185099333333333,5.33333333333333,1.13059559846394,-0.504016128774185,3,-0.540061724867322,2,-0.682221028637269,2,289581
"Forshaga","Värmland",2019,3,4,0.75,0.3445,1.225,0.45,0.66615271518705,69.7395833333333,0.008235,0.0323713483132346,-0.843507175367168,0.20578,2.5,-0.580269583304229,-0.504016128774185,3,-0.540061724867322,1,1.50088626300199,4,292101
"Färgelanda","Västra Götaland",2002,0,2,0,0.3,1.25,0.46,1.22893159825688,52.91875,0.00104,1.03189980882469,0.438777012338022,0.296875,0,NA,NA,0,-0.780720058358827,0,-0.707106781186547,0,220512
"Färgelanda","Västra Götaland",2003,0,2,0,0.311,1.24,0.46,1.05156002737445,46.329525862069,0.00091,0.836675520668665,0.438777012338022,0.296875,0,NA,NA,0,-0.780720058358827,0,0,1,225239
"Färgelanda","Västra Götaland",2005,0,1,0,0.295,1.26,0.52,0.25338795840348,57.5909090909091,0.00117,-0.334670208267466,0.438777012338022,0.296875,1,NA,NA,0,-0.780720058358827,0,-0.707106781186547,1,230204
"Färgelanda","Västra Götaland",2006,1,2,0.5,0.282,1.27,0.51,-0.0126693979201693,72.1862745098039,7e-04,-0.920343072735531,-1.04404278281366,0.296875,0,NA,NA,0,1.26867009483309,9,0,2,231666
"Färgelanda","Västra Götaland",2007,0,1,0,0.301,1.27,0.5,-0.190040968802618,40.8530092592593,0.00083,-1.11556736089155,0.756555098923334,0.299805,1,NA,NA,0,0.58554004376912,17,-0.707106781186547,2,231198
"Färgelanda","Västra Götaland",2008,0,1,0,0.294,1.25,0.48,-0.633469896008701,42.1197916666667,0.00091,-0.725118784579509,0.756555098923334,0.299805,2,NA,NA,0,1.26867009483309,39,2.12132034355964,5,231530
"Färgelanda","Västra Götaland",2012,1,2,0.5,0.295,1.26,0.52,-1.69769932130333,46.1122334455668,0.00134,1.22712409698071,-1.78539845204707,0.279175,0,NA,NA,1,-0.780720058358827,35,0,6,238500
"Gagnef","Dalarna",2012,1,2,0.5,0.243,1.34,0.31,0.197785674234983,71.4807449494949,0.00317,-1.38873014965883,-1.27441604119792,0.27356,2,-1.19601814095714,-0.5,0,NA,0,-0.5,2,262301
"Gagnef","Dalarna",2014,0,1,0,0.249,1.27,0.27,0.607294073260002,76.6927083333333,0.00274,0,1.17030738700713,0.429688,4,1.16241852718178,-0.5,0,NA,0,-0.5,1,273927
"Gagnef","Dalarna",2015,0,1,0,0.312,1.23,0.24,-1.46743377356507,74.4393939393939,0.00026,0.462910049886274,0.0317433951217474,0.293274,5,0.346768977525673,-0.5,0,NA,0,-0.5,1,280555
"Gagnef","Dalarna",2017,0,1,0,0.262,1.26,0.26,0.662354026070089,77.21875,0.00239,0.92582009977255,0.0723652590690413,0.298141,2,-0.313169363750305,1.5,2,NA,4,1.5,2,291447
"Gnesta","Södermanland",2018,0,1,0,0.293,1.43,0.44,0.707106781186548,74.2760416666667,0.00994,0.707106781186548,0.707106781186547,0.393736,1,NA,0.707106781186547,1,-0.707106781186548,0,NA,0,300005
"Gnesta","Södermanland",2019,0,3,0,0.277,1.45666666666667,0.46,-0.707106781186547,51.0256331699346,0.00907,-0.707106781186548,-0.707106781186548,0.262604666666667,1,NA,-0.707106781186547,1,0.707106781186548,12,NA,0,300790
"Grue","Hedmark",2003,0,2,0,0.177,2.04,0.46,2.04830346137319,79.51875,0.00105,0.422868459441169,-2.84604989415154,0.269531,2,-1.29257800516846,NA,0,NA,0,NA,0,224300
"Grue","Hedmark",2004,0,1,0,0.194,2.09,0.44,1.40085121783569,83.2083333333333,0.00105,-0.730409157216565,0.316227766016838,0.269531,1,-1.3076605956605,NA,0,NA,0,NA,0,225600
"Grue","Hedmark",2005,1,1,1,0.183,2.05,0.42,0.576821089697044,82.9322916666667,0.00063,-0.345983284997321,0.316227766016838,0.269531,2,0.31488889081316,NA,0,NA,0,NA,0,232600
"Grue","Hedmark",2007,0,1,0,0.17,2.03,0.6,-0.470874358936378,73.328125,0.00105,0.0384425872219236,0.316227766016838,0.269531,1,-0.219559424448518,NA,0,NA,0,NA,0,264200
"Grue","Hedmark",2009,0,1,0,0.192,1.98,0.37,-0.753398974298188,79.8448547979798,0.00044,0.807294331660414,0.316227766016838,0.269531,4,-0.753070932847335,NA,0,NA,0,NA,0,279800
"Grue","Hedmark",2010,0,1,0,0.196,1.96,0.36,-0.623908525590696,87.4583333333333,0.00044,1.19172020387966,0.316227766016838,0.269531,2,0.195446015798499,NA,0,NA,0,NA,0,289400
"Grue","Hedmark",2011,0,1,0,0.195,1.95,0.37,-0.670995961484328,82.6770833333333,0.00044,0.807294331660414,0.316227766016838,0.269531,4,0.207811866388252,NA,0,NA,0,NA,0,307600
"Grue","Hedmark",2012,0,1,0,0.193,1.97,0.38,-0.765170833271612,82.2227822580645,0.00044,0.422868459441169,0.316227766016838,0.269531,5,-0.139556118360267,NA,0,NA,0,NA,0,322800
"Grue","Hedmark",2013,0,1,0,0.194,1.96,0.37,-0.470874358936378,82.046875,0.00044,-0.345983284997321,0.316227766016838,0.269531,3,1.89781144698784,NA,0,NA,0,NA,0,332400
"Grue","Hedmark",2014,0,1,0,0.191,1.99,0.37,-0.270752756388408,77.4791666666667,0.00044,-2.26811264609354,0.316227766016838,0.269531,6,1.09646685649733,NA,0,NA,0,NA,0,342400
"Grums","Värmland",2015,0,1,0,0.392,1.19,0.34,NA,53.4656862745098,0.00251,NA,NA,0.3106,1,NA,NA,0,NA,0,NA,0,261885
"Gävle","Gävleborg",2014,0,1,0,0.035,1.3,0.3,0.703930449846636,58.509269558769,0.02964,0.866025403784435,0.482731058664541,0.222382,0,-0.830106141894974,NA,0,NA,0,-0.78334945180064,1,275988
"Gävle","Gävleborg",2015,0,1,0,0.036,1.35,0.32,0.938941137328042,60.5677083333333,0.02834,0.866025403784435,0.482731058664541,0.222382,0,-0.312775607492102,NA,0,NA,0,0.261116483933547,1,285533
"Gävle","Gävleborg",2016,1,3,0.333333333333333,0.05,1.3,0.283333333333333,-0.451734605843155,73.2553571428571,0.0201133333333333,-0.866025403784442,-1.49956017410195,0.219892,0,-0.311736872423416,NA,0,NA,0,-0.78334945180064,1,294343
"Gävle","Gävleborg",2017,0,2,0,0.0595,1.355,0.275,-1.19113698133152,62.0464782131449,0.01579,-0.866025403784442,0.534098056772867,0.223168,0,1.45461862181049,NA,0,NA,0,1.30558241966773,3,298488
"Hagfors","Värmland",1999,0,1,0,0.357,1.16,0.26,2.60959907328022,NA,0.00032,2.07041166351747,2.27081613124658,0.375,0,-1.23431353286113,NA,NA,-0.465130254709532,0,-0.858636874093699,0,208777
"Hagfors","Värmland",2003,0,2,0,0.3685,1.04,0.29,-0.931927794020599,75.7559475806452,0.001105,1.41675103965854,0.241748870533844,0.2753905,1.5,-0.727825303011858,-0.582575265003535,0,0.361767975885191,1,-0.0954040971215221,1,221372
"Hagfors","Värmland",2004,1,4,0.25,0.38275,1.1025,0.3075,-0.838430647324382,77.6326546717171,0.0014075,0.973195616325689,-0.494283135093313,0.2753905,2,-0.943583041198191,-0.582575265003535,0,0.361767975885191,3,-0.0954040971215221,2,226500
"Hagfors","Värmland",2005,1,4,0.25,0.354,1.0075,0.295,-0.990470989432944,79.9700126262626,0.001385,0.366225037028108,-0.45200983954626,0.26184075,3.5,-0.798829903995895,-0.582575265003535,0,2.84246266766936,14,-0.858636874093699,2,228482
"Hagfors","Värmland",2006,0,4,0,0.35375,1.02,0.29,-0.696820414743308,82.3478094362745,0.00133,0.202809881063375,-0.0342624950070174,0.26184075,2,-0.519117367658066,-0.582575265003535,0,2.01556443707464,22,-0.858636874093699,2,228662
"Hagfors","Värmland",2007,0,1,0,0.347,0.98,0.28,-1.06299576535884,69.6354166666667,0.00026,-0.0773303863047401,-0.504218709073833,0.23877,4,-0.605150290847999,1.60208197875972,1,-0.465130254709532,22,-0.0954040971215221,3,229100
"Hagfors","Värmland",2008,0,3,0,0.392666666666667,1.11666666666667,0.313333333333333,-0.870593267026226,78.4036474804976,0.0014,-0.32634395729862,-0.0864798521255522,0.259277333333333,3.66666666666667,1.46684445463307,-0.582575265003535,1,-0.465130254709532,21,1.43106145682283,5,230208
"Hagfors","Värmland",2009,0,2,0,0.3775,1.06,0.305,-0.974321142422642,81.9874526515152,0.00138,-0.0306403417433874,-0.190914566362623,0.2541505,4.5,0.884342183064462,-0.582575265003535,1,-0.465130254709532,19,0.667828679850655,6,233064
"Hagfors","Värmland",2010,1,4,0.25,0.38925,1.1175,0.32,0.326563987819234,82.6134135472371,0.00163,0.342880014747432,0.804970129131284,0.30365,3.75,0.296928970999733,1.60208197875972,2,-0.465130254709532,8,-0.858636874093699,6,231810
"Hagfors","Värmland",2011,2,4,0.5,0.372,1.12,0.32,0.794984318928226,82.9458585349462,0.00231,0.22615490334405,1.00265291271705,0.34545925,3,0.301952483197772,1.60208197875972,3,-0.465130254709532,0,0.667828679850655,8,229175
"Hagfors","Värmland",2012,0,3,0,0.379666666666667,1.11666666666667,0.303333333333333,0.461519885289582,71.725992063492,0.00165,0.296189970186079,0.160522625024208,0.271403,3.33333333333333,-0.862601773131776,-0.582575265003535,2,-0.465130254709532,0,-0.0954040971215221,8,238210
"Hagfors","Värmland",2013,1,3,0.333333333333333,0.366,1.07333333333333,0.303333333333333,0.206711188015928,81.4335237455197,0.00160333333333333,-0.232963868175915,0.61639453064811,0.293782333333333,4.33333333333333,2.0618984709654,-0.582575265003535,2,-0.465130254709532,0,-0.858636874093699,5,244050
"Hagfors","Värmland",2014,0,2,0,0.3725,1.175,0.29,0.907360337708245,73.4952034070452,0.00147,-0.824371099286378,0.774501375094661,0.301544,4.5,1.04323714032006,-0.582575265003535,2,-0.465130254709532,0,1.43106145682283,6,249049
"Hagfors","Värmland",2015,0,3,0,0.371,1.14,0.306666666666667,0.639716499677946,73.5772306397307,0.00189666666666667,-1.44690502677108,-1.83132485180046,0.263464333333333,5.33333333333333,-0.132518000350212,-0.582575265003535,1,-0.465130254709532,0,-0.858636874093699,6,257919
"Hagfors","Värmland",2016,1,2,0.5,0.372,1.12,0.34,0.20701025925686,71.7,0.00331,-1.57141181226802,-0.675654466367649,0.305908,5,-0.993522662461042,-0.582575265003535,0,-0.465130254709532,0,2.19429423379501,8,264240
"Hagfors","Värmland",2017,1,2,0.5,0.372,1.12,0.33,0.212094470352695,78.0858585858586,0.00331,-1.38465163402261,-1.60245865901904,0.214912,4,0.762258172335667,1.60208197875972,1,-0.465130254709532,0,-0.858636874093699,7,267645
"Halden","Ãstfold",2006,1,1,1,0.379,1.22,0.38,-0.765017746192389,80.8087121212121,0.0048,-1.05882860389317,0.217521190790456,0.269531,0,NA,NA,0,NA,0,NA,0,256400
"Halden","Ãstfold",2007,0,1,0,0.391,1.22,0.4,-0.548736477074994,57.3208333333333,0.00291,-1.05882860389317,0.901202761599114,0.290039,1,NA,NA,0,NA,0,NA,0,277300
"Halden","Ãstfold",2008,0,1,0,0.4,1.23,0.43,-0.490340534413296,52.489898989899,0.00059,-0.278639106287677,0.901202761599114,0.290039,1,NA,NA,0,NA,0,NA,0,296300
"Halden","Ãstfold",2009,0,2,0,0.364,1.285,0.555,2.07854023952858,80.9873936436437,0.001625,0.891645140120564,0.787255833131005,0.286621,1.5,NA,NA,0,NA,0,NA,0,300600
"Halden","Ãstfold",2010,1,2,0.5,0.389,1.21,0.38,-0.608213826082277,82.9141414141414,0.00362,0.11145564251507,-0.148722506152391,0.290039,3,NA,NA,0,NA,0,NA,0,310000
"Halden","Ãstfold",2012,1,1,1,0.403,1.22,0.41,-0.0853538579909725,63.3873737373737,0.00059,1.67183463772606,-1.60559632738845,0.290039,0,NA,NA,0,NA,0,NA,0,339700
"Halden","Ãstfold",2017,1,1,1,0.398,1.22,0.43,0.419122202225354,61.8767148683723,0.00043,-0.278639106287677,-1.05286371357884,0.231424,0,NA,NA,0,NA,0,NA,0,397500
"Heby","Västmanland",2019,0,1,0,0.164,1.3,0.44,NA,67.6197916666667,0.00573,NA,NA,0.134041,0,NA,NA,0,NA,3,NA,0,277029
"Hedemora","Dalarna",2006,0,1,0,0.205,1.44,0.26,-0.707106781186548,81.3047619047619,0.00372,0.707106781186548,-0.707106781186547,0.219727,0,-0.707106781186548,NA,0,NA,0,NA,0,238615
"Hedemora","Dalarna",2015,1,2,0.5,0.2645,1.45,0.335,0.707106781186548,64.40625,0.006235,-0.707106781186547,0.707106781186547,0.2473755,2.5,0.707106781186548,NA,0,NA,9,NA,0,265096
"Hofors","Gävleborg",2019,0,1,0,0.121,1.41,0.31,NA,79.9375,0.00258,NA,NA,0.400426,2,NA,NA,0,NA,0,NA,0,287280
"Hällefors","Orebro",2002,0,1,0,0.259,1.24,0.33,-0.59270801531908,75.2022727272727,0.00108,1.92807101708279,2.48827083569895,0.359375,1,-0.788741377731499,-0.433012701892219,0,-0.465130254709532,0,-0.344728919832691,0,214104
"Hällefors","Orebro",2003,1,1,1,0.276,1.13,0.35,1.9408299664266,66.8676441837732,0.00078,2.07284600154891,0.471901567940693,0.359375,1,-0.788741377731499,-0.433012701892219,0,2.01556443707464,1,1.493825319275,1,220091
"Hällefors","Orebro",2005,0,1,0,0.296,1.22,0.31,-0.960071022672202,82.390625,0.00104,0.769871141353744,-0.218467683712303,0.23877,0,-0.647674862707987,-0.433012701892219,0,-0.465130254709532,1,-0.344728919832691,1,227768
"Hällefors","Orebro",2006,0,1,0,0.297,1.21,0.3,-0.972738712580931,82.2135416666667,0.00097,0.190771203489224,-0.218467683712303,0.23877,0,-0.301316427447007,-0.433012701892219,0,-0.465130254709532,1,-0.344728919832691,1,231433
"Hällefors","Orebro",2007,0,1,0,0.303,1.18,0.3,-0.985406402489659,72.8118279569892,0.00076,-0.243553749909167,-0.218467683712303,0.23877,0,-0.592337794822748,-0.433012701892219,0,-0.465130254709532,1,-0.344728919832691,1,231555
"Hällefors","Orebro",2008,0,2,0,0.284,1.175,0.335,0.391571490589116,75.6554827508961,0.000885,-0.533103718841427,0.433557695295163,0.2678225,0.5,-0.324684153004764,-0.433012701892219,0,2.01556443707464,1,3.33237955838268,2,233695
"Hällefors","Orebro",2009,1,3,0.333333333333333,0.278,1.17333333333333,0.306666666666667,0.843385764000428,82.0510361552028,0.000653333333333333,-0.0505204372876603,0.815272050929117,0.296875,0.333333333333333,-0.480612350335969,-0.433012701892219,0,-0.465130254709532,1,-0.344728919832691,2,234289
"Hällefors","Orebro",2010,1,2,0.5,0.281,1.235,0.34,0.758554467244977,81.6484375,0.002135,0.407933680188419,1.18694690269217,0.3013915,3,0.0844660846752188,3.03108891324554,2,-0.465130254709532,1,-0.344728919832691,2,231600
"Hällefors","Orebro",2011,2,4,0.5,0.30175,1.17,0.3125,-0.182908246771717,82.0208333333333,0.0009325,0.444127426304951,-1.12255044269164,0.26495375,3.5,0.827215692741088,-0.433012701892219,2,-0.465130254709532,1,-0.344728919832691,2,227528
"Hällefors","Orebro",2012,1,4,0.25,0.30175,1.24,0.3025,-0.83497758482351,68.4521029345878,0.001375,0.371739934071886,-0.321049045078738,0.26644875,4.75,0.194710139607211,-0.433012701892219,2,-0.465130254709532,1,-0.344728919832691,2,231036
"Hällefors","Orebro",2013,0,3,0,0.287666666666667,1.22666666666667,0.306666666666667,-0.645912312935738,81.2395273297491,0.00130333333333333,-0.291812078064544,-0.191087218609847,0.23999,5.66666666666667,3.2376754321774,-0.433012701892219,2,-0.465130254709532,0,-0.344728919832691,0,238552
"Hällefors","Orebro",2014,0,4,0,0.2835,1.2225,0.325,0.656896255727431,72.2782178333346,0.001175,-0.569297464957959,-0.722745155436371,0.246765,5.25,0.254348015877314,-0.433012701892219,2,-0.465130254709532,0,-0.344728919832691,0,239023
"Hällefors","Orebro",2015,0,2,0,0.2665,1.235,0.325,-0.703550302020453,74.0349589646464,0.00065,-0.967428672239818,0.351023547414603,0.264145,4.5,0.604577178684671,1.29903810567666,1,2.01556443707464,1,-0.344728919832691,0,243075
"Hällefors","Orebro",2016,1,1,1,0.325,1.1,0.28,-0.953737177717838,69.6875,0.00085,-1.25697864117208,-1.86226063903951,0.165527,5,0.0656858880613163,-0.433012701892219,1,-0.465130254709532,1,-0.344728919832691,0,251668
"Hällefors","Orebro",2017,1,3,0.333333333333333,0.256333333333333,1.21333333333333,0.343333333333333,0.375948006368351,71.200968013468,0.00029,-1.16046198486132,-0.815257088926329,0.24408,3.66666666666667,-0.609445454842537,1.29903810567666,2,-0.465130254709532,1,-0.344728919832691,0,253993
"Hällefors","Orebro",2018,1,2,0.5,0.269,1.17,0.36,1.86482382697423,82.7523148148148,0.00152,-1.11220365670595,-0.0566199590513496,0.287476,4,-0.735124633200205,-0.433012701892219,2,-0.465130254709532,1,-0.344728919832691,0,255200
"Härjedalen","Jämtland",2009,0,2,0,0.189,0.94,0.145,0.307921588110209,87.5572916666667,0.000165,0.745355992499929,1.61524779177386,0.3684085,0.5,-0.272914242886864,-0.872009295040585,1,2.66666666666667,28,0.942809041582063,2,230849
"Härjedalen","Jämtland",2010,1,2,0.5,0.2045,0.905,0.13,-0.974432727472085,89.8151041666667,0,1.19256958799989,-1.63696101707512,0.133545,0.5,0.0613974617316358,-0.0458952260547676,4,-0.333333333333333,28,-0.471404520791032,2,227207
"Härjedalen","Jämtland",2011,0,1,0,0.216,0.74,0.08,0.441202660256846,79.90625,0,0.298142396999973,0.212267259680259,0.26709,0,0.870320845751873,-0.0458952260547676,7,-0.333333333333333,28,-0.471404520791032,1,227537
"Härjedalen","Jämtland",2012,0,1,0,0.207,0.73,0.07,0.365042047601625,91.2,0,-1.0434983894999,0.212267259680259,0.26709,0,1.91408771697437,-0.0458952260547676,10,-0.333333333333333,28,-0.471404520791032,1,235060
"Härjedalen","Jämtland",2013,1,2,0.5,0.202,0.77,0.07,0.441202660256846,82.1161616161616,0,-1.0434983894999,0.17676988660405,0.26709,0,0.765585178301987,-0.872009295040585,11,-0.333333333333333,28,2.35702260395516,3,240435
"Härjedalen","Jämtland",2015,0,1,0,0.198,0.91,0.24,-1.59609372827033,79.3958333333333,0,1.19256958799989,0.331851934494438,0.275726,0,-1.13601840148267,0.367161808438141,12,-0.333333333333333,0,-0.471404520791032,2,257198
"Härjedalen","Jämtland",2016,1,1,1,0.216,0.71,0.07,0.479282966584457,80,0,-1.49071198499986,-0.120938626152716,0.243027,0,-0.793580031658144,-0.458952260547676,11,-0.333333333333333,0,-0.471404520791032,2,265499
"Härjedalen","Jämtland",2018,0,1,0,0.206,0.88,0.11,1.59313192666707,82.5833333333333,0,-0.149071198499985,0.642237585948792,0.298141,0,-0.675621621486803,-0.458952260547676,13,-0.333333333333333,0,-0.471404520791032,0,267657
"Härjedalen","Jämtland",2019,0,2,0,0.182,1.11,0.22,-1.05725739373464,87.421875,0.00033,0.298142396999973,-1.43274207495382,0.148293,3,-0.733256905245396,2.43244698090268,21,-0.333333333333333,0,-0.471404520791032,0,268931
"Karlskoga","Orebro",2006,0,2,0,0.2475,1.26,0.405,-0.197319780941163,76.0859375,0.010175,0.719127823406843,-0.00624099264561698,0.283203,1,-0.417608681662956,NA,0,NA,29,-0.408248290463863,1,251033
"Karlskoga","Orebro",2011,0,1,0,0.198,1.34,0.53,1.7319040273107,76.6111111111111,0.01549,0.895240759751376,1.43854030209991,0.297363,3,-0.417608681662956,NA,0,NA,0,2.04124145231932,1,250813
"Karlskoga","Orebro",2012,0,2,0,0.235,1.28,0.45,0.370792858498442,61.0410241590148,0.011885,0.80718429157911,-0.105875804391309,0.2822265,4,-0.372158492593827,NA,0,NA,0,-0.408248290463863,1,259658
"Karlskoga","Orebro",2013,1,2,0.5,0.2445,1.28,0.43,0.00461206295392419,77.231938844086,0.011245,0.014676078028711,-0.105875804391309,0.2822265,4,2.04090987890976,NA,0,NA,0,-0.408248290463863,1,263756
"Karlskoga","Orebro",2015,0,1,0,0.275,1.19,0.36,-0.95920282568458,68.505376344086,0.00386,-1.39422741272755,-1.65029191088253,0.26709,3,-0.415925341327062,NA,0,NA,0,-0.408248290463863,1,272713
"Karlskoga","Orebro",2019,0,1,0,0.285,1.2,0.36,-0.950786342137327,70.8222222222222,0.00525,-1.04200154003849,0.429744210210858,0.287476,4,-0.417608681662956,NA,1,NA,0,-0.408248290463863,1,289930
"Karlstad","Värmland",2010,0,1,0,0.349,1.17,0.3,-0.727552483229599,83.4010416666667,0.00188,1.14386036737346,0.552677169460978,0.314453,2,1.95119028484355,NA,0,-0.504016128774185,0,-0.540061724867322,0,257416
"Karlstad","Värmland",2011,0,2,0,0.28,1.15,0.42,0.0439566737561622,79.1614583333333,0.00264,1.03360876569891,-1.61563450679148,0,3,-0.306670583062603,NA,0,-0.504016128774185,0,1.62018517460197,1,257514
"Karlstad","Värmland",2012,0,2,0,0.28,1.15,0.42,0.0560492937716141,56.0574494949495,0.00266,1.25411196904801,-1.61563450679148,0,4,-0.60366996767664,NA,0,-0.504016128774185,0,-0.540061724867322,1,266640
"Karlstad","Värmland",2014,0,1,0,0.343,1.17,0.31,-2.10466005058914,73.5731036699392,0.00201,-0.289410454395695,0.552677169460978,0.314453,4,1.20245234043841,NA,0,2.1840698913548,51,-0.540061724867322,2,277208
"Karlstad","Värmland",2015,1,1,1,0.292,1.15,0.41,0.358364794157884,61.3095238095238,0.00266,-1.06117166611755,0.361182149342846,0.319611,4,-0.611157347120692,NA,0,-0.504016128774185,51,-0.540061724867322,2,289679
"Karlstad","Värmland",2016,0,1,0,0.294,1.13,0.38,0.655843246537974,59.2540540540541,0.00188,-1.1714232677921,0.588244175106051,0.319611,5,-0.611157347120692,NA,0,0.840026881290309,61,-0.540061724867322,1,296421
"Karlstad","Värmland",2018,0,1,0,0.253,1.17,0.42,0.829976974760465,80.890625,0.00213,-0.620165259419347,0.588244175106051,0.319611,5,-0.409830033180644,NA,2,-0.504016128774185,61,-0.540061724867322,0,302588
"Karlstad","Värmland",2019,0,1,0,0.304,1.12,0.36,0.888021550834631,68.6510416666667,0.00188,-0.289410454395695,0.588244175106051,0.319611,4,-0.611157347120692,NA,2,-0.504016128774185,10,1.62018517460197,1,304365
"Kil","Värmland",2013,0,1,0,0.36,1.2,0.48,NA,75.8627352150538,0.0096,NA,NA,0.276123,3,NA,NA,0,NA,0,NA,0,268961
"Kongsvinger","Hedmark",2005,0,1,0,0.397,1.87,0.4,0.670877986643333,82.3636363636364,0,1.17743921260204,1.74540956011729,0.296875,1,-0.395671793287147,NA,0,NA,0,NA,0,265700
"Kongsvinger","Hedmark",2011,0,2,0,0.393,1.93,0.45,0.459118275987979,81.959595959596,0,1.17743921260204,-2.00607509705472,0.2135315,2,-0.678107706539043,NA,0,NA,0,NA,0,324600
"Kongsvinger","Hedmark",2012,0,3,0,0.386,1.75666666666667,0.443333333333333,1.05177045321173,78.4078472222222,0.000713333333333333,1.45412205629443,-0.755580211330719,0.241312666666667,2.66666666666667,-1.82237207599065,NA,0,NA,0,NA,0,336500
"Kongsvinger","Hedmark",2014,0,2,0,0.3695,1.925,0.445,-0.137659090404386,69.9624088668948,0.00037,-0.0676335840136952,0.46514652386833,0.2684325,5,0.086264402757508,NA,0,NA,0,NA,0,358500
"Kongsvinger","Hedmark",2015,0,1,0,0.304,1.94,0.67,0.452242960706962,73.3632392473118,0.00256,-0.648667555767706,0.173939291275816,0.261963,5,0.930580236652477,NA,0,NA,0,NA,0,381500
"Kongsvinger","Hedmark",2016,0,1,0,0.347,2.02,0.63,0.280360078681512,76.3625,0.00171,-0.98068696819857,0.173939291275816,0.261963,4,-0.331046626695612,NA,0,NA,0,NA,0,393300
"Kongsvinger","Hedmark",2017,0,1,0,0.338,2,0.52,-1.48659594854012,80.1770833333333,0.00065,-0.98068696819857,0.173939291275816,0.261963,4,-0.16589342318391,NA,0,NA,0,NA,0,396100
"Kongsvinger","Hedmark",2018,1,1,1,0.332,1.94,0.51,-1.84686246926546,83.0885416666667,0.00044,-0.814677261983139,0.173939291275816,0.261963,3,0.849918454647486,NA,0,NA,0,NA,0,415900
"Kongsvinger","Hedmark",2019,0,1,0,0.383,1.78,0.4,0.556747752978434,82.4427083333333,0,-0.316648143336842,-0.144657940703445,0.254885,2,1.52632853163889,NA,0,NA,0,NA,0,430900
