mod_id,id,sex,Country_fatefile,territory,Revir_Vinter,Autumn,Spring,Fate,confirmed.illegal,Radio.collar,Comment,geometry,NAME_1,NAME_2,KommunerNamn,SLU.ID,ruggedness_mean,average_gravel_km,average_paved_km,artificial_area_total,pop_mean,mean_snow,hunt_afo,hunt_county2,Fi,number_neighbour_terr,bear_density_BZtiff,mean_fi,max_fi,wolfLKill_cumall,wolfLKill_last5y,wolfLKill_n,NoAffectedSheep_cumall,NoAffectedSheep_last5y,NoAffectedSheep,sheepAttacks_n,AttackDogs_cumall,AttackDogs_last5y,AttackDogs_n,IndividualIncome,income_prop,year_average,first_yeardet,last_yeardet,years_firstdet,time_start,time_end
1640,M-06-07,F,N,Rotna 1,Rotna_0304,2003,2006,NA,NA,1,NA,list(),Hedmark,Grue,grue,M-06-07,0.177,2.04,0.46,0.00105,8.513,79.51875,NA,3,0.269531,2,3.11e-6,0.1972655,0.269531,0,0,0,0,0,0,0,0,0,0,224300,0.961286753514637,233333.0810810811,2003,2005,0,0,3
1681,M-00-09,M,N,Rotna 1,Rotna_0506,2005,2006,illegal,NA,1,NA,list(),Hedmark,Grue,grue,M-00-09,0.183,2.05,0.42,6.3e-4,8.388,82.9322916666667,NA,2.8,0.125,2,1.747e-4,0.1972655,0.269531,0,0,0,0,0,0,0,0,0,0,232600,0.955866275423923,243339.47747747749,2003,2005,2,2,3
1682,M-06-07,F,N,Rotna 1,Rotna_0506,2005,2006,illegal,1,1,NA,list(),Hedmark,Grue,grue,M-06-07,0.183,2.05,0.42,6.3e-4,8.388,82.9322916666667,NA,2.8,0.269531,2,1.747e-4,0.1972655,0.269531,0,0,0,0,0,0,0,0,0,0,232600,0.955866275423923,243339.47747747749,2003,2005,2,2,3
1736,M-00-09,M,N,Rotna 1,Rotna_0405,2004,2005,NA,NA,1,NA,list(),Hedmark,Grue,grue,M-00-09,0.194,2.09,0.44,0.00105,8.458,83.2083333333333,NA,2.7,0.125,1,1.5e-6,0.1972655,0.269531,0,0,0,0,0,0,0,0,0,0,225600,0.946716975897284,238297.1951951952,2003,2005,1,1,2
1737,M-06-07,F,N,Rotna 1,Rotna_0405,2004,2005,NA,NA,1,NA,list(),Hedmark,Grue,grue,M-06-07,0.194,2.09,0.44,0.00105,8.458,83.2083333333333,NA,2.7,0.269531,1,1.5e-6,0.1972655,0.269531,0,0,0,0,0,0,0,0,0,0,225600,0.946716975897284,238297.1951951952,2003,2005,1,1,2
1782,M-00-09,M,N,Rotna 1,Rotna_0304,2003,2004,NA,NA,1,Tik I Roten 1 är M-06-07,list(),Hedmark,Grue,grue,M-00-09,0.177,2.04,0.46,0.00105,8.513,79.51875,NA,3,0.125,2,3.11e-6,0.1972655,0.269531,0,0,0,0,0,0,0,0,0,0,224300,0.961286753514637,233333.0810810811,2003,2005,0,0,1
1192,G19-12,M,N,Åsta-Löten 2,Åsta-Løten_1112,2011,2012,legal,NA,0,NA,list(),Hedmark,Hamar,hamar,G19-12,0.188,1.04,0.18,0.00969,24.65,87.1666666666667,NA,2.8,0.270508,0,2.9846e-4,0.2748415,0.279175,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,2011,2011,0,0,1
1193,G83-11,F,N,Åsta-Löten 2,Åsta-Løten_1112,2011,2012,legal,NA,0,NA,list(),Hedmark,Hamar,hamar,G83-11,0.188,1.04,0.18,0.00969,24.65,87.1666666666667,NA,2.8,0.279175,0,2.9846e-4,0.2748415,0.279175,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,2011,2011,0,0,1
47,G35-18,F,N,Kockohonka 2,Kockohonka_1920,2019,2020,NA,NA,0,NA,list(),Hedmark,Kongsvinger,NA,G35-18,0.383,1.78,0.4,0,10.338,82.4427083333333,114.2,2.2,0.254885,2,1.532e-4,0.24521199999999999,0.254885,0,0,0,0,0,0,0,0,0,0,430900,1.4179817398473693,303882.6156156156,2019,2019,0,0,1
48,G68-19,M,N,Kockohonka 2,Kockohonka_1920,2019,2020,NA,NA,0,NA,list(),Hedmark,Kongsvinger,NA,G68-19,0.383,1.78,0.4,0,10.338,82.4427083333333,114.2,2.2,0.235539,2,1.532e-4,0.24521199999999999,0.254885,0,0,0,0,0,0,0,0,0,0,430900,1.4179817398473693,303882.6156156156,2019,2019,0,0,1
167,G11-11,M,N,Gräsmark 5,Gräsmark_1819,2018,2019,illegal,NA,0,NA,list(),Hedmark,Kongsvinger,kongsvinger,G11-11,0.332,1.94,0.51,4.4e-4,8.59,83.0885416666667,181.4,1.9,0.261963,3,1.2494e-4,0.230072,0.261963,0,0,0,0,0,0,0,0,0,0,415900,1.3808694719623267,301187.04804804805,2014,2018,4,4,5
168,G125-13,F,N,Gräsmark 5,Gräsmark_1819,2018,2019,illegal,NA,0,NA,list(),Hedmark,Kongsvinger,kongsvinger,G125-13,0.332,1.94,0.51,4.4e-4,8.59,83.0885416666667,181.4,1.9,0.198181,3,1.2494e-4,0.230072,0.261963,0,0,0,0,0,0,0,0,0,0,415900,1.3808694719623267,301187.04804804805,2014,2018,4,4,5
299,G11-11,M,N,Gräsmark 5,Gräsmark_1718,2017,2018,NA,NA,0,NA,list(),Hedmark,Kongsvinger,kongsvinger,G11-11,0.338,2,0.52,6.5e-4,8.852,80.1770833333333,194.7,1.8,0.261963,4,8.25e-5,0.230072,0.261963,0,0,0,0,0,0,0,0,0,0,396100,1.3308091727342912,297638.46546546544,2014,2018,3,3,4
300,G125-13,F,N,Gräsmark 5,Gräsmark_1718,2017,2018,NA,NA,0,NA,list(),Hedmark,Kongsvinger,kongsvinger,G125-13,0.338,2,0.52,6.5e-4,8.852,80.1770833333333,194.7,1.8,0.198181,4,8.25e-5,0.230072,0.261963,0,0,0,0,0,0,0,0,0,0,396100,1.3308091727342912,297638.46546546544,2014,2018,3,3,4
440,G11-11,M,N,Gräsmark 5,Gräsmark_1617,2016,2017,NA,NA,0,NA,list(),Hedmark,Kongsvinger,kongsvinger,G11-11,0.347,2.02,0.63,0.00171,10.137,76.3625,209.9,1.8,0.261963,4,7.56e-5,0.230072,0.261963,0,0,0,0,0,0,0,0,0,0,393300,1.3418590234368604,293100.83483483485,2014,2018,2,2,3
441,G125-13,F,N,Gräsmark 5,Gräsmark_1617,2016,2017,NA,NA,0,NA,list(),Hedmark,Kongsvinger,kongsvinger,G125-13,0.347,2.02,0.63,0.00171,10.137,76.3625,209.9,1.8,0.198181,4,7.56e-5,0.230072,0.261963,0,0,0,0,0,0,0,0,0,0,393300,1.3418590234368604,293100.83483483485,2014,2018,2,2,3
571,G11-11,M,N,Gräsmark 5,Gräsmark_1516,2015,2016,NA,NA,0,NA,list(),Hedmark,Kongsvinger,kongsvinger,G11-11,0.304,1.94,0.67,0.00256,10.262,73.3632392473118,224.6,2,0.261963,5,1.2831e-4,0.230072,0.261963,0,0,0,0,0,0,0,0,0,0,381500,1.3323533477911302,286335.45345345343,2014,2018,1,1,2
572,G125-13,F,N,Gräsmark 5,Gräsmark_1516,2015,2016,NA,NA,0,NA,list(),Hedmark,Kongsvinger,kongsvinger,G125-13,0.304,1.94,0.67,0.00256,10.262,73.3632392473118,224.6,2,0.198181,5,1.2831e-4,0.230072,0.261963,0,0,0,0,0,0,0,0,0,0,381500,1.3323533477911302,286335.45345345343,2014,2018,1,1,2
707,G11-11,M,N,Gräsmark 5,Gräsmark_1415,2014,2015,NA,NA,0,NA,list(),Hedmark,Kongsvinger,kongsvinger,G11-11,0.347,1.96,0.41,4.4e-4,8.671,71.537720959596,230.4,2.3,0.261963,5,1.3697e-4,0.230072,0.261963,0,0,0,0,0,0,0,0,0,0,358500,1.296716971427551,276467.42342342343,2014,2018,0,0,1
708,G125-13,F,N,Gräsmark 5,Gräsmark_1415,2014,2015,NA,NA,0,NA,list(),Hedmark,Kongsvinger,kongsvinger,G125-13,0.347,1.96,0.41,4.4e-4,8.671,71.537720959596,230.4,2.3,0.198181,5,1.3697e-4,0.230072,0.261963,0,0,0,0,0,0,0,0,0,0,358500,1.296716971427551,276467.42342342343,2014,2018,0,0,1
716,G13-10,M,N,Haersjo 1,Hærsjø_1415,2014,2015,NA,NA,0,NA,list(),Hedmark,Kongsvinger,kongsvinger,G13-10,0.392,1.89,0.48,3e-4,10.995,68.3870967741936,207.4,2.4,0.274902,5,4.91e-5,0.274902,0.274902,0,0,0,0,0,0,0,0,0,0,358500,1.296716971427551,276467.42342342343,2011,2014,3,3,4
982,G11-11,M,N,Gräsmark 4,Gräsmark_1213,2012,2013,NA,NA,0,NA,list(),Hedmark,Kongsvinger,kongsvinger,G11-11,0.396,1.81,0.39,0,10.218,79.244375,246.7,3.2,0.261963,4,3.13e-5,0.279419,0.296875,0,0,0,0,0,0,0,0,0,0,336500,1.269141276866135,265139.9069069069,2011,2013,1,1,2
983,M-06-10,F,N,Gräsmark 4,Gräsmark_1213,2012,2013,NA,NA,1,NA,list(),Hedmark,Kongsvinger,kongsvinger,M-06-10,0.396,1.81,0.39,0,10.218,79.244375,246.7,3.2,0.296875,4,3.13e-5,0.279419,0.296875,0,0,0,0,0,0,0,0,0,0,336500,1.269141276866135,265139.9069069069,2011,2013,1,1,2
988,G13-10,M,N,Haersjo 1,Hærsjø_1213,2012,2013,NA,NA,0,NA,list(),Hedmark,Kongsvinger,kongsvinger,G13-10,0.381,1.73,0.47,0.00107,10.938,77.9895833333333,217.6,3.3,0.274902,2,4.29e-6,0.274902,0.274902,0,0,0,0,0,0,0,0,0,0,336500,1.269141276866135,265139.9069069069,2011,2014,1,1,2
989,G88-13,F,N,Haersjö 1,Hærsjø_1213,2012,2013,NA,NA,0,NA,list(),Hedmark,Kongsvinger,kongsvinger,G88-13,0.381,1.73,0.47,0.00107,10.938,77.9895833333333,217.6,3.3,0.152161,2,4.29e-6,0.152161,0.152161,0,0,0,0,0,0,0,0,0,0,336500,1.269141276866135,265139.9069069069,2011,2014,1,1,2
1117,G13-10,M,N,Haersjo 1,Hærsjø_1112,2011,2012,NA,NA,0,NA,list(),Hedmark,Kongsvinger,kongsvinger,G13-10,0.393,1.93,0.45,0,10.267,81.959595959596,NA,3.1,0.274902,2,6.11e-5,0.274902,0.274902,0,0,0,0,0,0,0,0,0,0,324600,1.2572278785808169,258187.08408408408,2011,2014,0,0,1
1118,G88-13,F,N,Haersjö 1,Hærsjø_1112,2011,2012,NA,NA,0,NA,list(),Hedmark,Kongsvinger,kongsvinger,G88-13,0.393,1.93,0.45,0,10.267,81.959595959596,NA,3.1,0.152161,2,6.11e-5,0.152161,0.152161,0,0,0,0,0,0,0,0,0,0,324600,1.2572278785808169,258187.08408408408,2011,2014,0,0,1
1651,M-06-10,F,N,Gräsmark 1,Gräsmark_0506,2005,2006,NA,NA,1,NA,list(),Hedmark,Kongsvinger,kongsvinger,M-06-10,0.397,1.87,0.4,0,10.421,82.3636363636364,NA,3.1,0.296875,1,7.29e-5,0.2421875,0.296875,0,0,0,0,0,0,0,0,0,0,265700,1.0918902380917297,243339.47747747749,2004,2007,1,1,2
1652,M-06-11,M,N,Gräsmark 1,Gräsmark_0506,2005,2006,NA,NA,1,NA,list(),Hedmark,Kongsvinger,kongsvinger,M-06-11,0.397,1.87,0.4,0,10.421,82.3636363636364,NA,3.1,0.1875,1,7.29e-5,0.2421875,0.296875,0,0,0,0,0,0,0,0,0,0,265700,1.0918902380917297,243339.47747747749,2004,2007,1,1,2
101,G38-19,F,N,Spekedalen 2,Spekedalen_1920,2019,2020,legal,NA,0,NA,list(),Hedmark,Rendalen,NA,G38-19,0.243,0.29,0.04,0,1.375,97.7976539589443,308.7,1.8,0.235942,0,2.5214e-4,0.2706885,0.305435,53,29,4,0,0,0,0,0,0,0,385700,1.2692400952869118,303882.6156156156,2019,2019,0,0,1
205,G196-17,M,N,Osdalen 5,Osdalen_1819,2018,2019,legal,NA,0,NA,list(),Hedmark,Rendalen,rendalen,G196-17,0.259,0.46,0.09,0.00342,1.114,83.3010752688172,297.8,1.8,0.226028,1,2.7559e-4,0.227599,0.22917,49,27,18,0,0,0,0,0,0,0,380100,1.2620064589874498,301187.04804804805,2018,2018,0,0,1
206,G286-17,F,N,Osdalen 5,Osdalen_1819,2018,2019,legal,NA,0,NA,list(),Hedmark,Rendalen,rendalen,G286-17,0.259,0.46,0.09,0.00342,1.114,83.3010752688172,297.8,1.8,0.22917,1,2.7559e-4,0.227599,0.22917,49,27,18,0,0,0,0,0,0,0,380100,1.2620064589874498,301187.04804804805,2018,2018,0,0,1
349,M17-05/G139-14,F,N,Osdalen 4,Osdalen_1718,2017,2018,legal,NA,1,NA,list(),Hedmark,Rendalen,rendalen,G139-14,0.252,0.47,0.04,8.5e-4,1.677,85.546875,312.6,1.8,0.157578,2,3.8048e-4,0.1521875,0.157578,31,12,2,0,0,0,0,0,0,0,360300,1.210529020288223,297638.46546546544,2014,2017,3,3,4
350,M17-10/G155-14,M,N,Osdalen 4,Osdalen_1718,2017,2018,legal,NA,1,NA,list(),Hedmark,Rendalen,rendalen,G155-14,0.252,0.47,0.04,8.5e-4,1.677,85.546875,312.6,1.8,0.146797,2,3.8048e-4,0.1521875,0.157578,31,12,2,0,0,0,0,0,0,0,360300,1.210529020288223,297638.46546546544,2014,2017,3,3,4
496,M17-05/G139-14,F,N,Osdalen 4,Osdalen_1617,2016,2017,NA,NA,1,NA,list(),Hedmark,Rendalen,rendalen,G139-14,0.269,0.52,0.07,0.00342,1.423,80.057196969697,299.1,1.8,0.157578,1,2.7829e-4,0.1521875,0.157578,29,11,3,0,0,0,0,0,0,0,352100,1.2012930642057424,293100.83483483485,2014,2017,2,2,3
497,M17-10/G155-14,M,N,Osdalen 4,Osdalen_1617,2016,2017,NA,NA,1,NA,list(),Hedmark,Rendalen,rendalen,G155-14,0.269,0.52,0.07,0.00342,1.423,80.057196969697,299.1,1.8,0.146797,1,2.7829e-4,0.1521875,0.157578,29,11,3,0,0,0,0,0,0,0,352100,1.2012930642057424,293100.83483483485,2014,2017,2,2,3
637,M17-05/G139-14,F,N,Osdalen 4,Osdalen_1516,2015,2016,NA,NA,1,NA,list(),Hedmark,Rendalen,rendalen,G139-14,0.269,0.53,0.07,0.00342,1.436,78.8774509803922,357,2,0.157578,1,2.8166e-4,0.1521875,0.157578,26,11,2,0,0,0,0,0,0,0,348600,1.2174531508256565,286335.45345345343,2014,2017,1,1,2
638,M17-10/G155-14,M,N,Osdalen 4,Osdalen_1516,2015,2016,NA,NA,1,NA,list(),Hedmark,Rendalen,rendalen,G155-14,0.269,0.53,0.07,0.00342,1.436,78.8774509803922,357,2,0.146797,1,2.8166e-4,0.1521875,0.157578,26,11,2,0,0,0,0,0,0,0,348600,1.2174531508256565,286335.45345345343,2014,2017,1,1,2
774,M17-05/G139-14,F,N,Osdalen 4,Osdalen_1415,2014,2015,NA,NA,1,NA,list(),Hedmark,Rendalen,rendalen,G139-14,0.274,0.54,0.08,0.00342,1.444,82.4354166666667,400.1,2.2,0.157578,1,2.0949e-4,0.1521875,0.157578,24,10,2,0,0,0,0,0,0,0,335600,1.213886236014187,276467.42342342343,2014,2017,0,0,1
775,M17-10/G155-14,M,N,Osdalen 4,Osdalen_1415,2014,2015,NA,NA,1,NA,list(),Hedmark,Rendalen,rendalen,G155-14,0.274,0.54,0.08,0.00342,1.444,82.4354166666667,400.1,2.2,0.146797,1,2.0949e-4,0.1521875,0.157578,24,10,2,0,0,0,0,0,0,0,335600,1.213886236014187,276467.42342342343,2014,2017,0,0,1
922,G134-12,F,N,Sölen,Sølen_1314,2013,2014,legal,NA,0,NA,list(),Hedmark,Rendalen,rendalen,G134-12,0.224,0.33,0.11,7.9e-4,1.149,84.7809027777778,328.2,2.5,0.157578,0,4.2625e-4,0.1521875,0.157578,22,10,3,0,0,0,0,0,0,0,324300,1.1929249736189158,271852.8048048048,2013,2013,0,0,1
923,G33-14,M,N,Sölen,Sølen_1314,2013,2014,legal,NA,0,NA,list(),Hedmark,Rendalen,rendalen,G33-14,0.224,0.33,0.11,7.9e-4,1.149,84.7809027777778,328.2,2.5,0.146797,0,4.2625e-4,0.1521875,0.157578,22,10,3,0,0,0,0,0,0,0,324300,1.1929249736189158,271852.8048048048,2013,2013,0,0,1
972,G121-11,M,N,Fuggdalen,Fuggdalen_1213,2012,2013,legal,NA,0,NA,list(),Hedmark,Rendalen,rendalen,G121-11,0.253,0.38,0.12,0.00358,0.624,90.197748655914,355.7,2.6,0.277832,0,3.9996e-4,0.2888185,0.299805,19,9,1,0,0,0,0,0,0,0,313300,1.1816403032456466,265139.9069069069,2012,2012,0,0,1
973,G10-11,F,N,Fuggdalen,Fuggdalen_1213,2012,2013,legal,NA,0,NA,list(),Hedmark,Rendalen,rendalen,G10-11,0.253,0.38,0.12,0.00358,0.624,90.197748655914,355.7,2.6,0.299805,0,3.9996e-4,0.2888185,0.299805,19,9,1,0,0,0,0,0,0,0,313300,1.1816403032456466,265139.9069069069,2012,2012,0,0,1
1274,G105-10,M,N,Osdalen 3,Osdalen_1011,2010,2011,legal,NA,0,NA,list(),Hedmark,Rendalen,rendalen,G105-10,0.252,0.47,0.12,0.00393,0.641,81.3697916666667,NA,2.9,0.260742,0,4.1559e-4,0.2699585,0.279175,15,7,1,0,0,0,0,0,0,0,281300,1.092881887567811,257392.86486486485,2010,2010,0,0,1
1275,G35-11,F,N,Osdalen 3,Osdalen_1011,2010,2011,legal,NA,0,NA,list(),Hedmark,Rendalen,rendalen,G35-11,0.252,0.47,0.12,0.00393,0.641,81.3697916666667,NA,2.9,0.279175,0,4.1559e-4,0.2699585,0.279175,15,7,1,0,0,0,0,0,0,0,281300,1.092881887567811,257392.86486486485,2010,2010,0,0,1
1386,M-09-05,M,N,Osdalen 2,Osdalen_0910,2009,2010,censored,NA,1,NA,list(),Hedmark,Rendalen,rendalen,M-09-05,0.267,0.5,0.09,0.00342,1.431,98.0757575757576,NA,2.9,0.219727,1,4.3689e-4,0.271973,0.324219,14,8,2,0,0,0,0,0,0,0,269600,1.0414292612264606,258875,2008,2009,1,1,2
1387,M-09-19,F,N,Osdalen 2,Osdalen_0910,2009,2010,illegal,NA,1,NA,list(),Hedmark,Rendalen,rendalen,M-09-19,0.267,0.5,0.09,0.00342,1.431,98.0757575757576,NA,2.9,0.324219,1,4.3689e-4,0.271973,0.324219,14,8,2,0,0,0,0,0,0,0,269600,1.0414292612264606,258875,2008,2009,1,1,2
1476,M-09-05,M,N,Osdalen 2,Osdalen_0809,2008,2009,NA,NA,1,NA,list(),Hedmark,Rendalen,rendalen,M-09-05,0.281,0.56,0.09,0.00342,0.846,91.40625,NA,2.9,0.219727,0,3.97e-4,0.271973,0.324219,12,6,2,0,0,0,0,0,0,0,261300,1.0277043852353482,254255.993993994,2008,2009,0,0,1
1477,M-09-19,F,N,Osdalen 2,Osdalen_0809,2008,2009,NA,NA,1,NA,list(),Hedmark,Rendalen,rendalen,M-09-19,0.281,0.56,0.09,0.00342,0.846,91.40625,NA,2.9,0.324219,0,3.97e-4,0.271973,0.324219,12,6,2,0,0,0,0,0,0,0,261300,1.0277043852353482,254255.993993994,2008,2009,0,0,1
1556,M-07-07,M,N,Osdalen 1,Osdalen_0708,2007,2008,illegal,1,1,NA,list(),Hedmark,Rendalen,rendalen,G100-11,0.259,0.48,0.07,0.00342,1.69,83.9606357694593,NA,2.9,0.296875,0,2.4212e-4,0.310547,0.324219,10,4,2,0,0,0,0,0,0,0,243100,0.9674034107703321,251291.23723723725,2006,2007,1,1,2
1557,M-09-19,F,N,Osdalen 1,Osdalen_0708,2007,2008,NA,NA,1,NA,list(),Hedmark,Rendalen,rendalen,M-09-19,0.259,0.48,0.07,0.00342,1.69,83.9606357694593,NA,2.9,0.324219,0,2.4212e-4,0.310547,0.324219,10,4,2,0,0,0,0,0,0,0,243100,0.9674034107703321,251291.23723723725,2006,2007,1,1,2
1622,M-07-07,M,N,Osdalen 1,Osdalen_0607,2006,2007,NA,NA,1,NA,list(),Hedmark,Rendalen,rendalen,G100-11,0.258,0.5,0.04,3.8e-4,1.713,89.046875,NA,2.6,0.296875,0,1.3055e-4,0.310547,0.324219,8,2,0,0,0,0,0,0,0,0,223800,0.907832657732017,246521.2042042042,2006,2007,0,0,1
1623,M-09-19,F,N,Osdalen 1,Osdalen_0607,2006,2007,NA,NA,1,NA,list(),Hedmark,Rendalen,rendalen,M-09-19,0.258,0.5,0.04,3.8e-4,1.713,89.046875,NA,2.6,0.324219,0,1.3055e-4,0.310547,0.324219,8,2,0,0,0,0,0,0,0,0,223800,0.907832657732017,246521.2042042042,2006,2007,0,0,1
1705,M-01-09,M,N,Gråfjell,Gråfjell_0405,2004,2005,natural,NA,1,"Found dead, death cause not determined",list(),Hedmark,Rendalen,åmot,M-01-09,0.315,1,0.11,8.5e-4,1.759,80.7234567901235,NA,2.6,0.125,1,1.56e-5,0.1796875,0.234375,6,6,0,0,0,0,0,0,0,0,208500,0.8749578434157079,238297.1951951952,2000,2004,4,4,5
1706,M-01-10,F,N,Gråfjell,Gråfjell_0405,2004,2005,legal,NA,1,NA,list(),Hedmark,Rendalen,åmot,M-01-10,0.315,1,0.11,8.5e-4,1.759,80.7234567901235,NA,2.6,0.234375,1,1.56e-5,0.1796875,0.234375,6,6,0,0,0,0,0,0,0,0,208500,0.8749578434157079,238297.1951951952,2000,2004,4,4,5
1723,M-04-03,F,N,Koppang 3,Koppang_0405,2004,2005,legal,NA,1,NA,list(),Hedmark,Rendalen,rendalen,M-04-03,0.358,0.74,0.18,0.00385,0.988,80.438753342246,NA,2.6,0.269531,1,1.22e-5,0.251953,0.269531,6,6,0,0,0,0,0,0,0,0,208500,0.8749578434157079,238297.1951951952,2003,2004,1,1,2
1724,G14-05,M,S,Kroppefjäll 1,Koppang_0405,2004,2005,illegal,NA,0,NA,list(),Hedmark,Rendalen,rendalen,G14-05,0.358,0.74,0.18,0.00385,0.988,80.438753342246,NA,2.6,0.296875,1,1.22e-5,0.296875,0.296875,6,6,0,0,0,0,0,0,0,0,208500,0.8749578434157079,238297.1951951952,2002,2004,2,2,3
1772,M-04-02,M,N,Koppang 3,Koppang_0304,2003,2004,NA,NA,1,NA,list(),Hedmark,Rendalen,rendalen,M-04-02,0.37,0.68,0.24,0.00427,1.011,80.4647058823529,NA,2.8,0.234375,0,6.61e-6,0.251953,0.269531,6,6,0,0,0,0,0,0,0,0,199300,0.8541437805415387,233333.0810810811,2003,2004,0,0,1
1773,M-04-03,F,N,Koppang 3,Koppang_0304,2003,2004,NA,NA,1,NA,list(),Hedmark,Rendalen,rendalen,M-04-03,0.37,0.68,0.24,0.00427,1.011,80.4647058823529,NA,2.8,0.269531,0,6.61e-6,0.251953,0.269531,6,6,0,0,0,0,0,0,0,0,199300,0.8541437805415387,233333.0810810811,2003,2004,0,0,1
1803,G2-02,F,N,Koppang 2,Koppang_0203,2002,2003,illegal,NA,0,NA,list(),Hedmark,Rendalen,rendalen,G2-02,0.37,0.59,0.2,0.00119,1.023,95.4125,NA,2.7,0.125,0,4.1e-7,0.1796875,0.234375,6,6,0,0,0,0,0,0,0,0,197000,0.858548345919927,229457.08408408408,2001,2002,1,1,2
1804,M-04-02,M,N,Koppang 2,Koppang_0203,2002,2003,NA,NA,1,NA,list(),Hedmark,Rendalen,rendalen,M-04-02,0.37,0.59,0.2,0.00119,1.023,95.4125,NA,2.7,0.234375,0,4.1e-7,0.1796875,0.234375,6,6,0,0,0,0,0,0,0,0,197000,0.858548345919927,229457.08408408408,2001,2002,1,1,2
1835,G2-02,F,N,Koppang 2,Koppang_0102,2001,2002,NA,NA,0,NA,list(),Hedmark,Rendalen,rendalen,G2-02,0.371,0.65,0.22,0.00353,1.039,83.8385416666667,NA,2.5,0.125,0,0,0.1796875,0.234375,6,6,5,0,0,0,0,0,0,0,185100,0.8263168188924295,224006.0903614458,2001,2002,0,0,1
1836,M-04-02,M,N,Koppang 2,Koppang_0102,2001,2002,NA,NA,1,NA,list(),Hedmark,Rendalen,rendalen,M-04-02,0.371,0.65,0.22,0.00353,1.039,83.8385416666667,NA,2.5,0.234375,0,0,0.1796875,0.234375,6,6,5,0,0,0,0,0,0,0,185100,0.8263168188924295,224006.0903614458,2001,2002,0,0,1
1851,D-01-18,M,N,Atndalen,Atndalen_0001,2000,2001,legal,NA,0,NA,list(),Hedmark,Rendalen,rendalen,D-01-18,0.388,0.4,0.11,4.8e-4,1.893,75.0091397849462,NA,2.5,0.125,1,2.73e-6,NA,NA,1,1,1,0,0,0,0,0,0,0,177700,0.8062354281136307,220407.0843373494,1998,2000,2,2,3
1852,D-01-21,F,N,Atndalen,Atndalen_0001,2000,2001,legal,NA,0,NA,list(),Hedmark,Rendalen,rendalen,D-01-21,0.388,0.4,0.11,4.8e-4,1.893,75.0091397849462,NA,2.5,NA,1,2.73e-6,NA,NA,1,1,1,0,0,0,0,0,0,0,177700,0.8062354281136307,220407.0843373494,1998,2000,2,2,3
1865,M-01-09,M,N,Gråfjell,Gråfjell_0001,2000,2001,NA,NA,1,NA,list(),Hedmark,Rendalen,rendalen,M-01-09,0.328,0.73,0.15,0.00385,1.789,76.5023719165085,NA,2.5,0.125,1,4.96e-5,0.1796875,0.234375,1,1,1,0,0,0,0,0,0,0,177700,0.8062354281136307,220407.0843373494,2000,2004,0,0,1
1866,M-01-10,F,N,Gråfjell,Gråfjell_0001,2000,2001,NA,NA,1,NA,list(),Hedmark,Rendalen,rendalen,M-01-10,0.328,0.73,0.15,0.00385,1.789,76.5023719165085,NA,2.5,0.234375,1,4.96e-5,0.1796875,0.234375,1,1,1,0,0,0,0,0,0,0,177700,0.8062354281136307,220407.0843373494,2000,2004,0,0,1
1869,D-00-15,M,N,Koppang 1,Koppang_0001,2000,2001,legal,NA,0,NA,list(),Hedmark,Rendalen,rendalen,D-00-15,0.362,0.6,0.19,0.00307,1.05,75.106699751861,NA,2.5,0.125,2,2e-5,0.125,0.125,1,1,1,0,0,0,0,0,0,0,177700,0.8062354281136307,220407.0843373494,1998,2000,2,2,3
1870,G2-02,F,N,Koppang 1,Koppang_0001,2000,2001,NA,NA,0,NA,list(),Hedmark,Rendalen,rendalen,G2-02,0.362,0.6,0.19,0.00307,1.05,75.106699751861,NA,2.5,0.125,2,2e-5,0.125,0.125,1,1,1,0,0,0,0,0,0,0,177700,0.8062354281136307,220407.0843373494,1998,2000,2,2,3
1881,D-01-18,M,N,Atndalen,Atndalen_9900,1999,2000,NA,NA,0,NA,list(),Hedmark,Rendalen,rendalen,D-01-18,0.375,0.35,0.09,4.8e-4,2.122,NA,NA,2.4,0.125,1,3.9e-6,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,164500,0.7661001886900809,214723.8734939759,1998,2000,1,1,2
1882,D-01-21,F,N,Atndalen,Atndalen_9900,1999,2000,NA,NA,0,NA,list(),Hedmark,Rendalen,rendalen,D-01-21,0.375,0.35,0.09,4.8e-4,2.122,NA,NA,2.4,NA,1,3.9e-6,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,164500,0.7661001886900809,214723.8734939759,1998,2000,1,1,2
1893,D-00-15,M,N,Koppang 1,Koppang_9900,1999,2000,NA,NA,0,NA,list(),Hedmark,Rendalen,rendalen,D-00-15,0.372,0.61,0.2,0.00136,1.041,NA,NA,2.4,0.125,1,2.64e-5,0.125,0.125,NA,NA,NA,0,0,0,0,0,0,0,164500,0.7661001886900809,214723.8734939759,1998,2000,1,1,2
1894,G2-02,F,N,Koppang 1,Koppang_9900,1999,2000,NA,NA,0,NA,list(),Hedmark,Rendalen,rendalen,G2-02,0.372,0.61,0.2,0.00136,1.041,NA,NA,2.4,0.125,1,2.64e-5,0.125,0.125,NA,NA,NA,0,0,0,0,0,0,0,164500,0.7661001886900809,214723.8734939759,1998,2000,1,1,2
