mod_id;id;sex;Country_fatefile;territory;Revir_Vinter;Autumn;Spring;Fate;Fate_binary;confirmed.illegal;Radio.collar;Comment;geometry;NAME_1;NAME_2;KommunerNamn;SLU.ID;ruggedness_mean;average_gravel_km;average_paved_km;artificial_area_total;pop_mean;mean_snow;hunt_afo;hunt_county2;Fi;number_neighbour_terr;bear_density_BZtiff;mean_fi;max_fi;wolfLKill_cumall;wolfLKill_last5y;wolfLKill_n;NoAffectedSheep_cumall;NoAffectedSheep_last5y;NoAffectedSheep;sheepAttacks_n;AttackDogs_cumall;AttackDogs_last5y;AttackDogs_n;IndividualIncome;income_prop;wolfPopSize;year_average;first_yeardet;last_yeardet;years_firstdet;time_start;time_end;ruggedness_mean_sc;average_gravel_km_sc;average_paved_km_sc;artificial_area_total_sc;pop_mean_sc;mean_snow_sc;hunt_afo_sc;hunt_county2_sc;bear_density_BZtiff_sc;Fi_sc;mean_fi_sc;max_fi_sc;IndividualIncome_sc;income_prop_sc
1232;G27-11;M;S;Gåsborn 1;Gåsborn_1011;2010;2011;NA;0;NA;0;NA;list();Värmland;Filipstad;filipstad;G27-11;0,324;1,20;0,31;0,00216;7,050;82,5625000000000;NA;3,5;0,227051;4;0,00004900;0,113525500000000;0,227051;3;3;2;66;18;18;3;9;6;0;226569;0,880245845660687;60;257392,864864865;2010;2011;0;0;1;0,63971176988869116;-0,0132962578263114;-0,11727206708857743;-0,16651741674444331;-0,403023922266368240;0,656966953569957157;NA;1,254223406070273;-0,58530534703470039;-0,076720513535438017;-1,679342468262285060;-0,65345526182369162;-0,838492548525424874;-0,69886800896148893
1111;G27-11;M;S;Gåsborn 1;Gåsborn_1112;2011;2012;NA;0;NA;0;NA;list();Orebro;Hällefors;hällefors;G27-11;0,337;1,09;0,30;0,00085;9,950;82,0937500000000;NA;3,2;0,227051;3;0,00009000;0,113525500000000;0,227051;2;2;0;2;1;0;0;3;2;0;227528;0,881252448421861;61;258187,084084084;2010;2011;1;1;2;0,78989980419320094;-0,4647297807561760;-0,17190825509356053;-0,40251296429998856;-0,319539160144774292;0,603768789716157439;NA;0,796716913628731;-0,54385690307337298;-0,076720513535438017;-1,679342468262285060;-0,65345526182369162;-0,819815401655506482;-0,69215245503697365
984;G47-13;M;S;Gåsborn 2;Gåsborn_1213;2012;2013;illegal;1;NA;0;NA;list();Orebro;Hällefors;hällefors;G47-13;0,338;1,17;0,29;0,00165;9,850;69,9062500000000;2,9;3,3;0,255676;5;0,00004560;0,191177000000000;0,255676;2;2;0;2;1;0;0;3;2;0;231036;0,871373919887205;66;265139,906906907;2012;2012;0;0;1;0,80145272990893246;-0,1364144913526384;-0,22654444309854363;-0,25839354594545710;-0,322417945045518906;-0,779383470482635898;-0,44186975959805147;0,949219077775911;-0,58874253507051777;0,225282269274494601;-0,582227022905136060;-0,27556657607285162;-0,751494826869611110;-0,75805709351819839
842;G11-13;M;S;Gåsborn 3;Gåsborn_1314;2013;2014;NA;0;NA;0;NA;list();Orebro;Hällefors;hällefors;G11-13;0,335;1,08;0,30;0,00085;9,950;81,3177083333333;2,5;2,8;0,165527;5;0,00019278;0,146102500000000;0,165527;2;2;0;2;0;0;0;3;0;0;238552;0,877504280933517;71;271852,804804805;2013;2015;0;0;1;0,76679395276173790;-0,5057691919316184;-0,17190825509356053;-0,40251296429998856;-0,319539160144774292;0,515696274002640731;-0,44573647594225985;0,186708257040006;-0,43995273062592827;-0,725818127844548466;-1,219071515822218066;-1,46565520949651851;-0,605115853069499887;-0,71715836785281184
711;G11-13;M;S;Gåsborn 3;Gåsborn_1415;2014;2015;NA;0;NA;0;NA;list();Orebro;Hällefors;hällefors;G11-13;0,328;1,16;0,31;0,00076;9,975;77,2069444444444;2,4;2,6;0,165527;5;0,00008460;0,146102500000000;0,165527;2;2;0;2;0;0;0;3;0;0;239023;0,864561173393382;67;276467,423423423;2013;2015;1;1;2;0,68592347275161725;-0,1774539025280807;-0,11727206708857743;-0,41872639886487334;-0,318819463919588153;0,049168080028465636;-0,44670315502831198;-0,118296071254355;-0,54931596642437708;-0,725818127844548466;-1,219071515822218066;-1,46565520949651851;-0,595942822646422177;-0,80350835613938887
575;G11-13;M;S;Gåsborn 3;Gåsborn_1516;2015;2016;NA;0;NA;0;NA;c(14.0382623981256, 59.6993224818524);Värmland;Filipstad;hällefors;G11-13;0,357;1,09;0,28;0,00044;10,567;78,1041666666667;2,1;2,2;0,165527;5;0,00008620;0,146102500000000;0,165527;3;0;0;97;31;29;2;17;8;1;238754;0,833826189249079;74;286335,453453453;2013;2015;2;2;3;1,02095831850783081;-0,4647297807561760;-0,28118063110352642;-0,47637416620668599;-0,301777057307179963;0,150993306249376708;-0,44960319228646828;-0,728304727843079;-0,54769846617222773;-0,725818127844548466;-1,219071515822218066;-1,46565520949651851;-0,601181772081258559;-1,00855691288043103
444;G11-13;M;S;Gåsborn 4;Gåsborn_1617;2016;2017;illegal;1;NA;0;NA;list();Orebro;Hällefors;hällefors;G11-13;0,325;1,10;0,28;0,00085;10,275;69,6875000000000;2,1;2,2;0,165527;5;0,00002980;0,158844000000000;0,165527;3;1;0;3;1;0;0;3;0;0;251668;0,858639656014004;76;293100,834834835;2016;2016;0;0;1;0,65126469560442268;-0,4236903695807337;-0,28118063110352642;-0,40251296429998856;-0,310183109217354258;-0,804209280281075745;-0,44960319228646828;-0,728304727843079;-0,60471535006049282;-0,725818127844548466;-1,039050570354093539;-1,46565520949651851;-0,349673247912201113;-0,84301378053322351
844;G124-13;F;S;Gåsmyren 1;Gåsmyren_1314;2013;2014;NA;0;NA;0;NA;list();Dalarna;Smedjebacken;norberg;G124-13;0,296;1,43;0,33;0,00410;24,133;81,6486486486486;2,9;2,3;0,338989;1;0,00030535;0,345489500000000;0,351990;1;1;0;4;4;0;0;1;1;0;269945;0,992982214010355;71;271852,804804805;2013;2017;0;0;1;0,31622984984820851;0,9306101992088612;-0,00799969107861122;0,18297217276529557;0,088758902327835107;0,553254497191913552;-0,44186975959805147;-0,575802563695898;-0,32615147851064463;1,104260709248080508;1,598009381564513776;0,99590838914658564;0,006283178929820123;0,05325307604678994
713;G124-13;F;S;Gåsmyren 1;Gåsmyren_1415;2014;2015;NA;0;NA;0;NA;list();Dalarna;Smedjebacken;norberg;G124-13;0,297;1,43;0,33;0,00441;24,483;69,5339486139283;2,9;2,3;0,338989;0;0,00033476;0,345489500000000;0,351990;1;1;0;4;4;0;0;1;1;0;273746;0,990156440893742;67;276467,423423423;2013;2017;1;1;2;0,32778277556394003;0,9306101992088612;-0,00799969107861122;0,23881844737767643;0,098834649480441308;-0,821635737446345660;-0,44186975959805147;-0,575802563695898;-0,29641980200082424;1,104260709248080508;1,598009381564513776;0,99590838914658564;0,080310118713511250;0,03440092058385502
577;G124-13;F;S;Gåsmyren 1;Gåsmyren_1516;2015;2016;NA;0;NA;0;NA;list();Dalarna;Hedemora;hedemora;G124-13;0,299;1,43;0,34;0,00512;24,917;64,4947916666667;3,0;2,3;0,338989;2;0,00045108;0,345489500000000;0,351990;0;0;0;9;9;0;0;2;0;0;265096;0,925823179779915;74;286335,453453453;2013;2017;2;2;3;0,35088862699540307;0,9306101992088612;0,04663649692637188;0,36672443116732323;0,111328575949672992;-1,393526717639275825;-0,44090308051199933;-0,575802563695898;-0,17882753366956550;1,104260709248080508;1,598009381564513776;0,99590838914658564;-0,088154240436430414;-0,39479866123143975
446;G124-13;F;S;Gåsmyren 1;Gåsmyren_1617;2016;2017;NA;0;NA;0;NA;list();Dalarna;Smedjebacken;smedjebacken;G124-13;0,300;1,42;0,30;0,00503;25,183;63,9250000000000;2,9;2,2;0,338989;2;0,00022920;0,345489500000000;0,351990;1;1;0;4;4;0;0;1;0;0;284711;0,971375602394437;76;293100,834834835;2013;2017;3;3;4;0,36244155271113460;0,8895707880334189;-0,17190825509356053;0,35051099660243829;0,118986143785653628;-1,458192041257120986;-0,44186975959805147;-0,728304727843079;-0,40313438113637845;1,104260709248080508;1,598009381564513776;0,99590838914658564;0,293860604040576012;-0,09089551069420787
303;G124-13;F;S;Gåsmyren 1;Gåsmyren_1718;2017;2018;NA;0;NA;0;NA;c(15.3487091631757, 15.3362987696458, 60.0952257745862, 60.0971210235499);Dalarna;Smedjebacken;norberg;G124-13;0,302;1,40;0,34;0,00741;25,233;71,1467803030303;2,8;2,3;0,338989;3;0,00024086;0,345489500000000;0,351990;1;0;0;4;0;0;0;3;2;2;290323;0,975421639625695;72;297638,465465465;2013;2017;4;4;5;0,38554740414259764;0,8074919656825342;0,04663649692637188;0,77926626620716943;0,120425536236025962;-0,638596410586722119;-0,44283643868410355;-0,575802563695898;-0,39134684804883996;1,104260709248080508;1,598009381564513776;0,99590838914658564;0,403157943179243361;-0,06390235882223172
173;G124-13;F;S;Gåsmyren 2;Gåsmyren_1819;2018;2019;NA;0;NA;0;NA;list();Dalarna;Smedjebacken;smedjebacken;G124-13;0,302;1,41;0,24;0,00232;15,850;83,2171717171717;2,8;2,4;0,338989;1;0,00033302;0,369707500000000;0,400426;6;5;5;4;0;0;0;3;2;0;292735;0,971937544782139;65;301187,048048048;2018;2019;0;0;1;0,38554740414259764;0,8485313768579766;-0,49972538312345888;-0,13769353307353702;-0,149690851000841729;0,731265264568460194;-0,44283643868410355;-0,423300399548717;-0,29817883352503660;1,104260709248080508;1,940178455641117461;1,63532904881567465;0,450133207256660617;-0,08714651004306029
31;G124-13;F;S;Gåsmyren 2;Gåsmyren_1920;2019;2020;NA;0;NA;0;NA;list();Dalarna;Smedjebacken;NA;G124-13;0,303;1,42;0,24;0,00290;15,775;82,6354166666667;3,2;2,4;0,338989;2;0,00034260;0,369707500000000;0,400426;6;5;0;8;4;4;1;3;2;0;292267;0,961775978556443;68;303882,615615616;2018;2019;1;1;2;0,39710032985832916;0,8895707880334189;-0,49972538312345888;-0,03320695476650173;-0,151849939676400175;0,665242223502774288;-0,43896972233989506;-0,423300399548717;-0,28849405076529233;1,104260709248080508;1,940178455641117461;1,63532904881567465;0,441018603778952800;-0,15493943549325173
579;G58-16;M;S;Göra  3;Göra_1516;2015;2016;censored;1;NA;0;NA;c(13.0945894075758, 61.242600258205);Dalarna;Malung;malung;G58-16;0,171;0,71;0,26;0,01323;1,893;77,8177083333333;77,4;2,3;0,319611;0;0,00112228;0,319611000000000;0,319611;0;0;0;198;68;0;0;20;9;1;269065;0,939684543967026;74;286335,453453453;2015;2015;0;0;1;-1,12788586461823037;-2,0242274054229834;-0,39045300711349268;1,82773503473638588;-0,551482859597768327;0,118483317227602677;0,27830615951076954;-0,575802563695898;0,49971382210709220;0,899816694390757510;1,232379586226690416;0,56846182998758266;-0,010855391712023653;-0,30232252043746660
1113;G77-11;F;S;Göra 1;Göra_1112;2011;2012;NA;0;NA;0;NA;c(13.4907863357261, 13.9094486331368, 13.1479179701683, 12.6906988152006, 60.527752339379, 60.6785337591212, 61.4487016493855, 61.0202085268327);Dalarna;Malung;malung;G77-11;0,174;0,70;0,25;0,01437;1,914;81,3636363636364;NA;2,4;0,261963;2;0,00104346;0,306976500000000;0,351990;0;0;0;186;168;56;4;15;12;4;236838;0,917311572111286;61;258187,084084084;2011;2012;0;0;1;-1,09322708747103592;-2,0652668165984260;-0,44508919511847578;2,03310520589159349;-0,550878314768611932;0,520908619349940372;NA;-0,423300399548717;0,42003171593558414;0,291612103179334503;1,053870412619420716;0,99590838914658564;-0,638497114524182008;-0,45158388226177970
986;G77-11;F;S;Göra 1;Göra_1213;2012;2013;illegal;1;NA;0;NA;c(13.8804310582558, 60.6471298019507);Dalarna;Malung;malung;G77-11;0,176;0,70;0,25;0,01487;1,880;85,7916666666667;89,4;2,0;0,261963;0;0,00103625;0,306976500000000;0,351990;0;0;0;186;157;0;0;16;11;1;244397;0,921766183186487;66;265139,906906907;2011;2012;1;1;2;-1,07012123603957288;-2,0652668165984260;-0,44508919511847578;2,12317984236317514;-0,551857101634865121;1,023443193451692546;0,39430764983702260;-1,033309056137441;0,41274285542433620;0,291612103179334503;1,053870412619420716;0,99590838914658564;-0,491280687840435326;-0,42186492852736435
542;G57-16;F;S;Göra 2;Göra_1415;2014;2016;NA;0;NA;0;NA;c(12.8395250247701, 60.9761202067794);Dalarna;Malung;malung;G57-16;0,168;0,65;0,26;0,01479;1,866;86,3137254901961;29,0;2,2;0,222382;1;0,00131517;0,259399500000000;0,296417;0;0;0;198;68;0;0;19;11;1;257612;0,931798751585479;74;276467,423423423;2014;2014;0;0;2;-1,16254464176542482;-2,2704638724756370;-0,39045300711349268;2,10876790052772201;-0,552260131520969311;1,082691344567296321;-0,18956651813845107;-0,728304727843079;0,69471358688027385;-0,125979936869571707;0,381668825479995977;0,26226968405553108;-0,233909993485929057;-0,35493261253980452
580;G57-16;F;S;Göra 3;Göra_1516;2015;2016;illegal;1;NA;0;NA;c(13.0945894075758, 61.242600258205);Dalarna;Malung;malung;G57-16;0,171;0,71;0,26;0,01323;1,893;77,8177083333333;77,4;2,3;0,222382;0;0,00112228;0,222382000000000;0,222382;0;0;0;198;68;0;0;20;9;1;269065;0,939684543967026;74;286335,453453453;2015;2015;0;0;1;-1,12788586461823037;-2,0242274054229834;-0,39045300711349268;1,82773503473638588;-0,551482859597768327;0,118483317227602677;0,27830615951076954;-0,575802563695898;0,49971382210709220;-0,125979936869571707;-0,141340659185570927;-0,71509237182441387;-0,010855391712023653;-0,30232252043746660
1591;G31-06;F;S;Görsjön;Görsjön_0607;2006;2007;NA;0;NA;0;NA;c(14.3490511400454, 14.3344150479887, 61.1398346054008, 61.3073395020782);Dalarna;Mora;mora;G31-06;0,267;1,14;0,17;0,00000;6,700;83,8750000000000;NA;2,8;0,235352;0;0,00062976;0,268799000000000;0,302246;0;0;0;0;0;0;0;5;5;2;244588;0,992158061167822;30;246521,204204204;2006;2011;0;0;1;-0,01880499590800503;-0,2595327248789653;-0,88217869915834013;-0,55563984630167829;-0,413099669418974469;0,805921812360596457;NA;0,186708257040006;0,00180680698921461;0,010857655900553273;0,514471625537104016;0,33922036175829640;-0,487560838985216960;0,04775473740760231
1520;G31-06;F;S;Görsjön;Görsjön_0708;2007;2008;NA;0;NA;0;NA;list();Dalarna;Mora;mora;G31-06;0,272;1,17;0,19;0,00000;8,033;78,4531250000000;NA;2,6;0,235352;1;0,00104229;0,268799000000000;0,302246;0;0;0;0;0;0;0;5;5;0;246702;0,981737376568747;39;251291,237237237;2006;2011;1;1;2;0,03895963267065258;-0,1364144913526384;-0,77290632314837404;-0,55563984630167829;-0,374725466692048648;0,190596383784979423;NA;-0,118296071254355;0,41884891887619990;0,010857655900553273;0,514471625537104016;0,33922036175829640;-0,446389318147878578;-0,02176689719815123
1444;G31-06;F;S;Görsjön;Görsjön_0809;2008;2009;NA;0;NA;0;NA;list();Dalarna;Mora;mora;G31-06;0,270;1,15;0,17;0,00000;6,650;83,9270833333333;NA;2,4;0,235352;1;0,00087520;0,268799000000000;0,302246;0;0;0;0;0;0;0;5;5;0;247595;0,973802017842886;40;254255,993993994;2006;2011;2;2;3;0,01585378123918953;-0,2184933137035230;-0,88217869915834013;-0,55563984630167829;-0,414539061869346748;0,811832719455459317;NA;-0,423300399548717;0,24993134566892683;0,010857655900553273;0,514471625537104016;0,33922036175829640;-0,428997564076098514;-0,07470767134401664
1346;G31-06;F;S;Görsjön;Görsjön_0910;2009;2010;NA;0;NA;0;NA;list();Dalarna;Mora;mora;G31-06;0,271;1,18;0,18;0,00000;6,625;81,4656862745098;NA;2,3;0,235352;1;0,00109262;0,268799000000000;0,302246;0;0;0;0;0;0;0;5;5;0;253595;0,979604056011589;52;258875,000000000;2006;2011;3;3;4;0,02740670695492106;-0,0953750801771960;-0,82754251115335720;-0,55563984630167829;-0,415258758094532887;0,532490204160413039;NA;-0,575802563695898;0,46972941118287342;0,010857655900553273;0,514471625537104016;0,33922036175829640;-0,312143673336254590;-0,03599935293190341
1234;G31-06;F;S;Görsjön;Görsjön_1011;2010;2011;NA;0;NA;0;NA;c(13.8391302899478, 60.8911616490852);Dalarna;Mora;mora;G31-06;0,258;1,13;0,17;0,00000;6,625;85,4062500000000;NA;2,3;0,235352;1;0,00101497;0,268799000000000;0,302246;1;1;1;0;0;0;0;6;3;1;249934;0,971021477736841;60;257392,864864865;2006;2011;4;4;5;-0,12278132734958874;-0,3005721360544077;-0,88217869915834013;-0,55563984630167829;-0,415258758094532887;0,979702480949675603;NA;-0,575802563695898;0,39123010207074960;0,010857655900553273;0,514471625537104016;0,33922036175829640;-0,383444022336015988;-0,09325805461502298
1115;G31-06;F;S;Görsjön;Görsjön_1112;2011;2012;censored;1;NA;0;NA;c(13.7164672128395, 60.9048253072592);Dalarna;Mora;mora;G31-06;0,262;1,15;0,17;0,00000;6,625;81,9494949494949;NA;2,3;0,235352;2;0,00106888;0,268799000000000;0,302246;1;1;0;0;0;0;0;7;2;1;249091;0,964769406973427;61;258187,084084084;2006;2011;5;5;6;-0,07656962448666264;-0,2184933137035230;-0,88217869915834013;-0,55563984630167829;-0,415258758094532887;0,587397368247340013;NA;-0,575802563695898;0,44572975119160707;0,010857655900553273;0,514471625537104016;0,33922036175829640;-0,399861993984964081;-0,13496876709373887
1117;G13-10;M;N;Haersjo 1;Hærsjø_1112;2011;2012;NA;0;NA;0;NA;list();Hedmark;Kongsvinger;kongsvinger;G13-10;0,393;1,93;0,45;0,00000;10,267;81,9595959595960;NA;3,1;0,274902;2;0,00006110;0,274902000000000;0,274902;0;0;0;0;0;0;0;0;0;0;324600;1,257227878580817;61;258187,084084084;2011;2014;0;0;1;1,43686364427416557;2,9825807579809758;0,64763456498118543;-0,55563984630167829;-0,310413412009413858;0,588543725986960253;NA;0,644214749481550;-0,57307300137782080;0,428122636167202086;0,600699136441782522;-0,02175739276296048;1,070724745327515048;1,81616897315139014
988;G13-10;M;N;Haersjo 1;Hærsjø_1213;2012;2013;NA;0;NA;0;NA;list();Hedmark;Kongsvinger;kongsvinger;G13-10;0,381;1,73;0,47;0,00107;10,938;77,9895833333333;217,6;3,3;0,274902;2;0,00000429;0,274902000000000;0,274902;0;0;0;0;0;0;0;0;0;0;336500;1,269141276866135;66;265139,906906907;2011;2014;1;1;2;1,29822853568538732;2,1617925344721303;0,75690694099115130;-0,36288012425249250;-0,291096765325417450;0,137989310640662582;1,63359023815582582;0,949219077775911;-0,63050436970569912;0,428122636167202086;0,600699136441782522;-0,02175739276296048;1,302484961961538845;1,89564925245839722
846;G13-10;M;S;Haersjo 1;Hærsjø_1314;2013;2014;NA;0;NA;0;NA;c(12.4086386480328, 59.6007970389991);Värmland;Arvika;arvika;G13-10;0,380;1,39;0,42;0,00138;10,972;82,2812500000000;101,8;3,2;0,274902;4;0,00000455;0,274902000000000;0,274902;2;1;0;7;7;1;1;9;3;1;251359;0,924614333776987;71;271852,804804805;2011;2014;2;2;3;1,28667560996965569;0,7664525545070919;0,48372600096623614;-0,30703384964011149;-0,290117978459164261;0,625048055257677371;0,51417585650748399;0,796716913628731;-0,63024152591472493;0,428122636167202086;0,600699136441782522;-0,02175739276296048;-0,355691223285303060;-0,40286348166728669
716;G13-10;M;N;Haersjo 1;Hærsjø_1415;2014;2015;NA;0;NA;0;NA;list();Hedmark;Kongsvinger;kongsvinger;G13-10;0,392;1,89;0,48;0,00030;10,995;68,3870967741936;207,4;2,4;0,274902;5;0,00004910;0,274902000000000;0,274902;0;0;0;0;0;0;0;0;0;0;358500;1,296716971427551;67;276467,423423423;2011;2014;3;3;4;1,42531071855843394;2,8184231132792066;0,81154312899613446;-0,50159506441872903;-0,289455857931993021;-0,951791283230321472;1,53498897137851076;-0,423300399548717;-0,58520425326894099;0,428122636167202086;0,600699136441782522;-0,02175739276296048;1,730949228007633289;2,07962059743786565
581;G13-10;M;S;Haersjo 2;Hærsjø_1516;2015;2016;illegal;1;NA;0;NA;list();Värmland;Arvika;arvika;G13-10;0,382;1,54;0,39;0,00090;11,045;75,8998998998999;100,2;1,9;0,274902;4;0,00007190;0,274902000000000;0,274902;2;1;0;7;1;0;0;9;1;0;271056;0,946637926707399;74;286335,453453453;2015;2015;0;0;1;1,30978146140111873;1,3820437221387269;0,31981743695128712;-0,39350550065283041;-0,288016465481620687;-0,099167642307306444;0,49870899113065031;-1,185811220284622;-0,56215487467581271;0,428122636167202086;0,600699136441782522;-0,02175739276296048;0,027920624365147889;-0,25593300259397922
1118;G88-13;F;N;Haersjö 1;Hærsjø_1112;2011;2012;NA;0;NA;0;NA;list();Hedmark;Kongsvinger;kongsvinger;G88-13;0,393;1,93;0,45;0,00000;10,267;81,9595959595960;NA;3,1;0,152161;2;0,00006110;0,152161000000000;0,152161;0;0;0;0;0;0;0;0;0;0;324600;1,257227878580817;61;258187,084084084;2011;2014;0;0;1;1,43686364427416557;2,9825807579809758;0,64763456498118543;-0,55563984630167829;-0,310413412009413858;0,588543725986960253;NA;0,644214749481550;-0,57307300137782080;-0,866833645575118328;-1,133472732467147637;-1,64210447320815978;1,070724745327515048;1,81616897315139014
989;G88-13;F;N;Haersjö 1;Hærsjø_1213;2012;2013;NA;0;NA;0;NA;list();Hedmark;Kongsvinger;kongsvinger;G88-13;0,381;1,73;0,47;0,00107;10,938;77,9895833333333;217,6;3,3;0,152161;2;0,00000429;0,152161000000000;0,152161;0;0;0;0;0;0;0;0;0;0;336500;1,269141276866135;66;265139,906906907;2011;2014;1;1;2;1,29822853568538732;2,1617925344721303;0,75690694099115130;-0,36288012425249250;-0,291096765325417450;0,137989310640662582;1,63359023815582582;0,949219077775911;-0,63050436970569912;-0,866833645575118328;-1,133472732467147637;-1,64210447320815978;1,302484961961538845;1,89564925245839722
847;G88-13;F;S;Haersjö 1;Hærsjø_1314;2013;2014;NA;0;NA;0;NA;c(12.4086386480328, 59.6007970389991);Värmland;Arvika;arvika;G88-13;0,380;1,39;0,42;0,00138;10,972;82,2812500000000;101,8;3,2;0,152161;4;0,00000455;0,152161000000000;0,152161;2;1;0;7;7;1;1;9;3;1;251359;0,924614333776987;71;271852,804804805;2011;2014;2;2;3;1,28667560996965569;0,7664525545070919;0,48372600096623614;-0,30703384964011149;-0,290117978459164261;0,625048055257677371;0,51417585650748399;0,796716913628731;-0,63024152591472493;-0,866833645575118328;-1,133472732467147637;-1,64210447320815978;-0,355691223285303060;-0,40286348166728669
717;G88-13;F;S;Haersjö 1;Hedbyn_1415;2014;2015;illegal;1;NA;0;NA;list();Västmanland;Köping;köping;G88-13;0,230;1,14;0,37;0,00028;26,875;63,5124810517517;2,1;2,5;0,152161;3;0,00000009;0,152161000000000;0,152161;1;1;0;8;8;0;0;1;1;0;263197;0,952000046663367;67;276467,423423423;2011;2014;3;3;4;-0,44626324739007106;-0,2595327248789653;0,21054506094132089;-0,50519804987759231;0,167695184306252604;-1,505008575874102528;-0,44960319228646828;-0,270798235401536;-0,63475030786759123;-0,866833645575118328;-1,133472732467147637;-1,64210447320815978;-0,125138496855591003;-0,22015960011290278
582;G103-16;F;S;Haersjö 2;Hærsjø_1516;2015;2016;illegal;1;NA;0;NA;list();Värmland;Arvika;arvika;G103-16;0,382;1,54;0,39;0,00090;11,045;75,8998998998999;100,2;1,9;0,273560;4;0,00007190;0,273560000000000;0,273560;2;1;0;7;1;0;0;9;1;0;271056;0,946637926707399;74;286335,453453453;2015;2015;0;0;1;1,30978146140111873;1,3820437221387269;0,31981743695128712;-0,39350550065283041;-0,288016465481620687;-0,099167642307306444;0,49870899113065031;-1,185811220284622;-0,56215487467581271;0,413964112690139552;0,581738408990680633;-0,03947360643204729;0,027920624365147889;-0,25593300259397922
1907;M-98-02;M;S;Hagfors 2;Hagfors_9899;1998;1999;illegal;1;1;1;NA;list();Värmland;Filipstad;filipstad;M-98-02;0,321;0,98;0,24;0,00000;8,260;NA;NA;4,6;0,375000;1;0,00000166;0,187500000000000;0,375000;NA;NA;NA;0;0;0;0;0;0;0;196936;0,951221845543167;8;207034,774193548;1998;1998;0;0;1;0,60505299274149660;-0,9161633036860417;-0,49972538312345888;-0,55563984630167829;-0,368190624967358382;NA;NA;2,931747211689264;-0,63316313574516969;1,484188122759643402;-0,634178285824438914;1,29967148640865782;-1,415614439241057454;-0,22535137167205041
1758;M-02-06;F;S;Halgån 1;Halgån_0304;2003;2004;NA;0;NA;1;NA;c(13.746770748163, 60.2288926724059);Värmland;Hagfors;hagfors;M-02-06;0,311;0,88;0,25;0,00000;4,400;77,9312500000000;NA;4,8;0,269531;2;0,00007340;0,228515500000000;0,269531;0;0;0;1;1;1;1;1;1;1;221372;0,948738168520028;20;233333,081081081;2003;2005;0;0;1;0,48952373558418133;-1,3265574154404645;-0,44508919511847578;-0,55563984630167829;-0,479311722136100737;0,131369094694416350;NA;3,236751539983626;-0,56063846818942265;0,371456891312280324;-0,054682222657003052;-0,09266185149371141;-0,939707493554586382;-0,24192123182276870
1709;M-02-06;F;S;Halgån 1;Halgån_0405;2004;2005;NA;0;NA;1;NA;c(13.3125242540957, 60.0752942478463);Värmland;Hagfors;hagfors;M-02-06;0,298;0,84;0,26;0,00000;4,367;79,1868686868687;NA;4,3;0,269531;2;0,00008880;0,228515500000000;0,269531;0;0;0;3;3;2;1;2;2;1;226500;0,950493772343683;27;238297,195195195;2003;2005;1;1;2;0,33933570127967155;-1,4907150601422339;-0,39045300711349268;-0,55563984630167829;-0,480261721153346366;0,273868526463875606;NA;2,474240719247721;-0,54507002826248496;0,371456891312280324;-0,054682222657003052;-0,09266185149371141;-0,839836368268933153;-0,23020871462870218
1653;M-02-06;F;S;Halgån 1;Halgån_0506;2005;2006;NA;0;NA;1;NA;list();Värmland;Hagfors;hagfors;M-02-06;0,333;0,90;0,27;0,00026;4,333;80,4191919191919;NA;3,8;0,269531;5;0,00005170;0,228515500000000;0,269531;0;0;0;14;14;11;4;2;2;0;228482;0,938943415053348;27;243339,477477477;2003;2005;2;2;3;0,74368810133027485;-1,2444785930895799;-0,33581681910850952;-0,50880103533645560;-0,481240508019599611;0,413724170696352422;NA;1,711729898511816;-0,58257581535919833;0,371456891312280324;-0,054682222657003052;-0,09266185149371141;-0,801235633027871375;-0,30726696463809539
1593;G39-07;M;S;Halgån 2;Halgån_0607;2006;2007;NA;0;NA;0;NA;list();Värmland;Hagfors;hagfors;G39-07;0,302;0,83;0,24;0,00000;4,350;82,2031250000000;NA;3,4;0,238770;2;0,00012528;0,254150500000000;0,269531;0;0;0;22;22;8;3;2;2;0;228662;0,927555099116705;30;246521,204204204;2006;2007;0;0;1;0,38554740414259764;-1,5317544713176761;-0,49972538312345888;-0,55563984630167829;-0,480751114586472961;0,616181694615377418;NA;1,101721241923092;-0,50819102251347958;0,046918634473281678;0,307507232044200385;-0,09266185149371141;-0,797730016305675971;-0,38324415517627713
1522;G39-07;M;S;Halgån 2;Halgån_0708;2007;2008;NA;0;NA;0;NA;c(13.7641292575163, 12.9861960742501, 60.5386151212888, 61.3746618152033);Dalarna;Malung;torsby;G39-07;0,266;0,76;0,23;0,00000;4,233;77,6875000000000;NA;3,2;0,238770;3;0,00015807;0,254150500000000;0,269531;0;0;0;29;11;11;1;5;3;2;234448;0,932973240840324;39;251291,237237237;2006;2007;1;1;2;-0,03035792162373656;-1,8190303495457720;-0,55436157112844187;-0,55563984630167829;-0,484119292920344169;0,103706049490439850;NA;0,796716913628731;-0,47504237672099353;0,046918634473281678;0,307507232044200385;-0,09266185149371141;-0,685043914335553228;-0,34709700327177495
