mod_id;id;sex;Country_fatefile;territory;Revir_Vinter;Autumn;Spring;Fate;Fate_binary;confirmed.illegal;Radio.collar;Comment;geometry;NAME_1;NAME_2;KommunerNamn;SLU.ID;ruggedness_mean;average_gravel_km;average_paved_km;artificial_area_total;pop_mean;mean_snow;hunt_afo;hunt_county2;Fi;number_neighbour_terr;bear_density_BZtiff;mean_fi;max_fi;wolfLKill_cumall;wolfLKill_last5y;wolfLKill_n;NoAffectedSheep_cumall;NoAffectedSheep_last5y;NoAffectedSheep;sheepAttacks_n;AttackDogs_cumall;AttackDogs_last5y;AttackDogs_n;IndividualIncome;income_prop;wolfPopSize;year_average;first_yeardet;last_yeardet;years_firstdet;time_start;time_end;ruggedness_mean_sc;average_gravel_km_sc;average_paved_km_sc;artificial_area_total_sc;pop_mean_sc;mean_snow_sc;hunt_afo_sc;hunt_county2_sc;bear_density_BZtiff_sc;Fi_sc;mean_fi_sc;max_fi_sc;IndividualIncome_sc;income_prop_sc
404;G73-15;F;S;Bertjärn;Berttjärn_1617;2016;2017;illegal;1;NA;0;NA;c(13.1223600712804, 12.5825021065144, 60.0789792772721, 61.037308062458);Värmland;Torsby;torsby;G73-15;0,225;0,69;0,25;0,00092;2,700;79,4823529411765;2,0;1,9;0,214912;2;0,00048800;0,218647000000000;0,222382;14;10;0;153;29;6;1;36;15;2;264141;0,901194976632687;76;293100,834834835;2016;2016;0;0;1;-0,50402787596872867;-2,1063062277738682;-0,44508919511847578;-0,38990251519396713;-0,528251065448759216;0,307402861987894516;-0,45056987137252041;-1,185811220284622;-0,14150371535121900;-0,204790794077962857;-0,194111387225711390;-0,71509237182441387;-0,106753484712522231;-0,55910580668998744
406;G48-14;M;S;Billsjön;Billsjön_1617;2016;2017;illegal;1;NA;0;NA;list();Dalarna;Smedjebacken;smedjebacken;G48-14;0,277;1,30;0,34;0,00293;18,000;66,9411764705882;2,3;2,3;0,205505;8;0,00002060;0,178833000000000;0,205505;1;1;0;4;4;0;0;1;0;0;284711;0,971375602394437;76;293100,834834835;2016;2016;0;0;1;0,09672426124931019;0,3970978539281119;0,04663649692637188;-0,02780247657820679;-0,087796975634832394;-1,115887934389223846;-0,44766983411436412;-0,575802563695898;-0,61401597651035167;-0,304037612519640954;-0,756631806553728414;-0,93789158053766886;0,293860604040576012;-0,09089551069420787
818;G183-13;M;S;Björnås 2;Björnås_1314;2013;2014;illegal;1;NA;0;NA;c(16.1169140591165, 60.7266126048823);Dalarna;Falun;falun;G183-13;0,178;1,10;0,20;0,00000;11,950;80,2656250000000;2,9;2,4;0,414307;2;0,00256491;0,414307000000000;0,414307;0;0;0;109;59;1;1;14;8;1;280604;1,032190932153445;71;271852,804804805;2013;2013;0;0;1;-1,04701538460810983;-0,4236903695807337;-0,71827013514339100;-0,55563984630167829;-0,261963462129881919;0,396295950686338438;-0,44186975959805147;-0,423300399548717;1,95812281508098929;1,898889376346019287;2,570311811792720391;1,81857700853296356;0,213874115829152861;0,31483417949424169
819;G113-12;F;S;Björnås 2/3/4;Björnås_1314;2013;2014;NA;0;NA;0;NA;c(16.1169140591165, 60.7266126048823);Dalarna;Falun;falun;G113-12;0,178;1,10;0,20;0,00000;11,950;80,2656250000000;2,9;2,4;0,000000;2;0,00256491;0,000000000000000;0,000000;0;0;0;109;59;1;1;14;8;1;280604;1,032190932153445;71;271852,804804805;2013;2013;0;0;1;-1,04701538460810983;-0,4236903695807337;-0,71827013514339100;-0,55563984630167829;-0,261963462129881919;0,396295950686338438;-0,44186975959805147;-0,423300399548717;1,95812281508098929;-2,472180210994931127;-3,283311219566419581;-3,65083531382068527;0,213874115829152861;0,31483417949424169
263;G113-12;F;S;Björnås 4;Björnås_1718;2017;2018;NA;0;NA;0;NA;c(16.3210809454011, 61.1855333035311);Gävleborg;Bollnäs;bollnäs;G113-12;0,204;1,16;0,17;0,00000;13,775;81,8823529411765;2,4;2,8;0,000000;1;0,00224688;0,069504000000000;0,139008;10;6;6;57;0;0;0;13;5;1;268696;0,902759660381250;72;297638,465465465;2017;2019;0;0;1;-0,74663931599909061;-0,1774539025280807;-0,88217869915834013;-0,55563984630167829;-0,209425637691292577;0,579777460919349896;-0,44670315502831198;0,186708257040006;1,63661431183657569;-2,472180210994931127;-2,301309430623472263;-1,81574184905727054;-0,018041905992524053;-0,54866701346033508
139;G113-12;F;S;Björnås 4;Björnås_1819;2018;2019;NA;0;NA;0;NA;list();Gävleborg;Bollnäs;bollnäs;G113-12;0,198;1,12;0,18;0,00000;13,875;83,1515151515152;2,6;2,9;0,000000;1;0,00365482;0,069504000000000;0,139008;10;6;0;57;0;0;0;13;5;0;270087;0,896741748194010;65;301187,048048048;2017;2019;1;1;2;-0,81595687029347952;-0,3416115472298491;-0,82754251115335720;-0,55563984630167829;-0,206546852790547963;0,723813939260999795;-0,44476979685620777;0,339210421187188;3,05995387746855929;-2,472180210994931127;-2,301309430623472263;-1,81574184905727054;0,009048721010663096;-0,58881553615988313
7;G22-14;M;S;Björnås 4;Björnås_1920;2019;2020;NA;0;NA;0;NA;c(15.8246297317034, 60.9015612619864);Dalarna;Falun;NA;G22-14;0,179;1,15;0,16;0,00000;13,900;86,7916666666667;2,4;2,5;0,139008;3;0,00292842;0,069504000000000;0,139008;0;0;0;122;13;5;1;16;2;1;309927;1,019890523754179;68;303882,615615616;2017;2019;2;2;3;-1,03546245889237842;-0,2184933137035230;-0,93681488716332328;-0,55563984630167829;-0,205827156565361796;1,136932609673132033;-0,44670315502831198;-0,270798235401536;2,32560876299274844;-1,005601946092115506;-2,301309430623472263;-1,81574184905727054;0,784958555523226797;0,23277196082664639
141;G71-17;M;S;Blåbärskullen;Blåbärskullen_1819;2018;2019;NA;0;NA;0;NA;list();Värmland;Sunne;arvika;G71-17;0,423;1,21;0,33;0,00434;19,800;81,9687500000000;2,1;2,3;0,228912;3;0,00002180;0,190536500000000;0,228912;8;4;0;45;32;0;0;16;6;0;284696;0,945246489997082;65;301187,048048048;2018;2018;0;0;1;1,78345141574611055;0,0277431533491309;-0,00799969107861122;0,22620799827165497;-0,035978847421429226;0,589582612688477559;-0,44960319228646828;-0,575802563695898;-0,61280285132123957;-0,057086376284458631;-0,591276461006798870;-0,62888754674308678;0,293568469313726432;-0,26521597758779442
1428;D-11-29;M;S;Bogen 2;Bogen_0809;2008;2009;NA;0;NA;0;NA;c(12.6244067120794, 59.7926579074265);Värmland;Arvika;arvika;D-11-29;0,414;1,13;0,39;0,00554;12,233;70,2843137254902;NA;3,2;0,267578;1;0,00003490;0,291015500000000;0,314453;1;1;1;0;0;0;0;6;5;1;240468;0,945771213581224;40;254255,993993994;2008;2008;0;0;1;1,67947508430452697;-0,3005721360544077;0,31981743695128712;0,44238712580345213;-0,253816500860774619;-0,736477238982251370;NA;0,796716913628731;-0,59955956800676657;0,350852125030086115;0,828362088590323453;0,50036925911936159;-0,567800510626576438;-0,26171528231783731
265;G166-16;F;S;Bograngen 3;Bograngen_1718;2017;2018;NA;0;NA;0;NA;c(12.5971694120594, 13.3763878520525, 13.1570589260582, 12.9611849676057, 60.6348113567009, 60.3028640762702, 60.1614536131388, 60.0735432252356);Värmland;Torsby;torsby;G166-16;0,197;1,29;0,27;0,00061;5,083;83,4509803921569;74,5;1,9;0,224609;4;0,00037703;0,195068000000000;0,224609;14;10;0;153;25;0;0;40;19;4;269034;0,903895266289819;72;297638,465465465;2017;2018;0;0;1;-0,82750979600921104;0,3560584427526696;-0,33581681910850952;-0,44574878980634808;-0,459649621264014929;0,757800074600038620;0,25027246601525832;-1,185811220284622;-0,25368746721435326;-0,102484384124847797;-0,527252216264122331;-0,68569296210678510;-0,011459136814179512;-0,54109081457617692
