"fate","id","territory","Autumn","Spring","terrRug","humPop","fi","mean_fi","max_fi","mooseHunt","wolfNeighbour","AttackDogs_n","AttackDogs_last5y","AttackDogs_cumall","wolfLKill_n","wolfLKill_last5y","wolfLKill_cumall","sheepAttacks_n","NoAffectedSheep","NoAffectedSheep_last5y","NoAffectedSheep_cumall","IndividualIncome","bearDensity","KommunerNamn","NAME_1","NAME_2","first_yeardet","years_firstdet"
0,"G11-11","Gräsmark 5",2014,2015,0.954098499189281,-0.344192325742497,0.0514372003258864,-0.01011599919608,-0.157273788331766,-0.645636887741294,1.62676668265673,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.84381231718094,-0.48071871461774,"kongsvinger","Hedmark","Kongsvinger",2014,0
0,"G13-10","Haersjo 1",2014,2015,1.47288631671254,-0.272387545393492,0.2043922633909,0.631419996916708,0.0161673387686844,-0.503244461279954,1.62676668265673,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.84381231718094,-0.570378084592774,"kongsvinger","Hedmark","Kongsvinger",2011,3
0,"G11-11","Gräsmark 5",2015,2016,0.458367918000395,-0.29503509444505,0.0514372003258864,-0.01011599919608,-0.157273788331766,-1.07281416712531,1.62676668265673,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.29465560546964,-0.489555065408497,"kongsvinger","Hedmark","Kongsvinger",2014,1
0,"G11-11","Gräsmark 5",2016,2017,0.954098499189281,-0.298897227639381,0.0514372003258864,-0.01011599919608,-0.157273788331766,-1.35759902004799,1.05729160050623,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.52595781424383,-0.543338443027526,"kongsvinger","Hedmark","Kongsvinger",2014,2
0,"G11-11","Gräsmark 5",2017,2018,0.850340935684631,-0.338599956877105,0.0514372003258864,-0.01011599919608,-0.157273788331766,-1.35759902004799,1.05729160050623,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.58084308412246,-0.536297932582235,"kongsvinger","Hedmark","Kongsvinger",2014,3
1,"G11-11","Gräsmark 5",2018,2019,0.781169226681531,-0.346694988052424,0.0514372003258864,-0.01011599919608,-0.157273788331766,-1.21520659358665,0.487816518355726,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.96896034969272,-0.492993691524531,"kongsvinger","Hedmark","Kongsvinger",2014,4
0,"G35-18","Kockohonka 2",2019,2020,1.36912875320788,-0.292686917462896,-0.0322335575668541,0.206543714860302,-0.252151004315767,-0.788029314202633,-0.0816585637947769,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,3.26298858118535,-0.464158209613816,NA,"Hedmark","Kongsvinger",2019,0
0,"D-01-18","Atndalen",1998,1999,1.19619948070013,-0.546011957945467,-1.5676357034977,NA,NA,-0.930421740663972,-0.651133645945279,-0.559341656004787,0,0,NA,NA,NA,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,NA,-0.569459757143389,"rendalen","Hedmark","Rendalen",1998,0
0,"D-00-15","Koppang 1",1998,1999,1.23078533520168,-0.579442582875597,-1.5676357034977,-1.51374013891419,-1.99319751435843,-0.788029314202633,-0.651133645945279,-0.559341656004787,0,0,NA,NA,NA,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,NA,-0.58292855973438,"rendalen","Hedmark","Rendalen",1998,0
0,"G2-02","Koppang 1",1998,1999,1.23078533520168,-0.579442582875597,-1.5676357034977,-1.51374013891419,-1.99319751435843,-0.788029314202633,-0.651133645945279,-0.559341656004787,0,0,NA,NA,NA,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,NA,-0.58292855973438,"rendalen","Hedmark","Rendalen",1998,0
0,"D-01-18","Atndalen",1999,2000,1.27689980787042,-0.546537208059896,-1.5676357034977,NA,NA,-0.503244461279954,-0.651133645945279,-0.559341656004787,0,0,NA,NA,NA,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,-1.95895281012366,-0.616498529828595,"rendalen","Hedmark","Rendalen",1998,1
0,"D-00-15","Koppang 1",1999,2000,1.24231395336887,-0.579936935924472,-1.5676357034977,-1.51374013891419,-1.99319751435843,-0.503244461279954,-0.651133645945279,-0.559341656004787,0,0,NA,NA,NA,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,-1.95895281012366,-0.59354034359395,"rendalen","Hedmark","Rendalen",1998,1
0,"G2-02","Koppang 1",1999,2000,1.24231395336887,-0.579936935924472,-1.5676357034977,-1.51374013891419,-1.99319751435843,-0.503244461279954,-0.651133645945279,-0.559341656004787,0,0,NA,NA,NA,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,-1.95895281012366,-0.59354034359395,"rendalen","Hedmark","Rendalen",1998,1
0,"M-01-10","Gråfjell",2000,2001,0.735054754012797,-0.556825930889594,-0.274687251319341,-0.731139206783517,-0.527077777391757,-0.360852034818615,-0.651133645945279,-0.559341656004787,0,0,0.478557175011141,-0.18133732936631,-0.276307623879274,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,-1.70020796641015,-0.569867902676449,"rendalen","Hedmark","Rendalen",2000,0
0,"G2-02","Koppang 1",2000,2001,1.12702777169703,-0.57965886233448,-1.5676357034977,-1.51374013891419,-1.99319751435843,-0.360852034818615,-0.0816585637947769,-0.559341656004787,0,0,0.478557175011141,-0.18133732936631,-0.276307623879274,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,-1.70020796641015,-0.600070672122915,"rendalen","Hedmark","Rendalen",1998,2
0,"M-04-02","Koppang 2",2001,2002,1.23078533520168,-0.579998730055581,-0.274687251319341,-0.731139206783517,-0.527077777391757,-0.360852034818615,-1.22060872809578,-0.559341656004787,0,0,3.63961312659027,1.67844118637872,1.03357656211801,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,-1.55515403887379,-0.620477948775933,"rendalen","Hedmark","Rendalen",2001,0
0,"M-04-02","Koppang 2",2002,2003,1.2192567170345,-0.580493083104455,-0.274687251319341,-0.731139206783517,-0.527077777391757,-0.0760671818959358,-1.22060872809578,-0.559341656004787,0,0,-0.311706812883643,1.67844118637872,1.03357656211801,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,-1.32189164188964,-0.620059599604546,"rendalen","Hedmark","Rendalen",2001,1
1,"G2-02","Koppang 2",2002,2003,1.2192567170345,-0.580493083104455,-1.5676357034977,-0.731139206783517,-0.527077777391757,-0.0760671818959358,-1.22060872809578,-0.559341656004787,0,0,-0.311706812883643,1.67844118637872,1.03357656211801,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,-1.32189164188964,-0.620059599604546,"rendalen","Hedmark","Rendalen",2001,1
0,"M-04-03","Koppang 3",2003,2004,1.2192567170345,-0.580863847891111,0.140900367284386,0.303010236158457,-0.0558283559261539,0.0663252445654031,-1.22060872809578,-0.559341656004787,0,0,-0.311706812883643,1.67844118637872,1.03357656211801,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,-1.27680731306078,-0.613733343842111,"rendalen","Hedmark","Rendalen",2003,0
1,"G14-05","Kroppefjäll 1",2004,2005,1.0809132990283,-0.581574480398868,0.464140435639725,0.945862790639356,0.310704929446341,-0.218459608357275,-0.651133645945279,-0.559341656004787,0,0,-0.311706812883643,1.67844118637872,1.03357656211801,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,-1.0964699977453,-0.608029510017592,"rendalen","Hedmark","Rendalen",2002,2
0,"M-09-19","Osdalen 1",2006,2007,-0.0719485176900412,-0.559174107871747,0.787380503995063,1.14151481247416,0.677238214818837,-0.218459608357275,-1.22060872809578,-0.559341656004787,0,0,-0.311706812883643,0.190618373782696,1.55753023651693,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,-0.796561201622823,-0.487269450423359,"rendalen","Hedmark","Rendalen",2006,0
0,"M-09-19","Osdalen 1",2007,2008,-0.0604198995228578,-0.559884740379504,0.787380503995063,1.14151481247416,0.677238214818837,0.208717671026743,-1.22060872809578,-0.559341656004787,0,0,1.26882116290592,0.934529780080709,2.08148391091584,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,-0.418244877102312,-0.373427457614499,"rendalen","Hedmark","Rendalen",2006,1
1,"G100-11","Osdalen 1",2007,2008,-0.0604198995228578,-0.559884740379504,0.464140435639725,1.14151481247416,0.677238214818837,0.208717671026743,-1.22060872809578,-0.559341656004787,0,0,1.26882116290592,0.934529780080709,2.08148391091584,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,-0.418244877102312,-0.373427457614499,"rendalen","Hedmark","Rendalen",2006,1
0,"M-09-19","Osdalen 2",2008,2009,0.193209700155177,-0.585961863707628,0.787380503995063,0.589504785392855,0.677238214818837,0.208717671026743,-1.22060872809578,-0.559341656004787,0,0,1.26882116290592,1.67844118637872,2.60543758531476,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,-0.0614906228912614,-0.215393507213529,"rendalen","Hedmark","Rendalen",2008,0
1,"M-09-19","Osdalen 2",2009,2010,0.0318090458146096,-0.567887080358158,0.787380503995063,0.589504785392855,0.677238214818837,0.208717671026743,-0.651133645945279,-0.559341656004787,0,0,1.26882116290592,2.42235259267673,3.12939125971367,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,0.101204998534657,-0.174691193929085,"rendalen","Hedmark","Rendalen",2008,1
0,"G139-14","Osdalen 4",2014,2015,0.112509372984893,-0.567485418505948,-1.18252324932567,-1.12467567551208,-1.55650495398448,-0.788029314202633,-0.651133645945279,-0.559341656004787,0,0,1.26882116290592,3.16626399897475,5.74915963170825,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.3949292171022,-0.406721929473898,"rendalen","Hedmark","Rendalen",2014,0
0,"G139-14","Osdalen 4",2015,2016,0.0548662821489764,-0.567732595030385,-1.18252324932567,-1.12467567551208,-1.55650495398448,-1.07281416712531,-0.651133645945279,-0.559341656004787,0,0,1.26882116290592,3.53821970212375,6.27311330610716,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.64975368439581,-0.333082271671483,"rendalen","Hedmark","Rendalen",2014,1
0,"G139-14","Osdalen 4",2016,2017,0.0548662821489764,-0.568134256882596,-1.18252324932567,-1.12467567551208,-1.55650495398448,-1.35759902004799,-0.651133645945279,-0.559341656004787,0,0,2.05908515080071,3.53821970212375,7.05904381770554,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.71836027174409,-0.336520897787516,"rendalen","Hedmark","Rendalen",2014,2
0,"G124-17","Mangen 5",2016,2017,0.469896536167579,-0.0482602318600654,-0.0145371568088103,-0.473444371851528,-0.232084432921581,-1.21520659358665,0.487816518355726,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.43382896837614,-0.580581722919283,"sør-odal","Hedmark","Sør-Odal",2016,0
0,"G124-17","Mangen 6",2019,2020,0.435310681666028,-0.0344183464915824,-0.0145371568088103,0.360301990796815,-0.232084432921581,-1.35759902004799,-0.0816585637947769,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,3.24338669908584,-0.562215173931567,NA,"Hedmark","Sør-Odal",2019,0
0,"G95-10","Julussa 9",2016,2017,0.700468899511247,-0.559606666789512,0.322722905734264,-1.26393749898234,0.150346617095875,-1.35759902004799,-0.651133645945279,-0.559341656004787,0,0,0.478557175011141,0.934529780080709,1.81950707371639,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.51254050969925,-0.407466795071733,"stor-elvdal","Hedmark","Stor-Elvdal",2012,4
1,"G16-12","Julussa 9",2016,2017,0.700468899511247,-0.559606666789512,-3.04529107741584,-1.26393749898234,0.150346617095875,-1.35759902004799,-0.651133645945279,-0.559341656004787,0,0,0.478557175011141,0.934529780080709,1.81950707371639,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.51254050969925,-0.407466795071733,"stor-elvdal","Hedmark","Stor-Elvdal",2012,4
0,"G73-10","Slettås 1",2009,2010,-0.867423171225696,-0.528153454054879,0.279433513899958,0.685577770222282,0.101259252736817,0.208717671026743,-0.651133645945279,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,0.314865513419298,-0.222148315785678,"trysil","Hedmark","Trysil",2009,0
0,"G16-09","VaråaHöljes  1",2009,2010,-1.06340968006781,-0.431414741803272,0.140900367284386,-1.37399176126442,-0.0558283559261539,0.493502523949422,-0.651133645945279,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,0.314865513419298,-0.402660881419947,"trysil","Hedmark","Trysil",2009,0
1,"G16-10","VaråaHöljes  1",2009,2010,-1.06340968006781,-0.431414741803272,-3.04529107741584,-1.37399176126442,-0.0558283559261539,0.493502523949422,-0.651133645945279,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,0.314865513419298,-0.402660881419947,"trysil","Hedmark","Trysil",2009,0
0,"G73-10","Slettås 1",2010,2011,-0.706022516885128,-0.528029865792661,0.279433513899958,0.685577770222282,0.101259252736817,0.208717671026743,-0.0816585637947769,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,0.467760193795463,-0.09476609491754,"trysil","Hedmark","Trysil",2009,1
1,"G16-09","VaråaHöljes  2",2010,2011,-1.074938298235,-0.430642315164406,0.140900367284386,-1.37399176126442,-0.0558283559261539,0.635894950410761,0.487816518355726,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,0.467760193795463,-0.157681728838794,"trysil","Hedmark","Trysil",2010,0
0,"G73-10","Slettås 1",2011,2012,-0.775194225888229,-0.388436923616755,0.279433513899958,0.685577770222282,0.101259252736817,0.0663252445654031,-1.22060872809578,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,0.667699391210447,-0.119571139689283,"trysil","Hedmark","Trysil",2009,2
0,"G70-10","Slettås 1",2012,2013,-0.936594880228797,-0.386861173273468,0.218826001083332,0.685577770222282,0.101259252736817,-0.218459608357275,-0.0816585637947769,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,0.781390307387595,-0.146151617529839,"trysil","Hedmark","Trysil",2009,3
1,"G73-10","Slettås 1",2012,2013,-0.936594880228797,-0.386861173273468,0.279433513899958,0.685577770222282,0.101259252736817,-0.218459608357275,-0.0816585637947769,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,0.781390307387595,-0.146151617529839,"trysil","Hedmark","Trysil",2009,3
0,"G70-10","Slettås 3",2013,2014,-0.809780080389779,-0.385069143471298,0.218826001083332,-0.332193400412062,0.0325342617294739,-0.360852034818615,-0.651133645945279,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.07149816246032,-0.176374794252959,"trysil","Hedmark","Trysil",2013,0
0,"G70-10","Slettås 3",2014,2015,-0.729079753219495,-0.382937245948027,0.218826001083332,-0.332193400412062,0.0325342617294739,-0.788029314202633,-0.651133645945279,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.2675169834554,-0.208465236789829,"trysil","Hedmark","Trysil",2013,1
1,"G125-14","Lutnes",2014,2015,-1.06340968006781,-0.534889014345793,0.492996089781598,-0.149105924742488,0.343425370844611,-0.645636887741294,-0.0816585637947769,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.2675169834554,0.134713731045646,"malung","Hedmark","Trysil",2014,0
0,"G70-10","Slettås 3",2015,2016,-0.763665607721045,-0.381176113211412,0.218826001083332,-0.332193400412062,0.0325342617294739,-1.07281416712531,0.487816518355726,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.63995274334606,-0.167579258015508,"trysil","Hedmark","Trysil",2013,2
0,"G160-15","Varåa 1",2015,2016,-1.01729520739908,-0.400672161576396,0.353032572764073,0.361532686662657,0.184715814861201,-1.07281416712531,1.62676668265673,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.63995274334606,-0.129621723440895,"trysil","Hedmark","Trysil",2015,0
0,"G95-15","Fulufjellet 3",2016,2017,-0.706022516885128,-0.563190726393852,-0.596390558085805,-0.692758668269698,-0.891868474734029,-1.07281416712531,-1.22060872809578,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.79676780014213,0.323266763681204,"trysil","Hedmark","Trysil",2016,0
0,"G70-10","Slettås 3",2016,2017,-0.844365934891329,-0.396501057726518,0.218826001083332,-0.332193400412062,0.0325342617294739,-1.35759902004799,-0.0816585637947769,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.79676780014213,-0.32853144897786,"trysil","Hedmark","Trysil",2013,3
1,"G160-15","Varåa 1",2016,2017,-1.05188106190063,-0.426687490773411,0.353032572764073,0.361532686662657,0.184715814861201,-1.35759902004799,0.487816518355726,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.79676780014213,-0.257697791715235,"trysil","Hedmark","Trysil",2015,1
0,"G70-10","Slettås 3",2017,2018,-0.786722844055412,-0.378333583180385,0.218826001083332,-0.332193400412062,0.0325342617294739,-1.35759902004799,1.05729160050623,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.21428788886165,-0.269707474025536,"trysil","Hedmark","Trysil",2013,4
0,"G154-15","Varåa 2",2017,2018,-1.06340968006781,-0.426502108380083,-0.336216821089292,0.0402709792182212,-0.478271908022197,-1.35759902004799,1.05729160050623,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.21428788886165,-0.179895049475604,"trysil","Hedmark","Trysil",2017,0
0,"G37-18","Varåa 2",2018,2019,-1.06340968006781,-0.427459917412277,-0.231646105587853,0.0402709792182212,-0.478271908022197,-1.21520659358665,-0.0816585637947769,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.47107254436521,-0.00824944554707083,"trysil","Hedmark","Trysil",2017,1
0,"G60-19","Slettås 4",2019,2020,-0.809780080389779,-0.378117303721502,-0.237249374765751,-0.643788421142819,-0.484625652070857,-1.35759902004799,-0.0816585637947769,-0.559341656004787,0,0,1.26882116290592,0.190618373782696,-0.0143307866798168,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.73177757628867,0.0672778853457483,NA,"Hedmark","Trysil",2019,0
0,"G37-18","Varåa 2",2019,2020,-1.06340968006781,-0.426811079035629,-0.231646105587853,0.0402709792182212,-0.478271908022197,-1.07281416712531,1.05729160050623,-0.559341656004787,0,0,1.26882116290592,0.190618373782696,-0.0143307866798168,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.73177757628867,0.267310011098629,NA,"Hedmark","Trysil",2017,2
0,"M-07-04","Kynna 1",2004,2005,-0.821308698556963,-0.368384728071787,1.6647413375697,1.79834148919918,1.67210853031991,-0.218459608357275,-0.651133645945279,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,-0.739715743534248,-0.614570042184885,"våler","Hedmark","Våler",2004,0
0,"M-07-04","Kynna 1",2005,2006,-0.798251462222596,-0.369033566448435,1.6647413375697,1.79834148919918,1.67210853031991,-0.218459608357275,-0.651133645945279,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,-0.514294099389903,-0.402864954186477,"våler","Hedmark","Våler",2004,1
1,"M-07-04","Kynna 1",2006,2007,-0.844365934891329,-0.368786389923998,1.6647413375697,1.79834148919918,1.67210853031991,-0.0760671818959358,-0.0816585637947769,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,-0.518214475809805,-0.484647115373446,"våler","Hedmark","Våler",2004,2
0,"M-07-05","Kynna 2",2007,2008,-0.798251462222596,-0.368230242744014,0.423735427095308,NA,NA,0.208717671026743,-0.0816585637947769,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,-0.12813702202959,-0.412752279724864,"våler","Hedmark","Våler",2007,0
0,"M-06-06","Juvberget 1",2008,2009,-1.10952415273655,-0.40295854442744,0.279433513899958,0.275061991670207,0.101259252736817,0.351110097488082,-0.0816585637947769,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,0.287422878479986,-0.409558540928667,"våler","Hedmark","Våler",2003,5
0,"M-07-05","Kynna 2",2009,2010,-0.832837316724146,-0.315334466514454,0.423735427095308,NA,NA,0.208717671026743,-0.651133645945279,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,0.336427583728757,-0.450015966893275,"våler","Hedmark","Våler",2007,2
0,"M-07-05","Kynna 2",2010,2011,-0.844365934891329,-0.314129480957823,0.423735427095308,NA,NA,0.208717671026743,-0.0816585637947769,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,0.493242640524823,-0.343449168211216,"våler","Hedmark","Våler",2007,3
1,"M-10-10","Kynna 2",2010,2011,-0.844365934891329,-0.314129480957823,NA,NA,NA,0.208717671026743,-0.0816585637947769,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,0.493242640524823,-0.343449168211216,"våler","Hedmark","Våler",2007,3
0,"G91-11","Kynna 3",2012,2013,-0.809780080389779,-0.364522594877456,0.469909202219501,0.924898029668907,0.317246336821333,-0.0760671818959358,-0.651133645945279,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.10678155023943,-0.382671953938316,"våler","Hedmark","Våler",2011,1
0,"G91-11","Kynna 3",2013,2014,-0.844365934891329,-0.363564785845262,0.469909202219501,0.924898029668907,0.317246336821333,-0.218459608357275,-1.22060872809578,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.34788470006338,-0.257759013545194,"våler","Hedmark","Våler",2011,2
0,"G91-11","Kynna 3",2014,2015,-0.798251462222596,-0.309896582976836,0.469909202219501,0.924898029668907,0.317246336821333,-0.788029314202633,-0.0816585637947769,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.56938596778783,-0.36643796536084,"våler","Hedmark","Våler",2011,3
0,"G91-11","Kynna 4",2015,2016,-0.809780080389779,-0.361401991256437,0.469909202219501,0.904591547882513,0.317246336821333,-1.07281416712531,1.62676668265673,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,1.85557344644065,-0.337857574408289,"våler","Hedmark","Våler",2015,0
0,"G91-11","Kynna 4",2016,2017,-0.809780080389779,-0.307208538273582,0.469909202219501,0.904591547882513,0.317246336821333,-1.35759902004799,1.05729160050623,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.01630887965662,-0.437853230008076,"våler","Hedmark","Våler",2015,1
0,"G160-16","Juvberget 5",2017,2018,-1.20175309807401,-0.398447572856461,-0.280503302871082,0.639913229432723,0.581918649565625,-1.35759902004799,1.62676668265673,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.19860638318205,-0.350244791336671,"våler","Hedmark","Våler",2017,0
0,"G91-11","Kynna 4",2017,2018,-0.809780080389779,-0.361803653108647,0.469909202219501,0.904591547882513,0.317246336821333,-1.35759902004799,0.487816518355726,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.19860638318205,-0.458444172150971,"våler","Hedmark","Våler",2015,2
0,"G160-16","Juvberget 6",2018,2019,-1.19022447990683,-0.399683455478647,-0.280503302871082,-0.444680433591731,-0.533672802859987,-1.07281416712531,0.487816518355726,-0.559341656004787,0,0,0.478557175011141,-0.18133732936631,-0.276307623879274,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.54359950813339,-0.181782722566008,"våler","Hedmark","Våler",2018,0
0,"G204-13","Kynna 4",2018,2019,-0.786722844055412,-0.309340435796852,0.39018673948587,0.904591547882513,0.317246336821333,-1.35759902004799,0.487816518355726,-0.559341656004787,0,0,0.478557175011141,-0.18133732936631,-0.276307623879274,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.54359950813339,-0.335969901317885,"våler","Hedmark","Våler",2015,3
