"fate","id","territory","Autumn","Spring","terrRug","humPop","fi","mean_fi","max_fi","mooseHunt","wolfNeighbour","AttackDogs_n","AttackDogs_last5y","AttackDogs_cumall","wolfLKill_n","wolfLKill_last5y","wolfLKill_cumall","sheepAttacks_n","NoAffectedSheep","NoAffectedSheep_last5y","NoAffectedSheep_cumall","IndividualIncome","bearDensity","KommunerNamn","NAME_1","NAME_2","first_yeardet","years_firstdet"
0,"G35-16","Aurskog 5",2018,2019,1.02327020819238,4.13671640045164,0.626386995695935,0.976816222706989,0.494682011867988,-1.07281416712531,1.05729160050623,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,3.13361615932859,-0.619273919453405,"aurskog-høland","Akershus","Aurskog-Høland",2018,0
1,"G175-17","Sotsjöen 1",2018,2019,0.71199751767843,-0.315736128366665,-0.465931320433321,-0.260533987060851,-0.743936155491385,-0.930421740663972,1.62676668265673,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,3.13361615932859,-0.619151475793487,"aurskog-høland","Akershus","Aurskog-Høland",2018,0
0,"G35-16","Aurskog 5",2019,2020,0.815755081183081,1.74392405563737,0.626386995695935,0.976816222706989,0.494682011867988,-1.35759902004799,1.05729160050623,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,3.5080121074292,-0.601907327021687,NA,"Akershus","Aurskog-Høland",2018,1
1,"G80-17","Aurskog 5",2019,2020,0.815755081183081,1.74392405563737,0.353032572764073,0.976816222706989,0.494682011867988,-1.35759902004799,1.05729160050623,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,3.5080121074292,-0.601907327021687,NA,"Akershus","Aurskog-Høland",2018,1
0,"G18-10","Skugghöjden",2012,2013,1.54205802571564,7.77747212008375,0.218826001083332,-1.24092385960632,0.0325342617294739,0.0663252445654031,-0.651133645945279,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.4514706622657,-0.620477948775933,"enebakk","Akershus","Enebakk",2009,3
0,"G86-11","Östmarka 1",2012,2013,1.54205802571564,7.77747212008375,-0.00772812084579532,-0.470417718646579,-0.224363427495361,0.0663252445654031,-0.651133645945279,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.4514706622657,-0.620477948775933,"enebakk","Akershus","Enebakk",2012,0
0,"G86-11","Östmarka 1",2013,2014,1.56511526205,8.07260089026176,-0.00772812084579532,-0.470417718646579,-0.224363427495361,-0.360852034818615,-1.22060872809578,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.77098134048769,-0.620477948775933,"enebakk","Akershus","Enebakk",2012,1
1,"G46-13","Östmarka 1",2013,2014,1.56511526205,8.07260089026176,-1.40385238185262,-0.470417718646579,-0.224363427495361,-0.360852034818615,-1.22060872809578,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,2.77098134048769,-0.620477948775933,"enebakk","Akershus","Enebakk",2012,1
0,"G152-15","Östmarka 3",2017,2018,1.7034586800562,8.63125073255537,1.95622954725029,1.85805885952661,2.00263726608333,-0.930421740663972,-1.22060872809578,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,3.53741493057846,-0.620477948775933,"enebakk","Akershus","Enebakk",2016,1
1,"G72-16","Östmarka 3",2017,2018,1.7034586800562,8.63125073255537,0.479106129266767,1.85805885952661,2.00263726608333,-0.930421740663972,-1.22060872809578,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,3.53741493057846,-0.620477948775933,"enebakk","Akershus","Enebakk",2016,1
0,"G152-15","Östmarka 4",2018,2019,1.64581558922029,9.15727327362328,1.95622954725029,1.41409248113261,2.00263726608333,-1.21520659358665,-0.0816585637947769,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,3.74911525725315,-0.620375912392668,"enebakk","Akershus","Enebakk",2018,0
1,"G309-17","Östmarka 5",2019,2020,1.57664388021719,9.31765994091746,1.86896513148818,2.69931819112341,2.00263726608333,-1.49999144650933,-0.651133645945279,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,3.9784572778174,-0.618600479323856,NA,"Akershus","Enebakk",2019,0
0,"G86-11","Östmarka 2",2014,2015,1.54205802571564,8.05047859132463,-0.00772812084579532,0.0938205597993961,-0.224363427495361,-0.503244461279954,-1.22060872809578,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,3.6393447174959,-0.619784101369731,"enebakk","Akershus","Lørenskog",2014,0
0,"G172-14","Mangen 4",2015,2016,0.308495881827011,-0.0532655564799185,-1.40204373167494,-0.0855032761874288,0.494682011867988,-0.788029314202633,0.487816518355726,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,3.98041746602735,-0.562827392231158,"nes","Akershus","Nesodden",2014,1
1,"G18-13","Mangen 4",2015,2016,0.308495881827011,-0.0532655564799185,0.626386995695935,-0.0855032761874288,0.494682011867988,-0.788029314202633,0.487816518355726,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,3.98041746602735,-0.562827392231158,"nes","Akershus","Nesodden",2014,1
0,"G124-17","Mangen 5",2017,2018,0.296967263659827,-0.0426678629946738,-0.0145371568088103,-0.473444371851528,-0.232084432921581,-1.07281416712531,-0.651133645945279,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,4.37833567264737,-0.615478165995944,"nes","Akershus","Nesodden",2016,1
0,"G124-17","Mangen 5",2018,2019,0.331553118161378,-0.0361176850970882,-0.0145371568088103,-0.473444371851528,-0.232084432921581,-1.21520659358665,0.487816518355726,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,4.68216484518975,-0.599662526589855,"nes","Akershus","Nesodden",2016,2
1,"G172-14","Mangen 5",2018,2019,0.331553118161378,-0.0361176850970882,-1.40204373167494,-0.473444371851528,-0.232084432921581,-1.21520659358665,0.487816518355726,-0.559341656004787,0,0,-0.311706812883643,-0.553293032515316,-0.538284461078732,-0.463580494173236,-0.348829798515283,-0.643070481789381,-0.713948409062778,4.68216484518975,-0.599662526589855,"nes","Akershus","Nesodden",2016,2
