"";"mod_id";"id";"sex";"Country_fatefile";"territory";"Revir_Vinter";"Autumn";"Spring";"Fate";"Fate_binary";"confirmed.illegal";"Radio.collar";"Comment";"geometry";"NAME_1";"NAME_2";"KommunerNamn";"SLU.ID";"ruggedness_mean";"average_gravel_km";"average_paved_km";"artificial_area_total";"pop_mean";"mean_snow";"hunt_afo";"hunt_county2";"Fi";"number_neighbour_terr";"bear_density_BZtiff";"mean_fi";"max_fi";"wolfLKill_cumall";"wolfLKill_last5y";"wolfLKill_n";"NoAffectedSheep_cumall";"NoAffectedSheep_last5y";"NoAffectedSheep";"sheepAttacks_n";"AttackDogs_cumall";"AttackDogs_last5y";"AttackDogs_n";"IndividualIncome";"income_prop";"year_average";"first_yeardet";"last_yeardet";"years_firstdet";"time_start";"time_end";"ruggedness_mean_sc";"average_gravel_km_sc";"average_paved_km_sc";"artificial_area_total_sc";"pop_mean_sc";"mean_snow_sc";"hunt_afo_sc";"hunt_county2_sc";"bear_density_BZtiff_sc";"Fi_sc";"mean_fi_sc";"max_fi_sc";"IndividualIncome_sc";"income_prop_sc"
"1";1581;"M-06-09";"F";"S";"Aamäck 1";"Aamäck_0607";2006;2007;NA;0;NA;1;NA;"list()";"Värmland";"Hagfors";"hagfors";"M-06-09";0,325;0,98;0,26;3e-04;7,68;83,2447916666667;NA;3,7;0,267578;2;2,02e-05;0,2685545;0,269531;0;0;0;22;22;8;3;2;2;0;228662;0,927555099116705;246521,204204204;2006;2010;0;0;1;0,651264695604423;-0,916163303686042;-0,390453007113493;-0,501595064418729;-0,384887577391677;0,734399836512714;NA;1,55922773436464;-0,614420351573389;0,350852125030086;0,511017156191505;-0,0926618514937114;-0,797730016305676;-0,383244155176277
"2";1502;"M-06-09";"F";"S";"Aamäck 1";"Aamäck_0708";2007;2008;NA;0;NA;1;NA;"c(14.1849149877836, 60.1659809125502)";"Värmland";"Filipstad";"filipstad";"M-06-09";0,323;1;0,25;0,00028;7,62;72,6256272401434;NA;3,4;0,267578;3;1,42e-05;0,2685545;0,269531;0;0;0;48;48;0;0;4;4;1;226802;0,902546393951184;251291,237237237;2006;2010;1;1;2;0,62815884417296;-0,834084481335157;-0,445089195118476;-0,505198049877592;-0,386614848332124;-0,470762935012892;NA;1,10172124192309;-0,620485977518949;0,350852125030086;0,511017156191505;-0,0926618514937114;-0,833954722435028;-0,550089821211952
"3";1422;"M-06-09";"F";"S";"Aamäck 1";"Aamäck_0809";2008;2009;NA;0;NA;1;NA;"c(13.9694963738858, 14.1176508580758, 14.1767549641524, 59.8289394211371, 59.8656497849507, 59.8679474516846)";"Värmland";"Filipstad";"filipstad";"M-06-09";0,32;0,98;0,24;0;7,58;81,8388888888889;NA;2,9;0,267578;3;0,00014579;0,2685545;0,269531;0;0;0;48;43;0;0;7;5;3;227718;0,895624903165033;254255,993993994;2006;2010;2;2;3;0,593500067025765;-0,916163303686042;-0,499725383123459;-0,555639846301678;-0,387766362292422;0,574844750998612;NA;0,339210421187188;-0,48745669115624;0,350852125030086;0,511017156191505;-0,0926618514937114;-0,816115028448745;-0,596266571768689
"4";1320;"M-06-09";"F";"S";"Aamäck 1";"Aamäck_0910";2009;2010;NA;0;NA;1;NA;"c(13.9223214239553, 14.3391528686215, 59.7687015423886, 59.9132074933017)";"Värmland";"Filipstad";"filipstad";"M-06-09";0,316;0,98;0,23;0,00044;7,56;81,6525297619048;NA;2,9;0,267578;3;0,00014395;0,2685545;0,269531;1;1;1;48;33;0;0;9;6;2;231812;0,895459198454853;258875;2006;2010;3;3;4;0,547288364162839;-0,916163303686042;-0,554361571128442;-0,476374166206686;-0,388342119272571;0,553694962469649;NA;0,339210421187188;-0,489316816446212;0,350852125030086;0,511017156191505;-0,0926618514937114;-0,736381723667258;-0,597372071335828
"5";1200;"M-06-09";"F";"S";"Aamäck 1";"Aamäck_1011";2010;2011;"illegal";1;NA;1;NA;"list()";"Värmland";"Filipstad";"filipstad";"M-06-09";0,316;0,98;0,23;0,00044;7,54;82,4444444444444;NA;2,9;0,267578;2;0,00016705;0,2685545;0,269531;3;3;2;66;18;18;3;9;6;0;226569;0,880245845660687;257392,864864865;2006;2010;4;4;5;0,547288364162839;-0,916163303686042;-0,554361571128442;-0,476374166206686;-0,38891787625272;0,643568897488254;NA;0,339210421187188;-0,465964156555805;0,350852125030086;0,511017156191505;-0,0926618514937114;-0,838492548525425;-0,698868008961489
"6";1081;"G45-12";"M";"S";"Aamäck 2";"Aamäck_1112";2011;2012;NA;0;NA;0;NA;"c(13.8617306569349, 14.3941517187704, 59.7639942402125, 59.8439479847382)";"Värmland";"Filipstad";"filipstad";"G45-12";0,321;0,96;0,22;0;7,54;82,3333333333333;NA;3,1;0,152161;4;0,0001609;0,2257385;0,299316;3;3;0;66;18;0;0;11;8;2;225496;0,873382186409303;258187,084084084;2011;2012;0;0;1;0,605052992741497;-0,998242126036926;-0,608997759133425;-0,555639846301678;-0,38891787625272;0,63095896235254;NA;0,64421474948155;-0,472181423150004;-0,866833645575118;-0,0939176474943443;0,300540401959171;-0,8593899193194;-0,744658936227005
"7";952;"G45-12";"M";"S";"Aamäck 2";"Aamäkk_1213";2012;2013;"illegal";1;NA;0;NA;"c(13.8804310582558, 60.6471298019507)";"Dalarna";"Malung";"filipstad";"G45-12";0,318;0,95;0,23;0;7,48;74,4833333333333;2,7;3,2;0,152161;3;6,28e-05;0,2257385;0,299316;0;0;0;186;157;0;0;16;11;1;244397;0,921766183186487;265139,906906907;2011;2012;1;1;2;0,570394215594302;-1,03928153721237;-0,554361571128442;-0,555639846301678;-0,390645147193166;-0,259932954985759;-0,443803117770156;0,796716913628731;-0,571354407359912;-0,866833645575118;-0,0939176474943443;0,300540401959171;-0,491280687840435;-0,421864928527364
"8";814;"M-13-09/G106-13";"M";"S";"Aamäck 3";"Aamäkk_1314";2013;2014;"illegal";1;1;1;NA;"list()";"Dalarna";"Vansbro";"filipstad";"G106-13";0,321;0,98;0,22;0;7,54;81,625;2,6;2,7;0,165527;2;0,00037484;0,2324215;0,299316;4;4;0;38;14;0;0;5;1;0;235305;0,865560317352448;271852,804804805;2013;2013;0;0;1;0,605052992741497;-0,916163303686042;-0,608997759133425;-0,555639846301678;-0,38891787625272;0,550570625862358;-0,444769796856208;0,034206092892826;-0,255901420684483;-0,725818127844548;0,00050451461870978;0,300540401959171;-0,668353283608212;-0,796842563639835
"9";683;"G71-13";"F";"S";"Aamäck 4";"Aamäkk_1415";2014;2015;"censored";1;NA;0;NA;"c(12.8395250247701, 60.9761202067794)";"Dalarna";"Malung";"filipstad";"G71-13";0,318;0,95;0,25;0,00028;7,52;78,7639296187683;2,3;2,5;0,214912;3;0,00023776;0,214933;0,214954;0;0;0;198;68;0;0;19;11;1;257612;0,931798751585479;276467,423423423;2014;2016;0;0;1;0,570394215594302;-1,03928153721237;-0,445089195118476;-0,505198049877592;-0,389493633232869;0,225869418527921;-0,447669834114364;-0,270798235401536;-0,394480754787379;-0,204790794077963;-0,246585412377272;-0,813152010523357;-0,233909993485929;-0,354932612539805
"10";543;"G71-13";"F";"S";"Aamäck 4";"Aamäkk_1516";2015;2016;"censored";1;NA;0;NA;"list()";"Värmland";"Hagfors";"hagfors";"G71-13";0,322;0,98;0,26;0,00028;7,6;75,8854166666667;2,1;2;0,214912;5;0,00017237;0,214933;0,214954;3;1;0;22;0;0;0;14;6;0;257919;0,900758173286869;286335,453453453;2014;2016;1;1;2;0,616605918457228;-0,916163303686042;-0,390453007113493;-0,505198049877592;-0,387190605312273;-0,100811335991942;-0,449603192286468;-1,03330905613744;-0,460585968217409;-0,204790794077963;-0,246585412377272;-0,813152010523357;-0,22793096940974;-0,562019941775241
"11";398;"G71-13";"F";"S";"Aamäck 4";"Aamäkk_1617";2016;2017;"censored";1;NA;0;"Senast reg 2017-10-25, var då ensam";"list()";"Dalarna";"Vansbro";"filipstad";"G71-13";0,325;0,97;0,22;0;7,74;76,05625;2,1;2;0,214912;2;0,00014284;0,214933;0,214954;4;0;0;39;5;0;0;5;0;0;255676;0,872314130882895;293100,834834835;2014;2016;2;2;3;0,651264695604423;-0,957202714861484;-0,608997759133425;-0,555639846301678;-0,38316030645123;-0,0814235607207826;-0,449603192286468;-1,03330905613744;-0,49043895724614;-0,204790794077963;-0,246585412377272;-0,813152010523357;-0,271614848897985;-0,751784472494766
"12";1748;"M-05-02";"M";"S";"Amungen 1";"Amungen_0304";2003;2004;NA;0;NA;1;NA;"c(15.2466227560487, 15.2613914159802, 61.2386890494768, 61.0198658409603)";"Dalarna";"Rättvik";"rättvik";"M-05-02";0,153;1,04;0,12;0;12,933;82,50625;NA;3,5;0,28125;1;0,00133061;0,234375;0,28125;0;0;0;0;0;0;0;4;4;2;212311;0,909905269395658;233333,081081081;2003;2006;0;0;1;-1,3358385275014;-0,669926836633388;-1,15535963918326;-0,555639846301678;-0,233665006555562;0,650583173907501;NA;1,25422340607027;0,710322464313515;0,495096039321;0,0281049476110562;0,0620447863513221;-1,11617634422021;-0,500995057341507
"13";1695;"M-05-02";"M";"S";"Amungen 1";"Amungen_0405";2004;2005;NA;0;NA;1;NA;"c(15.6368881539651, 61.3511040010635)";"Gävleborg";"Ovanåker";"rättvik";"M-05-02";0,158;1,01;0,12;0;13,3;80,2447916666667;NA;3,2;0,28125;2;0,00125349;0,234375;0,28125;0;0;0;1;1;1;1;1;1;1;225427;0,945990991691476;238297,195195195;2003;2006;1;1;2;-1,27807389892274;-0,793045070159715;-1,15535963918326;-0,555639846301678;-0,22309986596983;0,393931587848395;NA;0,796716913628731;0,632358952159916;0,495096039321;0,0281049476110562;0,0620447863513221;-0,860733739062909;-0,260249031868545
"14";1643;"M-05-02";"M";"S";"Amungen 1";"Amungen_0506";2005;2006;NA;0;NA;1;NA;"c(15.5518678079961, 15.2614425995203, 15.0774422417646, 14.9254514732231, 61.003674828286, 61.2119614702446, 61.0614207124423, 60.9743839434029)";"Dalarna";"Rättvik";"rättvik";"M-05-02";0,157;1,01;0,12;0;13,3;83,53125;NA;2,9;0,28125;2;0,00143144;0,234375;0,28125;0;0;0;15;15;15;3;8;7;4;220889;0,907740093345292;243339,477477477;2003;2006;2;2;3;-1,28962682463847;-0,793045070159715;-1,15535963918326;-0,555639846301678;-0,22309986596983;0,766909825534477;NA;0,339210421187188;0,812255308328653;0,495096039321;0,0281049476110562;0,0620447863513221;-0,949114231759144;-0,515440037112224
"15";1585;"M-05-02";"M";"S";"Amungen 1";"Amungen_0607";2006;2007;"illegal";1;NA;1;NA;"c(15.3784131602033, 15.4985615513377, 15.6025610293887, 15.6511409968985, 15.6680522837716, 61.5300125139993, 61.3544508366238, 61.4569472119189, 61.4920084025135, 61.4884371403247)";"Gävleborg";"Ovanåker";"ovanåker";"M-05-02";0,16;1,01;0,12;0;13,3;84,4731182795699;NA;2,7;0,28125;1;0,00110111;0,234375;0,28125;0;0;0;40;40;0;0;11;11;5;236868;0,960842296566879;246521,204204204;2003;2006;3;3;4;-1,25496804749128;-0,793045070159715;-1,15535963918326;-0,555639846301678;-0,22309986596983;0,873801906740357;NA;0,034206092892826;0,478312271895841;0,495096039321;0,0281049476110562;0,0620447863513221;-0,637912845070483;-0,161168498228938
"16";259;"G87-17";"F";"S";"Andån";"Andån_1718";2017;2018;NA;0;NA;0;NA;"list()";"Gävleborg";"Ljusdal";"ljusdal";"G87-17";0,187;1,18;0,25;0,00033;8,2;83,859375;2,7;2,9;0,233883;2;0,00207999;0,15061;0,233883;2;2;0;48;29;0;0;17;8;0;262062;0,880470874589987;297638,465465465;2017;2019;0;0;1;-0,943039053166526;-0,095375080177196;-0,445089195118476;-0,496190586230434;-0,369917895907805;0,804148540232136;-0,443803117770156;0,339210421187188;1,46789892616082;-0,00464075765220795;-1,15538636009506;-0,563263628599247;-0,147243357853878;-0,697366727654129
"17";133;"G87-17";"F";"S";"Andån";"Andån_1819";2018;2019;NA;0;NA;0;NA;"list()";"Gävleborg";"Ljusdal";"ljusdal";"G87-17";0,188;1,18;0,26;0,00033;8,233;82,171875;2,6;3;0,233883;2;0,00319843;0,15061;0,233883;4;4;2;48;25;0;0;17;4;0;264917;0,879576335426409;301187,048048048;2017;2019;1;1;2;-0,931486127450795;-0,095375080177196;-0,390453007113493;-0,496190586230434;-0,368967896890559;0,612635150358457;-0,444769796856208;0,491712585334369;2,59857203991953;-0,00464075765220795;-1,15538636009506;-0,563263628599247;-0,0916403815101691;-0,703334648886127
"18";1;"G87-17";"F";"S";"Andån";"Andån_1920";2019;2020;NA;0;NA;0;NA;"c(16.0159246717567, 15.5215771720869, 15.5686808329458, 62.1031297042508, 62.0692934021934, 61.7196460726044)";"Gävleborg";"Ljusdal";NA;"G87-17";0,18;1,17;0,2;0;8,2;84,7150537634409;1,9;2,6;0,233883;2;0,00352884;0,15061;0,233883;4;2;0;49;24;1;1;20;6;3;268957;0,885068727788649;303882,615615616;2017;2019;2;2;3;-1,02390953317665;-0,136414491352638;-0,718270135143391;-0,555639846301678;-0,369917895907805;0,901259023568128;-0,451536550458573;-0,118296071254355;2,93259595136495;-0,00464075765220795;-1,15538636009506;-0,563263628599247;-0,0129587617453408;-0,666692133580275
"19";545;"M-15-01/G140-13";"F";"S";"Aspafallet 2";"Aspafallet_1516";2015;2016;NA;0;NA;1;NA;"list()";"Orebro";"Lindesberg";"köping";"G140-13";0,235;1,17;0,38;0,0014;22,067;61,0050505050505;2,2;2,4;0,29248;3;2,07e-06;0,2949215;0,297363;6;5;4;52;24;0;0;3;3;0;267085;0,932769577705882;286335,453453453;2015;2016;0;0;1;-0,388498618811414;-0,136414491352638;0,265181248946304;-0,303430864181248;0,0292832062784513;-1,78957540483503;-0,448636513200416;-0,423300399548717;-0,632748651305556;0,613576083022504;0,883548825866037;0,274758162543576;-0,0494171756561721;-0,348455742602261
"20";400;"M-15-01/G140-13";"F";"S";"Aspafallet 2";"Aspafallet_1617";2016;2017;NA;0;NA;1;NA;"list()";"Orebro";"Lindesberg";"lindesberg";"G140-13";0,235;1,21;0,39;0,00347;22,267;62,1333333333333;2,2;2,4;0,29248;5;3,6e-07;0,2949215;0,297363;6;5;0;52;24;0;0;3;3;0;274341;0,935995286927769;293100,834834835;2015;2016;1;1;2;-0,388498618811414;0,0277431533491309;0,319817436951287;0,069478130811102;0,0350407760799405;-1,66152724532054;-0,448636513200416;-0,423300399548717;-0,634477354700041;0,613576083022504;0,883548825866037;0,274758162543576;0,0918981295452124;-0,326935411981336
"21";261;"M-15-01/G140-13";"F";"S";"Aspafallet 3";"Aspafallet_1718";2017;2018;NA;0;NA;1;NA;"list()";"Orebro";"Lindesberg";"lindesberg";"G140-13";0,224;1,16;0,41;0,00028;27,45;61,1616161616162;1,8;2,2;0,29248;3;3,19e-06;0,260825;0,29248;6;4;0;53;13;1;1;3;1;0;281277;0,945029062557898;297638,465465465;2017;2019;0;0;1;-0,51558080168446;-0,177453902528081;0,429089812961253;-0,505198049877592;0,184248197485534;-1,77180685987106;-0,452503229544625;-0,728304727843079;-0,631616401129052;0,613576083022504;0,401809300130925;0,210295963328857;0,226981227240472;-0,266666545526642
"22";135;"M-15-01/G140-13";"F";"S";"Aspafallet 3";"Aspafallet_1819";2018;2019;NA;0;NA;1;NA;"list()";"Orebro";"Lindesberg";"lindesberg";"G140-13";0,237;1,18;0,37;0,00182;22,433;81,6354166666667;2;2,1;0,29248;5;6,1e-07;0,260825;0,29248;6;4;0;53;1;0;0;3;1;0;281852;0,935803852876955;301187,048048048;2017;2019;1;1;2;-0,365392767379951;-0,095375080177196;0,210545060941321;-0,227768169545119;0,0398195590151766;0,551752807281335;-0,45056987137252;-0,88080689199026;-0,634224620285643;0,613576083022504;0,401809300130925;0,210295963328857;0,23817972510304;-0,328212564936622
"23";3;"M-15-01/G140-13";"F";"S";"Aspafallet 3";"Aspafallet_1920";2019;2020;NA;0;NA;1;NA;"list()";"Orebro";"Lindesberg";NA;"G140-13";0,236;1,19;0,38;0,00131;22,4;65,09375;2,3;2,2;0,29248;4;4,84e-06;0,260825;0,29248;6;4;0;68;16;15;2;3;0;0;282049;0,928151152801603;303882,615615616;2017;2019;2;2;3;-0,376945693095682;-0,0543356690017537;0,265181248946304;-0,319644298746133;0,0388695599979308;-1,32555128604831;-0,447669834114364;-0,728304727843079;-0,629948353994023;0,613576083022504;0,401809300130925;0,210295963328857;0,242016427848999;-0,379267580883779
"24";1204;"G69-10";"M";"N";"Aurskog 1";"Aurskog_1011";2010;2011;NA;0;NA;0;NA;"list()";"Akershus";"Aurskog-Høland";"aurskog-høland";"G69-10";0,333;1,12;0,67;0,00149;135,265;81,7708333333333;NA;3,3;0,214844;1;0;0,235901;0,256958;0;0;0;0;0;0;0;0;0;0;325300;1,26382679710561;257392,864864865;2010;2011;0;0;1;0,743688101330275;-0,341611547229849;1,84963070109081;-0,287217429616363;3,28801013822335;0,567121165727981;NA;0,949219077775911;-0,634841292256775;-0,205508215535817;0,0496653575144713;-0,258642443491801;1,08435769924716;1,86019368171178
"25";1085;"G69-10";"M";"N";"Aurskog 1";"Aurskog_1112";2011;2012;"illegal";1;NA;0;NA;"list()";"Akershus";"Aurskog-Høland";"aurskog-høland";"G69-10";0,291;1,49;0,47;0,00092;26,048;82,3939393939394;NA;3;0,214844;0;1,1e-06;0,235901;0,256958;0;0;0;0;0;0;0;0;0;0;337300;1,3064170161593;258187,084084084;2010;2011;1;1;2;0,258465221269551;1,17684666626152;0,756906940991151;-0,389902515193967;0,143887633177095;0,637837108790208;NA;0,491712585334369;-0,633729260833422;-0,205508215535817;0,0496653575144713;-0,258642443491801;1,31806548072685;2,14433448058909
"26";956;"G111-10";"M";"N";"Aurskog 3";"Aurskog_1213";2012;2013;"illegal";1;NA;0;NA;"list()";"Akershus";"Aurskog-Høland";"aurskog-høland";"G111-10";0,314;1,43;0,51;0,00092;29,714;72,0220352564102;351,8;3;0,256958;2;0;0,255783;0,256958;0;0;0;0;0;0;0;0;0;0;352600;1,3298639352838;265139,906906907;2012;2012;0;0;1;0,524182512731376;0,930610199208861;0,975451693011084;-0,389902515193967;0,249423887638392;-0,539264236882713;2,93087357163776;0,491712585334369;-0,634841292256775;0,238807773818157;0,33057234945398;-0,258642443491801;1,61604290211345;2,30076068546135
"27";547;"G107-16";"M";"N";"Aurskog 4";"Aurskog_1516";2015;2016;NA;0;NA;0;NA;"list()";"Akershus";"Aurskog-Høland";"aurskog-høland";"G107-16";0,339;1,13;0,67;0,00149;72,368;65,296875;233,4;2,4;0,3106;3;1,44e-05;0,301937;0,3106;0;0;0;0;0;0;0;0;0;0;392600;1,37111906773997;286335,453453453;2015;2016;0;0;1;0,813005655624664;-0,300572136054408;1,84963070109081;-0,287217429616363;1,477340799202;-1,30249874837833;1,78632553375206;-0,423300399548717;-0,62028378998743;0,804747800909524;0,982668783714927;0,449504451915939;2,39506884037908;2,57599444932406
"28";402;"G107-16";"M";"N";"Aurskog 4";"Aurskog_1617";2016;2017;"illegal";1;NA;0;NA;"list()";"Akershus";"Aurskog-Høland";"aurskog-høland";"G107-16";0,353;1,06;0,7;0,00149;149,427;70,8352941176471;141,9;2,1;0,3106;3;7,4e-06;0,301937;0,3106;0;0;0;0;0;0;0;0;0;0;400700;1,36710630737643;293100,834834835;2015;2016;1;1;2;0,974746615644905;-0,587848014282503;2,01353926510576;-0,287217429616363;3,6957036558668;-0,673946795926905;0,901814170014379;-0,88080689199026;-0,627360353590584;0,804747800909524;0,982668783714927;0,449504451915939;2,55282159287787;2,5492233041942
"29";137;"G35-16";"M";"N";"Aurskog 5";"Aurskog_1819";2018;2019;NA;0;NA;0;NA;"list()";"Akershus";"Aurskog-Høland";"aurskog-høland";"G35-16";0,353;1,06;0,7;0,00149;153,698;82,0555555555556;140,7;2;0,3106;4;1,18e-06;0,299038;0,3106;0;0;0;0;0;0;0;0;0;0;424300;1,40875911746481;301187,048048048;2018;2019;0;0;1;0,974746615644905;-0,587848014282503;2,01353926510576;-0,287217429616363;3,8186565589776;0,59943412451326;0,890214020981754;-1,03330905613744;-0,633648385820814;0,804747800909524;0,941709656382031;0,449504451915939;3,01244689645459;2,82711017580381
"30";5;"G35-16";"M";"N";"Aurskog 5";"Aurskog_1920";2019;2020;NA;0;NA;0;NA;"list()";"Akershus";"Aurskog-Høland";NA;"G35-16";0,335;1,18;0,61;0,00149;76,254;79,1380952380952;160,1;1,8;0,3106;4;1,82e-05;0,299038;0,3106;0;0;0;0;0;0;0;0;0;0;443400;1,4591160442059;303882,615615616;2018;2019;1;1;2;0,766793952761738;-0,095375080177196;1,52181357306091;-0,287217429616363;1,58921038044494;0,268333256235465;1,07774976367586;-1,3383133844318;-0,616442226888576;0,804747800909524;0,941709656382031;0,449504451915939;3,38443178197643;3,16306659282017
"31";404;"G73-15";"F";"S";"Bertjärn";"Berttjärn_1617";2016;2017;"illegal";1;NA;0;NA;"c(13.1223600712804, 12.5825021065144, 60.0789792772721, 61.037308062458)";"Värmland";"Torsby";"torsby";"G73-15";0,225;0,69;0,25;0,00092;2,7;79,4823529411765;2;1,9;0,214912;2;0,000488;0,218647;0,222382;14;10;0;153;29;6;1;36;15;2;264141;0,901194976632687;293100,834834835;2016;2016;0;0;1;-0,504027875968729;-2,10630622777387;-0,445089195118476;-0,389902515193967;-0,528251065448759;0,307402861987895;-0,45056987137252;-1,18581122028462;-0,141503715351219;-0,204790794077963;-0,194111387225711;-0,715092371824414;-0,106753484712522;-0,559105806689987
"32";406;"G48-14";"M";"S";"Billsjön";"Billsjön_1617";2016;2017;"illegal";1;NA;0;NA;"list()";"Dalarna";"Smedjebacken";"smedjebacken";"G48-14";0,277;1,3;0,34;0,00293;18;66,9411764705882;2,3;2,3;0,205505;8;2,06e-05;0,178833;0,205505;1;1;0;4;4;0;0;1;0;0;284711;0,971375602394437;293100,834834835;2016;2016;0;0;1;0,0967242612493102;0,397097853928112;0,0466364969263719;-0,0278024765782068;-0,0877969756348324;-1,11588793438922;-0,447669834114364;-0,575802563695898;-0,614015976510352;-0,304037612519641;-0,756631806553729;-0,937891580537669;0,293860604040576;-0,0908955106942079
"33";818;"G183-13";"M";"S";"Björnås 2";"Björnås_1314";2013;2014;"illegal";1;NA;0;NA;"c(16.1169140591165, 60.7266126048823)";"Dalarna";"Falun";"falun";"G183-13";0,178;1,1;0,2;0;11,95;80,265625;2,9;2,4;0,414307;2;0,00256491;0,414307;0,414307;0;0;0;109;59;1;1;14;8;1;280604;1,03219093215345;271852,804804805;2013;2013;0;0;1;-1,04701538460811;-0,423690369580734;-0,718270135143391;-0,555639846301678;-0,261963462129882;0,396295950686338;-0,441869759598051;-0,423300399548717;1,95812281508099;1,89888937634602;2,57031181179272;1,81857700853296;0,213874115829153;0,314834179494242
"34";819;"G113-12";"F";"S";"Björnås 2/3/4";"Björnås_1314";2013;2014;NA;0;NA;0;NA;"c(16.1169140591165, 60.7266126048823)";"Dalarna";"Falun";"falun";"G113-12";0,178;1,1;0,2;0;11,95;80,265625;2,9;2,4;0;2;0,00256491;0;0;0;0;0;109;59;1;1;14;8;1;280604;1,03219093215345;271852,804804805;2013;2013;0;0;1;-1,04701538460811;-0,423690369580734;-0,718270135143391;-0,555639846301678;-0,261963462129882;0,396295950686338;-0,441869759598051;-0,423300399548717;1,95812281508099;-2,47218021099493;-3,28331121956642;-3,65083531382069;0,213874115829153;0,314834179494242
"35";263;"G113-12";"F";"S";"Björnås 4";"Björnås_1718";2017;2018;NA;0;NA;0;NA;"c(16.3210809454011, 61.1855333035311)";"Gävleborg";"Bollnäs";"bollnäs";"G113-12";0,204;1,16;0,17;0;13,775;81,8823529411765;2,4;2,8;0;1;0,00224688;0,069504;0,139008;10;6;6;57;0;0;0;13;5;1;268696;0,90275966038125;297638,465465465;2017;2019;0;0;1;-0,746639315999091;-0,177453902528081;-0,88217869915834;-0,555639846301678;-0,209425637691293;0,57977746091935;-0,446703155028312;0,186708257040006;1,63661431183658;-2,47218021099493;-2,30130943062347;-1,81574184905727;-0,018041905992524;-0,548667013460335
"36";139;"G113-12";"F";"S";"Björnås 4";"Björnås_1819";2018;2019;NA;0;NA;0;NA;"list()";"Gävleborg";"Bollnäs";"bollnäs";"G113-12";0,198;1,12;0,18;0;13,875;83,1515151515152;2,6;2,9;0;1;0,00365482;0,069504;0,139008;10;6;0;57;0;0;0;13;5;0;270087;0,89674174819401;301187,048048048;2017;2019;1;1;2;-0,81595687029348;-0,341611547229849;-0,827542511153357;-0,555639846301678;-0,206546852790548;0,723813939261;-0,444769796856208;0,339210421187188;3,05995387746856;-2,47218021099493;-2,30130943062347;-1,81574184905727;0,00904872101066309;-0,588815536159883
"37";7;"G22-14";"M";"S";"Björnås 4";"Björnås_1920";2019;2020;NA;0;NA;0;NA;"c(15.8246297317034, 60.9015612619864)";"Dalarna";"Falun";NA;"G22-14";0,179;1,15;0,16;0;13,9;86,7916666666667;2,4;2,5;0,139008;3;0,00292842;0,069504;0,139008;0;0;0;122;13;5;1;16;2;1;309927;1,01989052375418;303882,615615616;2017;2019;2;2;3;-1,03546245889238;-0,218493313703523;-0,936814887163323;-0,555639846301678;-0,205827156565362;1,13693260967313;-0,446703155028312;-0,270798235401536;2,32560876299275;-1,00560194609212;-2,30130943062347;-1,81574184905727;0,784958555523227;0,232771960826646
"38";141;"G71-17";"M";"S";"Blåbärskullen";"Blåbärskullen_1819";2018;2019;NA;0;NA;0;NA;"list()";"Värmland";"Sunne";"arvika";"G71-17";0,423;1,21;0,33;0,00434;19,8;81,96875;2,1;2,3;0,228912;3;2,18e-05;0,1905365;0,228912;8;4;0;45;32;0;0;16;6;0;284696;0,945246489997082;301187,048048048;2018;2018;0;0;1;1,78345141574611;0,0277431533491309;-0,00799969107861122;0,226207998271655;-0,0359788474214292;0,589582612688478;-0,449603192286468;-0,575802563695898;-0,61280285132124;-0,0570863762844586;-0,591276461006799;-0,628887546743087;0,293568469313726;-0,265215977587794
"39";1428;"D-11-29";"M";"S";"Bogen 2";"Bogen_0809";2008;2009;NA;0;NA;0;NA;"c(12.6244067120794, 59.7926579074265)";"Värmland";"Arvika";"arvika";"D-11-29";0,414;1,13;0,39;0,00554;12,233;70,2843137254902;NA;3,2;0,267578;1;3,49e-05;0,2910155;0,314453;1;1;1;0;0;0;0;6;5;1;240468;0,945771213581224;254255,993993994;2008;2008;0;0;1;1,67947508430453;-0,300572136054408;0,319817436951287;0,442387125803452;-0,253816500860775;-0,736477238982251;NA;0,796716913628731;-0,599559568006767;0,350852125030086;0,828362088590324;0,500369259119362;-0,567800510626576;-0,261715282317837
"40";265;"G166-16";"F";"S";"Bograngen 3";"Bograngen_1718";2017;2018;NA;0;NA;0;NA;"c(12.5971694120594, 13.3763878520525, 13.1570589260582, 12.9611849676057, 60.6348113567009, 60.3028640762702, 60.1614536131388, 60.0735432252356)";"Värmland";"Torsby";"torsby";"G166-16";0,197;1,29;0,27;0,00061;5,083;83,4509803921569;74,5;1,9;0,224609;4;0,00037703;0,195068;0,224609;14;10;0;153;25;0;0;40;19;4;269034;0,903895266289819;297638,465465465;2017;2018;0;0;1;-0,827509796009211;0,35605844275267;-0,33581681910851;-0,445748789806348;-0,459649621264015;0,757800074600039;0,250272466015258;-1,18581122028462;-0,253687467214353;-0,102484384124848;-0,527252216264122;-0,685692962106785;-0,0114591368141795;-0,541090814576177
